LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON
145,046970,우리로,KOSDAQ,기타,8830,238.84,3869.7,0.0,0.0,WAIT,WAIT,3,False,1,True,37.4,37.4,59.9,10.7,45.9,0.0,30.0,38.8,49.2,38.5,9.96,0.0,RR10.0 + 진입적정,0,8830.0,8090.0,16200.0,20300.0,,-0.74,0.13,8307,482.31,특이사항 없음,0,28.26,55.9,-5.37,저점추세 양호,,,추세 관망,CAUTION,56.0,기타 전문 도매업,23883778325.0,55.7,90.24,0,0,0.91,-12.49,-25.55,5.75,495.01,544.53,-3.05,468.34,496.53,0.196,0.1,1,12.0,0,0,1.73,0.24,0,0,0,0,1,7919.0,6.29,-0.9725,False,O,▲,10130,▼,X,X,-0.57,247,0,1,1,1,25500.0,enter,100.0,SWING+WARN:ATR%=21.0% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,8.38,6.0,10.0,normal,7.0,v1_sl_first_gap_at_open,SWING+WARN:ATR%=21.0% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기타 전문 도매업,7.800172413793104,10.187672413793104,10.0,45.9,OK,5.0,5.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,37.4,37.4,37.4,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,9.959,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,83.5,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
146,466100,클로봇,KOSDAQ,IT/전기전자,51500,139.08,12871.0,0.0,0.0,WAIT,WAIT,3,False,1,True,43.0,43.0,84.7,13.6,18.2,0.0,29.7,38.8,71.1,11.1,1.03,0.0,RR1.0 + 진입적정,0,51500.0,44200.0,59000.0,65400.0,,-1.77,0.52,59254,-21.17,특이사항 없음,0,12.22,59.6,8.57,STRUCT 강점,,,추세 관망,CAUTION,56.0,소프트웨어 개발 및 공급업,13907988850.0,81.5,32.58,0,0,-2.65,6.4,15.73,-3.38,-29.93,10.52,-12.18,-56.6,-37.48,0.625,0.11,0,11.5,1,0,1.14,0.6,0,0,0,1,-1,54485.0,-13.09,0.2086,False,X,▼,51733,▲,X,X,0.19,250,0,-1,1,1,79200.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,14.17,5.0,1.0,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,0.0,소프트웨어 개발 및 공급업,2.853258426966292,18.027078651685393,8.0,18.2,OK,25.753559600776907,25.753559600776907,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,43.0,43.0,43.0,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,1.027,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,14.6,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
147,138040,메리츠금융지주,KOSPI,금융,113900,198.62,190608.5,0.0,0.0,WAIT,WAIT,3,False,1,True,32.2,32.2,38.6,34.9,13.8,0.0,28.8,29.1,24.8,69.0,2.15,0.0,RR2.1 + 진입적정,0,113900.0,109800.0,122700.0,149800.0,,-1.66,0.84,120543,4.2,특이사항 없음,5,2.17,43.6,-1.21,저점추세 양호,,,추세 관망,CAUTION,56.0,기타 금융업,19862093500.0,38.5,8.24,1,1,-1.21,-1.39,-2.9,-1.56,2.43,4.11,-10.36,-24.24,-43.89,0.473,0.295,1,6.2,1,0,1.41,0.26,0,0,0,0,-1,120130.0,-5.51,-0.0986,True,X,▲,115676,▼,X,X,0.95,250,0,1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.6,4.0,2.1,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,기타 금융업,7.680487804878048,14.592926829268292,9.0,13.8,OK,22.40385569236124,22.40385569236124,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,32.2,32.2,32.2,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,2.146,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,7.7,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
148,038110,에코플라스틱,KOSDAQ,자동차·모빌리티,3740,85.62,1539.7,0.0,0.0,WAIT,WAIT,3,False,1,True,29.8,29.8,35.9,11.7,54.0,0.0,26.4,33.9,42.3,47.1,2.57,0.0,RR2.6 + 진입적정,0,3740.0,3435.0,4525.0,5180.0,⚡눌림회복,0.06,0.21,3986,-7.94,특이사항 없음,5,1.29,50.5,-0.7,,,,추세 관망,CAUTION,56.0,자동차 신품 부품 제조업,8561846630.0,77.9,16.64,1,0,2.19,3.03,-4.1,1.22,14.02,18.73,-7.58,-12.65,-29.27,0.653,0.653,0,12.0,0,0,1.22,0.23,0,0,0,0,1,3155.5,-6.18,0.1151,False,O,▲,3599,▼,O,X,1.5,250,0,1,1,1,5880.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,8.16,6.0,2.6,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,자동차 신품 부품 제조업,4.498421052631579,2.8815789473684212,13.0,54.0,OK,15.0,15.0,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,29.8,29.8,29.8,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,2.574,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,21.0,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
149,000810,삼성화재,KOSPI,금융,464000,647.42,207164.3,0.0,0.0,WAIT,WAIT,3,False,1,True,29.3,29.3,39.6,25.0,17.1,0.0,25.9,27.2,22.5,71.9,1.89,0.0,RR1.9 + 진입적정,0,464000.0,437000.0,515000.0,646000.0,,0.25,0.95,496806,-5.89,특이사항 없음,0,2.85,48.4,-0.54,저점추세 양호,,,추세 관망,CAUTION,56.0,보험업,64742181901.0,40.7,12.8,0,0,-3.93,0.54,-4.53,2.2,-7.01,4.86,-6.6,-33.68,-43.14,0.911,0.638,0,6.6,1,0,1.01,0.33,0,0,0,0,-1,499100.0,-6.6,-0.0018,True,X,▼,466517,▼,X,X,0.0,250,0,-1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.82,4.0,1.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,보험업,7.680487804878048,14.592926829268292,9.0,17.1,OK,40.52407126710479,40.52407126710479,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,29.3,29.3,29.3,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,1.889,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,11.0,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
150,084370,유진테크,KOSDAQ,조선·기계·설비,140000,220.36,32082.5,0.0,0.0,WAIT,WAIT,3,False,1,True,90.1,90.1,94.1,92.9,76.5,0.0,25.6,87.8,17.6,78.0,0.36,0.0,진입적정 + 3축고점,0,140000.0,125200.0,145400.0,163800.0,🚀급등시동,0.88,0.92,122795,40.44,특이사항 없음,0,6.69,67.2,7.79,STRUCT 강점,TIMING 보조,,추세 관망,CAUTION,56.0,특수 목적용 기계 제조업,22036124850.0,74.6,20.21,0,0,-1.41,4.01,8.61,13.18,30.23,48.78,4.38,3.56,0.78,0.01,0.01,1,9.7,1,0,1.18,0.81,0,0,0,1,1,118880.0,14.01,0.0871,False,O,▲,138037,▲,O,X,-1.76,250,0,1,1,1,170200.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,10.57,5.0,0.4,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,특수 목적용 기계 제조업,10.336153846153847,25.077384615384616,5.0,76.5,OK,65.99336479034524,65.99336479034524,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,90.1,90.1,90.1,26.67,26.67,FRESH,0.619,,False,0.641,False,MATURE,4239.0,0.365,1.201,0.365,0.0,0.0,0.0,v22_calibrated,,,,,,True,3.9,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
151,011200,HMM,KOSPI,기타,20750,138.52,195721.9,0.0,0.0,WAIT,WAIT,3,False,1,True,32.3,32.3,54.9,0.0,51.5,0.0,25.3,35.5,54.9,31.4,1.25,0.0,RR1.2 + 진입적정,0,20750.0,19830.0,21900.0,24950.0,,-0.21,0.59,21461,-1.51,특이사항 없음,0,2.82,48.3,-0.34,저점추세 양호,,,추세 관망,CAUTION,56.0,해상 운송업,13851678175.0,52.0,8.12,0,1,0.0,-0.48,-1.66,1.97,1.72,2.47,-6.83,-24.95,-45.53,0.414,0.361,0,6.0,1,0,1.81,0.43,0,0,0,0,1,19760.0,-3.32,-0.0602,True,X,▼,20942,▼,X,X,0.0,250,0,-1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.43,4.0,1.2,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,해상 운송업,7.800172413793104,10.187672413793104,10.0,51.5,OK,10.799900339524896,10.799900339524896,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,32.3,32.3,32.3,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,1.25,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,5.5,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
152,138080,오이솔루션,KOSDAQ,IT/전기전자,38000,202.71,4703.5,0.0,0.0,WAIT,WAIT,3,False,1,True,28.4,28.4,19.3,6.8,89.9,0.0,25.1,38.7,83.1,0.0,4.92,0.0,RR4.9 + 진입적정,0,38000.0,35400.0,50800.0,52000.0,,-2.73,0.57,34688,-7.55,특이사항 없음,1,-2.41,46.7,-10.73,AI 강점,,,추세 관망,CAUTION,56.0,통신 및 방송 장비 제조업,20270725950.0,62.1,27.58,0,0,1.06,-20.34,-13.34,-10.59,124.45,167.23,-19.39,97.78,119.23,0.373,0.196,0,12.0,0,0,1.66,0.1,0,0,0,0,1,35610.0,9.55,-0.869,True,O,▲,43051,▼,X,X,-0.53,250,0,1,1,1,60600.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.84,6.0,4.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,통신 및 방송 장비 제조업,2.853258426966292,18.027078651685393,8.0,89.9,OK,12.847935392443748,12.847935392443748,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,28.4,28.4,28.4,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,4.923,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,33.7,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
153,037030,파워넷,KOSDAQ,인프라·에너지,5880,68.73,1500.2,0.0,0.0,WAIT,WAIT,3,False,1,True,34.8,34.8,67.7,0.0,38.6,0.0,24.9,35.4,67.7,15.4,10.06,0.0,RR10.1 + 진입적정,0,5880.0,5560.0,9100.0,10920.0,,-1.75,0.16,5758,-3.91,특이사항 없음,0,11.03,47.9,-8.72,STRUCT 강점,,,추세 관망,CAUTION,56.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",6872572705.0,79.5,56.93,0,0,-0.17,-12.5,-31.15,1.73,95.67,114.99,-7.07,69.0,66.99,0.394,0.276,0,12.0,0,0,3.16,0.18,0,0,0,0,-1,7849.0,2.12,-0.4191,True,O,▲,6196,▼,X,X,0.17,250,0,1,1,1,13220.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.44,6.0,10.1,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",14.106875,26.830625,4.0,38.6,OK,5.0,5.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,34.8,34.8,34.8,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,10.062,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,54.8,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
154,326030,SK바이오팜,KOSPI,기타,101800,116.31,79722.9,0.0,0.0,WAIT,WAIT,3,False,1,True,24.9,24.9,6.9,46.0,18.8,0.0,24.8,23.9,39.1,51.1,1.56,0.0,RR1.6 + 진입적정,0,101800.0,97900.0,107900.0,120400.0,,-0.95,0.7,101084,6.54,특이사항 없음,0,8.95,62.4,1.21,저점추세 양호,,,추세 관망,CAUTION,56.0,자연과학 및 공학 연구개발업,11631264100.0,54.3,15.03,0,0,-0.78,-1.64,-3.69,2.83,-14.67,-14.24,-5.97,-41.34,-62.24,0.583,0.062,1,6.0,1,0,0.3,0.6,0,0,0,1,1,96360.0,0.71,-0.1427,True,X,▼,103915,▼,X,X,0.0,250,0,-1,-1,1,144100.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.83,4.0,1.6,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,SWING_120D,45,0.0,자연과학 및 공학 연구개발업,7.800172413793104,10.187672413793104,10.0,18.8,OK,36.929568229828845,36.929568229828845,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,24.9,24.9,24.9,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,1.564,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,6.0,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
155,062970,한국첨단소재,KOSDAQ,IT/전기전자,2800,79.26,1598.5,0.0,0.0,WAIT,WAIT,3,False,1,True,29.0,29.0,41.3,1.7,59.2,0.0,23.9,34.1,57.5,28.1,12.16,0.0,RR12.2 + 진입적정,0,2800.0,2615.0,5050.0,6070.0,,-0.21,0.18,3467,-30.79,특이사항 없음,0,21.9,20.0,-16.45,저점추세 양호,,,추세 관망,CAUTION,56.0,통신 및 방송 장비 제조업,7925675628.0,30.3,67.26,0,0,-4.27,-6.82,-31.29,-2.61,64.61,34.87,-11.41,37.94,-13.13,0.609,0.146,0,12.0,0,0,1.04,0.21,0,0,0,0,-1,4008.0,-19.25,0.013,True,O,▲,2791,▼,O,X,0.17,248,0,1,1,1,7350.0,enter,100.0,SWING+WARN:ATR%=21.4% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,6.61,6.0,12.2,normal,7.0,v1_sl_first_gap_at_open,SWING+WARN:ATR%=21.4% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,통신 및 방송 장비 제조업,2.853258426966292,18.027078651685393,8.0,59.2,OK,15.0,15.0,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,29.0,29.0,29.0,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,12.162,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,80.4,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
156,049080,기가레인,KOSDAQ,IT/전기전자,2230,108.52,1892.9,0.0,0.0,WAIT,WAIT,3,False,1,True,27.7,27.7,25.5,0.0,87.3,0.0,23.6,37.6,87.3,0.0,2.67,0.0,RR2.7 + 진입적정,0,2230.0,1895.0,3125.0,3865.0,,-0.15,0.13,2001,-7.06,특이사항 없음,0,52.1,47.1,-3.74,AI 강점,,,추세 관망,CAUTION,56.0,전자부품 제조업,10851538491.0,45.6,64.51,0,0,-5.11,-2.19,-21.89,59.06,289.86,330.5,50.26,263.19,282.5,0.545,0.383,0,12.0,0,0,0.71,0.55,0,0,0,0,1,1380.5,11.4,-0.6243,False,O,▲,2454,▼,X,X,-2.13,248,0,1,1,1,4840.0,enter,100.0,NORMAL+WARN:ATR%=21.7% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,15.02,6.0,2.7,normal,7.0,v1_sl_first_gap_at_open,NORMAL+WARN:ATR%=21.7% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,전자부품 제조업,2.853258426966292,18.027078651685393,8.0,87.3,OK,5.0,5.0,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,27.7,27.7,27.7,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,2.672,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,40.1,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
157,120110,코오롱인더,KOSPI,화학·소재,100900,436.15,30215.5,0.0,0.0,WAIT,WAIT,3,False,1,True,85.1,85.1,90.9,89.5,64.5,0.0,23.4,81.6,26.4,67.0,0.34,0.0,진입적정 + 3축고점,0,100900.0,89000.0,104900.0,121000.0,🚀급등시동,0.99,1.24,73332,129.71,특이사항 없음,0,10.29,68.7,14.99,STRUCT 강점,TIMING 보조,,추세 관망,CAUTION,56.0,화학섬유 제조업,43615440250.0,68.1,25.91,0,0,0.9,14.14,12.61,21.57,85.82,184.63,12.77,59.15,136.63,0.0,0.0,1,11.4,1,0,1.5,0.86,0,0,0,1,1,83560.0,37.59,0.2652,False,O,▲,92425,▲,O,X,-0.9,250,0,1,1,1,138600.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,11.79,5.0,0.3,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,화학섬유 제조업,8.424642857142857,18.105714285714285,7.0,64.5,OK,66.12915247199096,66.12915247199096,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,85.1,85.1,85.1,26.67,26.67,FRESH,0.619,,False,0.601,False,MATURE,4239.0,0.336,1.201,0.336,0.0,0.0,0.0,v22_calibrated,,,,,,True,4.0,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
158,005690,파미셀,KOSPI,기타,19770,345.06,11865.4,0.0,0.0,WAIT,WAIT,3,False,1,True,88.0,88.0,98.6,93.5,55.8,0.0,22.9,82.6,42.8,46.5,0.5,0.0,진입적정 + 3축고점,0,19770.0,17620.0,20850.0,23450.0,🚀급등시동,0.75,1.48,16817,19.37,특이사항 없음,0,18.45,67.7,13.14,STRUCT 강점,TIMING 보조,,추세 관망,CAUTION,56.0,기초 의약물질 제조업,34506299530.0,72.2,38.61,0,0,-0.15,11.25,10.45,23.02,36.53,8.63,14.22,9.86,-39.37,0.008,0.008,1,10.5,1,0,1.85,0.91,0,0,0,1,1,16465.0,17.55,0.0976,False,O,▲,19266,▲,O,X,1.52,250,0,1,1,1,25150.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,10.88,5.0,0.5,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,BB_UPPER,75,ATR_3.5x,45,FIBO_1.618,25,0.0,기초 의약물질 제조업,7.800172413793104,10.187672413793104,10.0,55.8,OK,70.0,70.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,88.0,88.0,88.0,26.67,26.67,FRESH,0.619,,False,0.624,False,MATURE,4239.0,0.502,1.201,0.502,0.0,0.0,0.0,v22_calibrated,,,,,,True,5.5,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
159,389500,에스비비테크,KOSDAQ,조선·기계·설비,66500,136.9,4425.9,0.0,0.0,WAIT,WAIT,3,False,1,True,81.4,81.4,95.6,74.1,67.8,0.0,22.0,79.2,27.8,65.2,0.54,0.0,진입적정,0,66500.0,56700.0,71800.0,74700.0,,0.01,1.0,60673,60.79,특이사항 없음,0,30.79,73.3,13.53,STRUCT 강점,TIMING 보조,RSI 과열,추세 관망,CAUTION,56.0,일반 목적용 기계 제조업,13690340050.0,73.0,54.73,0,0,-4.86,6.57,9.38,26.19,-15.18,134.98,17.39,-41.85,86.98,0.143,0.12,1,12.0,1,0,1.78,0.79,0,0,0,1,1,54860.0,9.6,-0.1013,False,O,▲,69442,▲,X,X,0.0,250,0,1,1,1,84200.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,14.74,6.0,0.5,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,BB_UPPER,75,ATR_3.5x,45,0.0,일반 목적용 기계 제조업,10.336153846153847,25.077384615384616,5.0,67.8,OK,56.50782542269533,56.50782542269533,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,81.4,81.4,81.4,26.67,26.67,FRESH,0.619,,False,0.571,False,MATURE,4239.0,0.541,1.085,0.541,0.0,0.0,0.0,v22_calibrated,,,,,,True,8.0,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
