LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON
130,041190,우리기술투자,KOSDAQ,금융,6780,51.92,5695.2,0.0,0.0,WAIT,WAIT,3,False,1,True,45.2,45.2,69.8,34.2,17.8,0.0,35.5,40.6,52.0,35.0,0.86,0.0,진입적정,0,6780.0,6420.0,7090.0,7920.0,⚡눌림회복,-1.3,0.85,7213,-14.31,특이사항 없음,0,9.42,65.5,2.84,STRUCT 강점,,,추세 관망,CAUTION,56.0,기타 금융업,5191716605.0,60.9,16.74,0,0,0.74,-1.02,0.0,5.28,-21.62,-23.3,-3.52,-48.29,-71.3,0.824,0.14,0,6.8,1,0,1.42,0.7,0,0,0,1,-1,7188.0,-6.01,-0.146,True,X,▼,6892,▼,X,X,0.0,250,0,-1,-1,1,8710.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.31,5.0,0.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,0.0,기타 금융업,7.680487804878048,14.592926829268292,9.0,17.8,OK,44.24902156153951,44.24902156153951,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,45.2,45.2,45.2,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,0.861,0.88,0.861,0.0,0.0,0.0,v22_calibrated,,,,,,True,4.6,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
131,034230,파라다이스,KOSPI,서비스 기타,16140,85.15,14950.4,0.0,0.0,WAIT,WAIT,3,False,1,True,42.6,42.6,61.8,36.2,16.9,0.0,34.7,38.3,44.9,43.9,0.94,0.0,진입적정,0,16140.0,14920.0,17290.0,21850.0,,0.07,0.73,17858,-8.88,특이사항 없음,0,4.86,74.8,4.47,STRUCT 강점,,RSI 과열,추세 관망,CAUTION,56.0,유원지 및 기타 오락관련 서비스업,8515386450.0,62.2,13.42,0,0,0.31,4.94,4.81,-4.5,-8.87,-12.19,-13.3,-35.54,-60.19,0.763,0.309,0,6.2,1,0,0.86,0.6,0,0,0,1,-1,16642.0,-9.62,0.1503,False,X,▼,15904,▲,O,X,0.87,250,0,-1,-1,1,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,7.56,5.0,0.9,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,유원지 및 기타 오락관련 서비스업,6.783928571428572,4.263571428571428,12.0,16.9,OK,50.6220574927772,50.6220574927772,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,42.6,42.6,42.6,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,0.943,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,7.1,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
132,282330,BGF리테일,KOSPI,유통·소비재,133000,62.05,22987.6,0.0,0.0,WAIT,WAIT,3,False,1,True,38.0,38.0,48.2,32.6,28.5,0.0,34.5,36.4,19.7,75.4,1.85,0.0,RR1.9 + 진입적정,0,133000.0,125000.0,147800.0,154200.0,⚡눌림회복,-0.2,0.86,129649,-3.51,특이사항 없음,4,2.87,35.4,-0.92,저점추세 양호,,,추세 관망,CAUTION,56.0,종합 소매업,6204628900.0,47.8,11.94,1,0,1.22,-0.15,0.23,-3.34,11.95,30.01,-12.14,-14.72,-17.99,0.268,0.268,0,9.1,0,0,1.05,0.34,0,0,0,0,1,123680.0,2.58,0.0064,True,O,▲,134082,▲,X,X,0.91,250,0,1,1,1,158100.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.02,5.0,1.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,종합 소매업,8.196428571428571,7.399285714285713,11.0,28.5,OK,28.40796465688156,28.40796465688156,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,38.0,38.0,38.0,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,1.85,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,11.1,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
133,068270,셀트리온,KOSPI,바이오·의약품,204000,781.36,452754.1,0.0,0.0,WAIT,WAIT,3,False,1,True,48.6,48.6,85.8,29.3,12.6,0.0,34.4,42.6,73.2,8.5,0.88,0.0,진입적정,0,204000.0,194900.0,212000.0,251000.0,,-0.65,0.83,214476,-3.12,특이사항 없음,0,4.91,52.9,0.99,STRUCT 강점,,,추세 관망,CAUTION,56.0,기초 의약물질 제조업,78135904134.0,41.1,9.47,0,1,-1.45,0.0,0.99,-0.97,-4.9,16.84,-9.77,-31.57,-31.16,0.434,0.271,0,6.0,1,0,1.4,0.61,0,0,0,1,-1,214890.0,-4.88,-0.0628,True,X,▲,207593,▼,X,X,-0.24,250,0,1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.46,4.0,0.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,기초 의약물질 제조업,2.1353846153846154,-11.670769230769231,16.0,12.6,OK,43.85902301201859,43.85902301201859,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,48.6,48.6,48.6,26.67,26.67,FRESH,0.619,,False,0.309,True,MATURE,4239.0,0.879,0.88,0.879,0.0,0.0,0.0,v22_calibrated,,,,,,True,3.9,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
134,347700,스피어,KOSDAQ,IT/전기전자,40600,205.6,20336.2,0.0,0.0,WAIT,WAIT,3,False,1,True,39.5,39.5,54.7,23.7,40.6,0.0,34.3,39.7,31.0,61.2,4.21,0.0,RR4.2 + 진입적정,0,40600.0,37700.0,52800.0,57300.0,,-1.49,0.42,42402,128.45,특이사항 없음,5,4.15,47.2,-6.38,저점추세 양호,,,추세 관망,CAUTION,56.0,소프트웨어 개발 및 공급업,20560102225.0,48.5,22.59,1,0,2.27,-8.76,-10.96,-17.48,57.36,392.72,-26.28,30.69,344.72,0.305,0.175,1,12.0,0,0,1.57,0.21,0,0,0,0,1,36045.0,-4.25,-0.1925,True,O,▲,42255,▼,X,X,-1.01,249,0,1,1,1,66200.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,7.14,5.0,4.2,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,소프트웨어 개발 및 공급업,2.853258426966292,18.027078651685393,8.0,40.6,OK,7.846709811813564,7.846709811813564,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,39.5,39.5,39.5,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,4.207,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,30.0,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
135,004090,한국석유,KOSPI,기타,15880,57.9,2015.8,0.0,0.0,WAIT,WAIT,3,False,1,True,44.7,44.7,64.2,3.9,87.1,0.0,34.2,51.7,83.2,0.0,5.27,0.0,RR5.3 + 진입적정,0,15880.0,15250.0,19200.0,33600.0,,-0.71,0.36,20303,-16.54,특이사항 없음,5,7.08,53.0,-2.17,AI 강점,STRUCT 보조,,추세 관망,CAUTION,56.0,기타 비금속 광물제품 제조업,5790391045.0,57.5,12.4,1,0,-1.0,-0.75,-0.5,-1.06,6.29,14.0,-9.86,-20.38,-34.0,0.781,0.123,0,6.7,1,0,3.73,0.26,0,0,0,0,-1,17329.0,-21.79,0.038,True,X,▲,16009,▼,X,X,0.62,250,0,1,1,1,38900.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.97,6.0,5.3,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,기타 비금속 광물제품 제조업,7.800172413793104,10.187672413793104,10.0,87.1,OK,8.0,8.0,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,44.7,44.7,44.7,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,5.27,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,20.9,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
136,012450,한화에어로스페이스,KOSPI,기타,1420000,1569.07,732200.3,0.0,0.0,WAIT,WAIT,3,False,1,True,35.4,35.4,23.1,34.2,62.3,0.0,34.2,39.9,39.2,51.0,2.08,0.0,RR2.1 + 진입적정,0,1420000.0,1348000.0,1570000.0,1655000.0,,-1.42,0.54,1363787,1.48,특이사항 없음,0,0.51,46.2,-2.7,AI 강점,,,추세 관망,CAUTION,56.0,"항공기,우주선 및 부품 제조업",156906600000.0,50.1,12.89,0,0,1.79,0.28,-5.9,6.53,9.23,36.28,-2.27,-17.44,-11.72,0.215,0.215,1,7.8,0,0,1.66,0.2,11360,-1420,9940,0,1,1329900.0,4.12,0.0135,True,O,▲,1412378,▼,O,X,0.79,250,0,1,1,1,1807000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.07,4.0,2.1,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,"항공기,우주선 및 부품 제조업",7.800172413793104,10.187672413793104,10.0,62.3,OK,23.19941100843088,23.19941100843088,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,35.4,35.4,35.4,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,2.083,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,10.6,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
137,389020,자람테크놀로지,KOSDAQ,반도체,51800,55.44,3451.9,0.0,0.0,WAIT,WAIT,3,False,1,True,41.9,41.9,66.8,25.2,25.6,0.0,33.9,39.2,41.6,48.0,6.09,0.0,RR6.1 + 진입적정,0,51800.0,49650.0,64900.0,66600.0,,-1.02,0.49,52224,26.37,특이사항 없음,0,13.78,59.6,-1.88,STRUCT 강점,,,추세 관망,CAUTION,56.0,반도체 제조업,5543780350.0,61.3,32.49,0,0,-3.36,-5.47,-11.0,-4.95,23.04,21.6,-13.75,-3.63,-26.4,0.356,0.299,1,12.0,1,0,2.38,0.34,0,0,0,0,1,44830.0,-0.81,-0.2043,True,O,▲,55856,▼,X,X,-0.19,250,0,1,1,1,72700.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.15,6.0,6.1,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,반도체 제조업,12.039310344827586,41.804482758620686,1.0,25.6,OK,11.0,11.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,41.9,41.9,41.9,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,6.093,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,25.3,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
138,115440,우리넷,KOSDAQ,IT/전기전자,13760,54.23,1485.3,0.0,0.0,WAIT,WAIT,3,False,1,True,39.2,39.2,58.8,24.9,28.7,0.0,33.0,37.5,33.9,57.6,5.46,0.0,RR5.5 + 진입적정,0,13760.0,12370.0,21350.0,22300.0,,-0.14,0.14,13607,0.46,특이사항 없음,0,23.76,56.4,-0.94,저점추세 양호,,,추세 관망,CAUTION,56.0,통신 및 방송 장비 제조업,5423445035.0,69.4,69.41,0,0,-1.64,-4.91,-26.5,15.34,71.36,83.22,6.54,44.69,35.22,0.182,0.041,1,12.0,0,0,1.15,0.31,0,0,0,0,1,12479.0,1.12,-0.2836,False,O,▲,14251,▼,X,X,0.0,250,0,1,1,1,25450.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,10.1,6.0,5.5,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,통신 및 방송 장비 제조업,2.853258426966292,18.027078651685393,8.0,28.7,OK,11.0,11.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,39.2,39.2,39.2,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,5.46,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,55.2,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
139,000720,현대건설,KOSPI,건설·부동산,168600,1389.78,187745.8,0.0,0.0,WAIT,WAIT,3,False,1,True,38.3,38.3,54.2,32.3,18.3,0.0,32.2,34.9,35.9,55.1,3.14,0.0,RR3.1 + 진입적정,0,168600.0,159100.0,198400.0,226000.0,,-0.72,0.54,152339,141.07,특이사항 없음,0,12.4,31.1,-1.44,저점추세 양호,,,추세 관망,CAUTION,56.0,토목 건설업,138977919600.0,42.4,25.88,0,0,0.9,-0.12,-5.86,5.44,55.11,150.52,-3.36,28.44,102.52,0.075,0.075,1,9.0,0,0,1.45,0.43,0,0,0,0,1,151830.0,10.67,-0.1575,True,O,▲,171690,▼,X,X,1.44,250,0,1,1,1,260500.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.63,4.0,3.1,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,토목 건설업,6.019,21.145,6.0,18.3,OK,16.481205767494117,16.481205767494117,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,38.3,38.3,38.3,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,3.137,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,17.7,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
140,096530,씨젠,KOSDAQ,기타,25050,60.38,13082.6,0.0,0.0,WAIT,WAIT,3,False,1,True,36.6,36.6,50.8,23.3,34.8,0.0,32.1,36.3,27.5,65.6,3.04,0.0,RR3.0 + 진입적정,0,25050.0,23650.0,29300.0,30800.0,,-0.36,0.77,25390,-9.31,특이사항 없음,0,10.91,60.1,3.75,저점추세 양호,,,추세 관망,CAUTION,56.0,의료용품 및 기타 의약 관련제품 제조업,6037579700.0,71.4,22.37,0,0,1.01,0.8,2.87,9.15,-10.22,-0.6,0.35,-36.89,-48.6,0.533,0.304,0,8.2,1,0,0.67,0.42,0,0,0,1,1,24560.0,-1.34,-0.1647,True,O,▲,25498,▼,X,X,0.4,250,0,1,-1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.59,5.0,3.0,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,RR_LEGACY,35,,0,0.0,의료용품 및 기타 의약 관련제품 제조업,7.800172413793104,10.187672413793104,10.0,34.8,OK,34.441899025598104,34.441899025598104,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,36.6,36.6,36.6,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,3.036,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,17.0,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
141,035250,강원랜드,KOSPI,서비스 기타,17200,53.45,36797.8,0.0,0.0,WAIT,WAIT,3,False,1,True,40.1,40.1,60.9,33.9,10.8,0.0,31.7,35.2,50.1,37.4,4.12,0.0,RR4.1 + 진입적정,0,17200.0,16620.0,19590.0,20600.0,🚀급등시동,1.12,0.6,17790,-4.3,특이사항 없음,0,1.22,61.0,1.76,STRUCT 강점,,,추세 관망,CAUTION,56.0,유원지 및 기타 오락관련 서비스업,5344790310.0,53.0,5.0,0,1,-0.69,1.9,1.65,0.23,-2.44,2.26,-8.57,-29.11,-45.74,0.777,0.517,0,6.0,1,0,1.11,0.81,0,0,0,1,-1,17503.0,-3.32,0.0807,True,X,▼,17080,▲,O,X,0.12,250,0,-1,1,1,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,3.37,5.0,4.1,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_60D,60,RR_LEGACY,35,,0,0.0,유원지 및 기타 오락관련 서비스업,6.783928571428572,4.263571428571428,12.0,10.8,OK,48.55095311672173,48.55095311672173,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,40.1,40.1,40.1,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,4.121,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,13.9,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
142,187660,페니트리움바이오,KOSDAQ,기타,12100,163.44,6711.4,0.0,0.0,WAIT,WAIT,3,False,1,True,37.5,37.5,54.9,13.9,49.8,0.0,31.6,39.5,41.0,48.8,6.67,0.0,RR6.7 + 진입적정,0,12100.0,11150.0,18440.0,21500.0,,-0.35,0.39,11253,334.16,특이사항 없음,0,15.0,36.3,-8.06,저점추세 양호,,,추세 관망,CAUTION,56.0,자연과학 및 공학 연구개발업,16343629450.0,33.0,53.68,0,0,-3.28,2.28,-28.19,3.51,285.35,327.56,-5.29,258.68,279.56,0.333,0.042,1,12.0,1,0,2.85,0.25,0,0,0,0,1,11343.5,7.53,0.1903,True,O,▲,12128,▼,X,X,-1.6,248,0,1,1,1,26600.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,7.85,5.0,6.7,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,자연과학 및 공학 연구개발업,7.800172413793104,10.187672413793104,10.0,49.8,OK,8.0,8.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,37.5,37.5,37.5,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,6.674,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,52.4,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
143,030000,제일기획,KOSPI,미디어·콘텐츠,19800,56.71,22778.2,0.0,0.0,WAIT,WAIT,3,False,1,True,40.6,40.6,65.7,29.2,13.1,0.0,31.4,36.0,52.6,34.2,1.67,0.0,RR1.7 + 진입적정,0,19800.0,19200.0,20800.0,23100.0,⚡눌림회복,-1.7,0.91,20606,-4.8,특이사항 없음,0,5.37,72.6,1.33,STRUCT 강점,,RSI 과열,추세 관망,CAUTION,56.0,광고업,5671004605.0,50.3,6.85,0,1,0.51,0.1,0.61,2.64,-8.97,-3.65,-6.16,-35.64,-51.65,0.93,0.367,0,6.0,1,0,1.2,0.87,0,0,0,1,-1,20247.0,-3.91,-0.0601,True,X,▼,19910,▼,X,X,0.3,250,0,-1,-1,1,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,3.03,5.0,1.7,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,VP_RESISTANCE,65,SWING_60D,60,,0,0.0,광고업,8.013333333333334,0.06333333333333376,14.0,13.1,OK,44.27484320329609,44.27484320329609,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,40.6,40.6,40.6,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,1.667,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,5.1,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
144,316140,우리금융지주,KOSPI,금융,33500,607.09,245915.6,0.0,0.0,WAIT,WAIT,3,False,1,True,36.6,36.6,48.9,37.1,11.0,0.0,30.9,32.3,37.9,52.6,1.9,0.0,RR1.9 + 진입적정,0,33500.0,32050.0,36250.0,41500.0,,-1.89,1.03,34615,27.57,특이사항 없음,0,4.09,53.3,-1.68,저점추세 양호,,,추세 관망,CAUTION,56.0,기타 금융업,60708812275.0,41.7,15.76,0,0,0.0,-4.01,-5.23,1.82,9.84,31.37,-6.98,-16.83,-16.63,0.308,0.14,1,6.0,1,0,1.09,0.39,0,0,0,0,-1,36220.0,-3.22,-0.2771,True,O,▲,34745,▼,X,X,0.0,250,0,1,1,1,44750.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.33,4.0,1.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,기타 금융업,7.680487804878048,14.592926829268292,9.0,11.0,OK,33.37727077435636,33.37727077435636,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,36.6,36.6,36.6,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,1.897,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,8.2,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
