종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),상태,ROUTE,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,ML_SCORE,EBS,TOTAL_SCORE,LDY_SCORE,RANK_SCORE,NEWS_SCORE,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,REGIME,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,업종,MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_60d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,개인순매수,메이저순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,TRIGGER_SCORE,RAW_TRIGGER_SCORE,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
028300,HLB,KOSDAQ,바이오·의약품,51100,326.66,0.0,WAIT,WAIT,False,False,True,15.0,0.0,1.9,73.0,73.0,6,15.0,15.0,15.0,0.0,51100,49000,55300,60830.00000000001,,-0.52,0.45,52248,-7.48,,,0,0.2,29.0,-7.98,-2.85,30.52,-18.72,-18.53,-9.85,의료용품 및 기타 의약 관련제품 제조업,42.6,39.3,0,0,-2.11,0.79,-7.93,7.35,0.431,0.385,0,12.0,0,0,1.25,0.06,0,-1,58300.0,-2.2,0.0798,True,O,▲,50320,▼,O,X,0.0,0.0,0.0,0.0,의료용품 및 기타 의약 관련제품 제조업,9.338181818181818,4.097727272727273,12.0,19.16862689597022,19.16862689597022,401,20260213,20260213,39.29,25.88,7.35,-18.53
005385,현대차우,KOSPI,자동차·모빌리티,261000,259.5,0.0,NEUTRAL,NEUTRAL,False,False,False,14.9,1.2,21.7,49.2,49.20000076293945,2,14.9,14.9,14.9,0.0,261000,230500,321500,353650.0,,0.22,0.31,256999,56.65,,,0,-7.84,44.0,-2.68,-3.69,57.7,-17.45,-6.06,-17.04,기타,54.8,23.28,0,0,-0.38,5.88,-1.51,33.23,0.231,0.231,1,9.4,0,0,0.98,0.31,0,1,245700.0,1.56,0.2589,False,O,▲,250289,▲,O,X,0.0,0.0,0.0,0.0,기타,6.823809523809524,-13.614285714285714,16.0,15.0,15.0,402,20260213,20260213,39.29,25.88,33.23,-6.06
389650,넥스트바이오메디컬,KOSDAQ,기타,71800,55.21,0.0,NEUTRAL,NEUTRAL,False,False,False,14.8,0.0,2.8,71.3,71.30000305175781,6,14.8,14.8,14.8,0.0,71800,68200,79000,86900.0,,-0.35,0.59,74649,-13.46,,,3,-0.29,37.4,-5.45,-11.25,27.08,-27.12,-12.09,-13.29,의료용 기기 제조업,41.4,15.08,1,0,-4.77,-0.83,-5.15,13.79,0.654,0.316,0,12.0,1,0,1.4,0.15,0,-1,87520.0,-3.82,0.1139,True,X,▲,74269,▼,X,X,0.0,0.0,0.0,0.0,의료용 기기 제조업,7.600676691729324,7.282857142857143,10.0,11.5303210458559,11.5303210458559,403,20260213,20260213,39.29,25.88,13.79,-12.09
012330,현대모비스,KOSPI,자동차·모빌리티,435000,1200.04,0.0,NEUTRAL,NEUTRAL,False,False,False,14.5,0.0,15.5,57.2,57.20000076293945,4,14.5,14.5,14.5,0.0,435000,397500,510000,561000.0,,-0.12,0.53,439675,47.18,,,0,-5.58,36.8,-3.04,0.93,44.04,-12.83,11.49,-30.7,자동차 신품 부품 제조업,35.2,12.31,0,0,-2.47,2.11,-3.12,50.78,0.274,0.274,1,8.0,0,0,1.37,0.31,0,1,391050.0,-1.06,0.1318,False,O,▲,433761,▲,O,X,0.0,0.0,0.0,0.0,자동차 신품 부품 제조업,6.823809523809524,-13.614285714285714,16.0,9.460749177200258,9.460749177200258,404,20260213,20260213,39.29,25.88,50.78,11.49
900120,씨엑스아이,KOSDAQ,금융,503,109.21,0.0,NEUTRAL,NEUTRAL,False,False,False,14.4,1.6,23.3,43.7,43.70000076293945,6,14.4,14.4,14.4,0.0,503,467,575,632.5,,-3.2,15.45,563,-11.61,,,5,-1.85,47.7,-1.49,1.0,-14.46,-14.87,-33.08,-54.83,기타 금융업,95.5,10.73,1,0,-8.71,-1.76,-2.71,-7.2,0.957,0.19,0,12.0,1,1,0.24,0.11,0,1,459.8,-10.7,0.0741,False,X,▼,523,▲,X,X,0.0,0.0,0.0,0.0,기타 금융업,11.931777777777778,13.536,3.0,21.0,21.0,405,20260213,20260213,39.29,25.88,-7.2,-33.08
326030,SK바이오팜,KOSPI,기타,109200,412.71,0.0,NEUTRAL,NEUTRAL,False,False,False,14.3,0.0,22.9,48.5,48.5,2,14.3,14.3,14.3,0.0,109200,103900,119700,131670.0,,-1.53,1.45,111390,-8.32,,,0,-5.35,30.0,-5.12,-9.3,11.77,-23.06,-53.17,-62.97,자연과학 및 공학 연구개발업,47.2,14.1,0,0,-3.7,0.65,-7.46,-13.88,0.811,0.275,0,8.2,1,0,0.97,0.19,0,-1,121440.0,-1.97,0.1339,True,X,▲,109391,▼,X,X,0.0,0.0,0.0,0.0,자연과학 및 공학 연구개발업,7.600676691729324,7.282857142857143,10.0,38.63098480326746,38.63098480326746,406,20260213,20260213,39.29,25.88,-13.88,-53.17
373220,LG에너지솔루션,KOSPI,2차전지,395000,1278.14,0.0,NEUTRAL,NEUTRAL,False,False,False,14.0,1.1,15.8,50.8,50.79999923706055,4,14.0,14.0,14.0,0.0,395000,369000,446500,491150.00000000006,,-0.69,0.72,398173,-17.07,,,0,-1.82,43.8,-1.63,1.02,2.86,-12.74,-50.13,-71.88,일차전지 및 이차전지 제조업,49.5,12.6,0,0,-3.66,2.6,-0.75,-10.84,0.579,0.283,0,9.3,0,0,1.23,0.23,0,-1,440300.0,-0.8,0.0909,True,X,▲,390240,▲,O,X,0.0,0.0,0.0,0.0,일차전지 및 이차전지 제조업,4.92,8.522,11.0,32.220613099919625,32.220613099919625,407,20260213,20260213,39.29,25.88,-10.84,-50.13
009540,HD한국조선해양,KOSPI,금융,397500,724.46,0.0,WAIT,WAIT,False,False,True,14.0,0.0,17.1,53.0,53.0,4,14.0,14.0,14.0,0.0,397500,367500,457500,503250.00000000006,,-0.78,0.8,391385,-4.31,,,0,-8.54,37.8,-4.08,-9.35,11.97,-23.11,-45.98,-62.77,기타 금융업,34.4,17.62,0,0,0.13,0.51,-3.87,-6.69,0.909,0.676,0,9.1,0,1,1.07,0.31,0,-1,446250.0,1.56,0.0992,False,X,▼,387774,▼,O,X,0.0,0.0,0.0,0.0,기타 금융업,11.931777777777778,13.536,3.0,33.3661642914063,33.3661642914063,408,20260213,20260213,39.29,25.88,-6.69,-45.98
064350,현대로템,KOSPI,기타,201500,903.29,0.0,NEUTRAL,NEUTRAL,False,False,False,13.2,1.4,0.0,61.9,61.900001525878906,2,13.2,13.2,13.2,0.0,201500,185200,234500,257950.00000000003,,-0.59,0.47,205193,-8.22,,,0,-6.67,44.7,-5.5,-6.28,15.67,-20.04,-31.71,-59.07,철도장비 제조업,56.0,17.39,0,0,-2.18,-0.49,-12.58,7.58,0.652,0.496,0,12.0,0,1,1.0,0.28,0,1,193470.0,-1.8,-0.0652,False,X,▼,204207,▼,X,X,0.0,0.0,0.0,0.0,철도장비 제조업,7.600676691729324,7.282857142857143,10.0,10.50370332162458,10.50370332162458,409,20260213,20260213,39.29,25.88,7.58,-31.71
036570,엔씨소프트,KOSPI,인터넷/플랫폼·게임,212000,221.95,0.0,NEUTRAL,NEUTRAL,False,False,False,12.2,0.0,9.1,51.8,51.79999923706055,2,12.2,12.2,12.2,0.0,212000,197400,241500,265650.0,,-1.7,0.58,210170,-2.16,,,0,-8.62,37.1,-4.42,-10.36,2.42,-24.12,-44.86,-72.32,소프트웨어 개발 및 공급업,36.9,19.72,0,0,-1.62,-2.08,-9.59,-5.57,0.553,0.44,0,10.1,0,0,1.02,0.26,0,-1,238125.0,0.87,0.2337,True,X,▼,205312,▼,O,X,0.0,0.0,0.0,0.0,소프트웨어 개발 및 공급업,3.9625000000000004,-3.265,15.0,26.146442937015713,26.146442937015713,410,20260213,20260213,39.29,25.88,-5.57,-44.86
079550,LIG넥스원,KOSPI,기타,460000,500.39,0.0,WAIT,WAIT,False,False,True,11.7,0.0,7.9,50.5,50.5,2,11.7,11.7,11.7,0.0,460000,406500,567000,623700.0,,0.22,0.77,456526,-12.39,,,0,-16.42,33.3,-6.2,-14.02,-5.06,-27.78,-24.43,-79.8,무기 및 총포탄 제조업,40.6,34.19,0,0,0.99,7.73,-4.47,14.86,0.579,0.319,0,11.8,0,0,1.08,0.34,0,-1,501900.0,0.76,0.4148,False,O,▼,432760,▲,O,X,0.0,0.0,0.0,0.0,무기 및 총포탄 제조업,7.600676691729324,7.282857142857143,10.0,25.13175464980754,25.13175464980754,411,20260213,20260213,39.29,25.88,14.86,-24.43
034220,LG디스플레이,KOSPI,IT/전기전자,11600,386.99,0.0,NEUTRAL,NEUTRAL,False,False,False,11.5,0.0,24.4,33.3,33.29999923706055,2,11.5,11.5,11.5,0.0,11600,10750,13300,14630.000000000002,,0.11,1.14,11754,-2.15,,,0,-4.36,37.2,-2.45,-7.35,0.26,-21.11,-43.66,-74.48,전자부품 제조업,41.7,16.22,0,0,-2.6,3.57,-0.6,-4.37,0.947,0.393,0,7.4,0,0,0.82,0.33,0,-1,12462.0,-1.32,0.2177,False,X,▼,11440,▲,O,X,0.0,0.0,0.0,0.0,전자부품 제조업,9.977,12.653,4.0,39.96900954504557,39.96900954504557,412,20260213,20260213,39.29,25.88,-4.37,-43.66
035720,카카오,KOSPI,서비스 기타,57400,1824.11,0.0,NEUTRAL,NEUTRAL,False,False,False,10.6,0.0,18.8,34.4,34.400001525878906,2,10.6,10.6,10.6,0.0,57400,54300,63500,69850.0,,-2.16,0.97,59184,-4.49,,,0,-1.77,32.0,-2.93,0.17,-11.96,-13.59,-39.46,-86.7,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",53.2,12.67,0,0,-2.38,2.14,-6.51,-0.17,0.978,0.622,0,7.6,0,0,0.8,0.24,0,-1,63005.0,-3.02,0.0916,True,X,▼,57408,▼,X,X,0.0,0.0,0.0,0.0,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",18.355,21.36195652173913,2.0,34.94087864407042,34.94087864407042,413,20260213,20260213,39.29,25.88,-0.17,-39.46
018260,삼성에스디에스,KOSPI,IT/전기전자,170400,216.22,0.0,NEUTRAL,NEUTRAL,False,False,False,8.7,0.3,18.9,23.9,23.899999618530273,4,8.7,8.7,8.7,0.0,170400,158900,193400,212740.00000000003,,0.0,0.53,170440,1.64,,,0,-5.08,47.4,-1.42,-5.33,13.9,-19.09,-34.81,-60.84,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",47.0,10.49,0,0,-1.22,2.96,-1.56,4.48,0.526,0.526,1,6.0,0,0,1.08,0.36,0,-1,180055.0,-0.02,0.143,False,X,▲,168375,▲,O,X,0.0,0.0,0.0,0.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",9.977,12.653,4.0,17.036300171016272,17.036300171016272,414,20260213,20260213,39.29,25.88,4.48,-34.81
207940,삼성바이오로직스,KOSPI,바이오·의약품,1710000,514.58,0.0,NEUTRAL,NEUTRAL,False,False,False,7.1,0.0,0.0,35.7,35.70000076293945,2,7.1,7.1,7.1,0.0,1710000,1622000,1885000,2073500.0000000002,,-1.06,0.49,1710006,-2.62,,,0,-6.19,33.7,-3.21,-12.17,13.47,-25.93,-44.13,-61.27,기초 의약물질 제조업,39.5,16.26,0,0,-0.52,2.52,-2.01,-4.84,0.497,0.369,0,6.0,0,0,1.03,0.24,0,-1,1793900.0,-0.0,0.1672,True,X,▲,1681581,▲,O,X,0.0,0.0,0.0,0.0,기초 의약물질 제조업,9.338181818181818,4.097727272727273,12.0,16.674328234552178,16.674328234552178,415,20260213,20260213,39.29,25.88,-4.84,-44.13
003470,유안타증권,KOSPI,서비스 기타,5040,248.18,0.0,ARMED,ARMED,True,False,False,75.8,86.5,55.7,64.0,64.0,6,75.8,75.8,75.8,0.0,4540,4055,5520,6072.000000000001,,1.26,3.84,4829,30.0,,,0,8.58,72.3,16.51,27.92,46.94,14.16,-2.89,-27.8,금융 지원 서비스업,87.7,30.15,0,0,7.12,15.33,9.09,36.4,0.0,0.0,1,10.9,1,0,2.35,0.87,1,1,4138.5,4.35,0.1101,False,O,▲,4691,▲,O,X,0.0,0.0,0.0,0.0,금융 지원 서비스업,18.355,21.36195652173913,2.0,35.743325942126106,35.743325942126106,416,20260213,20260213,39.29,25.88,36.4,-2.89
000120,CJ대한통운,KOSPI,기타,140400,175.28,0.0,OVERHEAT,OVERHEAT,False,False,False,69.4,72.6,55.5,73.6,73.5999984741211,6,69.4,69.4,69.4,0.0,115700,101100,145000,159500.0,,0.26,0.77,135322,69.19,,,0,4.56,82.0,27.39,44.15,70.8,30.39,13.32,-3.94,도로 화물 운송업,81.0,60.88,0,0,-1.68,29.04,35.26,52.61,0.026,0.026,1,12.0,0,0,1.28,0.77,1,1,120140.0,3.75,0.5597,False,O,▲,134442,▲,O,X,0.0,0.0,0.0,0.0,도로 화물 운송업,7.600676691729324,7.282857142857143,10.0,54.52312386112938,54.52312386112938,417,20260213,20260213,39.29,25.88,52.61,13.32
023530,롯데쇼핑,KOSPI,유통·소비재,113300,233.28,0.0,OVERHEAT,OVERHEAT,False,False,False,74.7,81.6,55.4,73.5,73.5,6,74.7,74.7,74.7,0.0,93900,84000,113700,125070.00000000001,,1.79,1.02,110540,53.43,,,0,11.59,90.5,26.64,51.27,71.93,37.51,15.92,-2.81,종합 소매업,81.9,65.69,0,0,1.34,16.8,34.88,55.21,0.036,0.036,1,10.5,1,0,1.91,0.85,1,1,95390.0,2.5,0.1454,False,O,▲,113278,▲,O,X,0.0,0.0,0.0,0.0,종합 소매업,6.287826086956522,39.44130434782608,1.0,54.75863577801007,54.75863577801007,418,20260213,20260213,39.29,25.88,55.21,15.92
278470,에이피알,KOSPI,화학·소재,272000,1169.91,0.0,ARMED,ARMED,True,False,False,75.2,83.3,55.2,71.0,71.0,10,75.2,75.2,75.2,0.0,272000,245000,325500,358050.0,,0.41,0.57,276586,10.99,,,1,7.51,47.1,0.81,13.1,25.35,-0.66,-12.78,-49.39,기타 화학제품 제조업,71.8,18.26,1,0,-3.55,6.04,0.74,26.51,0.142,0.142,1,12.0,0,0,1.23,0.53,1,1,237125.0,-1.66,0.0806,False,O,▲,273688,▲,X,X,0.0,0.0,0.0,0.0,기타 화학제품 제조업,6.274,14.620750000000001,6.0,30.500939832134197,30.500939832134197,419,20260213,20260213,39.29,25.88,26.51,-12.78
061970,LB세미콘,KOSDAQ,반도체,4500,72.03,0.0,WAIT,WAIT,False,False,True,72.7,81.4,55.0,64.5,64.5,8,72.7,72.7,72.7,0.0,4500,3935,5630,6193.000000000001,,0.4,2.52,4717,-9.57,,,0,3.67,58.0,4.05,13.07,13.92,-2.8,-24.3,-26.45,반도체 제조업,69.8,28.57,0,0,-8.16,7.53,-4.15,1.58,0.593,0.377,0,12.0,1,0,1.11,0.51,1,1,4025.0,-4.62,0.1779,False,X,▲,4695,▲,X,X,0.0,0.0,0.0,0.0,반도체 제조업,3.3071428571428574,16.476190476190474,7.0,63.0,63.0,420,20260213,20260213,39.29,25.88,1.58,-24.3
255220,SG,KOSDAQ,기타,3340,235.81,0.0,WAIT,WAIT,False,False,True,72.4,74.9,54.7,82.6,82.5999984741211,6,72.4,72.4,72.4,0.0,2975,2405,4110,4521.0,🚀급등시동,-1.18,0.64,3294,2.14,,,0,14.89,69.3,17.98,44.9,26.04,29.03,34.7,-14.33,기타 비금속 광물제품 제조업,64.5,51.99,0,0,2.14,-0.3,24.63,60.58,0.065,0.065,1,12.0,1,0,1.45,0.79,1,1,2306.5,1.39,-0.1965,False,O,▲,3349,▲,X,X,0.0,0.0,0.0,0.0,기타 비금속 광물제품 제조업,7.600676691729324,7.282857142857143,10.0,36.288565952596464,36.288565952596464,421,20260213,20260213,39.29,25.88,60.58,34.7
007110,일신석재,KOSPI,기타,1772,53.88,0.0,ARMED,ARMED,True,False,False,62.0,67.2,54.5,53.7,53.70000076293945,8,62.0,62.0,62.0,0.0,1772,1630,2055,2260.5,,-0.91,1.62,1749,-18.9,,,0,1.24,63.4,8.03,13.08,-21.42,-0.68,-25.41,-96.16,"건축자재, 철물 및 난방장치 도매업",77.9,19.07,0,0,1.9,-2.15,12.37,13.88,0.754,0.192,0,8.9,1,1,3.06,0.58,1,1,1513.2,1.26,-0.0117,False,O,▼,1750,▲,O,X,0.0,0.0,0.0,0.0,"건축자재, 철물 및 난방장치 도매업",7.600676691729324,7.282857142857143,10.0,58.04666054353011,58.04666054353011,422,20260213,20260213,39.29,25.88,13.88,-25.41
474650,링크솔루션,KOSDAQ,조선·기계·설비,71800,172.88,0.0,ARMED,ARMED,True,False,False,59.0,60.4,54.4,59.3,59.29999923706055,6,59.0,59.0,59.0,0.0,71800,58400,98500,108350.00000000001,,-1.15,0.53,71966,11.91,,,3,0.87,64.6,9.31,11.84,251.1,-4.03,93.69,210.73,특수 목적용 기계 제조업,68.0,31.18,0,0,4.82,-3.49,18.29,119.57,0.045,0.045,1,12.0,0,0,2.11,0.59,1,1,55000.0,-0.23,-0.2536,False,O,▲,72408,▲,X,X,0.0,0.0,0.0,0.0,특수 목적용 기계 제조업,7.522794117647059,12.439558823529412,8.0,32.597706402803794,32.597706402803794,423,20260213,20260213,39.29,25.88,119.57,93.69
000270,기아,KOSPI,자동차·모빌리티,164100,1601.87,0.0,WAIT,WAIT,False,False,True,61.0,65.3,54.4,54.7,54.70000076293945,8,61.0,61.0,61.0,0.0,164100,148300,195700,215270.00000000003,,1.25,0.48,159812,60.06,,,0,1.58,60.2,3.71,8.6,57.79,-5.16,4.03,-16.95,자동차용 엔진 및 자동차 제조업,70.8,16.55,0,0,-1.32,8.03,7.54,43.32,0.075,0.075,1,7.2,0,0,1.23,0.59,1,1,147995.0,2.68,0.2335,False,O,▲,158199,▲,O,X,0.0,0.0,0.0,0.0,자동차용 엔진 및 자동차 제조업,6.823809523809524,-13.614285714285714,16.0,39.938312690479876,39.938312690479876,424,20260213,20260213,39.29,25.88,43.32,4.03
038530,케이바이오,KOSDAQ,기타,421,367.6,0.0,OVERHEAT,OVERHEAT,False,False,False,68.9,70.4,54.3,79.0,79.0,8,68.9,68.9,68.9,0.0,318,212,529,581.9000000000001,,1.13,3.19,440,58.81,,,0,12.28,64.0,39.17,84.65,53.09,68.78,34.81,12.72,생활용품 도매업,92.4,98.06,0,0,-18.41,37.58,56.51,60.69,0.0,0.0,1,12.0,1,0,1.31,0.6,1,1,267.3,-4.44,0.7937,False,O,▲,397,▲,O,X,0.0,0.0,0.0,0.0,생활용품 도매업,7.600676691729324,7.282857142857143,10.0,34.44592935015886,34.44592935015886,425,20260213,20260213,39.29,25.88,60.69,34.81
003670,포스코퓨처엠,KOSPI,2차전지,224000,766.67,0.0,WAIT,WAIT,False,False,True,70.3,75.4,54.2,71.1,71.0999984741211,6,70.3,70.3,70.3,0.0,224000,205500,260500,286550.0,,0.26,0.56,223863,0.35,,,0,11.82,47.5,1.22,18.71,45.27,4.95,-27.29,-29.47,일차전지 및 이차전지 제조업,46.2,19.76,0,0,-1.54,2.75,0.22,12.0,0.135,0.135,1,11.2,0,0,1.19,0.63,1,1,197410.0,0.06,-0.1047,False,O,▲,223465,▼,O,X,0.0,0.0,0.0,0.0,일차전지 및 이차전지 제조업,4.92,8.522,11.0,38.32014973444261,38.32014973444261,426,20260213,20260213,39.29,25.88,12.0,-27.29
096530,씨젠,KOSDAQ,기타,27400,70.53,0.0,WAIT,WAIT,False,False,True,71.7,80.2,54.1,63.9,63.900001525878906,8,71.7,71.7,71.7,0.0,27400,25000,32150,35365.0,,0.82,0.74,27573,5.91,,,0,8.09,57.2,3.76,14.64,0.0,-1.23,-18.85,-40.37,의료용품 및 기타 의약 관련제품 제조업,59.4,23.12,0,0,-1.44,6.0,-4.2,7.03,0.117,0.117,1,9.6,1,0,1.19,0.62,1,1,25465.0,-0.63,0.0024,False,O,▲,27459,▼,X,X,0.0,0.0,0.0,0.0,의료용품 및 기타 의약 관련제품 제조업,7.600676691729324,7.282857142857143,10.0,37.6401739285179,37.6401739285179,427,20260213,20260213,39.29,25.88,7.03,-18.85
010950,S-Oil,KOSPI,기타,106200,163.78,0.0,WAIT,WAIT,False,False,True,78.2,87.4,53.6,75.2,75.19999694824219,8,78.2,78.2,78.2,0.0,106200,97300,123900,136290.0,,1.1,0.46,104664,77.66,,,0,6.77,61.6,6.45,18.39,72.96,4.63,-15.37,-1.78,석유 정제품 제조업,68.0,19.77,0,0,-1.67,8.37,0.28,23.92,0.009,0.009,1,8.6,0,0,1.34,0.86,1,1,93020.0,1.47,0.183,False,O,▲,103623,▲,O,X,0.0,0.0,0.0,0.0,석유 정제품 제조업,7.600676691729324,7.282857142857143,10.0,34.18273169888823,34.18273169888823,428,20260213,20260213,39.29,25.88,23.92,-15.37
005690,파미셀,KOSPI,기타,16350,825.24,0.0,ARMED,ARMED,True,False,False,75.4,84.6,53.6,69.6,69.5999984741211,8,75.4,75.4,75.4,0.0,14850,13100,18340,20174.0,,1.06,3.01,16272,-0.96,,,0,5.13,65.4,15.62,23.86,44.95,10.1,-51.95,-29.79,기초 의약물질 제조업,87.5,30.06,0,0,-3.77,22.11,16.04,-12.66,0.417,0.383,0,12.0,1,0,3.01,0.68,1,1,13975.0,0.47,0.3481,False,O,▲,15185,▲,O,X,0.0,0.0,0.0,0.0,기초 의약물질 제조업,7.600676691729324,7.282857142857143,10.0,60.76663299098229,60.76663299098229,429,20260213,20260213,39.29,25.88,-12.66,-51.95
354320,알멕,KOSDAQ,철강·금속,69800,147.51,0.0,ARMED,ARMED,True,False,False,72.2,84.0,53.6,55.2,55.20000076293945,6,72.2,72.2,72.2,0.0,61700,47400,90400,99440.00000000001,,0.12,1.04,69351,145.9,,,0,35.31,69.1,18.76,58.46,198.29,42.59,237.28,157.92,1차 비철금속 제조업,73.5,67.7,0,0,-1.83,8.89,12.76,263.16,0.058,0.058,1,12.0,0,0,5.35,0.85,1,1,48190.0,0.65,-0.1979,False,O,▲,71124,▲,X,X,0.0,0.0,0.0,0.0,1차 비철금속 제조업,4.686923076923077,0.04230769230769212,14.0,38.60333722124844,38.60333722124844,430,20260213,20260213,39.29,25.88,263.16,237.28
100840,SNT에너지,KOSPI,조선·기계·설비,47400,182.45,0.0,WAIT,WAIT,False,False,True,73.3,87.7,53.2,50.1,50.099998474121094,8,73.3,73.3,73.3,0.0,47400,41000,60200,66220.0,,0.49,1.02,45972,2.44,,,0,5.84,62.5,11.43,23.92,0.64,10.16,-20.34,-74.1,일반 목적용 기계 제조업,69.8,27.83,0,0,4.29,14.08,12.46,18.95,0.443,0.153,1,12.0,1,0,1.87,0.72,1,1,38060.0,3.11,0.0676,False,O,▼,45718,▲,O,X,0.0,0.0,0.0,0.0,일반 목적용 기계 제조업,7.522794117647059,12.439558823529412,8.0,43.35375522207305,43.35375522207305,431,20260213,20260213,39.29,25.88,18.95,-20.34
246690,TS인베스트먼트,KOSDAQ,기타,1777,83.68,0.0,OVERHEAT,OVERHEAT,False,False,False,68.2,70.8,52.4,76.2,76.19999694824219,6,68.2,68.2,68.2,0.0,1508,1271,1980,2178.0,,0.95,1.26,1770,-2.16,,,0,7.47,72.9,23.76,39.26,26.48,23.39,7.43,-13.89,신탁업 및 집합투자업,92.3,54.39,0,0,-1.39,28.3,23.32,33.31,0.328,0.328,0,12.0,1,0,1.18,0.74,1,1,1385.9,0.36,0.5248,False,O,▲,1695,▲,O,X,0.0,0.0,0.0,0.0,신탁업 및 집합투자업,7.600676691729324,7.282857142857143,10.0,57.0,57.0,432,20260213,20260213,39.29,25.88,33.31,7.43
272110,케이엔제이,KOSDAQ,반도체,31650,78.67,0.0,WAIT,WAIT,False,False,True,69.9,74.4,52.3,73.9,73.9000015258789,6,69.9,69.9,69.9,0.0,31650,26050,42850,47135.00000000001,,-0.8,0.71,35346,12.79,,,0,23.32,62.1,11.41,51.44,84.66,35.57,-17.12,44.29,반도체 제조업,62.9,63.76,0,0,-5.1,-1.71,13.04,8.76,0.02,0.02,1,12.0,1,0,1.16,0.6,1,1,25600.0,-10.46,-0.5236,False,O,▲,35062,▲,X,X,0.0,0.0,0.0,0.0,반도체 제조업,3.3071428571428574,16.476190476190474,7.0,33.426057661104096,33.426057661104096,433,20260213,20260213,39.29,25.88,8.76,-17.12
480370,씨케이솔루션,KOSPI,서비스 기타,11450,77.63,0.0,OVERHEAT,OVERHEAT,False,False,False,73.5,82.0,52.0,69.6,69.5999984741211,6,73.5,73.5,73.5,0.0,9290,8180,11510,12661.000000000002,,2.14,3.5,11059,3.06,,,0,3.1,76.8,29.39,45.12,7.82,31.36,3.83,-66.92,"건축기술, 엔지니어링 및 관련 기술 서비스업",95.5,47.08,0,0,-3.62,35.02,30.56,43.12,0.083,0.083,1,11.5,1,0,2.12,0.8,1,1,9508.0,3.53,0.6832,False,O,▲,9790,▲,O,X,0.0,0.0,0.0,0.0,"건축기술, 엔지니어링 및 관련 기술 서비스업",18.355,21.36195652173913,2.0,52.5,52.5,434,20260213,20260213,39.29,25.88,43.12,3.83
012750,에스원,KOSPI,기타,92200,76.16,0.0,OVERHEAT,OVERHEAT,False,False,False,74.9,85.0,52.0,67.7,67.69999694824219,6,74.9,74.9,74.9,0.0,92200,85500,105500,116050.00000000001,,0.99,0.73,91255,21.48,,,0,7.72,88.6,11.72,20.37,19.74,6.61,-12.29,-55.0,"경비, 경호 및 탐정업",81.3,31.31,0,0,-2.02,6.22,15.83,27.0,0.01,0.01,1,7.1,1,0,1.46,0.9,1,1,82710.0,1.04,0.0174,False,O,▲,92971,▲,X,X,0.0,0.0,0.0,0.0,"경비, 경호 및 탐정업",7.600676691729324,7.282857142857143,10.0,50.7868295809521,50.7868295809521,435,20260213,20260213,39.29,25.88,27.0,-12.29
001270,부국증권,KOSPI,서비스 기타,77700,563.18,0.0,WAIT,WAIT,False,False,True,69.1,74.0,51.4,72.3,72.30000305175781,6,69.1,69.1,69.1,0.0,77700,67400,98200,108020.00000000001,,-2.3,8.6,80380,2.96,,,0,13.85,67.9,10.74,21.79,44.42,8.03,-23.15,-30.32,금융 지원 서비스업,93.0,29.95,0,0,0.39,11.48,8.22,16.14,0.081,0.081,1,12.0,1,0,0.68,0.65,1,1,67610.0,-3.34,0.0206,False,O,▲,75470,▲,O,X,0.0,0.0,0.0,0.0,금융 지원 서비스업,18.355,21.36195652173913,2.0,33.89790979625087,33.89790979625087,436,20260213,20260213,39.29,25.88,16.14,-23.15
