종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,NEWS_SCORE,NEWS_REASON,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,VWAP,VWAP_GAP,캔들패턴,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,주봉20선_상회,주봉추세,EBS,통과,근거,ATR_MULT,추천수량,추천금액(만원),HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,ML_SCORE,TOTAL_SCORE,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
277810,레인보우로보틱스,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,460000,1540.26,,460000,427500,516000,572000,77.7,76.8,81.2,0.0,,↩️ PULL (눌림),② 상승 후 조정,-2.65,72.28,-5.46,37.68,51.33,3,0.65,0.68,1.0,1.0,0.37,1.0,0.73,45.3,48.6,-1.5,475125,-3.18,,-2906.064,-0.0908,1.25,-1.28,418000,1,15.07,0,1,1,0,False,-2.85,5.87,49.59,O,▲,6,★,"주봉20선↑, 주봉추세우상향, RSI적정, 거래량↑, 정배열(단), 장기추세(120↑)",1.8,5,230.0,482164,▲,X,X,11.36,17.7134375,3.0,1.7230769230769232,0.0,1,🌪️ 에너지 응축 시작 (3일차). 📉 매도세 우위. ✅ 20일선 눌림목 구간.,54.0,70.6,67.7,59.5,74.9,🔥 과열,1.철강·금속(+18.3%) / 2.반도체(+16.3%) / 3.조선·기계·설비(+15.2%) / 4.IT/전기전자(+14.4%) / 5.기타(+10.5%),2,11,20260106,20260106,27.51,11.91,49.59,37.68
417970,모델솔루션,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,23550,77.89,,23550,21900,28850,34150,77.4,71.4,83.6,0.0,,↩️ PULL (눌림),② 상승 후 조정,-8.54,110.27,-11.35,77.7,89.32,5,1.0,1.0,1.0,1.0,0.48,0.0,0.64,46.6,68.8,-7.37,26148,-9.94,,-376.9013,-0.415,0.79,-2.22,20285,1,23.84,0,1,1,0,True,-19.21,-2.89,89.61,O,▲,8,★,"주봉20선↑, 주봉추세우상향, OBV매집, RSI적정, 정배열(단), 장기추세(120↑), 자금유입",1.8,106,249.6,26786,▼,X,O,11.36,17.7134375,3.0,3.212121212121212,0.0,1,🌪️ 5일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. 📉 과매도 기술적 반등 기대.,62.20000076293945,72.8,67.7,59.5,74.9,🔥 과열,1.철강·금속(+18.3%) / 2.반도체(+16.3%) / 3.조선·기계·설비(+15.2%) / 4.IT/전기전자(+14.4%) / 5.기타(+10.5%),2,12,20260106,20260106,27.51,11.91,89.61,77.7
000440,중앙에너비스,KOSDAQ,기타 전문 도매업,기타 전문 도매업,기타,16040,63.7,,16040,15090,18890,21750,77.3,62.6,79.2,0.0,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-0.5,-1.66,-3.31,-12.1,-22.61,3,1.0,0.99,0.88,1.0,0.33,0.0,0.27,55.4,89.4,2.36,16040,-0.0,,37.4699,0.0425,5.85,0.08,15090,1,6.74,1,1,1,1,False,1.91,3.42,-0.19,O,▲,12,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, OBV매집, RSI적정, MACD상승, 20선근접, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig",2.5,155,248.6,15853,▲,O,O,9.200079365079365,11.427460317460318,5.0,3.0,0.0,1,🌪️ 에너지 응축 시작 (3일차). 📉 매도세 우위. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ,56.79999923706055,71.1,67.7,59.5,74.9,🔥 과열,1.철강·금속(+18.3%) / 2.반도체(+16.3%) / 3.조선·기계·설비(+15.2%) / 4.IT/전기전자(+14.4%) / 5.기타(+10.5%),4,13,20260106,20260106,27.51,11.91,-0.19,-12.1
054540,삼영엠텍,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 금속제품, 탱크 및 증기발생기 제조업",기타,14680,92.02,,14680,13650,16750,18810,77.3,66.6,76.9,0.0,,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,2.73,173.88,-0.08,16.75,152.93,5,0.76,0.78,1.0,1.0,0.49,0.0,0.7,48.8,77.8,2.4,14181,3.52,,90.322,0.0294,0.37,0.6,12743,1,20.62,0,1,1,1,False,2.44,12.4,28.66,O,▲,12,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, OBV매집, RSI적정, MACD상승, 20선근접, 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",1.8,170,249.6,14341,▲,O,O,9.200079365079365,11.427460317460318,5.0,2.0097087378640777,0.0,1,🌪️ 5일 연속 응축 중! 폭발 임박. 📉 매도세 우위. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ,76.80000305175781,77.2,67.7,59.5,74.9,🔥 과열,1.철강·금속(+18.3%) / 2.반도체(+16.3%) / 3.조선·기계·설비(+15.2%) / 4.IT/전기전자(+14.4%) / 5.기타(+10.5%),5,14,20260106,20260106,27.51,11.91,28.66,16.75
388870,파로스아이바이오,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,10590,114.59,,10330,9290,12570,14810,77.3,68.9,75.7,0.0,,🔥 SQZ (폭발대기),① 강한 상승 추세,-3.55,74.46,-6.36,66.07,53.51,5,0.57,1.0,0.35,0.77,0.64,0.02,0.75,54.1,76.7,5.64,10512,0.74,,-101.4861,0.2259,1.5,1.55,7891,1,24.86,0,1,1,1,False,4.85,4.03,77.98,O,▲,10,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, VWAP상회",2.5,192,198.3,9934,▲,O,X,9.200079365079365,11.427460317460318,5.0,1.523076923076923,2.516940948693127,1,🌪️ 5일 연속 응축 중! 폭발 임박. 💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,70.19999694824219,75.2,67.7,59.5,74.9,🔥 과열,1.철강·금속(+18.3%) / 2.반도체(+16.3%) / 3.조선·기계·설비(+15.2%) / 4.IT/전기전자(+14.4%) / 5.기타(+10.5%),1,15,20260106,20260106,27.51,11.91,77.98,66.07
100590,머큐리,KOSDAQ,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,IT/전기전자,3370,234.96,,3270,3020,4010,4750,77.1,66.4,76.7,0.0,,🔼 BRK (돌파),③ 박스 / 중립,6.14,-1.03,3.33,-4.76,-21.98,1,0.69,1.0,0.95,0.72,0.36,0.14,0.29,60.3,95.9,6.2,3459,-2.58,,10.1849,0.0966,18.23,1.21,3022,1,9.15,1,1,1,1,False,6.31,6.14,7.15,O,▲,9,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig",2.5,764,249.8,3104,▲,O,X,10.104084507042254,17.202957746478873,4.0,1.8285714285714285,3.058103975535168,1,🌪️ 에너지 응축 시작 (1일차). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,73.69999694824219,76.1,67.7,59.5,74.9,🔥 과열,1.철강·금속(+18.3%) / 2.반도체(+16.3%) / 3.조선·기계·설비(+15.2%) / 4.IT/전기전자(+14.4%) / 5.기타(+10.5%),3,16,20260106,20260106,27.51,11.91,7.15,-4.76
347850,디앤디파마텍,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,97000,1927.58,,93800,84400,112600,131400,77.0,78.7,69.9,0.0,,🔥 SQZ (폭발대기),① 강한 상승 추세,0.41,221.67,-2.4,81.41,200.72,9,0.47,0.9,0.36,0.69,0.63,1.0,0.68,60.0,63.6,6.5,94350,2.81,,-330.6811,0.0169,0.93,0.03,78650,1,17.65,0,1,1,1,False,2.21,7.3,93.32,O,▲,11,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, OBV매집, RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입, VWAP상회",2.5,21,197.0,93523,▲,O,O,9.200079365079365,11.427460317460318,5.0,1.2380952380952381,3.411513859275053,1,🌪️ 9일 연속 응축 중! 폭발 임박. 📉 매도세 우위. 💸 자금 유입 지속. 📈 상승 모멘텀 개선. ⚠️ 단기 급등 조정 주의.,60.5,72.0,67.7,59.5,74.9,🔥 과열,1.철강·금속(+18.3%) / 2.반도체(+16.3%) / 3.조선·기계·설비(+15.2%) / 4.IT/전기전자(+14.4%) / 5.기타(+10.5%),1,17,20260106,20260106,27.51,11.91,93.32,81.41
000880,한화,KOSPI,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,85200,173.59,,84600,78700,96500,108400,76.9,60.8,79.4,0.0,,🔼 BRK (돌파),④ 바닥 반등 시도,4.67,-7.69,-7.67,-28.32,-52.1,5,0.65,0.74,1.0,0.94,0.34,0.08,0.84,50.8,58.6,3.68,82253,3.58,,517.5922,0.0413,1.25,1.76,88180,-1,9.11,1,1,1,1,False,5.45,8.54,-0.81,O,▲,8,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 20선근접, 거래량↑, MACD>Sig, VWAP상회",1.8,29,245.3,82357,▲,O,X,3.044375,1.9303124999999999,10.0,1.7384615384615385,0.7092198581560284,-1,🌪️ 5일 연속 응축 중! 폭발 임박. 💪 매수세 장악(Power Buying). 🚀 단기 모멘텀 가속. ,52.599998474121094,69.6,67.7,59.5,74.9,🔥 과열,1.철강·금속(+18.3%) / 2.반도체(+16.3%) / 3.조선·기계·설비(+15.2%) / 4.IT/전기전자(+14.4%) / 5.기타(+10.5%),4,18,20260106,20260106,27.51,11.91,-0.81,-28.32
022100,포스코DX,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",서비스 기타,28900,281.09,,28800,26750,32850,36900,76.4,58.5,79.7,0.0,,🔺 Watch (상승 준비),② 상승 후 조정,9.26,21.68,-3.08,8.17,-22.73,4,0.69,0.76,1.0,0.97,0.26,0.19,0.7,54.1,75.1,3.37,29126,-0.78,,81.9596,-0.1099,0.52,0.39,25020,1,18.19,0,1,1,1,False,2.85,12.02,35.68,O,▲,8,★,"주봉20선↑, 주봉추세우상향, RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",1.8,86,247.7,29290,▲,X,X,3.216086956521739,-7.848260869565217,15.0,1.8372093023255813,0.3472222222222222,1,🌪️ 에너지 응축 시작 (4일차). 📉 매도세 우위. 💰 외국인/기관 수급 집중. ,63.400001525878906,72.5,67.7,59.5,74.9,🔥 과열,1.철강·금속(+18.3%) / 2.반도체(+16.3%) / 3.조선·기계·설비(+15.2%) / 4.IT/전기전자(+14.4%) / 5.기타(+10.5%),2,19,20260106,20260106,27.51,11.91,35.68,8.17
004090,한국석유,KOSPI,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,기타,14170,137.93,,14170,13560,16000,17830,76.3,54.6,81.6,0.0,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-0.07,-0.14,-12.41,-28.76,-44.55,3,1.0,0.72,0.45,1.0,0.32,0.04,0.28,55.5,90.5,1.36,14244,-0.52,,22.6308,0.0458,7.33,-0.32,14319,-1,3.11,1,1,1,1,True,1.8,2.53,-1.25,O,▲,12,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, OBV매집, RSI적정, MACD상승, 20선근접, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig",2.5,176,249.4,14012,▲,O,O,9.200079365079365,11.427460317460318,5.0,3.0,0.0,-1,🌪️ 에너지 응축 시작 (3일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,59.70000076293945,71.3,67.7,59.5,74.9,🔥 과열,1.철강·금속(+18.3%) / 2.반도체(+16.3%) / 3.조선·기계·설비(+15.2%) / 4.IT/전기전자(+14.4%) / 5.기타(+10.5%),4,20,20260106,20260106,27.51,11.91,-1.25,-28.76
090360,로보스타,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,76200,159.71,,76200,70800,87100,97900,76.1,63.9,85.4,0.0,,↩️ PULL (눌림),② 상승 후 조정,-5.22,171.66,-8.03,66.34,150.71,7,0.76,0.8,1.0,1.0,0.41,0.06,0.74,41.7,73.3,-1.7,81379,-6.36,,-168.3339,-0.1551,0.36,0.94,65260,1,16.14,0,1,1,0,False,0.0,6.28,78.25,O,▲,7,★,"주봉20선↑, 주봉추세우상향, OBV매집, 정배열(단), 장기추세(120↑), 자금유입",1.8,32,243.8,79595,▲,X,O,11.36,17.7134375,3.0,2.0185185185185186,0.0,1,🌪️ 7일 연속 응축 중! 폭발 임박. 💰 외국인/기관 수급 집중. ✅ 20일선 눌림목 구간.,53.5,69.3,67.7,59.5,74.9,🔥 과열,1.철강·금속(+18.3%) / 2.반도체(+16.3%) / 3.조선·기계·설비(+15.2%) / 4.IT/전기전자(+14.4%) / 5.기타(+10.5%),2,21,20260106,20260106,27.51,11.91,78.25,66.34
