시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,ret_60d_%,idx_60d_%,rel_60d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2,업종_상세,업종_대분류,RR1,Now%,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,AI_COMMENT,REGIME_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_지수수익률_%,60일_초과수익(α)_%
KOSPI,포스코DX,022100,"건축기술, 엔지니어링 및 관련 기술 서비스업",27250,181.82,41429.5,68.4,74.7,5.3,217.2758,-51.14993,1.12,3.02,8.78,19.52,22.92,-3.4,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",26650,24800,28900,31300,"건축기술, 엔지니어링 및 관련 기술 서비스업",서비스 기타,1.2162162162162162,2.25140712945591,54.0,62.0,🔺 Watch (상승 준비),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,19.52,22.92,-3.4
KOSPI,대원전선,006340,절연선 및 케이블 제조업,3535,72.41,2724.6,39.0,41.1,-3.99,-45.5063,-1.42386,0.32,-3.55,-9.82,18.23,22.92,-4.69,2,,"정배열(단), 장기추세(120↑)",3535,3290,3830,4155,절연선 및 케이블 제조업,기타,1.2040816326530612,0.0,53.5,59.4,🔁 MR (반전),③ 박스 / 중립,특이사항 없음. 기술적 지표를 참고하세요.,3,20251211,20251211,22.92,11.97,18.23,22.92,-4.69
KOSDAQ,기가비스,420770,특수 목적용 기계 제조업,32800,56.14,4157.6,57.8,44.9,-1.39,-86.9606,-37.98315,3.72,-5.2,-0.46,8.61,11.97,-3.36,3,,"RSI적정, 거래량↑, 장기추세(120↑)",32800,30500,35550,38550,특수 목적용 기계 제조업,조선·기계·설비,1.1956521739130435,0.0,53.3,62.1,🔁 MR (반전),③ 박스 / 중립,✅ 20일선 부근의 안전한 눌림목 구간입니다.,3,20251211,20251211,22.92,11.97,8.61,11.97,-3.36
KOSDAQ,동진쎄미켐,005290,기초 화학물질 제조업,37900,241.73,19486.1,70.3,67.4,5.53,472.281,-88.88834,0.9,3.13,8.44,12.8,11.97,0.83,3,,"장기추세(120↑), 자금유입(MFI), MACD>Sig",37000,34400,40100,43450,기초 화학물질 제조업,화학·소재,1.1923076923076923,2.4324324324324325,52.6,58.1,↩️ PULL (눌림),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,12.8,11.97,0.83
KOSPI,현대위아,011210,자동차 신품 부품 제조업,64700,126.89,17595.2,69.9,78.0,7.12,444.577,-230.49116,1.18,-3.72,9.85,21.85,22.92,-1.07,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",62200,57900,67400,73100,자동차 신품 부품 제조업,자동차·모빌리티,1.2093023255813953,4.019292604501608,46.0,53.1,🔺 Watch (상승 준비),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,21.85,22.92,-1.07
KOSDAQ,파트론,091700,전자부품 제조업,7460,101.33,4252.2,91.6,90.1,5.7,41.166,1.18711,6.16,1.91,8.91,14.95,11.97,2.98,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",7270,6940,7760,8240,전자부품 제조업,IT/전기전자,1.4848484848484849,2.613480055020633,44.7,52.9,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,14.95,11.97,2.98
KOSPI,현대건설,000720,토목 건설업,73600,2384.75,81957.8,72.6,81.6,11.22,878.8873,-67.03043,1.71,7.76,12.88,25.38,22.92,2.46,5,★,"거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",68200,63400,73900,80100,토목 건설업,건설·부동산,1.1875,7.9178885630498534,41.5,35.1,🔺 Watch (상승 준비),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,25.38,22.92,2.46
KOSPI,금강공업,014280,1차 철강 제조업,6850,251.01,2009.1,66.8,78.4,10.36,45.3503,4.341,1.0,9.95,9.25,19.55,22.92,-3.37,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6390,5950,6930,7510,1차 철강 제조업,철강·금속,1.2272727272727273,7.198748043818466,40.1,40.7,🔼 BRK (돌파),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,19.55,22.92,-3.37
KOSDAQ,신라젠,215600,자연과학 및 공학 연구개발업,3665,226.97,5062.5,72.6,66.8,19.12,67.7571,4.57117,2.61,6.7,31.6,15.62,11.97,3.65,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",3170,2945,3500,3835,자연과학 및 공학 연구개발업,기타,1.4666666666666666,15.615141955835963,39.5,45.2,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,15.62,11.97,3.65
KOSPI,롯데칠성,005300,비알코올음료 및 얼음 제조업,141800,316.85,13157.5,66.7,71.0,13.72,1433.2523,575.95347,6.04,3.35,20.89,19.06,22.92,-3.86,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",128400,119400,141900,155400,비알코올음료 및 얼음 제조업,유통·소비재,1.5,10.43613707165109,37.6,47.5,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,19.06,22.92,-3.86
KOSDAQ,바이오다인,314930,의료용 기기 제조업,16310,159.02,4854.5,68.1,75.1,12.17,148.9541,34.09306,5.74,3.56,15.1,10.5,11.97,-1.47,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",14980,13930,16550,18120,의료용 기기 제조업,기타,1.4952380952380953,8.878504672897195,36.5,44.6,🔼 BRK (돌파),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,10.5,11.97,-1.47
KOSPI,에스엘,005850,자동차 신품 부품 제조업,43500,177.62,20205.1,74.7,75.7,9.06,380.2046,-188.80693,1.61,-1.14,7.94,20.17,22.92,-2.75,5,★,"거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",41100,38200,44550,48250,자동차 신품 부품 제조업,자동차·모빌리티,1.1896551724137931,5.839416058394161,36.1,43.9,🔺 Watch (상승 준비),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,20.17,22.92,-2.75
KOSDAQ,지아이이노베이션,358570,자연과학 및 공학 연구개발업,20350,135.96,12957.6,67.3,63.8,9.59,236.8043,-0.77738,0.72,8.13,13.75,6.99,11.97,-4.98,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",19130,17790,20750,22450,자연과학 및 공학 연구개발업,기타,1.208955223880597,6.3774176685833766,35.7,42.1,🔺 Watch (상승 준비),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,6.99,11.97,-4.98
KOSDAQ,다우데이타,032190,기계장비 및 관련 물품 도매업,20400,56.91,7813.2,87.9,100.0,14.18,332.2838,12.55839,1.94,8.57,22.01,15.25,11.97,3.28,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",18400,17110,20350,22250,기계장비 및 관련 물품 도매업,조선·기계·설비,1.5116279069767442,10.869565217391305,35.3,33.4,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,15.25,11.97,3.28
KOSPI,신영와코루,005800,봉제의복 제조업,17000,122.9,1530.0,65.8,92.9,14.34,140.4642,87.37725,3.2,11.84,6.45,18.06,22.92,-4.86,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",15310,14240,16920,18530,봉제의복 제조업,유통·소비재,1.5046728971962617,11.038536903984324,34.2,44.4,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,18.06,22.92,-4.86
KOSDAQ,알에스오토메이션,140670,전자부품 제조업,14300,68.64,1330.3,65.4,67.8,10.39,147.1415,38.92065,1.6,2.73,14.22,10.54,11.97,-1.43,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",13340,12410,14460,15680,전자부품 제조업,IT/전기전자,1.2043010752688172,7.19640179910045,33.4,32.0,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,10.54,11.97,-1.43
KOSDAQ,오가노이드사이언스,476040,자연과학 및 공학 연구개발업,42350,203.0,2786.7,76.5,89.4,19.16,986.3781,-87.78957,0.87,3.8,29.91,14.61,11.97,2.64,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",36600,34050,39700,43000,자연과학 및 공학 연구개발업,기타,1.2156862745098038,15.710382513661203,32.9,39.1,↩️ PULL (눌림),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,14.61,11.97,2.64
KOSDAQ,넥스트바이오메디컬,389650,의료용 기기 제조업,88300,96.61,7244.0,70.5,66.1,10.33,434.1457,-492.86799,0.54,-9.9,6.64,12.48,11.97,0.51,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",82400,76700,89400,96900,의료용 기기 제조업,기타,1.2280701754385965,7.160194174757281,28.3,27.9,🔺 Watch (상승 준비),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,12.48,11.97,0.51
KOSDAQ,동신건설,025950,토목 건설업,19880,327.48,1669.9,65.0,66.0,21.72,571.4683,-116.64322,4.2,-14.49,45.43,12.32,11.97,0.35,5,★,"거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",16820,15650,18240,19770,토목 건설업,건설·부동산,1.2136752136752136,18.192627824019027,28.1,42.6,🔁 MR (반전),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,12.32,11.97,0.35
KOSDAQ,텔레칩스,054450,반도체 제조업,14660,238.83,2220.1,88.3,88.4,21.25,312.6826,96.7029,7.84,19.58,28.71,12.68,11.97,0.71,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",12450,11580,13500,14630,반도체 제조업,반도체,1.206896551724138,17.751004016064257,27.3,45.5,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,12.68,11.97,0.71
KOSDAQ,칩스앤미디어,094360,반도체 제조업,18860,192.28,4013.3,84.0,93.3,19.44,513.2797,-36.48634,1.55,18.47,30.97,14.16,11.97,2.19,4,★,"거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",16260,15130,17630,19110,반도체 제조업,반도체,1.2123893805309736,15.990159901599016,26.8,39.2,↩️ PULL (눌림),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,14.16,11.97,2.19
KOSDAQ,헬릭스미스,084990,자연과학 및 공학 연구개발업,7120,75.84,3281.8,65.4,63.0,13.3,46.0885,-1.23031,1.19,5.01,20.68,9.71,11.97,-2.26,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6470,6020,7020,7610,자연과학 및 공학 연구개발업,기타,1.2222222222222223,10.046367851622875,26.2,26.3,↩️ PULL (눌림),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,3,20251211,20251211,22.92,11.97,9.71,11.97,-2.26
KOSPI,HD현대중공업,329180,선박 및 보트 건조업,559000,3151.97,496241.7,51.4,57.1,0.48,2012.372,228.6594,1.7,6.07,0.9,8.12,22.92,-14.8,7,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",559000,520000,618000,676000,선박 및 보트 건조업,조선·기계·설비,1.5128205128205128,0.0,91.1,86.3,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다. (강력 매수 추천),4,20251211,20251211,22.92,11.97,8.12,22.92,-14.8
KOSPI,HD한국조선해양,009540,기타 금융업,445500,983.99,315294.2,60.4,64.3,4.22,3134.318,300.28092,1.13,6.32,4.33,5.32,22.92,-17.6,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",440500,409500,486500,533000,기타 금융업,금융,1.4838709677419355,1.1350737797956867,88.4,82.4,🔻 REV (역추세 반등),④ 바닥 반등 시도,💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다.  (매수 유효),4,20251211,20251211,22.92,11.97,5.32,22.92,-17.6
KOSPI,셀트리온,068270,기초 의약물질 제조업,186700,1764.79,431204.1,48.5,42.2,0.43,-204.7197,59.94901,1.28,2.25,0.81,8.55,22.92,-14.37,6,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑)",186700,178200,199400,212000,기초 의약물질 제조업,바이오·의약품,1.4941176470588236,0.0,85.9,79.8,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다. (매수 유효),4,20251211,20251211,22.92,11.97,8.55,22.92,-14.37
KOSPI,한국항공우주,047810,"항공기,우주선 및 부품 제조업",109600,618.81,106832.7,56.3,52.1,1.61,59.3283,46.09564,0.89,3.89,0.64,7.45,22.92,-15.47,6,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",109600,101900,121100,132600,"항공기,우주선 및 부품 제조업",기타,1.4935064935064934,0.0,83.8,82.7,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다. (매수 유효),4,20251211,20251211,22.92,11.97,7.45,22.92,-15.47
KOSPI,하이브,352820,오디오물 출판 및 원판 녹음업,294500,520.66,125344.9,51.9,56.5,0.53,188.2651,76.39393,0.91,-0.34,-1.01,3.15,22.92,-19.77,6,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",294500,275500,323000,351500,오디오물 출판 및 원판 녹음업,미디어·콘텐츠,1.5,0.0,83.6,83.6,↩️ PULL (눌림),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다. (매수 유효),4,20251211,20251211,22.92,11.97,3.15,22.92,-19.77
KOSPI,한화오션,042660,선박 및 보트 건조업,113100,1399.61,346553.5,40.0,31.3,-2.02,243.849,229.88107,0.86,6.2,2.35,0.44,22.92,-22.48,3,,"MACD상승, 장기추세(120↑), MACD>Sig",113100,105200,122600,132900,선박 및 보트 건조업,조선·기계·설비,1.2025316455696202,0.0,80.1,77.4,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,🚀 상승 에너지가 폭발적으로 증가하는 중입니다.  (매수 유효),4,20251211,20251211,22.92,11.97,0.44,22.92,-22.48
KOSPI,삼성바이오로직스,207940,기초 의약물질 제조업,1669000,1020.45,772596.0,34.1,25.8,-1.83,-4894.0792,2725.40192,0.78,-0.65,1.4,9.46,22.92,-13.46,3,,"MACD상승, 정배열(단), 장기추세(120↑)",1669000,1552000,1809000,1961000,기초 의약물질 제조업,바이오·의약품,1.1965811965811965,0.0,78.6,77.2,↩️ PULL (눌림),④ 바닥 반등 시도,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,4,20251211,20251211,22.92,11.97,9.46,22.92,-13.46
KOSPI,HD현대마린솔루션,443060,"건축기술, 엔지니어링 및 관련 기술 서비스업",201000,537.4,90106.7,48.2,29.7,1.79,1954.6773,413.66677,1.15,6.57,3.29,-8.43,22.92,-31.35,3,,"RSI적정, MACD상승, 20선근접, MACD>Sig",201000,186900,218000,236000,"건축기술, 엔지니어링 및 관련 기술 서비스업",서비스 기타,1.2056737588652482,0.0,78.4,80.3,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,4,20251211,20251211,22.92,11.97,-8.43,22.92,-31.35
KOSDAQ,알테오젠,196170,자연과학 및 공학 연구개발업,453500,2278.5,242648.7,18.9,20.9,-11.99,-11176.5295,426.33829,1.01,-12.62,-12.96,-4.12,11.97,-16.09,1,,"MACD상승, 정배열(단)",453500,422000,491500,533000,자연과학 및 공학 연구개발업,기타,1.2063492063492063,0.0,77.4,77.1,↩️ PULL (눌림),④ 바닥 반등 시도,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,4,20251211,20251211,22.92,11.97,-4.12,11.97,-16.09
KOSPI,한온시스템,018880,일반 목적용 기계 제조업,3690,141.55,25046.3,58.8,52.9,0.39,-7.6293,0.58206,1.24,1.1,-0.27,11.68,22.92,-11.24,6,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑)",3690,3430,4075,4465,일반 목적용 기계 제조업,조선·기계·설비,1.4807692307692308,0.0,76.6,80.9,🔺 Watch (상승 준비),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,4,20251211,20251211,22.92,11.97,11.68,22.92,-11.24
KOSPI,한화시스템,272210,전자부품 제조업,48050,438.13,90775.8,47.2,30.9,-0.14,388.7137,59.01881,0.96,4.12,3.67,-12.0,22.92,-34.92,3,,"RSI적정, MACD상승, 20선근접, MACD>Sig",48050,44700,52100,56400,전자부품 제조업,IT/전기전자,1.208955223880597,0.0,76.0,77.4,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,4,20251211,20251211,22.92,11.97,-12.0,22.92,-34.92
KOSPI,두산밥캣,241560,특수 목적용 기계 제조업,59500,212.17,57034.4,64.9,49.2,4.08,361.2229,0.13943,1.64,1.02,6.44,10.19,22.92,-12.73,6,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig",58900,54800,65100,71300,특수 목적용 기계 제조업,조선·기계·설비,1.5121951219512195,1.0186757215619695,75.2,78.2,🔻 REV (역추세 반등),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ,4,20251211,20251211,22.92,11.97,10.19,22.92,-12.73
