시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,ret_60d_%,idx_60d_%,rel_60d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2,업종_상세,업종_대분류,RR1,Now%,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,AI_COMMENT,REGIME_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_지수수익률_%,60일_초과수익(α)_%
KOSPI,크라운해태홀딩스,005740,기타 금융업,7110,95.94,1055.6,66.7,92.6,3.98,22.2733,14.88171,14.97,1.14,5.65,-3.0,22.92,-25.92,4,★,"MACD상승, 20선근접, 거래량↑, 자금유입(MFI), MACD>Sig",7040,6550,7630,8280,기타 금융업,금융,1.2040816326530612,0.9943181818181818,51.3,60.9,🔻 REV (역추세 반등),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,4,20251211,20251211,22.92,11.97,-3.0,22.92,-25.92
KOSPI,LX인터내셔널,001120,상품 중개업,33250,74.34,12887.7,78.0,81.7,5.66,162.6092,34.55265,2.66,2.62,7.43,7.78,22.92,-15.14,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",32400,30950,34650,36850,상품 중개업,기타,1.5517241379310345,2.6234567901234565,50.8,54.2,🔻 REV (역추세 반등),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,7.78,22.92,-15.14
KOSPI,씨에스윈드,112610,"구조용 금속제품, 탱크 및 증기발생기 제조업",45150,646.75,19040.4,71.9,78.4,7.19,493.872,32.1938,3.98,5.74,8.8,1.46,22.92,-21.46,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",43400,40700,46600,50100,"구조용 금속제품, 탱크 및 증기발생기 제조업",기타,1.1851851851851851,4.032258064516129,48.5,54.8,🔼 BRK (돌파),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,1.46,22.92,-21.46
KOSPI,TCC스틸,002710,1차 철강 제조업,17080,106.92,4477.3,75.9,45.1,5.71,216.5823,3.62251,4.18,7.29,6.82,-0.52,22.92,-23.44,2,,"MACD상승, 거래량↑, MACD>Sig",16640,15490,18020,19510,1차 철강 제조업,철강·금속,1.2,2.644230769230769,47.0,59.5,🔻 REV (역추세 반등),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,-0.52,22.92,-23.44
KOSPI,SNT홀딩스,036530,기타 금융업,60200,62.4,9814.9,67.3,70.7,5.6,915.161,39.48419,3.38,6.74,9.06,-31.75,22.92,-54.67,3,,"MACD상승, 거래량↑, 자금유입(MFI), MACD>Sig",58700,54600,63700,69000,기타 금융업,금융,1.2195121951219512,2.555366269165247,46.8,52.0,🔻 REV (역추세 반등),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,-31.75,22.92,-54.67
KOSDAQ,파인엠텍,441270,전자부품 제조업,9880,130.29,3718.8,72.8,75.4,8.42,103.712,27.21594,1.5,7.27,2.49,-21.77,11.97,-33.74,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",9390,8730,10170,11030,전자부품 제조업,IT/전기전자,1.1818181818181819,5.218317358892439,46.4,49.8,🔻 REV (역추세 반등),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,-21.77,11.97,-33.74
KOSDAQ,하림,136480,"도축, 육류 가공 및 저장 처리업",3110,442.98,3303.1,79.1,93.7,5.19,12.6413,6.17282,14.32,2.98,6.32,2.98,11.97,-8.99,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",3045,2920,3195,3360,"도축, 육류 가공 및 저장 처리업",기타,1.2,2.134646962233169,46.1,58.8,🔻 REV (역추세 반등),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,2.98,11.97,-8.99
KOSDAQ,더즌,462860,전기 통신업,4055,65.55,2908.0,76.5,84.5,7.07,50.9287,4.88208,1.86,5.05,8.86,-11.66,11.97,-23.63,3,,"MACD상승, 거래량↑, 자금유입(MFI), MACD>Sig",3900,3630,4230,4585,전기 통신업,기타,1.2222222222222223,3.974358974358974,45.6,43.7,🔻 REV (역추세 반등),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,-11.66,11.97,-23.63
KOSDAQ,RFHIC,218410,통신 및 방송 장비 제조업,31150,81.25,8255.8,69.5,60.2,8.08,411.5882,17.22219,1.11,2.3,17.33,5.41,11.97,-6.56,4,★,"MACD상승, 장기추세(120↑), 자금유입(MFI), MACD>Sig",29700,27600,32200,34900,통신 및 방송 장비 제조업,IT/전기전자,1.1904761904761905,4.882154882154882,45.0,42.8,🔻 REV (역추세 반등),④ 바닥 반등 시도,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,5.41,11.97,-6.56
KOSPI,한전기술,052690,"건축기술, 엔지니어링 및 관련 기술 서비스업",101300,559.26,38716.9,68.3,72.8,8.99,1033.0772,250.97856,3.08,6.52,8.69,11.07,22.92,-11.85,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",95700,89000,103800,112500,"건축기술, 엔지니어링 및 관련 기술 서비스업",서비스 기타,1.208955223880597,5.851619644723093,44.9,51.9,🔼 BRK (돌파),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,11.07,22.92,-11.85
KOSDAQ,바이넥스,053030,의약품 제조업,15420,61.7,5039.9,77.6,73.6,6.68,197.8432,16.2133,1.99,7.31,9.99,-9.82,11.97,-21.79,3,,"MACD상승, 거래량↑, 자금유입(MFI), MACD>Sig",14890,13950,16020,17240,의약품 제조업,바이오·의약품,1.202127659574468,3.5594358629952985,44.7,44.6,🔻 REV (역추세 반등),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,-9.82,11.97,-21.79
KOSPI,녹십자,006280,의약품 제조업,151100,444.86,17658.4,81.9,82.3,11.45,887.8121,1023.04832,6.59,10.13,12.51,13.35,22.92,-9.57,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",139600,130700,153100,166600,의약품 제조업,바이오·의약품,1.5168539325842696,8.237822349570202,41.4,47.5,🔼 BRK (돌파),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,13.35,22.92,-9.57
KOSDAQ,제이엘케이,322510,소프트웨어 개발 및 공급업,4720,71.55,1205.0,62.0,70.6,8.16,58.9718,38.05026,6.8,13.33,9.64,-23.75,11.97,-35.72,4,★,"RSI적정, MACD상승, 거래량↑, 자금유입(MFI), MACD>Sig",4495,4180,4870,5280,소프트웨어 개발 및 공급업,IT/전기전자,1.1904761904761905,5.005561735261402,39.9,44.7,🔼 BRK (돌파),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,-23.75,11.97,-35.72
KOSDAQ,셀바스AI,108860,소프트웨어 개발 및 공급업,13760,213.57,3703.5,66.9,78.9,9.34,226.9512,10.13367,2.8,6.25,15.05,2.0,11.97,-9.97,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",12960,12050,14050,15230,소프트웨어 개발 및 공급업,IT/전기전자,1.1978021978021978,6.172839506172839,39.3,46.1,🔼 BRK (돌파),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,2.0,11.97,-9.97
KOSPI,KCTC,009070,도로 화물 운송업,6470,1092.92,1941.0,87.4,97.4,22.72,104.3555,65.89561,17.11,21.62,26.61,13.31,22.92,-9.61,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",5430,5050,5890,6380,도로 화물 운송업,기타,1.2105263157894737,19.152854511970535,37.6,44.6,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,13.31,22.92,-9.61
KOSPI,HD현대인프라코어,042670,특수 목적용 기계 제조업,16430,542.21,31028.3,82.2,74.2,12.4,215.7218,60.60306,2.82,10.79,12.0,6.69,22.92,-16.23,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",15060,14000,16320,17690,특수 목적용 기계 제조업,조선·기계·설비,1.1886792452830188,9.096945551128819,37.1,39.6,🔼 BRK (돌파),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,6.69,22.92,-16.23
KOSPI,경인양행,012610,기초 화학물질 제조업,3725,363.45,1550.2,73.4,82.7,21.98,96.7942,4.39585,2.6,23.75,32.09,16.77,22.92,-6.15,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",3145,2925,3475,3805,기초 화학물질 제조업,화학·소재,1.5,18.441971383147855,36.2,46.2,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,16.77,22.92,-6.15
KOSPI,제이에스코퍼레이션,194370,"가죽, 가방 및 유사제품 제조업",13320,75.75,3865.0,74.2,75.6,15.75,158.0362,34.75564,2.42,9.27,16.43,16.23,22.92,-6.69,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",11850,11020,13100,14340,"가죽, 가방 및 유사제품 제조업",기타,1.5060240963855422,12.40506329113924,35.2,34.0,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,16.23,22.92,-6.69
KOSPI,경방,000050,종합 소매업,8470,109.75,2322.1,82.0,89.5,17.35,92.5256,62.50088,12.37,9.86,20.66,14.93,22.92,-7.99,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",7430,6910,8220,9000,종합 소매업,유통·소비재,1.5192307692307692,13.997308209959622,34.9,45.9,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,14.93,22.92,-7.99
KOSPI,HD현대건설기계,267270,일반 목적용 기계 제조업,105600,484.92,18329.6,76.2,76.4,11.72,1213.0928,435.33139,3.19,10.58,11.63,11.04,22.92,-11.88,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",97400,90500,105500,114400,일반 목적용 기계 제조업,조선·기계·설비,1.173913043478261,8.41889117043121,34.9,42.0,🔼 BRK (돌파),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,11.04,22.92,-11.88
KOSPI,달바글로벌,483650,기타 화학제품 제조업,149500,300.04,18454.2,74.5,66.4,12.38,2748.692,615.43808,1.85,15.0,15.62,-10.48,22.92,-33.4,3,,"MACD상승, 거래량↑, 자금유입(MFI), MACD>Sig",137000,127400,148500,161000,기타 화학제품 제조업,화학·소재,1.1979166666666667,9.124087591240876,34.4,40.2,🔻 REV (역추세 반등),④ 바닥 반등 시도,💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,-10.48,22.92,-33.4
KOSDAQ,와이제이링크,209640,특수 목적용 기계 제조업,3560,204.58,1012.6,81.6,91.7,26.68,116.874,7.72815,2.31,9.54,37.72,-9.18,11.97,-21.15,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",2895,2690,3140,3400,특수 목적용 기계 제조업,조선·기계·설비,1.1951219512195121,22.9706390328152,32.9,42.9,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,-9.18,11.97,-21.15
KOSDAQ,스피어,347700,소프트웨어 개발 및 공급업,9480,227.62,3718.9,57.3,66.4,11.48,109.1186,89.84523,5.45,29.51,7.73,-11.48,11.97,-23.45,4,★,"RSI적정, MACD상승, 거래량↑, 자금유입(MFI), MACD>Sig",8760,8150,9490,10290,소프트웨어 개발 및 공급업,IT/전기전자,1.1967213114754098,8.21917808219178,29.1,42.8,🔼 BRK (돌파),④ 바닥 반등 시도,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,-11.48,11.97,-23.45
KOSDAQ,지씨지놈,340450,"그외 기타 전문, 과학 및 기술 서비스업",7890,105.09,1866.0,80.6,77.1,12.96,105.766,16.57916,7.49,3.41,17.24,-1.38,11.97,-13.35,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",7190,6690,7800,8450,"그외 기타 전문, 과학 및 기술 서비스업",서비스 기타,1.22,9.735744089012517,28.1,39.1,🔼 BRK (돌파),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,-1.38,11.97,-13.35
KOSPI,한일시멘트,300720,"시멘트, 석회, 플라스터 및 그 제품 제조업",20200,195.12,14856.1,74.8,87.8,12.45,246.3802,99.16755,8.03,12.85,15.36,-3.58,22.92,-26.5,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",18500,17390,19840,21300,"시멘트, 석회, 플라스터 및 그 제품 제조업",기타,1.2072072072072073,9.18918918918919,28.0,41.1,🔼 BRK (돌파),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,-3.58,22.92,-26.5
KOSDAQ,에이치브이엠,295310,1차 비철금속 제조업,27800,71.4,3308.7,74.5,75.2,17.62,613.5424,120.82181,2.39,24.94,24.38,4.71,11.97,-7.26,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",24350,22650,26400,28600,1차 비철금속 제조업,철강·금속,1.2058823529411764,14.168377823408623,26.6,34.7,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,4.71,11.97,-7.26
KOSPI,삼성제약,001360,의약품 제조업,1920,473.98,1807.9,73.8,86.9,29.93,67.5931,8.34982,4.64,42.86,37.83,9.4,22.92,-13.52,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",1522,1416,1650,1788,의약품 제조업,바이오·의약품,1.2075471698113207,26.149802890932982,24.6,43.1,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,9.4,22.92,-13.52
KOSDAQ,엣지파운드리,105550,전자부품 제조업,1873,152.6,1466.7,70.6,80.4,18.9,40.7682,15.49721,9.33,19.53,16.26,-19.79,11.97,-31.76,3,,"MACD상승, 거래량↑, 자금유입(MFI), MACD>Sig",1623,1509,1759,1906,전자부품 제조업,IT/전기전자,1.1929824561403508,15.403573629081945,22.9,37.9,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,-19.79,11.97,-31.76
KOSPI,세이브존I&C,067830,종합 소매업,3100,102.83,1272.3,79.8,88.8,24.44,54.8988,26.96583,8.31,16.98,28.63,14.6,22.92,-8.32,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",2565,2385,2780,3015,종합 소매업,유통·소비재,1.1944444444444444,20.857699805068226,20.8,33.2,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,14.6,22.92,-8.32
KOSPI,태림포장,011280,"골판지, 종이 상자 및 종이용기 제조업",2020,71.28,1430.3,84.1,98.8,13.8,35.4451,7.4349,4.0,17.31,17.85,1.0,22.92,-21.92,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",1828,1700,1982,2150,"골판지, 종이 상자 및 종이용기 제조업",기타,1.203125,10.50328227571116,19.4,28.9,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,4,20251211,20251211,22.92,11.97,1.0,22.92,-21.92
KOSPI,삼성중공업,010140,선박 및 보트 건조업,25800,955.15,227040.0,53.5,63.3,1.46,92.98,-15.7601,0.97,4.67,1.98,15.44,22.92,-7.48,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",25800,24000,28500,31200,선박 및 보트 건조업,조선·기계·설비,1.5,0.0,81.9,78.6,↩️ PULL (눌림),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다. (매수 유효),5,20251211,20251211,22.92,11.97,15.44,22.92,-7.48
KOSDAQ,디앤디파마텍,347850,자연과학 및 공학 연구개발업,88300,2509.0,38344.5,44.9,47.9,-4.93,-2619.7691,99.49599,1.59,-8.59,-4.85,119.57,11.97,107.6,4,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑)",88300,82100,95700,103800,자연과학 및 공학 연구개발업,기타,1.1935483870967742,0.0,80.8,82.2,↩️ PULL (눌림),⑤ 하락 / 약세,📈 상승 추세가 견고하게 유지되고 있습니다.  (매수 유효),5,20251211,20251211,22.92,11.97,119.57,11.97,107.6
KOSPI,우리금융지주,316140,기타 금융업,27500,791.49,201871.0,64.0,65.1,1.81,34.8865,-55.74833,1.48,-2.65,5.36,8.06,22.92,-14.86,7,★,"RSI적정, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",27500,25950,29850,32200,기타 금융업,금융,1.5161290322580645,0.0,79.1,78.4,🔁 MR (반전),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,5,20251211,20251211,22.92,11.97,8.06,22.92,-14.86
KOSPI,한화에어로스페이스,012450,"항공기,우주선 및 부품 제조업",904000,2202.39,466133.1,55.6,51.2,1.45,10970.0141,-1421.47102,1.11,5.73,4.75,-10.05,22.92,-32.97,2,,"RSI적정, 20선근접, MACD>Sig",904000,841000,980000,1062000,"항공기,우주선 및 부품 제조업",기타,1.2063492063492063,0.0,78.2,72.6,↩️ PULL (눌림),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,5,20251211,20251211,22.92,11.97,-10.05,22.92,-32.97
KOSPI,현대로템,064350,철도장비 제조업,179200,1425.58,195583.0,46.9,52.8,-1.81,2105.157,-481.51516,1.11,1.7,0.0,-15.67,22.92,-38.59,1,,"RSI적정, MACD>Sig",179200,166700,194300,210500,철도장비 제조업,기타,1.208,0.0,77.9,72.2,↩️ PULL (눌림),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,5,20251211,20251211,22.92,11.97,-15.67,22.92,-38.59
KOSPI,에이피알,278470,기타 화학제품 제조업,253500,704.75,94886.7,58.3,66.5,3.38,805.7954,-502.60456,0.48,2.42,-4.7,10.46,22.92,-12.46,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",252500,235000,279000,305500,기타 화학제품 제조업,화학·소재,1.5142857142857142,0.39603960396039606,77.4,77.1,🔺 Watch (상승 준비),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. ,5,20251211,20251211,22.92,11.97,10.46,22.92,-12.46
KOSPI,삼성생명,032830,보험업,153100,616.24,306200.0,63.7,70.4,0.42,345.9325,-259.76495,1.48,-2.48,-0.2,-4.85,22.92,-27.77,6,★,"RSI적정, 20선근접, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",153100,144700,165700,178300,보험업,금융,1.5,0.0,76.4,77.4,🔁 MR (반전),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,5,20251211,20251211,22.92,11.97,-4.85,22.92,-27.77
KOSPI,KB금융,105560,기타 금융업,124800,1227.46,476064.7,58.4,73.2,-0.58,-482.9801,-157.58344,1.01,-3.11,0.89,6.12,22.92,-16.8,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",124800,117900,133100,142200,기타 금융업,금융,1.2028985507246377,0.0,75.7,71.8,🔁 MR (반전),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,5,20251211,20251211,22.92,11.97,6.12,22.92,-16.8
KOSPI,키움증권,039490,금융 지원 서비스업,277500,269.28,73765.6,64.2,62.3,-0.02,85.8344,-418.85004,1.05,-1.6,2.59,11.22,22.92,-11.7,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",277500,259500,305000,332000,금융 지원 서비스업,금융,1.5277777777777777,0.0,74.3,78.5,↩️ PULL (눌림),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,5,20251211,20251211,22.92,11.97,11.22,22.92,-11.7
KOSPI,미래에셋증권,006800,금융 지원 서비스업,21400,854.77,122047.7,53.0,57.2,-2.41,-29.3704,-1.46921,1.31,-1.83,-3.6,-1.61,22.92,-24.53,3,,"RSI적정, 거래량↑, 장기추세(120↑)",21400,19900,23200,25150,금융 지원 서비스업,금융,1.2,0.0,74.0,72.1,↩️ PULL (눌림),⑤ 하락 / 약세,특이사항 없음. 기술적 지표를 참고하세요.,5,20251211,20251211,22.92,11.97,-1.61,22.92,-24.53
KOSPI,포스코퓨처엠,003670,일차전지 및 이차전지 제조업,222000,1109.16,197460.6,75.5,63.7,7.79,1587.56,105.30799,1.65,8.56,7.25,69.72,22.92,46.8,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",212000,197300,234500,256500,일차전지 및 이차전지 제조업,2차전지,1.530612244897959,4.716981132075472,74.0,65.4,🔼 BRK (돌파),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,5,20251211,20251211,22.92,11.97,69.72,22.92,46.8
KOSDAQ,씨어스테크놀로지,458870,의료용 기기 제조업,117700,438.16,14907.7,38.5,42.5,-6.4,-3769.3751,375.32094,1.21,-3.68,-12.23,104.7,11.97,92.73,4,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑)",117700,109500,127600,138300,의료용 기기 제조업,기타,1.2073170731707317,0.0,73.3,83.9,↩️ PULL (눌림),⑤ 하락 / 약세,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,5,20251211,20251211,22.92,11.97,104.7,11.97,92.73
