종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,NEWS_SCORE,NEWS_REASON,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,VWAP,VWAP_GAP,캔들패턴,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,주봉20선_상회,주봉추세,EBS,통과,근거,ATR_MULT,추천수량,추천금액(만원),HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,ML_SCORE,ML_REASON,TOTAL_SCORE,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
128940,한미약품,KOSPI,의약품 제조업,의약품 제조업,바이오·의약품,452000,446.75,,452000,421000,514000,575000,83.7,72.9,85.2,0.0,,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,4.15,60.28,-6.29,-3.61,17.18,13,0.84,0.78,1.0,1.0,0.34,0.34,0.82,51.6,63.9,2.78,447855,0.93,,485.8372,0.0314,1.14,1.03,404850,1,8.42,1,1,1,1,False,2.61,4.03,25.38,O,▲,12,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, HMA돌파, RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",1.8,5,226.0,448751,▲,O,X,5.297777777777778,8.661666666666665,7.0,2.0,0.0,1,🌪️ 13일 연속 응축 중! 폭발 임박. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ,12.0,,62.2,69.4,54.2,82.0,🔥 과열,1.철강·금속(+17.9%) / 2.조선·기계·설비(+17.4%) / 3.IT/전기전자(+17.2%) / 4.자동차·모빌리티(+16.3%) / 5.반도체(+14.1%),3,11,20260105,20260105,28.99,13.27,25.38,-3.61
054540,삼영엠텍,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 금속제품, 탱크 및 증기발생기 제조업",기타,14570,112.17,,14570,13550,16660,18750,82.3,65.7,86.5,0.0,,↩️ PULL (눌림),② 상승 후 조정,-2.02,176.47,-4.75,14.2,154.38,4,0.86,0.81,1.0,1.0,0.37,0.02,0.68,49.0,75.4,1.77,14244,2.29,,65.2799,-0.0814,0.46,-0.24,12743,1,20.52,0,1,1,1,False,-1.62,9.71,27.47,O,▲,12,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, HMA돌파, OBV매집, RSI적정, 20선근접, 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",1.8,171,249.1,14222,▲,O,O,9.101774193548387,13.977822580645162,6.0,2.049019607843137,0.0,1,🌪️ 에너지 응축 시작 (4일차). 📉 매도세 우위. 💰 외국인/기관 수급 집중. ✅ 20일선 눌림목 구간.,68.0,,78.0,69.4,54.2,82.0,🔥 과열,1.철강·금속(+17.9%) / 2.조선·기계·설비(+17.4%) / 3.IT/전기전자(+17.2%) / 4.자동차·모빌리티(+16.3%) / 5.반도체(+14.1%),2,12,20260105,20260105,28.99,13.27,27.47,14.2
055550,신한지주,KOSPI,기타 금융업,기타 금융업,금융,79100,809.11,,79100,74600,88100,97000,81.5,72.1,81.7,0.0,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-1.0,11.25,-11.44,-16.79,-31.85,2,0.84,0.65,0.83,1.0,0.33,0.69,0.88,56.7,56.0,2.03,77244,2.4,,9.7851,0.0436,1.11,1.57,74635,1,5.63,1,1,1,1,False,1.67,3.53,12.2,O,▲,11,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, HMA돌파, RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig, VWAP상회",1.8,31,245.2,77335,▲,O,X,0.8462500000000002,-5.3896875,13.0,2.0,0.0,1,🌪️ 에너지 응축 시작 (2일차). 💪 매수세 장악(Power Buying). 🚀 단기 모멘텀 가속. ,37.3,,68.2,69.4,54.2,82.0,🔥 과열,1.철강·금속(+17.9%) / 2.조선·기계·설비(+17.4%) / 3.IT/전기전자(+17.2%) / 4.자동차·모빌리티(+16.3%) / 5.반도체(+14.1%),4,13,20260105,20260105,28.99,13.27,12.2,-16.79
220100,퓨쳐켐,KOSDAQ,의약품 제조업,의약품 제조업,바이오·의약품,29250,98.29,,29250,27200,33900,38500,80.4,68.8,90.6,0.0,,🔺 Watch (상승 준비),⑤ 하락 / 약세,-7.73,71.15,-10.46,43.4,49.06,3,0.95,0.9,1.0,1.0,0.43,0.0,0.65,28.4,33.4,-4.58,30052,-2.67,,-436.3858,0.1814,0.38,0.39,25895,1,17.26,0,1,1,0,False,0.52,-6.1,56.67,O,▲,5,★,"주봉20선↑, 주봉추세우상향, MACD상승, 정배열(단), 장기추세(120↑)",1.8,85,248.6,29440,▼,X,X,5.297777777777778,8.661666666666665,7.0,2.268292682926829,0.0,1,🌪️ 에너지 응축 시작 (3일차). 📉 매도세 우위. 🚀 단기 모멘텀 가속. ,77.1,,79.4,69.4,54.2,82.0,🔥 과열,1.철강·금속(+17.9%) / 2.조선·기계·설비(+17.4%) / 3.IT/전기전자(+17.2%) / 4.자동차·모빌리티(+16.3%) / 5.반도체(+14.1%),5,14,20260105,20260105,28.99,13.27,56.67,43.4
071050,한국금융지주,KOSPI,기타 금융업,기타 금융업,금융,167700,435.05,,166800,155100,190300,214000,80.2,66.4,82.4,0.0,,🔼 BRK (돌파),④ 바닥 반등 시도,1.95,16.86,-8.49,-11.72,-26.24,13,0.75,0.77,1.0,0.95,0.36,0.33,0.82,58.3,66.4,3.52,163722,2.43,,750.323,0.1076,1.05,1.0,175040,-1,8.27,1,1,1,1,False,4.03,6.41,17.27,O,▲,12,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, OBV매집, RSI적정, MACD상승, 20선근접, 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",1.8,14,233.5,163196,▲,O,O,0.8462500000000002,-5.3896875,13.0,1.7936507936507937,0.539568345323741,-1,🌪️ 13일 연속 응축 중! 폭발 임박. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ,78.8,,79.8,69.4,54.2,82.0,🔥 과열,1.철강·금속(+17.9%) / 2.조선·기계·설비(+17.4%) / 3.IT/전기전자(+17.2%) / 4.자동차·모빌리티(+16.3%) / 5.반도체(+14.1%),4,15,20260105,20260105,28.99,13.27,17.27,-11.72
000650,천일고속,KOSPI,육상 여객 운송업,육상 여객 운송업,기타,306500,100.14,,306500,285000,498000,689000,80.1,65.0,92.0,0.0,,↩️ PULL (눌림),② 상승 후 조정,-23.18,607.04,-33.62,632.5,563.94,5,1.0,1.0,1.0,1.0,0.4,0.01,0.36,30.0,78.7,-18.41,359023,-14.63,,-19364.2685,-0.2172,0.14,-2.53,179500,1,50.21,0,1,1,0,False,-16.71,-29.38,661.49,O,▲,7,★,"주봉20선↑, 주봉추세우상향, OBV매집, 정배열(단), 장기추세(120↑), 자금유입",1.8,8,245.2,327919,▼,X,O,9.101774193548387,13.977822580645162,6.0,8.906976744186046,0.0,1,🌪️ 5일 연속 응축 중! 폭발 임박. 📉 매도세 우위. 💰 외국인/기관 수급 집중. 📉 과매도 기술적 반등 기대.,87.2,,82.2,69.4,54.2,82.0,🔥 과열,1.철강·금속(+17.9%) / 2.조선·기계·설비(+17.4%) / 3.IT/전기전자(+17.2%) / 4.자동차·모빌리티(+16.3%) / 5.반도체(+14.1%),2,16,20260105,20260105,28.99,13.27,661.49,632.5
310210,보로노이,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,214500,303.54,,214500,200500,243500,272000,80.0,73.8,87.1,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-13.86,84.6,-16.59,16.89,62.51,1,0.87,0.77,0.98,1.0,0.42,0.2,0.77,49.3,36.2,-1.14,220018,-2.51,,-375.7744,0.0448,0.89,0.14,200750,1,15.89,0,1,1,0,False,-0.46,2.63,30.16,O,▲,6,★,"주봉20선↑, 주봉추세우상향, RSI적정, MACD상승, 정배열(단), 장기추세(120↑)",1.8,11,235.9,216827,▲,X,X,9.101774193548387,13.977822580645162,6.0,2.0714285714285716,0.0,1,🌪️ 에너지 응축 시작 (1일차). 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,90.4,,83.1,69.4,54.2,82.0,🔥 과열,1.철강·금속(+17.9%) / 2.조선·기계·설비(+17.4%) / 3.IT/전기전자(+17.2%) / 4.자동차·모빌리티(+16.3%) / 5.반도체(+14.1%),5,17,20260105,20260105,28.99,13.27,30.16,16.89
005387,현대차2우B,KOSPI,기타,기타,자동차·모빌리티,216500,361.92,,216000,200500,246500,276500,80.0,66.2,82.0,0.0,,🔥 SQZ (폭발대기),③ 박스 / 중립,9.95,33.89,-0.49,1.27,-9.21,1,0.79,0.79,1.0,0.98,0.26,0.26,0.73,68.2,73.6,3.33,212404,1.93,,380.7924,0.0967,1.41,0.65,200350,1,7.84,1,1,1,1,False,3.84,4.59,30.26,O,▲,11,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",1.8,11,237.6,211043,▲,O,X,14.021666666666668,17.857222222222223,4.0,1.875,0.23148148148148145,1,🌪️ 에너지 응축 시작 (1일차). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ,79.0,,79.7,69.4,54.2,82.0,🔥 과열,1.철강·금속(+17.9%) / 2.조선·기계·설비(+17.4%) / 3.IT/전기전자(+17.2%) / 4.자동차·모빌리티(+16.3%) / 5.반도체(+14.1%),3,18,20260105,20260105,28.99,13.27,30.26,1.27
424870,이뮨온시아,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,13200,604.38,,13200,12270,16080,18950,79.5,81.3,91.1,0.0,,↩️ PULL (눌림),② 상승 후 조정,28.78,186.33,26.05,102.77,164.24,0,1.0,1.0,1.0,1.0,0.55,0.49,0.78,45.1,70.7,0.41,13355,-1.16,장악형,-328.1142,-0.4482,0.83,0.13,10986,1,43.74,0,0,0,1,False,0.69,-2.51,116.04,O,▲,8,★,"주봉20선↑, 주봉추세우상향, RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, 패턴(장악형)",2.0,189,249.5,13421,▼,X,X,9.101774193548387,13.977822580645162,6.0,3.096774193548387,0.0,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. ✅ 20일선 눌림목 구간. (매수 유효),88.6,,82.2,69.4,54.2,82.0,🔥 과열,1.철강·금속(+17.9%) / 2.조선·기계·설비(+17.4%) / 3.IT/전기전자(+17.2%) / 4.자동차·모빌리티(+16.3%) / 5.반도체(+14.1%),2,19,20260105,20260105,28.99,13.27,116.04,102.77
058610,에스피지,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,80000,753.15,,80000,74400,96800,113600,79.4,80.0,91.7,0.0,,↩️ PULL (눌림),② 상승 후 조정,27.59,204.18,24.86,179.77,182.09,0,1.0,1.0,1.0,1.0,0.58,0.63,0.69,55.8,68.3,1.87,83748,-4.48,망치형,-1392.0463,-0.446,0.53,-0.7,60660,1,38.01,0,0,0,1,False,-4.76,11.73,193.04,O,▲,8,★,"주봉20선↑, 주봉추세우상향, RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, 패턴(망치형)",2.0,31,248.0,86610,▼,X,X,4.84,-3.1199999999999997,11.0,3.0,0.0,1,📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간. (매수 유효),93.5,,83.6,69.4,54.2,82.0,🔥 과열,1.철강·금속(+17.9%) / 2.조선·기계·설비(+17.4%) / 3.IT/전기전자(+17.2%) / 4.자동차·모빌리티(+16.3%) / 5.반도체(+14.1%),2,20,20260105,20260105,28.99,13.27,193.04,179.77
466100,클로봇,KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,IT/전기전자,61300,567.11,,61200,56900,71900,82600,79.3,80.9,90.9,0.0,,🔺 Watch (상승 준비),② 상승 후 조정,41.9,217.62,39.17,108.83,195.53,0,1.0,0.98,1.0,0.98,0.58,0.45,0.61,64.8,59.2,3.1,63753,-3.85,망치형,-752.6838,-0.5698,0.17,-1.11,51200,1,56.55,0,0,0,1,True,-7.96,-2.08,122.1,O,▲,7,★,"주봉20선↑, 주봉추세우상향, RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 패턴(망치형)",2.0,40,244.8,66513,▼,X,X,11.99,20.745970149253733,3.0,2.409090909090909,0.16339869281045752,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위.  (매수 유효),89.4,,82.3,69.4,54.2,82.0,🔥 과열,1.철강·금속(+17.9%) / 2.조선·기계·설비(+17.4%) / 3.IT/전기전자(+17.2%) / 4.자동차·모빌리티(+16.3%) / 5.반도체(+14.1%),2,21,20260105,20260105,28.99,13.27,122.1,108.83
