종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,FINAL_SCORE,TRIGGER_SCORE,TOTAL_SCORE,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ML_SCORE,NEWS_SCORE,NEWS_REASON,TRIGGER,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_5d_%,ret_10d_%,ret_60d_%,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,EBS,ENG_SCORE,MOM_SCORE,RR1,Now%,AI_COMMENT,켈리_수량,켈리_금액(원),추천수량,추천금액(만원),MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
005490,POSCO홀딩스,KOSPI,1차 철강 제조업,1차 철강 제조업,철강·금속,304000,1017.13,0.0,304000,296000,319500,351450.0,40.2,40.2,40.2,39.6,39.6,42.8,41.70000076293945,0.0,,⚡눌림회복,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-3.49,-5.44,-14.18,-19.41,-48.67,4,0.97,0.25,0.76,1.0,0.07,0.89,0.16,43.6,44.9,-1.19,7.85,1,1,2.18,0.0,9.35,0.68,0,0,1.51,0.32,0,1,296450.0,304043,-0.01,0.0411,1.05,-0.14,True,O,▲,303036,▼,O,X,10.571538461538463,21.98076923076923,1.0,3,3.7,6.7,1.9375,0.0,🌪️ 에너지 응축 시작 (4일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),4,244,20260109,20260109,28.76,11.79,9.35,-19.41
011780,금호석유화학,KOSPI,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,121700,150.09,0.0,121700,116100,132900,146190.0,40.0,63.9,24.1,12.0,12.0,39.6,52.29999923706055,0.0,,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,0.0,-2.8,-10.69,-17.11,-46.03,0,1.0,0.46,0.99,1.0,0.05,0.13,0.33,43.8,53.3,-0.13,9.44,0,1,3.84,-3.41,11.65,-4.06,0,1,1.6,0.51,0,1,116110.0,119102,2.18,0.0303,1.73,0.97,True,O,▲,117972,▼,O,X,1.8561290322580646,-1.9829032258064514,9.0,1,21.4,4.9,2.0,0.0,🔇 변동성 축소 (BW 9.4%). 🧱 구조적 지지선(Swing Low) 근접. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),4,245,20260109,20260109,28.76,11.79,11.65,-17.11
049070,인탑스,KOSDAQ,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,IT/전기전자,18290,68.89,0.0,18290,17250,20400,22440.0,39.6,21.6,51.6,42.6,42.6,39.3,72.5,0.0,,,↩️ PULL (눌림),② 상승 후 조정,15.98,10.45,14.2,5.08,-8.13,0,1.0,0.58,0.98,1.0,0.2,0.06,0.19,63.8,73.0,7.37,48.28,0,0,-10.78,18.31,16.87,0.93,0,0,1.45,0.53,1,1,17258.0,19016,-3.82,-0.6706,0.81,-1.75,False,O,▲,20034,▼,X,X,7.4117460317460315,19.624126984126985,2.0,4,13.3,20.1,2.0288461538461537,0.0,📉 매도세 우위. 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),2,246,20260109,20260109,28.76,11.79,16.87,5.08
066970,엘앤에프,KOSPI,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2차전지,107700,617.48,0.0,107700,94300,134400,147840.0,39.4,53.7,29.9,21.2,21.2,43.0,50.20000076293945,0.0,,,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,-18.59,91.98,-29.28,1.79,48.75,0,1.0,1.0,0.06,1.0,0.61,0.54,0.35,38.3,38.4,-1.68,40.32,0,0,14.21,1.03,30.55,-8.96,0,0,1.59,0.33,0,-1,114310.0,101491,6.12,0.5735,1.12,1.87,False,O,▲,96722,▲,O,X,5.08625,-20.549999999999997,16.0,2,2.0,61.1,1.992537313432836,0.0,💪 매수세 장악(Power Buying). 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),3,247,20260109,20260109,28.76,11.79,30.55,1.79
347700,스피어,KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,IT/전기전자,18750,467.99,0.0,18750,13060,30150,33165.0,39.4,21.0,51.6,40.8,40.8,56.3,76.9000015258789,0.0,,,↩️ PULL (눌림),② 상승 후 조정,121.89,73.93,120.11,61.82,55.35,0,1.0,1.0,0.0,1.0,0.4,0.41,0.46,79.0,77.8,31.65,93.23,0,0,-1.78,44.23,73.61,-100.0,1,0,1.76,0.94,1,1,12738.0,18530,1.18,-0.3892,0.59,0.79,False,O,▲,19160,▲,X,X,7.4117460317460315,19.624126984126985,2.0,4,45.7,40.0,2.0035149384885766,0.0,💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),2,248,20260109,20260109,28.76,11.79,73.61,61.82
000990,DB하이텍,KOSPI,반도체 제조업,반도체 제조업,반도체,71900,212.08,0.0,71900,66300,83000,91300.00000000001,39.3,19.8,52.3,52.4,52.4,50.7,52.0,0.0,,,↩️ PULL (눌림),③ 박스 / 중립,10.79,53.63,0.1,1.26,10.4,0,0.99,0.77,0.68,1.0,0.04,0.19,0.15,65.2,55.0,4.51,20.83,0,0,-2.44,3.6,30.02,3.95,1,0,2.21,0.66,1,1,66390.0,73734,-2.49,-0.1267,0.73,-0.43,False,O,▲,74259,▲,X,X,4.4714285714285715,15.612857142857143,6.0,5,49.6,4.0,1.9821428571428572,0.0,📉 매도세 우위. ,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),3,249,20260109,20260109,28.76,11.79,30.02,1.26
474650,링크솔루션,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,63900,1200.5,0.0,63900,49400,92900,102190.00000000001,39.2,13.2,56.6,48.1,48.1,52.6,76.4000015258789,0.0,,,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,22.41,253.43,20.63,251.28,234.85,0,1.0,1.0,0.0,1.0,0.62,1.0,0.5,61.7,76.4,12.1,42.39,0,0,15.14,2.24,263.07,-5.03,0,0,2.16,0.72,1,1,44230.0,60374,5.84,0.4655,2.38,0.5,False,O,▲,56271,▲,O,X,5.072241379310345,19.69,3.0,4,25.3,62.5,2.0,0.0,📉 매도세 우위. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),1,250,20260109,20260109,28.76,11.79,263.07,251.28
118990,모트렉스,KOSDAQ,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차·모빌리티,9820,79.61,0.0,9820,8620,12210,13431.000000000002,39.2,11.6,57.6,44.7,44.7,42.3,87.5999984741211,0.0,,,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,13.53,7.44,11.75,6.81,-11.14,0,1.0,1.0,0.07,1.0,0.23,0.07,0.28,59.7,77.2,7.07,28.78,0,0,4.47,12.87,18.6,4.89,0,0,2.55,0.45,1,1,8591.0,10308,-4.74,0.0536,0.78,0.98,False,O,▲,10083,▲,X,X,12.037037037037036,13.702962962962964,4.0,4,19.3,22.9,1.9916666666666667,0.0,💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),5,251,20260109,20260109,28.76,11.79,18.6,6.81
086790,하나금융지주,KOSPI,기타 금융업,기타 금융업,금융,92900,562.71,0.0,92900,89100,100400,110440.00000000001,39.1,40.1,38.5,40.7,40.7,48.9,33.20000076293945,0.0,,⚡눌림회복,↩️ PULL (눌림),⑤ 하락 / 약세,-0.11,-2.82,-10.8,-18.69,-46.05,5,0.99,0.4,0.96,1.0,0.0,0.49,0.15,50.3,53.4,-0.24,4.88,1,1,-0.54,-0.11,10.07,0.0,1,0,1.04,0.41,0,1,88920.0,93543,-0.69,-0.0647,1.06,-0.19,True,O,▲,94004,▼,X,X,0.7539999999999999,-6.009333333333333,11.0,4,22.3,0.0,1.9736842105263157,0.0,🌪️ 5일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),5,252,20260109,20260109,28.76,11.79,10.07,-18.69
126340,비나텍,KOSDAQ,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2차전지,81300,142.68,0.0,81300,68000,107900,118690.00000000001,39.0,31.2,44.2,30.1,30.1,48.7,77.0999984741211,0.0,,,↩️ PULL (눌림),② 상승 후 조정,14.78,175.69,13.0,57.93,157.11,0,1.0,1.0,0.0,1.0,0.24,0.12,0.23,62.6,54.9,8.65,38.35,0,0,3.04,21.79,69.72,-3.14,1,0,1.68,0.61,1,1,68033.0,85563,-4.98,-0.006,1.0,-0.13,False,O,▲,84511,▲,X,X,5.08625,-20.549999999999997,16.0,3,34.9,24.0,2.0,0.0,📉 매도세 우위. ⚠️ 단기 급등 조정 주의.,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),2,253,20260109,20260109,28.76,11.79,69.72,57.93
058610,에스피지,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,79000,677.73,0.0,79000,72100,92800,102080.00000000001,39.0,9.5,58.6,47.0,47.0,51.9,85.80000305175781,0.0,,⚡눌림회복,↩️ PULL (눌림),② 상승 후 조정,5.19,201.53,3.41,156.46,182.95,0,1.0,0.87,0.5,1.0,0.0,0.59,0.09,56.4,67.8,-1.21,29.96,0,0,-4.47,-8.35,168.25,9.04,0,0,2.45,0.43,0,1,60660.0,78424,0.73,-0.2253,0.56,-0.83,False,O,▲,79556,▼,X,X,5.358181818181818,-4.5600000000000005,10.0,4,29.7,0.0,2.0,0.0,📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),2,254,20260109,20260109,28.76,11.79,168.25,156.46
123690,한국화장품,KOSPI,생활용품 도매업,생활용품 도매업,기타,10480,182.65,0.0,10480,10020,11400,12540.000000000002,38.9,13.6,55.7,44.2,44.2,42.0,82.5,0.0,,,↩️ PULL (눌림),⑤ 하락 / 약세,5.54,-4.55,-5.15,-20.05,-47.78,0,1.0,0.44,0.98,1.0,0.09,0.16,0.15,57.0,86.1,3.5,31.43,0,0,-14.1,7.82,8.71,2.06,1,0,2.21,0.34,1,1,10024.0,11418,-8.22,-0.3106,0.81,-0.41,False,O,▲,11217,▲,X,X,7.949459459459459,15.482972972972972,5.0,4,25.8,8.6,2.0,0.0,📉 매도세 우위. 💰 외국인/기관 수급 집중. ,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),5,255,20260109,20260109,28.76,11.79,8.71,-20.05
006730,서부T&D,KOSDAQ,일반 및 생활 숙박시설 운영업,일반 및 생활 숙박시설 운영업,기타,12730,128.89,0.0,12730,11550,15090,16599.0,38.6,22.4,49.4,43.0,43.0,42.7,64.19999694824219,0.0,,⚡눌림회복,↩️ PULL (눌림),② 상승 후 조정,9.36,27.56,7.58,35.38,8.98,0,1.0,0.93,0.4,1.0,0.0,0.11,0.08,51.7,55.4,0.26,16.19,0,0,-0.47,-1.24,47.17,2.08,0,0,1.17,0.28,1,1,11266.0,12313,3.38,-0.0815,0.56,-0.17,False,O,▲,12416,▼,O,X,7.949459459459459,15.482972972972972,5.0,4,6.8,0.0,2.0,0.0,📉 매도세 우위. ✅ 20일선 눌림목 구간.,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),2,256,20260109,20260109,28.76,11.79,47.17,35.38
006260,LS,KOSPI,기타 금융업,기타 금융업,금융,203000,180.49,0.0,203000,182500,244000,268400.0,38.6,15.6,54.0,52.2,52.2,50.0,58.29999923706055,0.0,,,↩️ PULL (눌림),⑤ 하락 / 약세,7.46,9.49,-3.23,-13.35,-33.74,0,1.0,1.0,0.27,1.0,0.1,0.16,0.1,59.3,62.6,3.83,21.56,0,0,-2.64,9.14,15.41,3.69,1,0,1.6,0.61,1,1,180290.0,208419,-2.6,-0.2301,0.46,-0.62,False,O,▲,211921,▲,X,X,0.7539999999999999,-6.009333333333333,11.0,5,44.9,10.0,2.0,0.0,📉 매도세 우위. 💸 자금 유입 지속. ,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),5,257,20260109,20260109,28.76,11.79,15.41,-13.35
012800,대창,KOSPI,1차 비철금속 제조업,1차 비철금속 제조업,철강·금속,1327,114.57,0.0,1327,1280,1421,1563.1000000000001,38.6,10.1,57.6,44.0,44.0,44.6,89.5,0.0,,,↩️ PULL (눌림),⑤ 하락 / 약세,10.68,-7.59,-0.01,-30.24,-50.82,0,1.0,0.35,0.9,1.0,0.1,0.1,0.16,62.3,92.5,4.51,24.38,0,0,1.3,8.86,-1.48,4.16,1,0,2.01,0.34,1,1,1280.0,1466,-9.51,-0.0644,0.4,0.55,False,O,▼,1393,▲,X,X,10.571538461538463,21.98076923076923,1.0,4,31.5,9.7,2.0,0.0,📉 매도세 우위. 💰 외국인/기관 수급 집중. ,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),5,258,20260109,20260109,28.76,11.79,-1.48,-30.24
000250,삼천당제약,KOSDAQ,의약품 제조업,의약품 제조업,바이오·의약품,246500,356.85,0.0,246500,217000,305000,335500.0,38.3,44.2,34.4,24.8,24.8,38.3,56.900001525878906,0.0,,,↩️ PULL (눌림),② 상승 후 조정,8.35,52.73,6.57,10.54,34.15,1,0.99,1.0,0.09,1.0,0.11,0.31,0.23,59.0,55.8,4.66,17.94,0,0,0.82,10.04,22.33,-4.06,0,0,1.33,0.59,1,1,211050.0,249359,-1.15,-0.0233,0.74,0.8,False,O,▲,248802,▲,X,X,3.697692307692308,-0.5515384615384614,8.0,2,15.3,11.0,1.9830508474576272,0.0,특이사항 없음.,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),2,259,20260109,20260109,28.76,11.79,22.33,10.54
012205,계양전기우,KOSPI,기타,기타,기타,11000,81.18,0.0,11000,6000,21000,23100.000000000004,38.3,33.2,41.6,25.3,25.3,43.8,79.5999984741211,0.0,,,↩️ PULL (눌림),② 상승 후 조정,243.75,207.69,233.06,221.56,164.46,0,1.0,1.0,0.0,1.0,0.17,0.07,0.59,64.5,63.7,41.71,196.97,0,0,4.76,15.55,250.32,-100.0,0,0,0.79,0.73,1,1,996.0,11392,-3.44,-0.0786,2.06,0.08,False,O,▲,13003,▲,X,X,7.949459459459459,15.482972972972972,5.0,2,26.0,17.1,2.0,0.0,📉 매도세 우위. 💸 자금 유입 지속. ⚠️ 단기 급등 조정 주의.,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),2,260,20260109,20260109,28.76,11.79,250.32,221.56
000120,CJ대한통운,KOSPI,도로 화물 운송업,도로 화물 운송업,기타,93500,84.99,0.0,93500,90400,99600,109560.00000000001,37.9,48.2,31.1,28.1,28.1,38.6,38.099998474121094,0.0,,,↩️ PULL (눌림),④ 바닥 반등 시도,-2.4,-1.37,-13.09,-16.24,-44.6,5,0.98,0.33,0.87,1.0,0.03,0.07,0.17,44.4,49.8,-1.57,6.77,1,1,-1.58,-0.21,12.52,0.55,1,0,1.37,0.22,0,1,90480.0,94638,-1.2,0.0192,1.13,-0.87,True,O,▲,94231,▼,X,X,7.949459459459459,15.482972972972972,5.0,2,20.1,3.1,1.967741935483871,0.0,🌪️ 5일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📈 상승 모멘텀 개선. ✅ 20일선 눌림목 구간.,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),4,261,20260109,20260109,28.76,11.79,12.52,-16.24
204320,HL만도,KOSPI,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차·모빌리티,56900,753.99,0.0,56900,51800,67100,73810.0,37.9,6.6,58.8,50.4,50.4,37.8,78.5,0.0,,,↩️ PULL (눌림),② 상승 후 조정,4.02,59.83,-6.67,44.45,16.6,0,1.0,0.9,0.46,1.0,0.07,0.66,0.12,54.6,39.6,2.49,24.4,0,0,-13.0,6.55,73.21,4.75,0,0,1.03,0.37,1,1,50340.0,58919,-3.43,-0.3283,0.69,-2.21,False,O,▲,59784,▼,X,X,12.037037037037036,13.702962962962964,4.0,5,15.9,7.2,2.0,0.0,📉 매도세 우위. ,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),2,262,20260109,20260109,28.76,11.79,73.21,44.45
103590,일진전기,KOSPI,절연선 및 케이블 제조업,절연선 및 케이블 제조업,기타,60300,205.86,0.0,60300,54300,72200,79420.0,37.8,17.0,51.7,53.2,53.2,49.9,48.20000076293945,0.0,,,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,11.87,59.52,1.18,20.5,16.29,0,0.99,0.99,0.29,1.0,0.27,0.18,0.16,60.7,67.9,5.45,23.63,0,0,3.79,10.04,49.26,0.0,1,0,2.57,0.63,1,1,54380.0,61851,-2.51,0.0959,0.47,0.34,False,O,▲,61431,▲,X,X,7.949459459459459,15.482972972972972,5.0,5,36.5,26.6,1.9833333333333334,0.0,📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),1,263,20260109,20260109,28.76,11.79,49.26,20.5
084370,유진테크,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,82300,230.75,0.0,82300,77200,92500,101750.00000000001,37.3,17.8,50.3,49.7,49.7,46.6,51.70000076293945,0.0,,,↩️ PULL (눌림),③ 박스 / 중립,8.29,98.55,6.51,-4.63,79.97,0,1.0,0.62,0.93,1.0,0.08,0.2,0.17,60.9,66.6,4.79,32.55,0,0,-3.86,7.44,7.16,4.71,1,0,1.03,0.46,1,1,77240.0,89968,-8.52,-0.1069,0.83,-0.74,False,O,▲,88347,▲,X,X,5.072241379310345,19.69,3.0,4,37.4,8.2,2.0,0.0,📉 매도세 우위. 💸 자금 유입 지속. ,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),3,264,20260109,20260109,28.76,11.79,7.16,-4.63
098460,고영,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,25550,685.64,0.0,25550,22500,31600,34760.0,37.0,24.9,45.0,31.2,31.2,39.8,77.0999984741211,0.0,,,🔁 MR (반전),① 강한 상승 추세,-6.75,75.0,-8.53,49.31,56.42,0,0.99,1.0,0.09,1.0,0.31,0.6,0.11,54.7,53.9,1.76,23.86,0,0,-5.89,8.03,61.1,-2.81,0,0,4.05,0.5,1,1,22548.0,26418,-3.29,0.1377,0.64,-2.53,False,O,▲,25893,▲,X,X,5.072241379310345,19.69,3.0,3,8.8,31.2,1.9836065573770492,0.0,📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),1,265,20260109,20260109,28.76,11.79,61.1,49.31
033780,KT&G,KOSPI,담배 제조업,담배 제조업,기타,142200,370.08,0.0,142200,137000,152600,167860.0,36.9,47.4,29.9,27.9,27.9,32.0,34.5,0.0,,,🔺 Watch (상승 준비),④ 바닥 반등 시도,0.78,1.07,-9.91,-26.53,-42.16,0,1.0,0.37,0.91,1.0,0.06,0.32,0.29,40.5,50.8,-0.97,6.2,0,1,1.28,-2.27,2.23,0.29,0,0,1.16,0.27,0,1,137040.0,142014,0.13,0.0395,0.9,1.6,True,O,▲,141784,▼,O,X,7.949459459459459,15.482972972972972,5.0,2,1.8,6.4,2.0,0.0,🔇 변동성 축소 (BW 6.2%). 🧱 구조적 지지선(Swing Low) 근접. 💪 매수세 장악(Power Buying). 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),4,266,20260109,20260109,28.76,11.79,2.23,-26.53
322780,코퍼스코리아,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화, 비디오물, 방송프로그램 제작 및 배급업",미디어·콘텐츠,1100,124.78,0.0,1100,834,1631,1794.1000000000001,36.9,38.0,36.2,15.0,15.0,43.9,85.5,0.0,,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-25.27,0.09,-27.05,-57.47,-18.49,0,1.0,1.0,0.0,1.0,0.6,0.11,0.74,30.5,65.9,-6.4,86.19,0,0,26.44,-13.32,-45.68,-39.11,0,0,1.18,0.42,0,-1,1155.9,1026,7.12,0.9869,6.32,1.83,False,X,▼,773,▲,O,X,6.146000000000001,5.272,7.0,1,4.7,60.0,1.9962406015037595,0.0,💪 매수세 장악(Power Buying). 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. 📉 과매도 기술적 반등 기대.,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),4,267,20260109,20260109,28.76,11.79,-45.68,-57.47
015760,한국전력,KOSPI,전기업,전기업,기타,49400,622.83,0.0,49400,46050,56100,61710.00000000001,36.9,36.8,37.0,31.2,31.2,40.1,50.5,0.0,,,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,-2.76,33.69,-13.45,2.27,-9.54,1,1.0,0.68,0.85,1.0,0.26,0.55,0.17,43.2,33.0,0.73,9.71,1,1,6.24,2.17,31.03,-5.19,0,0,1.68,0.55,1,1,45960.0,49469,-0.14,0.1473,0.41,1.17,False,O,▲,48779,▲,O,X,7.949459459459459,15.482972972972972,5.0,3,12.2,26.3,2.0,0.0,🌪️ 에너지 응축 시작 (1일차). 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,0,0,,,62.0,48.6,76.0,🌤 중립,1.철강·금속(+17.4%) / 2.IT/전기전자(+14.7%) / 3.조선·기계·설비(+13.8%) / 4.자동차·모빌리티(+13.0%) / 5.기타(+12.5%),3,268,20260109,20260109,28.76,11.79,31.03,2.27
