LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR
297,290650,엘앤씨바이오,KOSDAQ,바이오·의약품,72400,279.89,17989.3,0.0,,ARMED,ARMED,2,True,0,False,66.9,66.9,100.0,60.7,13.0,0.0,14.5,57.9,87.0,0.0,0.35,1.5,진입적정 + 대기,0,71300.0,62100.0,76000.0,125000.0,🚀급등시동,-0.35,1.94,85141,7.04,특이사항 없음,0,10.74,66.4,4.86,STRUCT 강점,TIMING 보조,,스퀴즈/품질 대기,CAUTION,66.5,의약품 제조업,27989024600.0,68.5,18.89,0,0,3.58,2.4,-0.82,5.39,6.16,35.33,-4.6,-24.12,-19.18,0.333,0.144,1,12.0,1,0,2.56,0.78,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,12.9,5.0,0.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,78180.0,-14.96,-0.0408,False,X,▲,71138,▼,O,X,0,0,0,3.72,250,0,1,1,1,0.0,의약품 제조업,0.49769230769230777,-13.36076923076923,16.0,13.0,OK,54.61813700895577,54.61813700895577,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,66.9,66.9,66.9,30.28,30.28,FRESH,0.627,,False,0.455,False,MATURE,4068.0,0.511,0.878,0.511,0.0,0.0,,v22_calibrated,,,,,,True,5.0,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
298,090710,휴림로봇,KOSDAQ,조선·기계·설비,13120,4380.83,15672.8,0.0,,ARMED,ARMED,2,True,0,False,62.3,62.3,94.6,54.5,13.5,0.0,13.5,54.2,81.1,0.0,0.36,10.8,대기,0,11840.0,10060.0,14220.0,16420.0,,1.37,3.56,13559,-9.13,특이사항 없음,0,6.39,74.3,16.36,STRUCT 강점,,RSI 과열,스퀴즈/품질 대기,CAUTION,66.5,특수 목적용 기계 제조업,438082871125.0,84.4,26.7,0,0,-0.98,16.21,22.05,8.07,-12.65,119.77,-1.92,-42.93,65.26,0.356,0.249,0,12.0,1,0,2.15,0.73,26600.0,SWING_20D,80,SWING_60D,60,SWING_120D,45,v1_sl_first_gap_at_open,15.03,5.0,1.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,10557.0,-3.24,0.3938,False,O,▲,11950,▲,O,X,0,0,0,1.36,248,0,1,1,1,0.0,특수 목적용 기계 제조업,14.058311688311688,27.547272727272727,3.0,13.5,OK,52.5,52.5,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,62.3,62.3,62.3,30.28,30.28,FRESH,0.627,,False,0.418,True,MATURE,4068.0,1.337,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,8.4,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
299,264850,이랜시스,KOSDAQ,IT/전기전자,6470,73.29,1960.1,0.0,,ARMED,ARMED,2,True,0,False,60.6,60.6,97.9,39.6,28.2,0.0,13.4,55.2,69.7,12.9,0.32,1.6,진입적정 + 대기,0,6370.0,5760.0,6700.0,9340.0,,1.11,4.2,7800,-10.51,특이사항 없음,0,7.48,72.2,9.25,STRUCT 강점,,RSI 과열,스퀴즈/품질 대기,CAUTION,66.5,전자부품 제조업,7328759525.0,72.9,16.85,0,0,4.86,7.3,12.33,13.51,-20.9,26.61,3.52,-51.18,-27.9,0.726,0.139,0,8.3,1,1,10.65,0.81,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,9.58,6.0,0.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,6605.0,-17.05,-0.0083,False,X,▼,6211,▲,O,X,0,0,0,1.94,250,0,-1,1,1,0.0,전자부품 제조업,4.268910891089109,25.11871287128713,5.0,28.2,OK,45.5,45.5,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,60.6,60.6,60.6,30.28,30.28,FRESH,0.627,,False,0.405,True,MATURE,4068.0,0.541,0.878,0.541,0.0,0.0,,v22_calibrated,,,,,,True,3.6,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
300,030530,원익홀딩스,KOSDAQ,화학·소재,35100,2625.41,27110.5,0.0,,ARMED,ARMED,2,True,0,False,58.2,58.2,93.1,35.4,34.0,0.0,13.4,54.2,59.1,26.1,0.21,13.8,대기,0,30850.0,26200.0,37000.0,44800.0,,1.81,5.65,33828,1.14,특이사항 없음,0,9.61,74.5,19.38,STRUCT 강점,,RSI 과열,스퀴즈/품질 대기,CAUTION,66.5,기초 화학물질 제조업,262541200125.0,78.6,32.14,0,0,10.2,12.86,28.1,26.26,-13.87,23.16,16.27,-44.15,-31.35,0.281,0.152,1,12.0,1,0,2.45,0.83,50600.0,SWING_20D,80,SWING_60D,60,SWING_120D,45,v1_sl_first_gap_at_open,15.07,5.0,1.3,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,split,50.0,1,1,27355.0,3.76,0.0228,False,X,▲,32090,▲,O,X,0,0,0,2.67,249,0,1,1,1,0.0,기초 화학물질 제조업,10.261224489795918,15.06795918367347,8.0,34.0,OK,26.720543522259575,26.720543522259575,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,58.2,58.2,58.2,30.28,30.28,FRESH,0.627,,False,0.386,True,MATURE,4068.0,1.323,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,5.4,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
301,048410,현대바이오,KOSDAQ,화학·소재,15390,535.65,14852.2,0.0,,ARMED,ARMED,2,True,0,False,51.3,51.3,63.5,52.4,24.5,0.0,13.2,46.8,39.0,51.2,0.42,1.5,진입적정 + 대기,0,15160.0,12880.0,16450.0,21500.0,,0.42,1.68,14493,-7.96,특이사항 없음,5,0.39,65.0,11.05,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,66.5,기타 화학제품 제조업,53565190775.0,66.2,19.85,1,0,5.19,3.22,14.25,11.12,89.77,190.93,1.13,59.49,136.42,0.311,0.311,0,12.0,1,1,2.55,0.72,25000.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,15.04,5.0,0.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,16120.0,6.18,0.1341,False,O,▲,14468,▲,O,X,8618,0,8618,1.16,250,0,1,1,1,0.0,기타 화학제품 제조업,10.261224489795918,15.06795918367347,8.0,24.5,OK,51.95287755619529,51.95287755619529,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,51.3,51.3,51.3,30.28,30.28,FRESH,0.627,,False,0.33,True,MATURE,4068.0,0.566,0.878,0.566,0.0,0.0,,v22_calibrated,,,,,,True,6.9,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
302,474650,링크솔루션,KOSDAQ,조선·기계·설비,63500,204.89,3645.6,0.0,,ARMED,ARMED,2,True,0,False,53.4,53.4,89.1,28.0,32.6,0.0,12.1,49.9,61.1,23.6,0.51,2.3,대기,0,62100.0,52700.0,69000.0,93300.0,,0.48,3.71,71754,1.18,특이사항 없음,5,5.82,63.2,6.17,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,66.5,특수 목적용 기계 제조업,20489084800.0,58.1,15.15,1,0,8.36,4.27,8.55,7.45,6.01,97.82,-2.54,-24.27,43.31,0.346,0.205,1,12.0,1,0,2.53,0.65,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,15.14,6.0,0.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,68760.0,-11.5,-0.0612,False,X,▲,60328,▼,O,X,0,0,0,1.19,217,0,1,0,0,0.0,특수 목적용 기계 제조업,14.058311688311688,27.547272727272727,3.0,32.6,OK,8.982455010784534,8.982455010784534,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,53.4,53.4,53.4,30.28,30.28,FRESH,0.627,,False,0.347,True,MATURE,4068.0,0.734,0.878,0.734,0.0,0.0,,v22_calibrated,,,,,,True,8.7,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
303,056080,유진로봇,KOSDAQ,조선·기계·설비,27200,424.32,10203.3,0.0,,ARMED,ARMED,2,True,0,False,56.8,56.8,100.0,31.6,20.7,0.0,11.9,50.8,79.3,0.9,0.2,1.5,진입적정 + 대기,0,26800.0,23400.0,27950.0,49450.0,🚀급등시동,1.42,3.21,34908,-17.99,특이사항 없음,1,4.6,64.8,9.17,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,66.5,특수 목적용 기계 제조업,42431971625.0,65.8,16.27,0,0,5.22,7.94,15.74,7.51,-14.06,114.17,-2.48,-44.34,59.66,0.386,0.033,0,11.3,1,0,3.98,0.85,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,12.69,5.0,0.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,28235.0,-22.08,0.0479,False,O,▲,25663,▲,O,X,0,0,0,1.16,250,0,1,1,1,0.0,특수 목적용 기계 제조업,14.058311688311688,27.547272727272727,3.0,20.7,OK,32.78582713354207,32.78582713354207,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,56.8,56.8,56.8,30.28,30.28,FRESH,0.627,,False,0.374,True,MATURE,4068.0,0.338,0.878,0.338,0.0,0.0,,v22_calibrated,,,,,,True,2.8,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
304,298830,슈어소프트테크,KOSDAQ,IT/전기전자,7820,141.41,4180.5,0.0,,ARMED,ARMED,2,True,0,False,54.3,54.3,100.0,24.2,23.1,0.0,11.3,49.1,76.9,3.9,0.17,1.6,진입적정 + 대기,0,7700.0,6940.0,7970.0,9060.0,,0.52,2.73,8032,-13.61,특이사항 없음,0,7.53,70.7,8.42,STRUCT 강점,,RSI 과열,스퀴즈/품질 대기,CAUTION,66.5,소프트웨어 개발 및 공급업,14140970605.0,74.6,21.72,0,0,3.99,3.99,13.66,14.66,-13.01,61.4,4.67,-43.29,6.89,0.623,0.204,0,9.5,1,0,2.27,0.9,9420.0,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,v1_sl_first_gap_at_open,9.87,6.0,0.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,7849.0,-2.64,-0.0831,False,X,▲,7731,▲,O,X,0,0,0,1.73,250,0,1,1,1,0.0,소프트웨어 개발 및 공급업,4.268910891089109,25.11871287128713,5.0,23.1,OK,36.22291935964485,36.22291935964485,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,54.3,54.3,54.3,30.28,30.28,FRESH,0.627,,False,0.354,True,MATURE,4068.0,0.355,0.878,0.355,0.0,0.0,,v22_calibrated,,,,,,True,1.9,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
305,099440,스맥,KOSDAQ,조선·기계·설비,4600,84.24,3139.2,0.0,,ARMED,ARMED,2,True,0,False,37.7,37.7,19.7,53.6,42.0,0.0,11.1,38.4,33.9,57.6,0.51,1.5,진입적정 + 대기,0,4530.0,4060.0,4875.0,6560.0,,-0.2,1.19,5499,-29.86,특이사항 없음,2,-1.51,57.3,2.06,,,MFI 약세,스퀴즈/품질 대기,CAUTION,66.5,특수 목적용 기계 제조업,8424417206.0,21.4,8.77,1,1,3.84,3.49,2.22,-3.77,-32.75,16.31,-13.76,-63.03,-38.2,0.808,0.144,0,9.7,1,0,0.87,0.57,7040.0,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,v1_sl_first_gap_at_open,10.38,6.0,0.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,4842.0,-16.35,0.0727,False,X,▼,4399,▲,O,X,0,0,0,0.68,250,0,-1,1,1,0.0,특수 목적용 기계 제조업,14.058311688311688,27.547272727272727,3.0,42.0,OK,45.52574519926852,45.52574519926852,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,37.7,37.7,37.7,30.28,30.28,FRESH,0.627,,False,0.3,True,MATURE,4068.0,0.734,0.878,0.734,0.0,0.0,,v22_calibrated,,,,,,True,6.0,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
306,078130,국일제지,KOSDAQ,기타,436,244.39,4915.5,0.0,0.0,WAIT,WAIT,3,False,0,True,72.4,72.4,61.4,77.6,84.1,0.0,70.1,74.4,22.7,71.6,1.42,14.4,RR1.4,0,381.0,323.0,597.0,689.0,,0.61,2.37,436,1.16,특이사항 없음,0,8.28,68.6,20.23,AI 강점,TIMING 보조,5일 급등,추세 관망,CAUTION,66.5,기타 종이 및 판지 제품 제조업,24439141823.0,56.4,65.03,0,0,0.46,20.44,31.72,36.68,28.24,11.51,26.69,-2.04,-43.0,0.152,0.152,1,12.0,1,0,1.18,0.45,805.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.22,6.0,3.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,358.1,-0.08,-0.0995,False,O,▲,458,▲,X,X,0,0,0,3.0,188,0,1,0,0,0.0,기타 종이 및 판지 제품 제조업,8.452571428571428,12.478571428571428,11.0,84.1,OK,60.0,60.0,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,72.4,72.4,72.4,30.28,30.28,FRESH,0.662,,False,0.499,False,MATURE,4068.0,3.724,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,36.9,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
307,418550,제이오,KOSDAQ,서비스 기타,12000,133.96,3842.1,0.0,0.0,WAIT,WAIT,3,False,0,True,74.1,74.1,84.3,58.1,85.8,0.0,67.8,76.1,27.7,65.4,1.17,16.7,RR1.2,0,10280.0,8730.0,15840.0,18400.0,,1.02,0.95,10882,34.94,특이사항 없음,0,9.7,70.7,22.59,AI 강점,STRUCT 보조,RSI 과열,추세 관망,CAUTION,66.5,"건축기술, 엔지니어링 및 관련 기술 서비스업",13396148585.0,84.0,91.0,0,0,-7.19,2.3,40.68,50.0,40.85,34.53,40.01,10.57,-19.98,0.105,0.105,1,12.0,1,0,1.71,0.53,21650.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.08,6.0,3.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,11104.0,10.27,-0.2727,False,O,▲,13344,▲,X,X,0,0,0,-0.23,250,0,1,1,1,0.0,"건축기술, 엔지니어링 및 관련 기술 서비스업",7.698108108108108,8.209189189189189,12.0,85.8,OK,44.39009501792748,44.39009501792748,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,74.1,74.1,74.1,30.28,30.28,FRESH,0.646,,False,0.513,False,MATURE,4068.0,3.587,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,32.0,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
308,437730,삼현,KOSDAQ,자동차·모빌리티,57400,283.86,18200.1,0.0,0.0,WAIT,WAIT,3,False,0,True,83.3,83.3,98.0,98.3,24.0,0.0,64.8,73.4,74.3,7.1,1.73,1.6,RR1.7 + 진입적정,0,56500.0,49700.0,70700.0,76900.0,,1.08,2.26,54128,26.49,특이사항 없음,0,5.84,74.1,14.54,TIMING 강점,STRUCT 보조,RSI 과열,추세 관망,CAUTION,66.5,자동차 신품 부품 제조업,28385674050.0,69.8,26.05,0,0,6.3,12.99,24.11,23.71,-11.01,74.2,13.72,-41.29,19.69,0.231,0.135,1,9.8,1,0,1.86,0.96,,SWING_60D,60,SWING_120D,45,,0,v1_sl_first_gap_at_open,12.04,5.0,2.1,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,47140.0,6.04,0.0547,False,O,▲,54186,▲,O,X,0,0,0,2.96,250,0,1,1,1,0.0,자동차 신품 부품 제조업,5.217777777777778,3.132222222222222,13.0,24.0,OK,84.0,84.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,83.3,83.3,83.3,30.28,30.28,FRESH,0.627,,False,0.586,False,MATURE,4068.0,2.088,1.15,1.15,0.0,0.0,0.0,v22_calibrated,,,,,,True,23.2,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
309,306200,세아제강,KOSPI,철강·금속,162600,66.38,4611.8,0.0,0.0,WAIT,WAIT,3,False,0,True,79.6,79.6,96.4,97.8,9.8,0.0,60.3,68.0,88.0,0.0,1.18,1.5,RR1.2 + 진입적정,0,160200.0,144900.0,183400.0,192800.0,,1.13,1.46,139884,36.67,특이사항 없음,0,16.6,72.0,11.05,TIMING 강점,STRUCT 보조,RSI 과열,추세 관망,CAUTION,66.5,1차 철강 제조업,6638080500.0,60.2,23.1,0,0,5.38,10.31,6.27,24.98,36.41,28.03,14.99,6.13,-26.48,0.0,0.0,1,8.1,1,0,1.71,0.98,,ATR_3.5x,45,FIBO_1.618,25,,0,v1_sl_first_gap_at_open,9.55,6.0,1.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,141550.0,16.24,0.1085,False,O,▲,150551,▲,O,X,0,0,0,3.31,250,0,1,1,1,0.0,1차 철강 제조업,10.794166666666667,24.017083333333332,4.0,9.8,OK,70.0,70.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,79.6,79.6,79.6,30.28,30.28,FRESH,0.627,,False,0.557,False,MATURE,4068.0,1.516,1.029,1.029,0.0,0.0,0.0,v22_calibrated,,,,,,True,12.8,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
310,448900,한국피아이엠,KOSDAQ,자동차·모빌리티,99900,283.15,6068.4,0.0,0.0,WAIT,WAIT,3,False,0,True,68.5,68.5,88.8,51.3,62.2,0.0,59.2,67.4,37.5,53.1,1.45,2.4,RR1.4,0,97600.0,82900.0,124500.0,178400.0,⚡눌림회복,-1.1,1.59,105405,147.57,특이사항 없음,0,3.37,59.2,2.37,STRUCT 강점,AI 보조,,추세 관망,CAUTION,66.5,자동차 신품 부품 제조업,28314892100.0,57.0,39.46,0,0,8.94,-8.85,22.58,-6.2,42.11,274.16,-16.19,11.83,219.65,0.127,0.058,1,12.0,0,0,1.35,0.45,212000.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,15.06,5.0,1.8,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,115860.0,-5.22,-0.3657,False,O,▲,101348,▼,X,X,0,0,0,3.82,250,0,1,1,1,0.0,자동차 신품 부품 제조업,5.217777777777778,3.132222222222222,13.0,62.2,OK,43.54171207087753,43.54171207087753,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,68.5,68.5,68.5,30.28,30.28,FRESH,0.627,,False,0.468,False,MATURE,4068.0,1.83,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,24.6,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
311,017900,광전자,KOSPI,반도체,11750,2124.22,6808.4,0.0,0.0,WAIT,WAIT,3,False,0,True,61.8,61.8,68.2,59.9,52.8,0.0,58.3,60.3,15.4,80.8,2.84,25.0,밸런스우수 + RR2.8,0,9400.0,7980.0,22450.0,28100.0,,-0.13,0.9,8310,262.41,특이사항 없음,0,269.85,65.0,31.31,STRUCT 강점,,,추세 관망,CAUTION,66.5,반도체 제조업,212422395215.0,38.7,201.0,0,0,15.54,-8.91,11.59,270.08,523.34,499.49,260.09,493.06,444.98,0.101,0.101,1,12.0,1,0,1.44,0.46,35250.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.11,5.0,9.2,NORMAL+WARN:ATR%=23.2% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,1,-1,20058.0,41.39,-1.7064,False,O,▲,13600,▼,X,X,0,0,0,1.47,248,0,1,1,1,0.0,반도체 제조업,19.75485714285714,43.39771428571429,1.0,52.8,OK,43.11228885117909,43.11228885117909,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,61.8,61.8,61.8,30.28,30.28,FRESH,0.627,,False,0.414,True,MATURE,4068.0,9.19,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,91.1,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
312,005810,풍산홀딩스,KOSPI,금융,47100,133.36,6790.5,0.0,0.0,WAIT,WAIT,3,False,0,True,68.0,68.0,90.3,47.8,63.9,0.0,57.7,67.3,42.5,46.9,2.71,1.5,RR2.7 + 진입적정,0,46400.0,42000.0,60900.0,68300.0,,-1.13,0.54,48580,2.0,특이사항 없음,0,27.5,26.9,5.27,STRUCT 강점,AI 보조,,추세 관망,CAUTION,66.5,기타 금융업,13335992350.0,66.7,52.46,0,0,6.08,3.63,4.43,34.96,20.46,16.87,24.97,-9.82,-37.64,0.0,0.0,1,11.8,1,0,1.16,0.49,77600.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,9.48,5.0,3.3,SWING+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입+ENTRY:split,split,50.0,1,1,43425.0,-3.05,-0.0916,False,O,▲,44569,▼,O,X,0,0,0,7.09,250,0,1,1,1,0.0,기타 금융업,7.032105263157895,14.234473684210526,9.0,63.9,OK,34.04917600484942,34.04917600484942,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,68.0,68.0,68.0,30.28,30.28,FRESH,0.627,,False,0.464,False,MATURE,4068.0,3.295,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,29.3,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
