LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR
77,001820,삼화콘덴서,KOSPI,IT/전기전자,62900,76.29,6538.5,0.0,0.0,WAIT,WAIT,3,False,1,True,61.0,61.0,92.7,49.9,19.9,0.0,45.2,54.2,72.8,9.0,1.04,0.0,RR1.0 + 진입적정,0,62900.0,57200.0,68800.0,76700.0,,-0.2,0.46,53875,0.29,특이사항 없음,0,14.34,62.5,3.31,STRUCT 강점,,,추세 관망,CAUTION,66.5,전자부품 제조업,7628641900.0,65.2,28.22,0,0,-1.1,-0.32,1.13,16.05,104.22,92.65,6.06,73.94,38.14,0.048,0.048,1,12.0,1,0,1.17,0.66,79400.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,9.06,5.0,1.0,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,53680.0,16.75,-0.2843,False,O,▲,65850,▼,X,X,0,0,0,1.1,250,0,1,1,1,0.0,전자부품 제조업,4.268910891089109,25.11871287128713,5.0,19.9,OK,25.0,25.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,61.0,61.0,61.0,30.28,30.28,FRESH,0.627,,False,0.408,True,MATURE,4068.0,1.035,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,9.4,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
78,028300,HLB,KOSDAQ,바이오·의약품,61900,333.15,82409.0,0.0,0.0,WAIT,WAIT,3,False,1,True,58.2,58.2,89.5,43.3,25.6,0.0,44.3,52.8,63.9,20.1,1.35,0.0,RR1.4 + 진입적정,0,61900.0,57000.0,68500.0,74300.0,,-0.41,0.65,55505,21.21,특이사항 없음,0,16.67,67.8,6.68,STRUCT 강점,,,추세 관망,CAUTION,66.5,의료용품 및 기타 의약 관련제품 제조업,33314829500.0,65.6,36.4,0,0,2.82,-2.06,6.17,15.7,-6.64,26.33,5.71,-36.92,-28.18,0.06,0.06,1,11.4,1,0,1.06,0.64,,SWING_20D,80,ATR_3.5x,45,,0,v1_sl_first_gap_at_open,7.92,4.0,1.3,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,54610.0,11.52,-0.3761,False,O,▲,63853,▼,X,X,0,0,0,0.66,250,0,1,1,1,0.0,의료용품 및 기타 의약 관련제품 제조업,0.49769230769230777,-13.36076923076923,16.0,25.6,OK,29.409292663740608,29.409292663740608,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,58.2,58.2,58.2,30.28,30.28,FRESH,0.627,,False,0.386,True,MATURE,4068.0,1.347,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,10.7,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
79,295310,에이치브이엠,KOSDAQ,철강·금속,87100,113.37,10475.8,0.0,0.0,WAIT,WAIT,3,False,1,True,58.6,58.6,91.8,20.3,68.8,0.0,44.2,60.3,71.5,10.6,2.37,0.0,RR2.4 + 진입적정,0,87100.0,80800.0,102000.0,116600.0,⚡눌림회복,-2.19,0.51,90528,-0.42,특이사항 없음,0,15.69,59.0,0.11,STRUCT 강점,AI 보조,,추세 관망,CAUTION,66.5,1차 비철금속 제조업,11336730400.0,50.0,26.75,0,0,1.99,-6.94,4.69,-0.68,4.31,269.85,-10.67,-25.97,215.34,0.345,0.251,0,12.0,1,0,1.74,0.5,130900.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,7.23,5.0,2.4,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,105090.0,-3.79,-0.2915,True,O,▲,91862,▼,X,X,0,0,0,1.05,250,0,1,1,1,0.0,1차 비철금속 제조업,10.794166666666667,24.017083333333332,4.0,68.8,OK,29.5,29.5,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,58.6,58.6,58.6,30.28,30.28,FRESH,0.627,,False,0.389,True,MATURE,4068.0,2.365,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,17.1,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
80,032640,LG유플러스,KOSPI,IT/전기전자,16430,111.38,70620.8,0.0,0.0,WAIT,WAIT,3,False,1,True,49.8,49.8,50.7,32.2,83.1,0.0,44.1,55.3,50.9,36.4,3.91,0.0,RR3.9 + 진입적정,0,16430.0,15900.0,18500.0,19640.0,,-2.52,0.71,16229,8.48,특이사항 없음,0,8.32,57.4,-0.87,AI 강점,,,추세 관망,CAUTION,66.5,전기 통신업,11137546380.0,56.6,19.18,0,0,-1.02,-5.63,-5.3,6.69,0.67,10.79,-3.3,-29.61,-43.72,0.226,0.226,1,7.9,1,0,0.8,0.38,21100.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,3.23,4.0,3.9,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,1,15938.0,1.24,-0.3111,True,O,▲,17225,▼,X,X,0,0,0,0.42,250,0,1,1,1,0.0,전기 통신업,4.268910891089109,25.11871287128713,5.0,83.1,OK,18.20944989687301,18.20944989687301,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,49.8,49.8,49.8,30.28,30.28,FRESH,0.627,,False,0.318,True,MATURE,4068.0,3.906,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,12.6,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
81,105560,KB금융,KOSPI,금융,157400,1388.64,586866.6,0.0,0.0,WAIT,WAIT,3,False,1,True,60.3,60.3,93.8,51.3,11.5,0.0,43.3,52.2,82.3,0.0,1.28,0.0,RR1.3 + 진입적정,0,157400.0,150300.0,166500.0,172500.0,,0.35,0.84,152814,24.97,특이사항 없음,0,9.62,67.8,1.81,STRUCT 강점,,,추세 관망,CAUTION,66.5,기타 금융업,138864189250.0,67.0,15.91,0,0,0.0,-2.18,0.51,7.88,10.07,35.92,-2.11,-20.21,-18.59,0.135,0.135,1,6.1,1,0,1.23,0.64,183500.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,4.51,4.0,1.3,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,163070.0,3.0,-0.1693,True,O,▲,161108,▼,X,X,0,0,0,0.0,250,0,1,1,1,0.0,기타 금융업,7.032105263157895,14.234473684210526,9.0,11.5,OK,43.84300360293834,43.84300360293834,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,60.3,60.3,60.3,30.28,30.28,FRESH,0.627,,False,0.402,True,MATURE,4068.0,1.282,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,5.8,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
82,003280,흥아해운,KOSPI,기타,3120,323.56,7501.3,0.0,0.0,WAIT,WAIT,3,False,1,True,52.5,52.5,67.1,21.7,85.0,0.0,43.1,57.9,63.3,20.9,8.38,0.0,RR8.4 + 진입적정,0,3120.0,2920.0,4795.0,5660.0,,-0.32,0.14,3247,11.5,특이사항 없음,0,5.79,35.3,-8.85,AI 강점,STRUCT 보조,,추세 관망,CAUTION,66.5,해상 운송업,32356379211.0,76.5,47.57,0,0,-1.27,-6.02,-9.04,1.79,92.71,80.24,-8.2,62.43,25.73,0.582,0.27,1,12.0,0,0,3.76,0.14,6770.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,6.41,5.0,8.4,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,1,2247.5,-3.93,0.1753,True,O,▲,3065,▼,O,X,0,0,0,-0.32,250,0,1,1,1,0.0,해상 운송업,8.452571428571428,12.478571428571428,11.0,85.0,OK,15.0,15.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,52.5,52.5,52.5,30.28,30.28,FRESH,0.627,,False,0.34,True,MATURE,4068.0,8.375,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,53.7,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
83,138080,오이솔루션,KOSDAQ,IT/전기전자,40200,333.81,4975.9,0.0,0.0,WAIT,WAIT,3,False,1,True,52.5,52.5,65.6,21.2,89.0,0.0,42.7,58.6,67.8,15.2,7.85,0.0,RR7.8 + 진입적정,0,40200.0,38850.0,50800.0,54700.0,,-1.88,0.78,34162,-6.07,특이사항 없음,1,23.96,52.2,-5.55,AI 강점,STRUCT 보조,,추세 관망,CAUTION,66.5,통신 및 방송 장비 제조업,33380817450.0,63.1,31.22,0,0,-4.06,-12.42,-6.18,9.84,155.56,167.47,-0.15,125.28,112.96,0.314,0.314,0,12.0,0,0,1.74,0.43,60600.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,3.36,6.0,7.9,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,1,35610.0,17.67,-0.4162,True,O,▲,46028,▼,X,X,0,0,0,0.24,250,0,1,1,1,0.0,통신 및 방송 장비 제조업,4.268910891089109,25.11871287128713,5.0,89.0,OK,24.91368020401491,24.91368020401491,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,52.5,52.5,52.5,30.28,30.28,FRESH,0.627,,False,0.34,True,MATURE,4068.0,7.852,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,26.4,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
84,475150,SK이터닉스,KOSPI,건설·부동산,54300,258.9,18498.4,0.0,0.0,WAIT,WAIT,3,False,1,True,49.3,49.3,57.8,26.1,78.8,0.0,42.4,54.2,52.7,34.1,3.85,0.0,RR3.9 + 진입적정,0,54300.0,50400.0,69300.0,83100.0,,-0.05,0.24,43761,96.38,특이사항 없음,0,4.42,34.6,-4.11,AI 강점,,,추세 관망,CAUTION,66.5,건물 건설업,25890491800.0,41.6,25.69,0,0,-0.37,0.0,-7.81,-6.22,174.66,161.06,-16.21,144.38,106.55,0.189,0.189,1,9.8,0,0,3.19,0.23,100500.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,7.18,5.0,3.8,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,1,47000.0,24.08,0.1575,True,O,▲,52933,▼,O,X,0,0,0,0.73,250,0,1,1,1,0.0,건물 건설업,8.737777777777778,22.073333333333334,6.0,78.8,OK,15.0,15.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,49.3,49.3,49.3,30.28,30.28,FRESH,0.627,,False,0.314,True,MATURE,4068.0,3.846,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,27.6,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
85,000720,현대건설,KOSPI,건설·부동산,171400,1247.58,190863.8,0.0,0.0,WAIT,WAIT,3,False,1,True,57.5,57.5,92.5,42.9,16.9,0.0,41.6,50.8,75.6,5.5,2.78,0.0,RR2.8 + 진입적정,0,171400.0,161700.0,198400.0,207000.0,,-1.29,0.48,150457,145.07,특이사항 없음,0,18.05,60.8,1.2,STRUCT 강점,,,추세 관망,CAUTION,66.5,토목 건설업,124758001500.0,59.2,30.71,0,0,-0.92,-1.66,-2.61,15.5,61.85,148.77,5.51,31.57,94.26,0.065,0.065,1,11.8,1,0,1.49,0.53,226000.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,5.66,4.0,2.8,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,151830.0,13.92,-0.1547,True,O,▲,175815,▼,X,X,0,0,0,0.35,250,0,1,1,1,0.0,토목 건설업,8.737777777777778,22.073333333333334,6.0,16.9,OK,25.66057835530308,25.66057835530308,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,57.5,57.5,57.5,30.28,30.28,FRESH,0.627,,False,0.38,True,MATURE,4068.0,2.784,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,15.8,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
86,088980,맥쿼리인프라,KOSPI,기타,11370,183.89,54453.4,0.0,0.0,WAIT,WAIT,3,False,1,True,49.3,49.3,58.1,60.1,10.3,0.0,41.2,42.8,49.8,37.8,2.0,0.0,RR2.0 + 진입적정,0,11370.0,11020.0,12070.0,12420.0,,-0.42,1.26,11369,0.45,특이사항 없음,2,0.62,61.4,0.3,TIMING 강점,,,추세 관망,CAUTION,66.5,신탁업 및 집합투자업,18388549475.0,68.3,1.91,0,1,-0.18,-0.09,0.62,0.26,0.62,2.9,-9.73,-29.66,-51.61,0.435,0.435,1,6.0,0,0,1.27,0.64,,RR_FALLBACK,50,RR_FALLBACK,35,,0,v1_sl_first_gap_at_open,3.08,4.0,2.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,11575.0,0.0,-0.0085,True,X,▼,11409,▲,X,X,0,0,0,0.0,250,0,-1,1,1,0.0,신탁업 및 집합투자업,8.452571428571428,12.478571428571428,11.0,10.3,OK,54.12281051633839,54.12281051633839,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,49.3,49.3,49.3,30.28,30.28,FRESH,0.627,,False,0.314,True,MATURE,4068.0,2.0,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,6.2,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
87,018260,삼성에스디에스,KOSPI,IT/전기전자,169800,356.36,131387.5,0.0,0.0,WAIT,WAIT,3,False,1,True,45.1,45.1,55.1,32.4,50.4,0.0,41.2,46.0,22.7,71.6,1.58,0.0,RR1.6 + 진입적정,0,169800.0,154500.0,194000.0,201500.0,,-2.68,0.59,171051,-2.5,특이사항 없음,0,2.74,62.7,3.72,저점추세 양호,,,추세 관망,CAUTION,66.5,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",35635888800.0,50.8,36.2,0,0,0.0,-5.56,14.19,10.76,-3.8,0.83,0.77,-34.08,-53.68,0.712,0.712,0,10.5,1,0,1.07,0.49,,SWING_20D,80,ATR_3.5x,45,,0,v1_sl_first_gap_at_open,9.01,4.0,1.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,163865.0,-0.73,-0.4311,False,O,▼,184993,▼,X,X,0,0,0,1.18,250,0,-1,-1,1,0.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",4.268910891089109,25.11871287128713,5.0,50.4,OK,39.06882319507613,39.06882319507613,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,45.1,45.1,45.1,30.28,30.28,FRESH,0.627,,False,0.3,True,MATURE,4068.0,1.582,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,14.3,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
88,035250,강원랜드,KOSPI,서비스 기타,17160,119.31,36712.2,0.0,0.0,WAIT,WAIT,3,False,1,True,48.6,48.6,60.1,53.4,16.1,0.0,41.0,43.2,44.0,45.0,3.63,0.0,RR3.6 + 진입적정,0,17160.0,16490.0,19590.0,20600.0,⚡눌림회복,0.68,1.23,17786,-5.15,특이사항 없음,0,1.22,67.7,1.67,STRUCT 강점,,,추세 관망,CAUTION,66.5,유원지 및 기타 오락관련 서비스업,11931493225.0,52.2,4.35,0,1,1.24,1.42,2.02,-4.61,-2.22,1.12,-14.6,-32.5,-53.39,0.787,0.501,0,6.0,1,0,1.08,0.8,,SWING_60D,60,RR_LEGACY,35,,0,v1_sl_first_gap_at_open,3.9,5.0,3.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,17503.0,-3.52,0.0274,True,X,▼,16973,▲,O,X,0,0,0,-0.06,250,0,-1,1,1,0.0,유원지 및 기타 오락관련 서비스업,7.698108108108108,8.209189189189189,12.0,16.1,OK,66.07210959934066,66.07210959934066,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,48.6,48.6,48.6,30.28,30.28,FRESH,0.627,,False,0.309,True,MATURE,4068.0,3.627,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,14.2,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
89,010950,S-Oil,KOSPI,기타,115400,521.12,129920.5,0.0,0.0,WAIT,WAIT,3,False,1,True,50.0,50.0,64.3,19.2,82.9,0.0,40.9,55.5,63.7,20.4,1.72,0.0,RR1.7 + 진입적정,0,115400.0,110100.0,124500.0,129700.0,,-0.76,0.91,123244,-10.96,특이사항 없음,0,8.5,50.9,-0.32,AI 강점,STRUCT 보조,,추세 관망,CAUTION,66.5,석유 정제품 제조업,52112289200.0,53.3,15.55,0,0,-3.35,-0.43,-5.41,4.81,13.69,58.3,-5.18,-16.59,3.79,0.345,0.211,0,8.6,1,0,1.8,0.54,177100.0,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,v1_sl_first_gap_at_open,4.59,4.0,1.7,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,-1,125070.0,-6.37,0.0325,True,O,▲,117464,▼,X,X,0,0,0,0.08,250,0,1,1,1,0.0,석유 정제품 제조업,8.452571428571428,12.478571428571428,11.0,82.9,OK,32.118719294548754,32.118719294548754,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,50.0,50.0,50.0,30.28,30.28,FRESH,0.627,,False,0.32,True,MATURE,4068.0,1.717,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,7.9,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
90,138930,BNK금융지주,KOSPI,금융,18740,165.83,58155.3,0.0,0.0,WAIT,WAIT,3,False,1,True,57.6,57.6,92.6,47.4,8.1,0.0,40.9,49.4,84.5,0.0,0.88,0.0,진입적정,0,18740.0,17760.0,19600.0,23050.0,,-0.56,0.87,19017,22.18,특이사항 없음,0,6.45,72.7,2.02,STRUCT 강점,,RSI 과열,추세 관망,CAUTION,66.5,기타 금융업,16582875315.0,63.9,14.37,0,0,-1.37,-2.34,1.46,2.68,16.04,35.6,-7.31,-14.24,-18.91,0.254,0.156,1,6.3,1,1,1.22,0.64,24950.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,5.23,4.0,0.9,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,19600.0,-1.46,-0.1102,True,O,▲,19252,▼,X,X,0,0,0,-0.26,250,0,1,1,1,0.0,기타 금융업,7.032105263157895,14.234473684210526,9.0,8.1,OK,42.66244869844153,42.66244869844153,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,57.6,57.6,57.6,30.28,30.28,FRESH,0.627,,False,0.381,True,MATURE,4068.0,0.878,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,4.6,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
91,445680,큐리옥스바이오시스템즈,KOSDAQ,기타,90700,65.21,15603.4,0.0,0.0,WAIT,WAIT,3,False,1,True,44.9,44.9,47.7,27.8,73.3,0.0,40.0,49.6,45.5,43.1,4.95,0.0,RR5.0 + 진입적정,0,90700.0,83400.0,126800.0,149200.0,,-0.27,0.42,110241,16.74,특이사항 없음,0,19.94,63.1,5.05,AI 강점,,,추세 관망,CAUTION,66.5,의료용 기기 제조업,6521097200.0,59.5,32.65,0,0,0.11,1.57,9.94,-17.32,-25.29,30.5,-27.31,-55.57,-24.01,0.607,0.271,1,12.0,1,0,0.65,0.34,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,8.05,5.0,4.9,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,107670.0,-17.73,0.0757,False,X,▼,92945,▲,X,X,0,0,0,-0.44,250,0,-1,1,1,0.0,의료용 기기 제조업,8.452571428571428,12.478571428571428,11.0,73.3,OK,25.0,25.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,44.9,44.9,44.9,30.28,30.28,FRESH,0.627,,False,0.3,True,MATURE,4068.0,4.945,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,39.8,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
92,003000,부광약품,KOSPI,바이오·의약품,7300,165.91,7202.5,0.0,0.0,WAIT,WAIT,3,False,1,True,44.0,44.0,43.4,28.2,77.0,0.0,39.5,49.5,48.8,39.0,2.98,0.0,RR3.0 + 진입적정,0,7300.0,6730.0,9000.0,9890.0,,-0.3,0.94,6908,-13.99,특이사항 없음,1,2.06,46.7,-5.42,AI 강점,,,추세 관망,CAUTION,66.5,의약품 제조업,16591136390.0,52.9,19.33,1,0,-4.7,-6.77,-7.24,-19.51,83.19,97.56,-29.5,52.91,43.05,0.323,0.189,0,12.0,0,0,1.51,0.23,11540.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,7.81,5.0,3.0,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,1,7051.0,5.67,-0.0469,True,O,▲,7528,▼,X,X,0,0,0,0.0,250,0,1,1,1,0.0,의약품 제조업,0.49769230769230777,-13.36076923076923,16.0,77.0,OK,21.607581975382164,21.607581975382164,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,44.0,44.0,44.0,30.28,30.28,FRESH,0.627,,False,0.3,True,MATURE,4068.0,2.982,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,23.3,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
