시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSDAQ,에치에프알,230240,통신 및 방송 장비 제조업,28550,940.66,3799.7,94066077625.0,73.3,90.7,58.52,81.79,0,2,0,3.44,67.94,53.74,71.27,132.11,60.75,62.28,104.88,11.73,0.0,0.0,1,62.71,12.0,-6.62,0,0,3.72,0.91,18910.0,16070.0,29900.0,34950.0,41350.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.02,6.0,3.9,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,19242.0,19372,47.37,1.2549,5.79,3.04,False,O,▲,20400,▲,O,X,0,0,0,-1.45,250,0,1,1,1,0.0,통신 및 방송 장비 제조업,IT/전기전자,13.911168831168832,11.2012987012987,4.0,69.2,56.0,56.0,4,1,53.6,82.2,69.2,68.2,68.2,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,성호전자,043260,전자부품 제조업,50400,751.99,35745.1,75198756900.0,87.7,85.5,60.88,130.77,0,0,0,2.02,34.04,92.37,82.94,706.4,4545.16,73.95,679.17,4496.14,0.035,0.035,1,2081.99,12.0,20.45,0,0,1.34,0.77,32900.0,27950.0,59600.0,74500.0,93500.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.05,5.0,5.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,33615.0,20630,144.3,0.5559,0.47,1.84,False,O,▲,46992,▲,O,X,0,0,0,-3.14,250,0,1,1,1,0.0,전자부품 제조업,IT/전기전자,13.911168831168832,11.2012987012987,4.0,31.4,40.18678954418391,40.18678954418391,6,1,83.3,43.3,31.4,56.9,56.9,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,더존비즈온,012510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",119000,585.22,36155.5,58522060500.0,96.0,69.6,8.38,51.77,0,0,0,-0.25,0.25,0.42,40.16,28.93,47.64,31.17,1.7,-1.38,0.185,0.185,1,30.45,6.0,41.34,1,0,0.57,0.98,119000.0,114700.0,138300.0,143900.0,,BB_UPPER,75,FIBO_1.618,25,,0,v1_sl_first_gap_at_open,3.61,5.0,4.5,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,118000.0,102796,15.76,-0.2837,1.08,-0.08,True,O,▲,122821,▼,X,X,0,0,0,-0.17,250,0,1,1,1,0.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT/전기전자,13.911168831168832,11.2012987012987,4.0,10.5,46.11115252077147,46.11115252077147,2,0,58.7,40.8,10.5,41.9,41.9,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,와이지-원,019210,기타 금속 가공제품 제조업,13790,577.61,5129.0,57761108045.0,72.9,85.4,39.36,53.56,0,0,0,16.86,46.55,45.16,43.65,143.64,153.49,34.66,116.41,104.47,0.0,0.0,1,54.69,12.0,-6.98,0,0,2.27,0.93,10390.0,8830.0,14200.0,14760.0,16710.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.01,5.0,2.4,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(-2.5%)/급등(16.9%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,8369.0,9492,45.28,0.798,2.81,1.31,False,O,▲,10898,▲,O,X,0,0,0,-2.54,250,0,1,1,1,0.0,기타 금속 가공제품 제조업,기타,5.998571428571429,13.026974789915966,5.0,66.2,84.51611225335262,84.51611225335262,4,1,54.0,100.0,66.2,74.8,74.8,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,라이콤,388790,통신 및 방송 장비 제조업,5440,484.5,1665.2,48450453505.0,78.5,96.1,60.59,84.39,0,1,0,11.02,69.21,67.38,90.54,109.63,123.87,81.55,82.4,74.85,0.075,0.075,1,117.37,12.0,2.96,0,0,4.73,0.79,3555.0,3020.0,6170.0,7210.0,8540.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.05,6.0,4.9,NORMAL+PM_BLOCK_INTRADAY+EF:갭(2.2%)/급등(11.0%)/VI → 50% 분할+ENTRY:split,split,50.0,,1,1,3468.5,3559,52.83,1.0723,3.49,2.23,False,O,▲,4097,▲,O,X,0,0,0,2.24,250,0,1,1,1,0.0,통신 및 방송 장비 제조업,IT/전기전자,13.911168831168832,11.2012987012987,4.0,74.6,12.061951181333153,12.061951181333153,6,1,91.3,7.4,74.6,54.4,54.4,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,엠케이전자,033160,전자부품 제조업,14300,349.42,3267.7,34942468525.0,69.7,92.7,37.3,56.71,0,0,0,6.32,48.34,38.03,36.19,69.03,64.94,27.2,41.8,15.92,0.0,0.0,1,54.31,12.0,-17.01,0,0,2.96,0.94,10940.0,9290.0,14680.0,16490.0,18780.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.08,6.0,2.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,9749.0,10625,34.59,1.1577,2.86,3.35,False,O,▲,11165,▲,O,X,0,0,0,-2.08,250,0,1,1,1,0.0,전자부품 제조업,IT/전기전자,13.911168831168832,11.2012987012987,4.0,87.1,74.72873390256012,74.72873390256012,4,1,54.1,100.0,87.1,79.1,79.1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,에스티큐브,052020,기계장비 및 관련 물품 도매업,18050,311.62,12271.0,31161956710.0,86.2,92.3,78.18,103.05,0,0,0,24.48,63.35,102.13,113.61,147.26,102.81,104.62,120.03,53.79,0.0,0.0,1,142.44,12.0,-6.7,0,0,1.72,0.96,10640.0,9040.0,18500.0,21650.0,25650.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.04,5.0,4.9,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(-2.9%)/급등(24.5%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,11103.0,9545,89.09,0.8975,2.54,2.71,False,O,▲,13071,▲,O,X,0,0,0,-2.9,250,0,1,1,1,0.0,기계장비 및 관련 물품 도매업,조선·기계·설비,2.7651724137931035,-2.4018965517241373,9.0,80.8,90.0,90.0,4,1,50.9,96.0,80.8,74.9,74.9,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSDAQ,범한퓨얼셀,382900,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",35150,279.37,3079.5,27937245500.0,57.2,81.8,14.54,29.16,0,0,0,11.41,19.56,7.49,8.49,21.0,41.73,-0.5,-6.23,-7.29,0.259,0.259,0,-0.9,12.0,-18.97,0,0,0.86,0.9,35700.0,30950.0,44200.0,45500.0,,SWING_120D,45,ATR_3.5x,45,,0,v1_sl_first_gap_at_open,13.31,6.0,1.8,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(15.1%)/급등(11.4%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,25110.0,31125,12.93,0.5767,6.09,-0.57,False,O,▲,29177,▲,O,X,0,0,0,15.06,250,0,1,1,1,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,10.655,15.234,2.0,45.0,38.5,38.5,4,1,44.7,32.1,45.0,39.7,39.7,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[갭과대: 갭 15%+ 비정상]
KOSDAQ,케이엠더블유,032500,통신 및 방송 장비 제조업,26400,262.61,10900.9,26260797350.0,64.0,71.1,34.51,59.68,0,0,0,0.96,45.86,39.61,37.5,69.12,97.31,28.51,41.89,48.29,0.0,0.0,1,73.25,12.0,-15.7,0,0,2.29,0.9,20600.0,17510.0,27600.0,31300.0,35950.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.0,5.0,2.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,18441.0,19641,34.41,1.215,1.62,2.97,False,O,▲,21064,▲,O,X,0,0,0,-2.49,250,0,1,1,1,0.0,통신 및 방송 장비 제조업,IT/전기전자,13.911168831168832,11.2012987012987,4.0,57.8,66.0,66.0,6,1,53.5,93.3,57.8,70.3,70.3,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,빛과전자,069540,통신 및 방송 장비 제조업,1416,249.32,1375.1,24932141349.0,64.2,88.8,26.21,44.63,0,0,0,3.74,40.2,25.87,15.22,101.14,57.68,6.23,73.91,8.66,0.42,0.32,0,-10.67,12.0,-16.57,1,0,3.85,0.8,1178.0,1001.0,1553.0,1586.0,1988.0,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,v1_sl_first_gap_at_open,15.03,6.0,2.1,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,950.5,1364,3.75,1.1235,2.65,2.1,False,O,▲,1108,▲,O,X,0,0,0,0.07,250,0,1,1,1,0.0,통신 및 방송 장비 제조업,IT/전기전자,13.911168831168832,11.2012987012987,4.0,65.2,60.0,60.0,6,1,52.0,56.7,65.2,56.5,56.5,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,풍원정밀,371950,전자부품 제조업,19190,215.35,4348.9,21535461595.0,56.2,68.6,22.97,51.56,0,0,0,21.46,27.34,8.54,31.44,89.44,62.77,22.45,62.21,13.75,0.0,0.0,1,4.26,12.0,-10.94,0,0,1.32,0.91,16390.0,13920.0,19970.0,20950.0,24400.0,SWING_20D,80,ATR_2x,70,ATR_3.5x,45,v1_sl_first_gap_at_open,15.07,6.0,1.4,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(21.8%)/급등(21.5%) → 진입 보류+ENTRY:hold,hold,0.0,,1,-1,20490.0,14238,34.77,0.4313,3.8,0.39,False,O,▲,14760,▲,O,X,0,0,0,21.84,250,0,1,1,1,0.0,전자부품 제조업,IT/전기전자,13.911168831168832,11.2012987012987,4.0,40.7,28.0,28.0,6,1,44.6,40.1,40.7,42.0,42.0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[갭과대: 갭 15%+ 비정상]
KOSPI,엠앤씨솔루션,484870,특수 목적용 기계 제조업,128300,191.2,11744.5,19120136850.0,42.8,64.3,-4.25,21.25,1,4,0,-1.0,-4.4,-3.53,-0.54,-2.8,-35.33,-9.53,-30.03,-84.35,0.847,0.417,0,-6.83,12.0,-22.98,1,0,0.78,0.57,128300.0,109000.0,153500.0,157500.0,191200.0,SWING_20D,80,ATR_2x,70,SWING_60D,60,v1_sl_first_gap_at_open,15.04,5.0,1.3,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(18.4%)/급등(-1.0%) → 진입 보류+ENTRY:hold,hold,0.0,,0,-1,158140.0,140853,-8.91,-0.0677,2.63,-2.74,False,X,▼,126566,▼,O,X,0,0,0,18.44,250,0,-1,-1,1,0.0,특수 목적용 기계 제조업,조선·기계·설비,2.7651724137931035,-2.4018965517241373,9.0,51.7,39.5,39.5,2,0,0.0,23.9,51.7,19.9,19.9,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[갭과대: 갭 15%+ 비정상]
KOSDAQ,비엘팜텍,065170,음·식료품 및 담배 도매업,4220,174.21,1152.0,17420503223.0,45.4,44.6,-1.4,90.17,0,0,0,-0.12,41.37,-7.35,-33.02,604.51,479.67,-42.01,577.28,430.65,0.758,0.185,0,-12.01,12.0,-22.4,0,0,0.61,0.29,4220.0,3585.0,8150.0,10270.0,12960.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.05,6.0,6.2,NORMAL+WARN:ATR%=23.4% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,0,-1,5257.0,4703,-10.28,1.5279,0.34,1.21,False,O,▲,3342,▲,O,X,0,0,0,-5.21,248,0,1,1,1,0.0,음·식료품 및 담배 도매업,유통·소비재,3.0389999999999997,-10.145999999999999,14.0,72.9,15.0,15.0,4,1,0.0,1.7,72.9,15.3,15.3,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,코스텍시스,355150,반도체 제조업,22500,168.53,1754.4,16853242850.0,63.3,82.1,30.4,55.79,0,0,0,12.78,40.27,3.69,65.08,87.5,90.36,56.09,60.27,41.34,0.0,0.0,1,67.96,12.0,2.39,0,0,1.54,0.91,18120.0,15390.0,23450.0,28200.0,31250.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,v1_sl_first_gap_at_open,15.07,6.0,2.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭(-2.6%)/급등(12.8%)/VI → 50% 분할+ENTRY:split,split,50.0,,1,-1,22779.0,16437,36.88,0.6909,2.33,2.83,False,O,▲,17441,▲,O,X,0,0,0,-2.56,250,0,1,1,1,0.0,반도체 제조업,반도체,6.925,16.7525,3.0,36.6,84.0,84.0,8,1,79.8,100.0,36.6,79.2,79.2,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,아모센스,357580,전자부품 제조업,25000,142.99,2913.6,14299090475.0,77.6,95.1,60.75,92.93,0,1,0,3.95,55.18,61.08,99.04,247.71,187.36,90.05,220.48,138.34,0.021,0.021,1,175.55,12.0,21.18,1,0,2.82,0.93,16330.0,13880.0,26000.0,31300.0,38000.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.0,6.0,3.9,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,15939.0,14443,73.09,1.0882,1.09,3.38,False,O,▲,19292,▲,O,X,0,0,0,-1.04,250,0,1,1,1,0.0,전자부품 제조업,IT/전기전자,13.911168831168832,11.2012987012987,4.0,53.0,82.19699576005986,82.19699576005986,6,1,94.0,90.5,53.0,84.4,84.4,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
