LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON
276,365340,성일하이텍,KOSDAQ,화학·소재,78800,64.28,9670.9,0.0,0.0,OVERHEAT,OVERHEAT,5,False,1,False,49.7,49.7,89.9,30.6,7.7,0.0,10.2,42.7,82.2,0.0,0.56,0.0,진입적정,0,78800.0,69700.0,83900.0,87400.0,,-1.43,0.69,65784,20.44,특이사항 없음,0,11.62,77.1,11.72,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,기초 화학물질 제조업,6427825550.0,79.2,47.69,0,0,0.13,-2.84,21.42,31.99,7.95,83.47,22.0,-22.33,28.96,0.048,0.048,1,10.9,1,0,1.17,0.8,93900.0,SWING_20D,80,BB_UPPER,75,ATR_3.5x,45,v1_sl_first_gap_at_open,11.55,5.0,0.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,68640.0,19.79,-0.3859,False,O,▲,83712,▲,X,X,0,0,0,1.65,250,0,1,1,1,0.0,기초 화학물질 제조업,8.020196078431372,19.193137254901963,9.0,7.7,OK,32.86434681195687,32.86434681195687,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,49.7,49.7,49.7,30.28,30.28,FRESH,0.62,,False,0.318,True,MATURE,4069.0,0.56,0.878,0.56,0.0,0.0,0.0,v22_calibrated,,,,,,True,6.5,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
277,035510,신세계 I&C,KOSDAQ,,21350,50.0,2984.9,,,CARRY,CARRY,7,False,1,False,80.3,80.3,100.0,69.1,63.1,,69.8,77.4,36.9,53.9,3.31,0.0,RR3.3 + 진입적정,0,21350.0,18950.0,29300.0,33300.0,🚀급등시동/📦박스돌파,1.56,0.63,21867,0.93,,3,5.42,66.4,8.2,STRUCT 강점,TIMING 보조,,,CAUTION,49.2,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",5000000000.0,77.3,17.4,0,0,-0.47,6.75,11.02,16.35,18.41,41.95,6.36,-11.87,-12.56,0.122,0.122,1,9.4,1,1,2.98,0.84,38400.0,SWING_60D,60,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,11.24,6.0,3.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,22580.0,-2.37,0.1299,False,O,▲,20720,▲,O,X,0,0,0,-0.7,250,0,1,1,1,,,,,,63.1,OK,55.786778845584934,55.786778845584934,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260428,,,,,,,,CARRY_REFRESHED,0.646,,False,0.562,,,,,,,,,,,,20260427.0,1.0,False,0.0,True,37.2,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
278,003070,코오롱글로벌,KOSDAQ,,11850,50.0,3012.7,,,CARRY,CARRY,7,False,1,False,58.099999999999994,78.1,94.9,60.9,78.9,,69.2,78.2,34.0,57.5,1.85,0.0,RR1.9 + 진입적정,0,11850.0,10920.0,13570.0,14440.0,,-0.66,0.52,11095,2.15,,4,7.24,44.6,1.47,STRUCT 강점,AI 보조,,,CAUTION,49.2,토목 건설업,5000000000.0,65.6,15.46,1,0,-1.0,-0.08,1.02,12.22,33.0,31.08,2.23,2.72,-23.43,0.156,0.156,1,12.0,0,0,1.6,0.44,14890.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,7.85,6.0,1.8,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,9928.5,6.8,-0.0679,True,O,▲,11853,▼,X,X,0,0,0,0.0,250,0,1,1,1,,,,,,78.9,OK,36.08443819252472,36.08443819252472,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260428,,,,,,,,CARRY_REFRESHED,0.642,,False,0.385,True,,,,,,,,,,,20260415.0,13.0,True,20.0,True,14.5,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
279,141000,비아트론,KOSDAQ,,11740,50.0,1422.3,,,CARRY,CARRY,7,False,1,False,53.2,73.2,94.4,58.7,59.9,,63.5,71.0,35.7,55.4,0.87,0.0,진입적정,0,11740.0,10870.0,12500.0,13910.0,,-0.52,0.76,9772,21.8,,0,17.14,70.2,6.8,STRUCT 강점,,RSI 과열,,CAUTION,49.2,특수 목적용 기계 제조업,5000000000.0,71.6,31.74,0,0,0.09,-0.84,1.73,20.29,54.47,44.23,10.3,24.19,-10.28,0.031,0.031,1,10.5,1,0,1.21,0.74,15590.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,v1_sl_first_gap_at_open,7.41,6.0,0.9,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,9975.0,20.14,-0.2384,True,O,▲,12180,▼,X,X,0,0,0,0.0,250,0,1,1,1,,,,,,59.9,OK,39.58805543795129,39.58805543795129,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260428,,,,,,,,CARRY_REFRESHED,0.62,,False,0.346,True,,,,,,,,,,,20260414.0,14.0,True,20.0,True,6.5,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
280,417310,코람코더원리츠,KOSDAQ,,10430,50.0,4213.7,,,CARRY,CARRY,7,False,1,False,54.099999999999994,74.1,99.4,60.6,50.6,,61.2,70.2,48.8,39.0,1.68,0.0,RR1.7 + 진입적정,0,10430.0,9990.0,11170.0,11800.0,,0.4,0.58,9495,18.64,,0,8.71,74.6,3.7,STRUCT 강점,TIMING 보조,RSI 과열,,CAUTION,49.2,부동산 임대 및 공급업,5000000000.0,80.4,12.26,0,0,-0.48,1.46,1.96,9.79,17.45,47.11,-0.2,-12.83,-7.4,0.027,0.027,1,6.0,1,0,1.27,0.9,,ATR_3.5x,45,FIBO_1.618,25,,0,v1_sl_first_gap_at_open,4.22,6.0,1.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,10047.0,9.84,-0.0261,True,O,▲,10469,▲,X,X,0,0,0,0.19,250,0,1,1,1,,,,,,50.6,OK,41.15591382318253,41.15591382318253,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260428,,,,,,,,CARRY_REFRESHED,0.62,,False,0.353,True,,,,,,,,,,,20260413.0,15.0,True,20.0,True,7.1,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
281,405100,큐알티,KOSDAQ,,20850,50.0,2562.3,,,CARRY,CARRY,7,False,1,False,54.7,74.7,100.0,40.8,91.8,,60.8,77.5,59.2,26.0,1.95,0.0,RR1.9 + 진입적정,0,20850.0,19490.0,23500.0,24500.0,,-0.59,0.43,18917,25.58,,0,34.54,63.8,7.7,STRUCT 강점,AI 보조,,,CAUTION,49.2,"그외 기타 전문, 과학 및 기술 서비스업",5000000000.0,81.0,53.1,0,0,-4.14,-0.24,-1.88,40.4,22.43,29.58,30.41,-7.85,-24.93,0.122,0.122,1,12.0,1,0,2.81,0.69,26400.0,SWING_20D,80,BB_UPPER,75,ATR_3.5x,45,v1_sl_first_gap_at_open,6.52,6.0,1.9,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,17669.0,10.21,-0.274,True,O,▲,22228,▼,X,X,0,0,0,0.0,250,0,1,1,1,,,,,,91.8,OK,29.405362769191775,29.405362769191775,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260428,,,,,,,,CARRY_REFRESHED,0.62,,False,0.358,True,,,,,,,,,,,20260415.0,13.0,True,20.0,True,12.7,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
282,136540,윈스테크넷,KOSDAQ,,12880,50.0,1581.6,,,CARRY,CARRY,7,False,1,False,71.9,71.9,97.9,48.1,67.4,,59.4,71.1,49.8,37.7,1.49,0.0,RR1.5 + 진입적정,0,12880.0,11740.0,14580.0,15230.0,,-0.31,0.69,12456,-1.58,,0,4.48,71.0,8.33,STRUCT 강점,AI 보조,RSI 과열,,CAUTION,49.2,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",5000000000.0,74.9,20.0,0,0,0.16,3.54,11.23,16.46,15.62,6.45,6.47,-14.66,-48.06,0.326,0.326,0,10.4,1,1,1.9,0.5,15620.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,8.85,6.0,1.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,11492.0,3.4,-0.0007,False,O,▲,12753,▲,O,X,0,0,0,1.87,250,0,1,1,1,,,,,,67.4,OK,53.03174414022139,53.03174414022139,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260428,,,,,,,,CARRY_REFRESHED,0.62,,False,0.495,,,,,,,,,,,,20260427.0,1.0,False,0.0,True,13.2,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
283,001720,신영증권,KOSDAQ,,202000,50.0,33208.8,,,CARRY,CARRY,7,False,1,False,73.0,73.0,100.0,43.8,77.4,,59.4,73.7,56.2,29.8,1.05,0.0,RR1.1 + 진입적정,0,202000.0,192500.0,212000.0,217500.0,,-0.73,0.64,209886,40.05,,0,8.77,40.3,0.65,STRUCT 강점,AI 보조,,,CAUTION,49.2,금융 지원 서비스업,5000000000.0,66.6,16.28,0,0,-1.22,0.0,-2.18,9.54,21.1,39.41,-0.45,-9.18,-15.1,0.32,0.186,1,6.4,1,0,2.21,0.66,272000.0,SWING_20D,80,BB_UPPER,75,SWING_60D,60,v1_sl_first_gap_at_open,4.7,5.0,1.1,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,218850.0,-3.76,-0.0845,True,O,▲,205201,▼,X,X,0,0,0,0.73,250,0,1,1,1,,,,,,77.4,OK,39.38691610933062,39.38691610933062,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260428,,,,,,,,CARRY_REFRESHED,0.62,,False,0.504,,,,,,,,,,,,20260424.0,4.0,False,0.0,True,5.0,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
284,331920,셀레믹스,KOSDAQ,,16830,50.0,1374.0,,,CARRY,CARRY,7,False,1,False,71.7,71.7,100.0,35.6,87.3,,56.9,74.3,64.4,19.5,1.19,0.0,RR1.2 + 진입적정,0,16830.0,14300.0,19840.0,21600.0,,-0.43,0.65,8264,347.51,,0,24.4,57.5,7.91,STRUCT 강점,AI 보조,,,CAUTION,49.2,기초 의약물질 제조업,5000000000.0,70.8,51.69,0,0,-5.87,-4.21,-3.0,33.36,473.42,486.41,23.37,443.14,431.9,0.048,0.048,1,12.0,0,0,2.2,0.68,25150.0,SWING_20D,80,ATR_2x,70,ATR_3.5x,45,v1_sl_first_gap_at_open,15.03,6.0,1.2,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,21653.0,103.64,-0.3843,False,O,▲,17637,▼,X,X,0,0,0,5.03,250,0,1,1,1,,,,,,87.3,OK,32.87080349304734,32.87080349304734,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260428,,,,,,,,CARRY_REFRESHED,0.62,,False,0.494,,,,,,,,,,,,20260427.0,1.0,False,0.0,True,17.9,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
285,011930,신성이엔지,KOSDAQ,,3995,50.0,8223.6,,,CARRY,CARRY,7,False,1,False,69.6,69.6,95.6,36.4,83.8,,56.2,71.9,59.2,26.0,1.62,0.0,RR1.6 + 진입적정,0,3995.0,3395.0,4970.0,5750.0,,-0.43,1.18,3195,68.17,,0,29.07,59.8,13.7,STRUCT 강점,AI 보조,,,CAUTION,49.2,반도체 제조업,5000000000.0,78.2,66.43,0,0,-3.27,-6.98,26.42,55.75,137.8,96.8,45.76,107.52,42.29,0.109,0.109,1,12.0,1,0,2.02,0.62,5870.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.02,5.0,1.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,2862.0,25.03,-0.4736,False,O,▲,4272,▼,X,X,0,0,0,1.57,247,0,1,1,1,,,,,,83.8,OK,25.0,25.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260428,,,,,,,,CARRY_REFRESHED,0.62,,False,0.477,,,,,,,,,,,,20260423.0,5.0,False,0.0,True,24.4,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
286,054210,이랜텍,KOSDAQ,,12610,50.0,3189.2,,,CARRY,CARRY,7,False,1,False,67.6,67.6,95.4,44.4,58.5,,55.2,66.1,51.0,36.2,1.28,0.0,RR1.3 + 진입적정,0,12610.0,11140.0,14490.0,15350.0,,-1.01,0.69,11631,27.52,,0,9.99,68.8,13.88,STRUCT 강점,,,,CAUTION,49.2,전자부품 제조업,5000155030.0,79.6,46.53,0,0,-2.47,-7.28,21.37,28.41,21.02,38.57,18.42,-9.26,-15.94,0.064,0.064,1,12.0,1,0,2.66,0.62,15990.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,11.66,6.0,1.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,10837.0,8.42,-0.1862,False,O,▲,13125,▲,X,X,0,0,0,0.0,250,0,1,1,1,,,,,,58.5,OK,30.602821107579487,30.602821107579487,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260428,,,,,,,,CARRY_REFRESHED,0.62,,False,0.461,,,,,,,,,,,,20260427.0,1.0,False,0.0,True,14.9,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
287,060720,KH바텍,KOSDAQ,,14070,50.0,3331.4,,,CARRY,CARRY,7,False,1,False,67.3,67.3,100.0,46.5,43.3,,53.0,63.3,56.7,29.1,1.34,0.0,RR1.3 + 진입적정,0,14070.0,13460.0,14890.0,16330.0,,-1.51,1.17,16513,-13.8,,0,9.21,56.4,2.13,STRUCT 강점,,,,CAUTION,49.2,전자부품 제조업,5000000000.0,69.2,15.42,0,0,-2.09,-0.71,0.43,12.02,-2.97,12.11,2.03,-33.25,-42.4,0.787,0.262,0,6.4,1,0,2.16,0.62,19960.0,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,v1_sl_first_gap_at_open,4.34,6.0,1.3,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,14698.0,-14.8,-0.0643,True,X,▲,14464,▼,X,X,0,0,0,0.56,250,0,1,1,1,,,,,,43.3,OK,59.889514389945056,59.889514389945056,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260428,,,,,,,,CARRY_REFRESHED,0.62,,False,0.458,,,,,,,,,,,,20260427.0,1.0,False,0.0,True,5.8,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
288,009410,태영건설,KOSDAQ,,2045,50.0,6085.7,,,CARRY,CARRY,7,False,1,False,57.099999999999994,67.1,100.0,46.7,42.2,,52.7,63.0,57.8,27.8,1.92,0.0,RR1.9 + 진입적정,0,2045.0,1925.0,2275.0,2330.0,,-0.76,0.65,1945,7.59,,0,14.48,52.1,3.09,STRUCT 강점,,,,CAUTION,49.2,토목 건설업,5000000000.0,62.3,24.0,0,0,1.49,-3.76,3.81,16.66,27.18,30.17,6.67,-3.1,-24.34,0.113,0.113,1,12.0,1,0,2.22,0.57,2540.0,SWING_20D,80,ATR_2x,70,ATR_3.5x,45,v1_sl_first_gap_at_open,5.87,5.0,1.9,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,1680.7,5.14,-0.1998,True,O,▲,2079,▼,X,X,0,0,0,0.0,250,0,1,1,1,,,,,,42.2,OK,30.779188767945943,30.779188767945943,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260428,,,,,,,,CARRY_REFRESHED,0.62,,False,0.377,True,,,,,,,,,,,20260421.0,7.0,True,10.0,True,11.2,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
289,002150,도화엔지니어링,KOSDAQ,,7100,50.0,2394.1,,,CARRY,CARRY,7,False,1,False,42.2,62.2,92.0,43.4,40.4,,49.8,58.6,51.6,35.5,1.49,0.0,RR1.5 + 진입적정,0,7100.0,6730.0,7650.0,7880.0,,-1.43,0.54,6792,0.32,,0,10.16,45.1,1.76,STRUCT 강점,,,,CAUTION,49.2,"건축기술, 엔지니어링 및 관련 기술 서비스업",5000000000.0,60.6,17.82,0,0,0.0,-0.84,-2.2,14.52,15.26,16.39,4.53,-15.02,-38.12,0.101,0.101,1,6.3,0,0,1.33,0.59,8140.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,5.21,6.0,1.5,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,6564.0,4.53,-0.117,True,O,▲,7150,▼,X,X,0,0,0,0.0,250,0,1,1,1,,,,,,40.4,OK,27.43494794627252,27.43494794627252,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260428,,,,,,,,CARRY_REFRESHED,0.62,,False,0.3,True,,,,,,,,,,,20260409.0,19.0,True,20.0,True,7.7,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
290,208370,셀바스헬스케어,KOSDAQ,,4460,50.0,1148.0,,,CARRY,CARRY,7,False,1,False,44.2,64.2,96.1,27.4,73.9,,49.4,65.8,68.7,14.1,0.83,0.0,진입적정,0,4460.0,4195.0,4680.0,6020.0,,-0.05,0.75,4918,-25.83,,3,5.1,56.6,2.11,STRUCT 강점,AI 보조,,,CAUTION,49.2,의료용 기기 제조업,5000000000.0,61.9,10.14,0,0,-1.11,0.0,3.36,6.32,-22.57,28.72,-3.67,-52.85,-25.79,0.926,0.175,0,6.9,0,0,4.29,0.61,6150.0,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,v1_sl_first_gap_at_open,5.94,6.0,0.8,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,4877.5,-9.33,-0.0249,True,X,▼,4500,▲,X,X,0,0,0,0.22,250,0,-1,1,1,,,,,,73.9,OK,38.12787034565281,38.12787034565281,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260428,,,,,,,,CARRY_REFRESHED,0.62,,False,0.3,True,,,,,,,,,,,20260409.0,19.0,True,20.0,True,4.9,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
291,024740,한일단조,KOSDAQ,,3680,50.0,1210.6,,,CARRY,CARRY,7,False,1,False,64.1,64.1,100.0,36.3,47.9,,49.0,61.4,63.7,20.4,1.3,0.0,RR1.3 + 진입적정,0,3680.0,3125.0,4400.0,4800.0,,0.13,0.1,3320,12.78,,0,22.02,65.1,7.25,STRUCT 강점,,,,CAUTION,49.2,자동차 신품 부품 제조업,5000000000.0,84.9,40.04,0,0,-2.9,1.1,2.08,30.5,62.83,63.56,20.51,32.55,9.05,0.113,0.113,1,12.0,1,0,2.47,0.56,5040.0,SWING_20D,80,SWING_60D,60,ATR_3.5x,45,v1_sl_first_gap_at_open,15.08,6.0,1.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,2723.0,10.81,-0.2325,False,O,▲,3842,▼,X,X,0,0,0,0.26,250,0,1,1,1,,,,,,47.9,OK,25.0,25.0,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260428,,,,,,,,CARRY_REFRESHED,0.62,,False,0.433,True,,,,,,,,,,,20260424.0,4.0,False,0.0,True,19.6,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
292,418420,라온텍,KOSDAQ,,7080,50.0,2157.9,,,CARRY,CARRY,7,False,1,False,62.2,62.2,98.1,29.5,55.8,,46.9,61.1,68.6,14.2,1.86,0.0,RR1.9 + 진입적정,0,7080.0,6010.0,9070.0,9600.0,,0.2,0.53,6910,-4.21,,0,8.06,62.2,9.07,STRUCT 강점,,,,CAUTION,49.2,전자부품 제조업,5000000000.0,79.5,60.39,0,0,-3.15,-3.28,20.0,35.89,23.78,63.89,25.9,-6.5,9.38,0.265,0.265,0,12.0,1,0,2.17,0.48,10170.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.11,6.0,1.9,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,5946.0,2.45,-0.3967,False,O,▲,8049,▲,X,X,0,0,0,0.41,250,0,1,1,1,,,,,,55.8,OK,34.46421229542897,34.46421229542897,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260428,,,,,,,,CARRY_REFRESHED,0.62,,False,0.418,True,,,,,,,,,,,20260427.0,1.0,False,0.0,True,28.1,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
293,042510,라온시큐어,KOSDAQ,,12240,50.0,1371.5,,,CARRY,CARRY,7,False,1,False,61.2,61.2,93.3,14.6,90.4,,45.9,66.1,78.7,1.6,2.57,0.0,RR2.6 + 진입적정,0,12240.0,10400.0,16960.0,18020.0,,-0.95,0.32,13319,-7.15,,0,18.41,61.5,10.86,STRUCT 강점,AI 보조,,,CAUTION,49.2,소프트웨어 개발 및 공급업,5000000000.0,62.6,91.41,0,0,-5.12,-10.13,34.06,45.2,27.23,24.01,35.21,-3.05,-30.5,0.453,0.453,0,12.0,1,0,3.46,0.46,19540.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.03,6.0,2.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,11580.0,-8.11,-0.9433,False,O,▲,14444,▼,X,X,0,0,0,0.0,240,0,1,1,1,,,,,,90.4,OK,26.603584277663657,26.603584277663657,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI,,,,60,20260428,,,,,,,,CARRY_REFRESHED,0.62,,False,0.41,True,,,,,,,,,,,20260427.0,1.0,False,0.0,True,38.6,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
