시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매수가,손절가,추천매도가1,추천매도가2,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,BLOCK_REASON
KOSDAQ,젠큐릭스,229000,의료용품 및 기타 의약 관련제품 제조업,4510,956.46,1056.6,95646364156.0,90.9,94.9,122.14,143.93,0,1,0,29.97,134.16,181.35,142.47,185.99,182.23,130.84,,,0.0,0.0,1,6.23,12.0,3.34,1,0,1.09,1.0,2130.0,2025.0,2445.0,2500.0,v1_sl_first_gap_at_open,4.93,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(30.0%)/급등(30.0%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,2682.5,3435,31.29,1.3304,6.97,1.1,False,O,▲,2674,▲,O,X,0,0,0,0.0,의료용품 및 기타 의약 관련제품 제조업,기타,8.893543307086615,10.180157480314962,5.0,52.0,67.83092230137845,67.83092230137845,4,1,73.6,79.4,52.0,71.6,71.6,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSDAQ,나무기술,242040,소프트웨어 개발 및 공급업,5950,932.46,2059.1,93246473592.0,86.2,91.2,83.54,118.2,0,0,0,25.13,57.82,113.64,179.34,334.31,320.79,167.71,,,0.0,0.0,1,305.14,12.0,33.26,1,0,4.23,0.95,3405.0,3230.0,3930.0,4020.0,v1_sl_first_gap_at_open,5.14,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(0.2%)/급등(25.1%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,3643.5,4734,25.68,0.4024,2.09,3.57,False,O,▲,4483,▲,O,X,0,0,0,0.0,소프트웨어 개발 및 공급업,IT/전기전자,7.389753086419754,8.579876543209878,6.0,76.4,84.0,84.0,6,1,84.2,93.3,76.4,86.3,86.3,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSDAQ,옵투스제약,131030,의약품 제조업,12690,845.33,2239.4,84532637675.0,79.6,93.5,44.87,68.69,0,0,0,17.5,45.69,52.52,67.41,90.54,54.0,55.78,,,0.0,0.0,1,0.79,12.0,9.43,1,0,3.78,0.8,9200.0,8730.0,10610.0,10850.0,v1_sl_first_gap_at_open,5.11,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(1.9%)/급등(17.5%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,9090.0,11536,9.99,0.59,7.09,2.35,False,O,▲,10702,▲,O,X,0,0,0,0.0,의약품 제조업,바이오·의약품,2.6399999999999997,1.5404761904761906,11.0,73.1,28.0,28.0,6,1,82.0,31.1,73.1,59.9,59.9,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,HD현대,267250,기타 금융업,295500,646.95,233424.6,64694990750.0,87.3,81.6,15.38,39.3,0,0,0,-0.84,9.24,20.61,21.6,44.85,118.73,-5.83,,,0.0,0.0,1,42.08,8.9,9.5,1,0,1.29,0.92,269000.0,258000.0,302000.0,307500.0,v1_sl_first_gap_at_open,4.09,4.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,252700.0,291825,1.26,0.0763,1.04,1.39,False,O,▲,296708,▲,X,X,0,0,0,0.0,기타 금융업,금융,5.558085106382979,6.287234042553192,7.0,39.2,55.51307592008082,55.51307592008082,6,1,79.5,57.7,39.2,62.7,62.7,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,아이엘,307180,전구 및 조명장치 제조업,9160,612.98,3069.7,61297610495.0,83.6,85.9,81.63,108.74,0,0,0,24.8,61.27,132.49,119.66,245.66,259.92,108.03,,,0.0,0.0,1,146.45,12.0,8.69,0,0,1.91,0.95,5300.0,5030.0,6110.0,6250.0,v1_sl_first_gap_at_open,5.09,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(2.2%)/급등(24.8%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,5595.1,7150,28.11,0.5909,1.98,2.85,False,O,▲,6801,▲,O,X,0,0,0,0.0,전구 및 조명장치 제조업,기타,8.893543307086615,10.180157480314962,5.0,76.2,90.0,90.0,6,1,83.1,100.0,76.2,88.5,88.5,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,KEC,092220,반도체 제조업,1250,566.31,2509.5,56631392811.0,82.6,96.4,51.91,73.48,0,0,0,5.04,72.89,64.91,59.03,78.83,77.05,31.6,,,0.0,0.0,1,0.65,12.0,-7.61,0,0,1.55,0.8,864.0,820.0,996.0,1018.0,v1_sl_first_gap_at_open,5.09,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,980.8,1117,11.9,1.2499,4.28,1.95,False,O,▲,923,▲,O,X,0,0,0,0.0,반도체 제조업,반도체,12.698799999999999,18.953999999999997,2.0,77.1,10.0,10.0,4,1,36.4,19.1,77.1,37.6,37.6,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,한국피아이엠,448900,자동차 신품 부품 제조업,125000,577.35,7505.6,57735010450.0,82.2,82.2,61.82,79.03,0,0,0,17.92,55.86,68.01,79.86,197.62,932.2,68.23,,,0.0,0.0,1,760.18,12.0,20.4,1,0,1.66,0.87,81100.0,77000.0,93400.0,95500.0,v1_sl_first_gap_at_open,5.06,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(-2.1%)/급등(17.9%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,84325.0,99702,25.37,0.838,2.33,3.13,False,O,▲,93558,▲,O,X,0,0,0,0.0,자동차 신품 부품 제조업,자동차·모빌리티,13.632173913043479,-4.748695652173913,10.0,70.2,79.5,79.5,6,1,78.8,84.3,70.2,79.3,79.3,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,엠디바이스,226590,전자부품 제조업,30300,519.96,3221.1,51995928650.0,72.7,75.2,45.45,79.2,0,0,0,15.43,42.92,61.08,95.11,139.15,159.2,83.48,,,0.0,0.0,1,72.21,12.0,20.78,1,0,2.07,0.9,21850.0,20750.0,25150.0,25700.0,v1_sl_first_gap_at_open,5.03,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(1.7%)/급등(15.4%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,20250.5,27279,11.07,0.501,1.92,1.98,False,O,▲,26611,▲,O,X,0,0,0,0.0,전자부품 제조업,IT/전기전자,7.389753086419754,8.579876543209878,6.0,73.4,68.79069430667587,68.79069430667587,6,1,83.5,96.4,73.4,86.6,86.6,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,파두,440110,반도체 제조업,56600,491.85,28306.0,49184809350.0,85.5,86.0,35.2,127.07,0,0,0,5.4,9.69,15.27,135.83,146.62,369.32,124.2,,,0.0,0.0,1,156.6,12.0,112.26,1,0,2.73,0.91,43950.0,41750.0,50600.0,51700.0,v1_sl_first_gap_at_open,5.01,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,39710.0,53169,6.45,-0.4333,0.43,0.96,False,X,▼,57872,▼,X,X,0,0,0,0.0,반도체 제조업,반도체,12.698799999999999,18.953999999999997,2.0,45.1,25.0,25.0,4,1,83.6,31.8,45.1,55.2,55.2,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,DSC인베스트먼트,241520,신탁업 및 집합투자업,17850,465.94,4819.5,46594414570.0,85.7,87.0,52.86,132.19,0,0,0,1.88,26.96,101.69,122.29,163.27,171.69,110.66,,,0.049,0.049,1,146.15,12.0,12.08,1,0,1.74,0.84,12260.0,11640.0,14120.0,14430.0,v1_sl_first_gap_at_open,5.06,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,11932.0,17155,4.05,0.2733,0.42,2.28,False,O,▲,17931,▲,X,X,0,0,0,0.0,신탁업 및 집합투자업,기타,8.893543307086615,10.180157480314962,5.0,49.1,25.0,25.0,6,1,79.4,25.8,49.1,51.9,51.9,[RSI극단: RSI 85+ 극단과열]
KOSPI,삼성E&A,028050,"건축기술, 엔지니어링 및 관련 기술 서비스업",38950,367.84,76342.0,36784391750.0,91.0,80.7,16.41,28.88,0,0,0,3.45,11.44,16.97,35.01,52.15,29.83,7.58,,,0.0,0.0,1,54.3,7.8,14.24,0,0,1.56,0.92,35150.0,33700.0,39500.0,40250.0,v1_sl_first_gap_at_open,4.13,4.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,34150.0,36975,5.34,0.0793,0.8,0.33,False,O,▲,37017,▲,O,X,0,0,0,0.0,"건축기술, 엔지니어링 및 관련 기술 서비스업",서비스 기타,6.189302325581395,24.134883720930233,1.0,53.3,53.70332977813196,53.70332977813196,6,1,81.9,63.7,53.3,68.9,68.9,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,나노엔텍,039860,의료용 기기 제조업,7040,327.29,2681.8,32729320990.0,71.2,85.6,33.09,72.49,0,0,0,-5.5,50.27,46.97,36.96,128.57,102.01,25.33,,,0.025,0.025,1,28.52,12.0,2.04,1,0,2.01,0.53,5550.0,5270.0,6390.0,6530.0,v1_sl_first_gap_at_open,5.05,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,6199.5,7283,-3.34,1.3435,1.87,-0.69,False,O,▲,6201,▲,O,X,0,0,0,0.0,의료용 기기 제조업,기타,8.893543307086615,10.180157480314962,5.0,75.5,62.5,62.5,6,1,65.2,88.4,75.5,76.5,76.5,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,한진칼,180640,기타 금융업,172500,303.01,115164.9,30300504350.0,87.9,92.1,31.96,62.49,0,0,0,-0.29,18.23,47.81,39.23,71.98,57.39,11.8,,,0.0,0.0,1,55.86,11.9,7.63,1,0,1.14,0.95,137300.0,131700.0,154100.0,156900.0,v1_sl_first_gap_at_open,4.08,4.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,134120.0,159277,8.3,0.3584,1.32,2.68,False,O,▲,161833,▲,O,X,0,0,0,0.0,기타 금융업,금융,5.558085106382979,6.287234042553192,7.0,57.1,90.0,90.0,6,1,73.5,96.0,57.1,79.2,79.2,[RSI극단: RSI 85+ 극단과열]
KOSPI,샘표,007540,기타 금융업,59500,231.99,1711.1,23199405750.0,87.0,90.6,12.6,28.84,0,0,0,1.54,7.99,14.42,21.3,18.06,27.0,-6.13,,,0.0,0.0,1,11.61,11.3,8.16,1,0,3.13,0.48,59500.0,56500.0,68500.0,70000.0,v1_sl_first_gap_at_open,5.04,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,52080.0,61328,-2.98,0.0501,9.65,-0.25,False,O,▲,58750,▲,O,X,0,0,0,0.0,기타 금융업,금융,5.558085106382979,6.287234042553192,7.0,62.5,28.143741784260627,28.143741784260627,6,1,84.6,31.3,62.5,58.9,58.9,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,에프앤가이드,064850,기타 정보 서비스업,22300,224.9,2544.5,22489566660.0,87.0,91.0,60.78,78.42,0,0,0,29.88,48.77,68.43,131.09,154.57,179.8,119.46,,,0.0,0.0,1,162.62,12.0,33.69,0,0,3.31,1.0,14560.0,13830.0,16750.0,17120.0,v1_sl_first_gap_at_open,5.01,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(0.0%)/급등(29.9%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,14755.0,18343,21.57,0.3794,4.09,3.48,False,O,▲,16846,▲,O,X,0,0,0,0.0,기타 정보 서비스업,서비스 기타,6.189302325581395,24.134883720930233,1.0,66.4,70.0,70.0,6,1,85.0,81.8,66.4,80.0,80.0,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSDAQ,코스텍시스,355150,반도체 제조업,21700,214.73,1692.0,21473288725.0,73.0,81.4,40.08,53.72,0,0,0,25.07,43.61,59.21,67.18,75.71,116.35,55.55,,,0.0,0.0,1,59.2,12.0,8.78,1,0,1.86,0.92,16270.0,15450.0,18730.0,19140.0,v1_sl_first_gap_at_open,5.04,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(3.5%)/급등(25.1%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,14826.0,19158,13.26,0.408,4.14,2.34,False,O,▲,17934,▲,O,X,0,0,0,0.0,반도체 제조업,반도체,12.698799999999999,18.953999999999997,2.0,43.6,61.89392454048561,61.89392454048561,6,1,82.0,92.8,43.6,78.6,78.6,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,미래에셋생명,085620,보험업,13890,213.25,24587.5,21325442695.0,68.5,74.8,32.08,93.6,0,0,0,-6.65,45.6,58.2,49.35,53.14,100.43,21.92,,,0.081,0.081,1,48.7,12.0,-4.92,0,0,0.24,0.49,11040.0,10490.0,12690.0,12970.0,v1_sl_first_gap_at_open,4.98,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,12696.0,15131,-8.2,0.7245,1.73,-1.57,False,O,▲,13825,▲,O,X,0,0,0,0.0,보험업,금융,5.558085106382979,6.287234042553192,7.0,71.4,52.56379383743337,52.56379383743337,4,1,22.4,68.2,71.4,50.5,50.5,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,SG세계물산,004060,상품 종합 도매업,663,189.14,1342.1,18913893570.0,72.2,79.3,41.24,121.03,0,0,0,-5.82,45.71,44.13,103.37,100.3,107.84,75.94,,,0.028,0.028,1,39.86,12.0,36.57,1,0,0.69,0.6,493.0,468.0,568.0,581.0,v1_sl_first_gap_at_open,5.07,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,470.29999999999995,683,-3.05,0.3885,0.55,0.73,False,O,▲,673,▲,X,X,0,0,0,0.0,상품 종합 도매업,기타,8.893543307086615,10.180157480314962,5.0,63.8,36.11099432806358,36.11099432806358,4,1,64.0,59.0,63.8,62.0,62.0,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,서울바이오시스,092190,반도체 제조업,4320,189.0,1981.5,18900136162.0,69.5,48.4,36.97,79.92,0,0,0,-16.76,45.95,51.58,60.0,69.74,48.2,48.37,,,0.0,0.0,1,62.82,12.0,8.37,1,0,0.84,0.63,3310.0,3145.0,3805.0,3890.0,v1_sl_first_gap_at_open,4.98,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,3987.0,4199,2.88,1.0661,8.06,-0.08,False,O,▲,3850,▲,O,X,0,0,0,0.0,반도체 제조업,반도체,12.698799999999999,18.953999999999997,2.0,72.8,31.86613788310848,31.86613788310848,6,1,56.8,59.4,72.8,61.0,61.0,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,태광산업,003240,화학섬유 제조업,1570000,173.23,17480.4,17323252000.0,84.0,74.0,51.79,81.6,0,0,0,4.67,41.31,65.44,89.61,92.17,80.46,62.18,,,0.0,0.0,1,97.74,12.0,18.61,0,0,1.56,0.92,1086000.0,1031000.0,1251000.0,1279000.0,v1_sl_first_gap_at_open,5.06,5.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,1149200.0,1362625,15.22,0.5217,1.79,1.15,False,O,▲,1306163,▲,O,X,0,0,0,0.0,화학섬유 제조업,화학·소재,2.816086956521739,-1.6376086956521743,12.0,70.4,90.0,90.0,6,1,78.3,96.0,70.4,83.8,83.8,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,화승코퍼레이션,013520,자동차 신품 부품 제조업,3295,163.44,1649.2,16343910817.0,89.4,93.9,28.54,38.33,0,0,0,14.21,25.05,29.47,42.64,57.66,65.58,15.21,,,0.0,0.0,1,61.21,11.6,12.78,1,0,3.06,0.74,2690.0,2555.0,3095.0,3165.0,v1_sl_first_gap_at_open,5.02,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭(0.5%)/급등(14.2%)/VI → 50% 분할+ENTRY:split,split,50.0,,1,1,2675.5,3155,4.42,0.2676,8.44,2.25,False,O,▲,2856,▲,O,X,0,0,0,0.0,자동차 신품 부품 제조업,자동차·모빌리티,13.632173913043479,-4.748695652173913,10.0,76.1,34.0,34.0,6,1,81.1,33.8,76.1,61.2,61.2,[RSI극단: RSI 85+ 극단과열]
KOSPI,강원랜드,035250,유원지 및 기타 오락관련 서비스업,19400,132.02,41504.5,13202026890.0,86.3,73.0,5.86,19.05,0,0,0,-0.67,1.57,7.84,10.54,8.56,7.18,-16.89,,,0.035,0.035,1,8.49,6.0,6.09,1,1,0.98,0.93,19400.0,18840.0,20550.0,20800.0,v1_sl_first_gap_at_open,2.89,5.0,2.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,18369.0,19397,0.01,-0.0674,0.95,0.46,False,O,▲,19744,▲,X,X,0,0,0,0.0,유원지 및 기타 오락관련 서비스업,서비스 기타,6.189302325581395,24.134883720930233,1.0,24.6,44.75957564220554,44.75957564220554,4,1,85.3,56.3,24.6,61.6,61.6,[RSI극단: RSI 85+ 극단과열]
