시장,종목명,종목코드,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2
KOSDAQ,에프에스티,036810,27100,107.64,5950.2,25.5,49.3,-20.52,-977.8046,-198.12646,1.24,-17.75,-17.5,4,★,"거래량↑, 정배열(단), 장기추세(120↑), 과열X",27100,22150,34550,39550
KOSPI,후성,093370,8040,102.21,8623.3,37.7,52.0,-11.2,-228.4533,-32.5044,0.29,-15.99,-10.86,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",8040,6660,10110,11500
KOSDAQ,우리기술투자,041190,8630,97.28,7249.2,46.8,41.8,-1.02,36.8862,27.24747,1.13,1.17,2.13,4,★,"RSI적정, MACD상승, 에너지응축(Sqz), MACD>Sig, 과열X",8630,7830,9840,10640
KOSPI,LG화학우,051915,185000,92.19,14224.3,42.5,39.0,-5.94,-3155.0063,-583.13484,0.7,-8.42,-3.14,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",185000,165600,214000,233500
KOSPI,OCI홀딩스,010060,102500,89.76,19285.3,29.2,41.2,-10.69,-2212.3599,-372.11648,0.46,-12.77,-8.89,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",102500,86700,126100,141900
KOSPI,HD현대건설기계,267270,90400,86.81,15691.3,35.3,27.2,-6.03,-650.2115,125.88122,0.49,0.0,2.49,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",90400,82300,102600,110700
KOSPI,현대해상,001450,27700,86.26,24763.8,53.2,49.2,-1.83,-90.9942,-40.80703,0.57,-4.48,-1.95,4,★,"RSI적정, 정배열(단), 장기추세(120↑), 과열X",27700,25500,31000,33200
KOSDAQ,비나텍,126340,53100,84.77,3405.7,46.9,50.6,-1.82,-201.4749,69.93049,0.78,17.22,-0.38,4,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑)",53100,44100,66600,75600
KOSPI,포스코DX,022100,24400,82.62,37096.5,26.0,46.8,-8.73,-434.2976,-29.89131,0.3,-5.97,-3.94,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",24400,21200,29200,32400
KOSPI,KCC,002380,400500,79.04,35590.3,40.3,47.7,-5.41,-3160.5218,-670.11197,0.69,-1.6,-0.87,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",400500,360000,461000,502000
KOSDAQ,티에스이,131290,46100,78.72,5099.3,43.0,54.5,-11.7,-729.6121,-440.91635,1.64,-9.61,-12.52,4,★,"거래량↑, 정배열(단), 장기추세(120↑), 과열X",46100,37350,59200,68000
KOSDAQ,대한광통신,010170,1991,74.3,2627.8,28.9,73.1,-12.77,-89.5343,-1.15491,0.2,-8.88,-25.15,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",1991,1345,2960,3605
KOSDAQ,뉴로메카,348340,28250,71.56,3206.1,27.8,17.7,-1.69,-327.4778,136.67898,0.85,4.82,-1.91,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",28250,24050,34550,38700
KOSPI,롯데지주,004990,30300,70.41,31787.5,53.7,56.9,-1.24,-44.8628,-102.5273,0.64,-4.27,1.68,4,★,"RSI적정, 정배열(단), 장기추세(120↑), 과열X",30300,27000,35250,38550
KOSPI,효성,004800,122900,67.28,20574.0,33.2,49.1,-9.48,-3575.2546,-765.84637,0.58,-8.76,-8.22,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",122900,96400,162600,189100
KOSDAQ,한솔아이원스,114810,12480,66.8,3568.4,43.7,67.5,-13.64,-340.3085,-98.31463,1.09,-12.24,-17.41,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",12480,10240,15830,18070
KOSDAQ,한중엔시에스,107640,43000,63.39,3897.9,36.0,58.6,-13.24,-1417.1623,-197.79053,0.49,-17.47,-16.99,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",43000,35150,54800,62600
KOSDAQ,에스티아이,039440,22900,60.54,3625.1,50.0,54.2,-2.8,-3.0546,-145.56923,0.91,-2.76,5.53,4,★,"RSI적정, 정배열(단), 장기추세(120↑), 과열X",22900,19700,27700,30900
KOSDAQ,코세스,089890,26150,58.64,4337.0,42.4,47.1,-11.0,-885.0657,-190.97319,0.99,-16.72,-11.36,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",26150,20350,34850,40700
KOSDAQ,와이씨,232140,12120,57.93,9943.9,28.0,64.2,-11.01,-138.5249,-71.63378,0.9,-7.83,-7.76,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",12120,10680,14280,15710
KOSPI,BGF리테일,282330,112500,57.72,19444.4,75.8,82.0,4.92,737.1533,3.5734,1.04,2.27,5.24,4,★,"MACD상승, 20선근접, 자금유입(MFI), MACD>Sig, 과열X",109400,104000,117400,122800
KOSDAQ,하나머티리얼즈,166090,37700,56.94,7456.2,45.2,59.4,-7.11,-253.5145,-265.5297,0.56,-11.71,1.21,4,★,"RSI적정, 정배열(단), 장기추세(120↑), 과열X",37700,31050,47700,54400
KOSDAQ,고스트스튜디오,950190,8840,56.4,1150.7,59.9,90.4,6.01,127.8399,-5.23603,1.36,3.27,12.33,4,★,"RSI적정, 거래량↑, 자금유입(MFI), MACD>Sig, 과열X",8510,8090,9130,9550
KOSDAQ,원익머트리얼즈,104830,29900,54.14,3769.8,42.5,43.5,-9.01,-336.3843,-214.29337,1.4,-8.56,-3.7,4,★,"거래량↑, 정배열(단), 장기추세(120↑), 과열X",29900,25500,36500,40900
KOSDAQ,범한퓨얼셀,382900,28950,53.84,2536.3,30.1,56.8,-12.07,-734.2485,3.64747,0.16,-8.39,-13.19,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",28950,23000,37850,43750
KOSDAQ,갤럭시아머니트리,094480,10080,53.82,3954.4,58.2,62.9,3.92,110.9915,-23.89289,1.0,-3.08,12.88,4,★,"RSI적정, 20선근접, 자금유입(MFI), MACD>Sig, 과열X",9890,9410,10620,11110
KOSDAQ,삼륭물산,014970,7970,52.29,1205.5,72.5,80.3,16.48,226.302,-21.05438,0.45,3.78,30.44,4,★,"장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",6980,6640,7490,7830
KOSDAQ,쏠리드,050890,7130,51.62,4331.9,32.0,26.9,-8.39,-135.1178,0.51928,0.24,-2.33,-6.43,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",7130,6270,8410,9270
KOSPI,두산에너빌리티,034020,73100,2713.7,468250.2,27.8,31.1,-10.85,-1532.3722,-95.81823,0.56,-6.76,-6.16,3,,"정배열(단), 장기추세(120↑), 과열X",73100,63400,87700,97400
KOSPI,삼성전자우,005935,72300,1811.28,589949.7,28.6,35.5,-7.56,-1188.3183,-83.59356,0.67,-3.21,-3.98,3,,"정배열(단), 장기추세(120↑), 과열X",72300,64800,83600,91100
KOSDAQ,로보티즈,108490,191800,917.44,25357.0,20.2,34.4,-12.77,-7201.3798,-621.68736,0.4,-12.42,-13.21,3,,"정배열(단), 장기추세(120↑), 과열X",191800,144700,262500,309500
KOSPI,HD한국조선해양,009540,420000,649.43,297247.1,31.3,36.4,-4.58,-2824.1228,-177.31267,0.54,-2.78,1.08,3,,"정배열(단), 장기추세(120↑), 과열X",420000,375000,487000,532000
KOSPI,미래에셋증권,006800,21150,627.23,120621.9,23.2,27.0,-12.62,-469.7554,-41.36271,0.58,-9.62,-8.44,3,,"정배열(단), 장기추세(120↑), 과열X",21150,18100,25700,28800
KOSDAQ,하나마이크론,067310,22600,534.09,15000.4,24.0,47.4,-14.83,-634.9429,-117.47663,0.84,-7.76,-18.12,3,,"정배열(단), 장기추세(120↑), 과열X",22600,18280,29100,33400
KOSPI,파라다이스,034230,18090,486.66,16716.2,48.6,56.2,5.36,282.8313,110.15607,1.33,21.33,7.68,3,,"RSI적정, MACD상승, 거래량↑, MACD>Sig",17510,16650,18800,19660
KOSDAQ,레인보우로보틱스,277810,365500,453.87,70906.5,17.6,41.5,-8.08,-7850.9443,-925.02336,0.29,-3.43,-9.64,3,,"정배열(단), 장기추세(120↑), 과열X",365500,306500,454000,513000
KOSPI,SK텔레콤,017670,53400,447.52,114697.9,64.4,51.9,0.05,34.6599,-2.23334,0.88,-0.93,0.0,3,,"RSI적정, 20선근접, MACD>Sig, 과열X",53400,51900,55600,57100
KOSPI,두산퓨얼셀,336260,30050,420.95,19680.9,12.9,41.3,-19.4,-1234.2274,-51.40469,0.35,-11.75,-17.33,3,,"정배열(단), 장기추세(120↑), 과열X",30050,24800,37950,43200
KOSPI,현대모비스,012330,296000,399.32,268568.4,46.8,50.2,-0.9,-128.1684,180.64554,0.66,-0.67,2.07,3,,"RSI적정, MACD상승, 20선근접, 과열X",296000,280500,319000,334500
KOSDAQ,유진테크,084370,77300,287.88,17714.1,31.9,30.2,-17.95,-3418.7348,-387.69201,1.16,-13.05,-23.24,3,,"정배열(단), 장기추세(120↑), 과열X",77300,61600,100800,116400
KOSDAQ,리노공업,058470,54400,282.43,41459.2,42.5,52.2,-4.72,-370.3421,-172.06528,0.97,-3.72,-0.91,3,,"정배열(단), 장기추세(120↑), 과열X",54400,48350,63400,69500
KOSDAQ,엔켐,348370,61900,270.72,13474.0,18.6,25.0,-23.76,-3129.1324,70.0469,1.59,-24.6,-22.62,3,,"MACD상승, 거래량↑, 정배열(단), 과열X",61900,50100,79500,91300
KOSPI,SKC,011790,105900,221.32,40102.5,28.4,49.6,-10.93,-2139.4146,-350.34377,0.38,-8.31,-4.51,3,,"정배열(단), 장기추세(120↑), 과열X",105900,91100,128100,142900
KOSPI,삼성생명,032830,146400,197.01,292800.0,44.4,46.9,-5.74,-1491.8108,-133.20862,0.35,-4.69,-3.68,3,,"정배열(단), 장기추세(120↑), 과열X",146400,131500,168800,183700
KOSDAQ,HLB,028300,44900,180.06,59193.1,45.2,51.8,-7.98,-857.9805,-140.65794,0.45,-9.11,-5.67,3,,"RSI적정, 정배열(단), 에너지응축(Sqz), 과열X",44900,38300,54800,61400
KOSDAQ,켐트로닉스,089010,27500,152.18,4493.3,14.0,21.3,-18.86,-1071.2886,-17.89154,0.3,-9.54,-24.66,3,,"정배열(단), 장기추세(120↑), 과열X",27500,21850,35950,41600
KOSDAQ,파두,440110,22300,144.46,11027.7,37.6,41.7,-10.0,-507.558,-88.02879,0.64,-7.28,-7.08,3,,"정배열(단), 장기추세(120↑), 과열X",22300,17910,28900,33300
KOSPI,한솔케미칼,014680,207000,142.51,23463.9,35.3,40.2,-7.19,-2057.6122,-1177.18398,0.93,-6.76,-3.94,3,,"정배열(단), 장기추세(120↑), 과열X",207000,180500,247000,273000
KOSPI,HD현대마린엔진,071970,77500,118.68,26289.2,21.6,13.5,-12.06,-1254.9988,19.6604,0.45,-4.67,-8.39,3,,"MACD상승, 장기추세(120↑), 과열X",77500,67000,93200,103700
KOSDAQ,필옵틱스,161580,38250,116.65,8951.6,27.6,57.3,-15.67,-1518.1938,-121.55018,0.31,-12.17,-21.62,3,,"정배열(단), 장기추세(120↑), 과열X",38250,30200,50300,58400
KOSDAQ,피에스케이,319660,29800,109.25,8632.1,31.8,44.5,-18.17,-1105.5241,-152.74431,0.9,-12.35,-18.91,3,,"정배열(단), 장기추세(120↑), 과열X",29800,24500,37700,43000
KOSPI,두산로보틱스,454910,71000,105.25,46022.2,18.7,24.7,-8.17,-1365.5577,-139.05573,0.21,-8.62,-7.91,3,,"정배열(단), 장기추세(120↑), 과열X",71000,62000,84400,93400
KOSDAQ,티씨케이,064760,141700,104.26,16543.5,39.5,59.3,-12.66,-2567.8386,-774.65896,1.02,-10.82,-7.2,3,,"정배열(단), 장기추세(120↑), 과열X",141700,119500,175000,197200
KOSDAQ,지아이이노베이션,358570,17670,102.83,11251.2,62.6,74.8,7.13,351.3928,-100.85911,0.69,-2.11,15.41,3,,"RSI적정, 자금유입(MFI), MACD>Sig, 과열X",16820,16000,18060,18890
KOSDAQ,티로보틱스,117730,14650,98.97,3161.8,8.7,34.9,-16.22,-639.5739,-16.18098,0.26,-7.57,-21.82,3,,"정배열(단), 장기추세(120↑), 과열X",14650,10730,20500,24450
KOSPI,HD현대인프라코어,042670,13980,96.59,26401.4,35.9,28.6,-4.56,-36.415,28.60528,0.42,0.58,4.64,3,,"MACD상승, 장기추세(120↑), 과열X",13980,12810,15730,16890
KOSDAQ,GST,083450,25200,89.93,4644.4,44.8,60.0,-7.84,-352.8961,-209.42382,0.74,-8.36,-5.62,3,,"정배열(단), 장기추세(120↑), 과열X",25200,20700,31950,36500
KOSDAQ,두산테스나,131970,40950,87.82,7914.5,23.2,39.9,-13.52,-949.7461,-127.63402,0.79,-7.14,-10.2,3,,"정배열(단), 장기추세(120↑), 과열X",40950,35500,49100,54600
KOSDAQ,보성파워텍,006910,4940,83.44,2427.0,37.4,56.5,-6.73,-59.7767,-8.40446,0.54,-1.98,-3.14,3,,"정배열(단), 장기추세(120↑), 과열X",4940,4145,6130,6930
KOSDAQ,제주반도체,080220,17970,77.74,6189.4,31.8,52.8,-10.15,-319.7941,-27.0792,0.6,-12.34,-6.21,3,,"정배열(단), 장기추세(120↑), 과열X",17970,15400,21800,24400
KOSPI,이수스페셜티케미컬,457190,48600,77.53,14681.2,32.1,56.2,-10.42,-837.5654,-132.07842,0.55,-6.36,-7.43,3,,"정배열(단), 장기추세(120↑), 과열X",48600,42250,58200,64500
KOSDAQ,케이엔알시스템,199430,21450,72.55,2337.5,32.1,36.8,-19.75,-1398.5981,-4.26377,0.49,-14.88,-33.28,3,,"정배열(단), 장기추세(120↑), 과열X",21450,15020,31100,37500
KOSPI,사조씨푸드,014710,8420,69.65,1449.8,54.3,59.6,-2.23,22.9221,-27.89073,4.38,-1.64,0.12,3,,"RSI적정, 거래량↑, MACD>Sig, 과열X",8420,7020,10520,11920
KOSDAQ,하이젠알앤엠,160190,45700,67.31,14115.8,17.6,30.2,-12.79,-1036.1917,-35.38937,0.5,-5.77,-8.23,3,,"정배열(단), 장기추세(120↑), 과열X",45700,38400,56600,63900
KOSDAQ,피에스케이홀딩스,031980,44700,63.09,9638.4,40.4,55.4,-8.6,-372.8156,-254.0679,0.6,-7.45,-1.97,3,,"정배열(단), 장기추세(120↑), 과열X",44700,37700,55200,62200
KOSDAQ,엑시콘,092870,13370,59.59,1744.9,35.3,59.7,-12.31,-209.1721,-104.09256,0.84,-13.29,-7.15,3,,"정배열(단), 장기추세(120↑), 과열X",13370,10980,16960,19350
KOSPI,대신증권,003540,27100,57.42,13759.6,37.7,40.9,-5.01,-257.6316,-35.73522,0.65,-6.23,-2.52,3,,"정배열(단), 장기추세(120↑), 과열X",27100,24400,31150,33900
KOSPI,미래에셋증권2우B,00680K,9800,57.15,13475.0,34.8,32.0,-4.91,-88.7491,-3.48767,0.82,-2.2,-0.91,3,,"정배열(단), 장기추세(120↑), 과열X",9800,8750,11370,12420
KOSDAQ,LS마린솔루션,060370,25650,57.0,13399.3,28.4,39.3,-5.96,-368.6378,15.18027,0.29,0.0,-10.0,3,,"MACD상승, 정배열(단), 에너지응축(Sqz), 과열X",25650,22200,30800,34250
KOSDAQ,대주전자재료,078600,69800,53.16,10805.5,37.0,60.3,-7.93,-797.1575,-180.31816,0.53,-5.55,-2.79,3,,"정배열(단), 자금유입(MFI), 에너지응축(Sqz), 과열X",69800,62200,81200,88900
KOSPI,HD현대에너지솔루션,322000,51500,52.26,5768.0,18.7,35.7,-12.72,-1404.7058,-85.80374,0.42,-5.85,-10.59,3,,"정배열(단), 장기추세(120↑), 과열X",51500,43450,63600,71600
KOSPI,카카오,035720,58700,1475.19,259679.5,32.7,48.4,-5.73,-588.6363,18.17841,0.51,-4.4,-6.53,2,,"MACD상승, 정배열(단), 과열X",58700,52900,67400,73100
KOSPI,엔씨소프트,036570,191300,962.47,41213.7,32.9,22.9,-12.55,-4492.059,-699.99876,2.4,-17.37,-13.44,2,,"거래량↑, 정배열(단), 과열X",191300,163500,233000,261000
KOSPI,현대건설,000720,59300,529.35,66034.0,32.6,26.9,-8.66,-769.1944,-89.2124,0.51,-5.57,-4.2,2,,"정배열(단), 에너지응축(Sqz), 과열X",59300,53100,68600,74900
KOSPI,코스맥스,192820,174100,409.0,19759.5,33.4,37.3,-4.39,-198.7909,1336.97621,1.7,11.46,-10.07,2,,"MACD상승, 거래량↑, 과열X",174100,155000,203000,222000
KOSPI,HJ중공업,097230,20100,372.44,18149.4,23.4,26.6,-18.34,-392.4256,-33.09519,0.4,-11.65,-10.47,2,,"장기추세(120↑), 과열X",20100,16240,25900,29750
KOSDAQ,파마리서치,214450,461000,361.75,47896.3,30.6,31.3,-5.93,1016.6489,1079.34516,0.51,1.99,-5.63,2,,"MACD상승, MACD>Sig, 과열X",461000,386500,573000,648000
KOSDAQ,비에이치아이,083650,42900,292.62,13275.1,33.5,53.0,-5.84,0.1216,70.22675,0.67,2.63,3.37,2,,"MACD상승, MACD>Sig, 과열X",42900,37150,51600,57300
KOSPI,HD현대마린솔루션,443060,204000,162.11,91451.6,27.3,8.7,-9.94,-3385.7641,299.60231,0.63,-4.67,-7.27,2,,"MACD상승, 정배열(단), 과열X",204000,179400,241000,265500
KOSPI,세방전지,004490,58900,140.55,8246.0,32.3,25.3,-4.41,-255.8079,61.73321,3.09,-1.51,1.03,2,,"MACD상승, 거래량↑, 과열X",58900,54600,65400,69800
KOSPI,현대글로비스,086280,160300,137.32,120225.0,31.9,32.6,-3.93,-513.9265,-95.98177,0.41,-3.78,0.19,2,,"장기추세(120↑), 과열X",160300,150000,175800,186100
KOSPI,달바글로벌,483650,131800,136.75,16269.3,29.2,41.3,-4.83,648.5008,223.2446,0.51,3.05,8.12,2,,"MACD상승, MACD>Sig, 과열X",131800,115400,156400,172900
KOSDAQ,지엔씨에너지,119850,28400,132.9,4671.5,14.2,28.5,-22.43,-1356.296,29.01543,0.49,-10.69,-28.37,2,,"MACD상승, 정배열(단), 과열X",28400,22800,36800,42450
KOSDAQ,셀비온,308430,20100,102.56,2579.1,74.6,85.3,13.32,419.2392,-1.32401,1.1,7.03,21.38,2,,"자금유입(MFI), MACD>Sig, 과열X",18090,17210,19420,20300
KOSPI,한전기술,052690,88900,101.96,33977.6,29.4,37.1,-8.55,-1189.2507,54.17541,0.39,-3.37,-2.74,2,,"MACD상승, 정배열(단), 과열X",88900,80300,101800,110300
KOSPI,이마트,139480,80000,98.0,22076.7,75.9,57.7,5.5,673.6137,-96.58962,0.68,1.39,10.96,2,,"정배열(단), MACD>Sig, 과열X",77300,73600,83000,86800
KOSDAQ,PS일렉트로닉스,332570,4130,90.97,1808.5,10.4,25.3,-16.51,-76.839,1.72193,1.56,-6.88,-13.96,2,,"MACD상승, 거래량↑, 과열X",4130,3500,5080,5700
KOSPI,세진중공업,075580,18250,74.85,10375.0,33.7,53.0,-11.52,-253.8687,-36.58291,0.28,-15.9,-4.9,2,,"장기추세(120↑), 과열X",18250,15390,22550,25400
KOSDAQ,에스엠,041510,102000,71.27,23352.6,25.8,31.0,-6.4,471.8802,74.39216,0.37,0.49,-0.58,2,,"MACD상승, MACD>Sig, 과열X",102000,92800,115800,125000
KOSDAQ,동성화인텍,033500,26500,58.25,7947.2,19.3,71.4,-13.99,-630.7363,-68.4368,1.47,-16.54,-16.54,2,,"거래량↑, 자금유입(MFI), 과열X",26500,-20614,97200,144300
KOSDAQ,아난티,025980,6980,58.23,6610.0,40.3,48.2,-6.93,16.6771,30.73226,0.36,2.05,-0.29,2,,"MACD상승, MACD>Sig, 과열X",6980,6380,7880,8480
KOSPI,한국가스공사,036460,40250,54.37,37156.0,39.1,44.9,-3.8,-288.2564,-26.77122,0.51,-2.54,-3.01,2,,"정배열(단), 에너지응축(Sqz), 과열X",40250,37850,43850,46200
KOSPI,대한해운,005880,1728,51.99,5577.1,38.1,39.1,-4.6,-14.6898,0.88714,0.92,-2.32,-3.19,2,,"MACD상승, 정배열(단), 과열X",1728,1590,1935,2075
KOSPI,한화에어로스페이스,012450,869000,2236.12,448086.0,27.9,37.1,-9.81,-9064.0233,-2650.30525,1.26,-9.01,-5.85,1,,"거래량↑, 과열X",869000,768000,1020000,1121000
KOSPI,현대로템,064350,182800,696.77,199512.1,15.5,15.8,-12.97,-3174.7587,83.37389,0.54,-7.07,-8.0,1,,"MACD상승, 과열X",182800,159100,218500,242000
KOSPI,LIG넥스원,079550,402000,427.18,88440.0,23.6,25.1,-11.33,-3531.7066,543.78939,0.55,-1.47,0.12,1,,"MACD상승, 과열X",402000,345500,487000,544000
KOSPI,LG씨엔에스,064400,57100,326.18,55321.9,27.0,18.6,-5.17,-57.9807,71.44935,0.33,0.71,3.07,1,,"MACD상승, 과열X",57100,51300,65800,71600
KOSPI,메리츠금융지주,138040,109800,221.3,192393.5,50.6,55.3,-3.47,-688.7078,-51.42735,0.65,-9.93,-4.69,1,,"RSI적정, 과열X",109800,100900,123100,131900
KOSPI,한화,000880,79800,211.21,59817.1,30.1,39.5,-13.22,-1490.2403,-287.35323,0.71,-10.24,-8.17,1,,"정배열(단), 과열X",79800,69900,94600,104400
KOSDAQ,HPSP,403870,28350,206.08,23671.8,27.7,38.8,-13.43,-566.3136,-43.95668,1.05,-8.84,-10.28,1,,"정배열(단), 과열X",28350,24950,33450,36850
KOSPI,한화비전,489790,45750,187.74,23098.4,41.4,55.9,-5.66,135.7913,-85.50537,0.74,-0.33,2.81,1,,"MACD>Sig, 과열X",45750,40800,53200,58100
KOSPI,DB손해보험,005830,119300,171.02,84464.4,42.9,60.9,-8.86,-1837.7888,-157.82561,0.68,-9.89,-14.05,1,,"자금유입(MFI), 과열X",119300,106800,138100,150600
KOSDAQ,우리기술,032820,3600,168.1,5999.3,14.5,16.5,-16.92,-92.285,-5.88426,0.3,-10.11,-14.79,1,,"정배열(단), 과열X",3600,3110,4330,4820
KOSPI,HMM,011200,19150,154.48,180630.1,35.9,27.6,-4.11,-51.8023,14.54938,0.62,-1.39,-3.38,1,,"MACD상승, 과열X",19150,18200,20550,21500
KOSPI,카카오뱅크,323410,21250,138.91,101360.5,33.7,30.6,-4.49,-43.9954,0.37616,0.69,-3.41,-1.39,1,,"MACD상승, 과열X",21250,19840,23350,24750
KOSDAQ,JYP Ent.,035900,66300,130.08,23558.0,10.9,14.3,-10.82,-965.6699,31.80634,0.36,-4.6,-7.92,1,,"MACD상승, 과열X",66300,60700,74700,80200
KOSPI,삼성E&A,028050,25250,125.69,49490.0,37.9,55.8,-3.97,-56.068,-11.02818,0.65,-3.07,-1.17,1,,"에너지응축(Sqz), 과열X",25250,23700,27600,29150
KOSPI,한국콜마,161890,67200,124.18,15862.6,30.0,31.2,-4.27,-126.209,277.49242,0.73,4.67,-6.8,1,,"MACD상승, 과열X",67200,61300,76100,82000
KOSPI,한국카본,017960,26700,122.74,13859.6,17.5,7.9,-18.4,-754.4681,12.6667,0.84,-13.59,-15.51,1,,"MACD상승, 과열X",26700,23000,32250,35900
KOSPI,두산밥캣,241560,54300,119.03,52049.8,21.2,27.8,-8.22,-705.502,-33.47427,0.76,-5.07,-5.57,1,,"정배열(단), 과열X",54300,50400,60200,64200
KOSDAQ,젬백스,082270,37100,118.64,15726.8,38.1,33.5,-13.87,-446.6307,18.63347,0.74,-1.59,-31.93,1,,"MACD상승, 과열X",37100,28900,49400,57600
KOSDAQ,파인엠텍,441270,8200,104.14,3086.5,41.1,42.3,-10.16,-53.2864,-37.15509,1.27,-13.14,-12.39,1,,"거래량↑, 과열X",8200,6640,10530,12090
KOSDAQ,코미코,183300,82400,100.74,8619.6,26.3,33.4,-21.22,-3354.2659,-179.76079,0.93,-13.35,-21.75,1,,"정배열(단), 과열X",82400,67200,105200,120300
KOSPI,STX엔진,077970,30650,98.44,12305.4,31.1,16.8,-8.16,-89.3428,48.52324,0.64,-0.81,-5.26,1,,"MACD상승, 과열X",30650,26950,36200,39900
KOSDAQ,동진쎄미켐,005290,31600,97.43,16247.0,11.4,36.5,-16.53,-707.8529,-20.12856,0.64,-8.8,-11.73,1,,"정배열(단), 과열X",31600,27900,37200,40900
KOSPI,SK이터닉스,475150,18050,90.03,6092.6,24.4,38.8,-8.24,-67.4917,16.6002,0.71,-3.78,-5.15,1,,"MACD상승, 과열X",18050,15900,21300,23450
KOSDAQ,휴젤,145020,225000,87.74,27684.1,31.6,31.7,-5.63,1775.9137,-227.17516,0.41,-5.66,5.14,1,,"MACD>Sig, 과열X",225000,198900,264000,290500
KOSDAQ,이엔에프테크놀로지,102710,41550,86.2,5936.6,32.3,42.6,-13.13,-576.0417,-198.68572,1.2,-10.06,-12.71,1,,"에너지응축(Sqz), 과열X",41550,35950,49950,55600
KOSDAQ,와이지엔터테인먼트,122870,60700,81.19,11345.5,6.5,6.6,-19.32,-854.6659,302.5463,0.38,-2.25,-15.69,1,,"MACD상승, 과열X",60700,53400,71700,79000
KOSPI,한화투자증권,003530,5010,77.16,10748.8,43.3,46.6,-4.08,-7.9845,3.10383,0.7,-3.09,-0.2,1,,"MACD상승, 과열X",5010,4485,5800,6320
KOSDAQ,RFHIC,218410,27300,72.28,7235.4,13.1,33.3,-14.37,-783.3277,-52.28666,0.57,-10.2,-19.71,1,,"정배열(단), 과열X",27300,23000,33750,38000
KOSDAQ,중앙첨단소재,051980,2700,68.31,2999.5,23.9,47.1,-20.1,-110.9602,-2.11173,0.39,-17.68,-14.83,1,,"정배열(단), 과열X",2700,2080,3630,4245
KOSDAQ,주성엔지니어링,036930,26700,68.26,12620.6,28.6,51.6,-11.2,-374.2081,-96.02178,0.73,-8.87,-8.72,1,,"정배열(단), 과열X",26700,24100,30600,33200
KOSDAQ,다날,064260,6580,67.55,4914.5,28.3,36.8,-12.21,-44.4585,15.8234,0.37,-3.24,-10.35,1,,"MACD상승, 과열X",6580,5820,7710,8470
KOSPI,한진칼,180640,98400,62.84,65694.1,42.1,49.5,-3.97,-500.6216,176.33164,0.57,-0.81,-3.15,1,,"MACD상승, 과열X",98400,89600,111600,120400
KOSPI,씨에스윈드,112610,40100,59.56,16910.7,32.4,44.8,-7.96,-433.6344,-58.05085,0.63,-7.18,-5.65,1,,"정배열(단), 과열X",40100,36450,45600,49200
KOSDAQ,아이씨티케이,456010,14200,57.26,1905.7,20.2,29.1,-16.7,-430.7547,-52.42892,0.2,-8.62,-16.37,1,,"정배열(단), 과열X",14200,12010,17480,19670
KOSDAQ,루닛,328130,34250,56.41,10020.4,31.6,44.8,-16.34,-969.3019,-113.71736,0.32,-10.22,-22.34,1,,"정배열(단), 과열X",34250,28000,43600,49850
KOSDAQ,유일로보틱스,388720,74800,56.06,8749.2,27.2,31.6,-9.05,-1037.4495,-258.39001,0.33,-6.85,-3.98,1,,"정배열(단), 과열X",74800,63500,91800,103100
KOSPI,엠앤씨솔루션,484870,136400,55.33,12485.9,5.8,19.4,-20.43,-2857.3254,-666.50769,1.79,-16.01,-18.86,1,,"거래량↑, 과열X",136400,119000,162500,179900
KOSPI,한화생명,088350,2980,54.05,25882.2,48.5,40.9,-3.33,-9.573,-3.82867,1.1,-4.79,-2.3,1,,"RSI적정, 과열X",2980,2745,3335,3575
KOSDAQ,청담글로벌,362320,7020,50.38,1477.8,36.9,55.2,-6.47,9.964,-16.4401,0.89,-3.97,0.86,1,,"MACD>Sig, 과열X",7020,6060,8470,9430
KOSPI,한화시스템,272210,48600,392.46,91814.8,16.2,26.4,-10.72,-616.8583,-81.48829,0.43,-8.47,-7.43,0,,과열X,48600,43350,56500,61700
