date,close,ret_1d_%,ret_3d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%
20210910,3125.76,0.06718366093365624,0.8842649467649455,0.4718852375102278,-2.0951704545454586,-3.5415386977887042,-3.6960611179361225
20210913,3127.86,0.67042642573516,0.07129475104383776,-0.008951807305956905,-1.8875525119410708,-3.8742143190552136,-4.034707435754803
20210914,3148.83,0.14513327172316348,-0.2642251248876515,-0.7491671509735398,-4.11740233674095,-3.8042701574870663,-5.109199289894983
20210915,3153.4,-0.7392021310331676,-0.818798756897321,-0.6266252299105823,-6.064248113147719,-4.448214625483605,-5.201052831864028
20210916,3130.09,0.3328977761022811,-0.1549476213144163,-1.0277659747802814,-7.085419269094507,-3.9219319572280753,-3.9513240833330743
20210917,3140.51,-0.4117165683280799,-0.21875427876365539,-2.5549990288201707,-5.764987215452278,-4.277967591251109,-3.9095560912081218
20210923,3127.58,-0.07481823006926236,-0.9483370529290935,-1.878768888405724,-5.476438652248694,-3.422454421629506,-5.262215514870916
20210924,3125.24,0.268779357745319,-2.0788803419897306,-3.3936593669606108,-6.683006745081965,-2.4369328435576154,-4.806350872252995
20210927,3133.64,-1.1398884364508977,-2.0685209532683935,-5.4719112597490405,-6.038664300940755,-3.451257961986698,-4.7599596635222845
20210928,3097.92,-1.215331577316392,-2.541705402334482,-6.120558310091939,-3.5275281479186127,-2.852559136452837,-3.219902386117135
20210929,3060.27,0.27938711290180773,-3.205599505925949,-3.294153783816456,-1.4773206285719875,-2.927519467236561,-1.563260758037699
20210930,3068.82,-1.6175598438487815,-5.230349124419165,-3.6665558748965377,-2.0248825281378613,-2.928813029112165,-2.2572193872563373
20211001,3019.18,-1.8882610510138398,-1.9780205221285208,-3.404898018667313,0.3265787399227671,-0.1884617677647582,0.03510887062050383
20211005,2962.17,-1.8182616122639828,-0.19816553405104242,-0.5995604573674096,1.720360411455113,0.4570973306731174,1.050581161783426
20211006,2908.31,1.7587533653565135,0.27748073623514724,2.7620851972451232,3.4047264562581114,2.57572267055437,2.3842025093611108
20211007,2959.46,-0.10677623620525267,-0.5085387199016078,1.8787211180417929,1.5779905793624538,0.331479391510614,0.9903833807519025
