종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),상태,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,추천매수가,손절가,추천매도가1,추천매도가2,FINAL_SCORE,TRIGGER_SCORE,TOTAL_SCORE,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ML_SCORE,NEWS_SCORE,NEWS_REASON,TRIGGER,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_60d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,개인순매수,메이저순매수,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,RAW_TRIGGER_SCORE,EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
187660,현대ADM,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,4210,379.75,0.0,OVERHEAT,False,False,False,3075,2335,4545,4999.5,89.6,74.84191285263879,89.6,85.0,85.0,,86.5999984741211,0.0,,,OVERHEAT,,76.15,143.63,58.63,21.52,106.64,0,,,,,,,,74.3,86.2,43.85,58.88,0,0,29.94,26.81,34.08,42.95,0.0,0.0,1,27.38,12.0,19.57,1,0,2.76,1.0,1,1,2361.5,3497,20.36,0.0678,1.57,1.79,False,O,▲,3371,▲,O,X,0.0,0.0,0.0,0.0,4.008455882352941,7.230294117647059,9.0,74.84191285263879,6,85.0,99.2,86.6,15,20260210,20260210,27.12,21.43,42.95,21.52
039130,하나투어,KOSPI,여행사 및 기타 여행보조 서비스업,여행사 및 기타 여행보조 서비스업,서비스 기타,50000,148.33,0.0,WAIT,False,False,True,50000,47400,55200,60720.00000000001,69.0,80.09484966341915,69.0,62.4,62.4,,40.400001525878906,0.0,,,WAIT,,11.36,-8.42,-1.62,-20.4,-72.85,0,,,,,,,,72.9,85.9,7.91,12.57,0,0,4.38,8.7,10.25,6.72,0.169,0.155,1,2.29,6.0,1.01,1,1,1.5,0.87,1,1,44995.0,48850,2.35,0.1073,2.55,1.15,False,O,▲,48271,▲,O,X,0.0,0.0,0.0,0.0,7.208611111111111,13.488333333333333,4.0,80.09484966341915,8,62.4,99.2,40.4,16,20260210,20260210,27.12,21.43,6.72,-20.4
010780,아이에스동서,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 석회, 플라스터 및 그 제품 제조업",기타,29250,57.39,0.0,OVERHEAT,False,False,False,25300,22200,31400,34540.0,77.9,90.0,77.9,62.2,62.2,,89.9000015258789,0.0,,,OVERHEAT,,29.14,51.24,16.16,30.14,-13.19,1,,,,,,,,84.0,90.0,21.44,38.21,0,0,-1.02,22.9,28.85,57.26,0.0,0.0,1,20.82,11.6,1.38,1,0,2.25,0.92,1,1,23345.0,27084,7.99,0.5009,1.31,2.89,False,O,▲,27083,▲,O,X,0.0,0.0,0.0,0.0,4.008455882352941,7.230294117647059,9.0,90.0,6,62.2,96.0,89.9,17,20260210,20260210,27.12,21.43,57.26,30.14
043260,성호전자,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,26750,669.46,0.0,OVERHEAT,False,False,False,17860,13420,26750,29425.000000000004,86.8,90.0,86.8,79.4,79.4,,92.30000305175781,0.0,,,OVERHEAT,,95.83,2379.15,78.31,1088.98,2342.16,0,,,,,,,,85.1,83.6,57.24,110.28,0,0,-2.9,36.55,102.04,1110.41,0.011,0.011,1,1473.33,12.0,12.24,1,0,1.66,0.91,1,1,17719.0,23955,11.67,0.4466,1.37,1.35,False,O,▲,24046,▲,O,X,0.0,0.0,0.0,0.0,0.9447826086956522,8.734021739130435,10.0,90.0,6,79.4,95.6,92.3,18,20260210,20260210,27.12,21.43,1110.41,1088.98
017800,현대엘리베이터,KOSPI,일반 목적용 기계 제조업,일반 목적용 기계 제조업,조선·기계·설비,104100,459.88,0.0,OVERHEAT,False,False,False,104100,97000,118300,130130.00000000001,79.6,90.0,79.6,69.8,69.8,,80.30000305175781,0.0,,,OVERHEAT,,17.89,25.12,4.91,1.08,-39.31,0,,,,,,,,76.4,79.7,10.93,20.51,0,0,0.68,7.54,15.92,28.2,0.013,0.013,1,26.37,7.8,2.07,1,0,1.3,0.79,1,1,91840.0,100457,3.63,0.186,1.48,0.91,False,O,▲,100144,▲,O,X,0.0,0.0,0.0,0.0,3.3410256410256407,13.36397435897436,8.0,90.0,6,69.8,95.5,80.3,19,20260210,20260210,27.12,21.43,28.2,1.08
081660,미스토홀딩스,KOSPI,생활용품 도매업,생활용품 도매업,기타,53700,89.56,0.0,OVERHEAT,False,False,False,53700,49950,61200,67320.0,74.4,89.7530365196852,74.4,78.0,78.0,,34.29999923706055,0.0,,,OVERHEAT,,24.88,48.14,11.9,3.38,-16.29,0,,,,,,,,77.7,92.1,14.78,26.97,0,0,-0.92,15.11,18.67,30.5,0.012,0.012,1,30.24,7.6,5.81,1,0,1.2,0.85,1,1,48300.0,51374,4.53,0.2666,1.16,2.04,False,O,▲,51037,▲,O,X,0.0,0.0,0.0,0.0,4.008455882352941,7.230294117647059,9.0,89.7530365196852,6,78.0,95.2,34.3,20,20260210,20260210,27.12,21.43,30.5,3.38
089970,브이엠,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,31800,302.72,0.0,WAIT,False,False,True,31800,27100,41150,45265.00000000001,77.8,69.39095594423,77.8,77.3,77.3,,56.599998474121094,0.0,,,WAIT,,16.27,170.87,-1.25,1.35,133.88,0,,,,,,,,65.8,69.9,14.04,30.38,0,0,2.09,5.47,13.57,22.78,0.01,0.01,1,29.85,12.0,6.11,1,0,1.04,0.89,1,1,23605.0,29147,9.1,0.0641,1.15,0.84,False,O,▲,29890,▲,O,X,0.0,0.0,0.0,0.0,3.3410256410256407,13.36397435897436,8.0,69.39095594423,6,77.3,92.7,56.6,21,20260210,20260210,27.12,21.43,22.78,1.35
031210,서울보증보험,KOSPI,보험업,보험업,금융,55200,58.16,0.0,OVERHEAT,False,False,False,55200,52000,61500,67650.0,80.5,82.90226115289241,80.5,83.2,83.2,,57.599998474121094,0.0,,,OVERHEAT,,21.85,33.17,8.87,-26.21,-31.26,0,,,,,,,,86.3,68.2,10.28,20.17,0,0,0.18,9.31,10.62,0.91,0.02,0.02,1,10.43,6.0,6.54,1,0,1.18,0.96,1,1,49165.0,52884,4.38,0.1512,1.13,3.14,False,O,▲,53343,▲,O,X,0.0,0.0,0.0,0.0,9.080444444444444,11.497777777777777,6.0,82.90226115289241,6,83.2,91.3,57.6,22,20260210,20260210,27.12,21.43,0.91,-26.21
388050,지투파워,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,9660,236.41,0.0,WAIT,False,False,True,9660,8360,12260,13486.000000000002,91.4,65.5,91.4,91.2,91.2,,92.4000015258789,0.0,,,WAIT,,18.82,7.21,1.3,-6.16,-29.78,0,,,,,,,,61.6,75.5,9.42,21.01,0,0,1.47,8.05,8.66,15.27,0.042,0.042,1,1.15,12.0,7.25,1,0,3.5,0.71,1,1,7909.0,9537,1.28,0.0405,1.67,0.58,False,O,▲,9306,▲,O,X,0.0,0.0,0.0,0.0,3.119285714285714,15.855714285714285,5.0,65.5,8,91.2,91.1,92.4,23,20260210,20260210,27.12,21.43,15.27,-6.16
272110,케이엔제이,KOSDAQ,반도체 제조업,반도체 제조업,반도체,35050,141.69,0.0,WAIT,False,False,True,27950,22550,38650,42515.0,82.0,67.37226509706656,82.0,73.5,73.5,,91.19999694824219,0.0,,,WAIT,,70.98,86.24,53.46,-4.4,49.25,0,,,,,,,,72.6,73.9,31.75,72.02,0,0,-7.15,20.65,28.86,17.03,0.018,0.018,1,22.45,12.0,27.3,1,0,1.32,0.8,1,1,25600.0,33593,4.34,0.3495,1.21,0.96,False,O,▲,33045,▲,O,X,0.0,0.0,0.0,0.0,10.8168,20.7832,2.0,67.37226509706656,6,73.5,90.1,91.2,24,20260210,20260210,27.12,21.43,17.03,-4.4
003160,디아이,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",기타,36600,354.8,0.0,WAIT,False,False,True,36600,30850,48100,52910.00000000001,79.7,67.21346583479371,79.7,71.7,71.7,,84.4000015258789,0.0,,,WAIT,,23.03,155.23,10.05,11.52,90.8,0,,,,,,,,64.5,80.0,14.99,35.78,0,0,-1.61,10.24,8.93,38.64,0.022,0.022,1,65.8,12.0,2.55,0,0,1.45,0.64,1,1,29190.0,34230,6.92,0.1477,1.01,1.52,False,O,▲,33674,▲,O,X,0.0,0.0,0.0,0.0,4.008455882352941,7.230294117647059,9.0,67.21346583479371,8,71.7,89.8,84.4,25,20260210,20260210,27.12,21.43,38.64,11.52
086790,하나금융지주,KOSPI,기타 금융업,기타 금융업,금융,122200,1306.25,0.0,OVERHEAT,False,False,False,110000,101400,127100,139810.0,74.0,84.47479416871997,74.0,76.0,76.0,,46.0,0.0,,,OVERHEAT,,29.59,43.26,16.61,-0.09,-21.17,0,,,,,,,,82.9,76.4,16.66,30.15,0,0,2.86,10.89,16.38,27.03,0.011,0.011,1,40.02,8.1,7.18,1,0,1.18,0.86,1,1,107060.0,116154,5.2,0.1486,1.2,0.36,False,O,▲,115901,▲,O,X,0.0,0.0,0.0,0.0,9.080444444444444,11.497777777777777,6.0,84.47479416871997,6,76.0,89.4,46.0,26,20260210,20260210,27.12,21.43,27.03,-0.09
289930,웨이비스,KOSDAQ,반도체 제조업,반도체 제조업,반도체,18400,85.64,0.0,OVERHEAT,False,False,False,13360,11210,17650,19415.0,86.0,84.0,86.0,84.2,84.2,,85.69999694824219,0.0,,,OVERHEAT,,82.72,109.33,65.2,97.62,72.34,0,,,,,,,,94.1,90.7,44.61,82.32,0,0,1.49,31.71,62.69,119.05,0.0,0.0,1,78.16,12.0,11.4,1,0,2.87,0.95,1,1,13454.0,16583,10.96,0.2984,1.43,1.91,False,O,▲,16650,▲,O,X,0.0,0.0,0.0,0.0,10.8168,20.7832,2.0,84.0,6,84.2,89.3,85.7,27,20260210,20260210,27.12,21.43,119.05,97.62
282330,BGF리테일,KOSPI,종합 소매업,종합 소매업,유통·소비재,126200,101.78,0.0,WAIT,False,False,True,126200,117400,143800,158180.0,91.2,66.01240888900288,91.2,96.6,96.6,,80.80000305175781,0.0,,🚀급등시동,WAIT,,16.96,5.87,3.98,-11.55,-58.56,0,,,,,,,,69.6,79.6,6.61,15.61,0,0,2.35,3.44,7.86,15.57,0.0,0.0,1,14.41,7.0,8.49,1,0,1.94,0.93,1,1,112920.0,123625,2.08,-0.0603,1.26,1.32,False,O,▲,124444,▲,O,X,0.0,0.0,0.0,0.0,12.4156,59.2144,1.0,66.01240888900288,6,96.6,89.3,80.8,28,20260210,20260210,27.12,21.43,15.57,-11.55
090460,비에이치,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,19950,253.26,0.0,WAIT,False,False,True,19950,18230,23400,25740.000000000004,85.4,66.08674176743219,85.4,81.9,81.9,,89.19999694824219,0.0,,,WAIT,,18.19,10.65,5.21,-9.28,-53.78,0,,,,,,,,73.5,90.2,14.62,26.75,0,0,0.3,8.6,18.61,17.84,0.019,0.019,1,15.88,9.9,5.65,1,0,1.57,0.79,1,1,16807.0,19240,3.69,0.0565,2.98,2.04,False,O,▲,18786,▲,O,X,0.0,0.0,0.0,0.0,0.9447826086956522,8.734021739130435,10.0,66.08674176743219,6,81.9,88.7,89.2,29,20260210,20260210,27.12,21.43,17.84,-9.28
001120,LX인터내셔널,KOSPI,상품 중개업,상품 중개업,기타,43950,99.08,0.0,OVERHEAT,False,False,False,39950,36550,46750,51425.00000000001,72.9,83.81814540206976,72.9,82.9,82.9,,24.5,0.0,,,OVERHEAT,,34.4,47.98,21.42,13.07,-16.45,0,,,,,,,,87.7,79.5,15.55,27.33,0,0,2.81,11.55,18.78,40.19,0.015,0.015,1,47.53,7.1,10.94,1,0,1.52,0.96,1,1,38355.0,41683,5.44,0.1188,1.08,2.37,False,O,▲,41812,▲,O,X,0.0,0.0,0.0,0.0,4.008455882352941,7.230294117647059,9.0,83.81814540206976,6,82.9,88.5,24.5,30,20260210,20260210,27.12,21.43,40.19,13.07
009150,삼성전기,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,313500,2379.24,0.0,WAIT,False,False,True,313500,284500,371000,408100.00000000006,80.3,65.07799126572974,80.3,71.2,71.2,,90.9000015258789,0.0,,,WAIT,,8.48,92.45,-4.5,14.41,28.02,2,,,,,,,,66.0,61.4,9.04,16.08,0,0,3.12,1.95,13.18,41.53,0.0,0.0,1,13.14,9.8,2.44,0,1,1.08,0.83,1,1,263800.0,299324,4.74,0.0113,1.06,0.98,False,O,▲,298830,▲,O,X,0.0,0.0,0.0,0.0,0.9447826086956522,8.734021739130435,10.0,65.07799126572974,8,71.2,88.3,90.9,31,20260210,20260210,27.12,21.43,41.53,14.41
111770,영원무역,KOSPI,상품 종합 도매업,상품 종합 도매업,기타,97200,157.43,0.0,WAIT,False,False,True,97200,86700,118100,129910.00000000001,84.1,61.496133444586825,84.1,80.5,80.5,,87.0,0.0,,🚀급등시동/📦박스돌파,WAIT,,12.89,68.75,-0.09,18.39,4.32,3,,,,,,,,62.8,62.5,12.46,19.62,0,0,5.31,9.21,18.97,45.51,0.0,0.0,1,7.52,12.0,3.7,1,1,1.38,0.9,1,1,75990.0,92235,5.38,0.1363,1.89,1.69,False,O,▲,91465,▲,O,X,0.0,0.0,0.0,0.0,4.008455882352941,7.230294117647059,9.0,61.496133444586825,10,80.5,88.3,87.0,32,20260210,20260210,27.12,21.43,45.51,18.39
090430,아모레퍼시픽,KOSPI,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,164200,853.89,0.0,OVERHEAT,False,False,False,140800,128700,164900,181390.00000000003,79.2,82.65817905161921,79.2,83.6,83.6,,55.5,0.0,,,OVERHEAT,,38.45,33.93,25.47,1.36,-30.5,0,,,,,,,,89.1,93.2,22.44,39.06,0,0,-0.55,17.88,22.72,28.48,0.0,0.0,1,35.13,9.1,10.59,1,0,2.25,0.91,1,1,139490.0,156153,5.15,0.2495,1.12,2.86,False,O,▲,149625,▲,O,X,0.0,0.0,0.0,0.0,8.66891304347826,17.348478260869566,3.0,82.65817905161921,6,83.6,87.8,55.5,33,20260210,20260210,27.12,21.43,28.48,1.36
425420,티에프이,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,47850,212.01,0.0,OVERHEAT,False,False,False,39600,34450,49900,54890.00000000001,80.2,81.14063759824039,80.2,79.8,79.8,,72.19999694824219,0.0,,,OVERHEAT,,25.59,41.36,8.07,5.83,4.37,0,,,,,,,,82.0,93.6,26.87,40.84,0,0,11.15,28.46,26.75,27.26,0.0,0.0,1,24.2,12.0,8.46,1,0,1.64,0.95,1,1,36665.0,42651,12.19,0.3141,2.33,2.84,False,O,▲,42544,▲,O,X,0.0,0.0,0.0,0.0,0.9447826086956522,8.734021739130435,10.0,81.14063759824039,6,79.8,86.2,72.2,34,20260210,20260210,27.12,21.43,27.26,5.83
