시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,ret_60d_%,idx_60d_%,rel_60d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2,업종_상세,업종_대분류,RR1,Now%,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,AI_COMMENT,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_지수수익률_%,60일_초과수익(α)_%
KOSPI,엘앤에프,066970,일차전지 및 이차전지 제조업,132300,880.03,52470.2,56.0,56.3,4.66,-247.6169,352.70391,1.16,2.48,16.46,112.02,27.1,84.92,5,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",130200,121100,141100,153000,일차전지 및 이차전지 제조업,2차전지,1.1978021978021978,1.6129032258064515,82.5,79.8,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,🚀 상승 에너지가 폭발적으로 증가하는 중입니다.  (매수 유효),20251209,20251209,27.1,12.92,112.02,27.1,84.92
KOSPI,SKC,011790,기타 화학제품 제조업,114500,436.78,43359.2,58.5,57.0,2.18,84.7476,340.45518,2.02,3.62,7.11,17.08,27.1,-10.02,7,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",114500,108000,124200,133800,기타 화학제품 제조업,화학·소재,1.4923076923076923,0.0,81.7,85.9,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,🚀 상승 에너지가 폭발적으로 증가하는 중입니다.  (매수 유효),20251209,20251209,27.1,12.92,17.08,27.1,-10.02
KOSPI,LG화학,051910,기초 화학물질 제조업,379500,670.08,267897.9,45.6,54.0,-1.32,-1921.5385,166.43546,0.57,2.15,4.55,29.52,27.1,2.42,4,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑)",379500,353000,411500,446000,기초 화학물질 제조업,화학·소재,1.2075471698113207,0.0,81.6,81.1,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다. (매수 유효),20251209,20251209,27.1,12.92,29.52,27.1,2.42
KOSPI,산일전기,062040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",149200,408.7,45424.2,56.8,79.2,4.67,536.336,163.47437,0.78,0.27,11.43,42.37,27.1,15.27,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",146800,136500,162200,177700,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,1.4951456310679612,1.6348773841961852,81.6,80.6,🔺 Watch (상승 준비),① 강한 상승 추세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다.  (매수 유효),20251209,20251209,27.1,12.92,42.37,27.1,15.27
KOSPI,삼성중공업,010140,선박 및 보트 건조업,27050,2232.02,238040.0,61.5,72.4,6.23,79.1766,134.6436,2.25,10.41,9.07,28.5,27.1,1.4,7,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",26250,24400,29000,31750,선박 및 보트 건조업,조선·기계·설비,1.4864864864864864,3.0476190476190474,81.3,72.2,🔼 BRK (돌파),③ 박스 / 중립,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요. (매수 유효),20251209,20251209,27.1,12.92,28.5,27.1,1.4
KOSDAQ,삼영엠텍,054540,"구조용 금속제품, 탱크 및 증기발생기 제조업",15430,745.31,2005.9,43.1,71.1,2.62,40.5611,83.48659,1.77,3.49,15.15,25.86,12.92,12.94,6,★,"MACD상승, 20선근접, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",15430,14350,17050,18670,"구조용 금속제품, 탱크 및 증기발생기 제조업",기타,1.5,0.0,81.2,82.1,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다.  (매수 유효),20251209,20251209,27.1,12.92,25.86,12.92,12.94
KOSDAQ,심텍,222800,전자부품 제조업,53700,549.44,19867.4,47.2,68.6,0.15,15.828,-131.43226,0.92,3.07,2.48,89.42,12.92,76.5,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",53700,49950,59300,65000,전자부품 제조업,IT/전기전자,1.4933333333333334,0.0,81.0,82.7,↩️ PULL (눌림),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다. (매수 유효),20251209,20251209,27.1,12.92,89.42,12.92,76.5
KOSPI,SK이노베이션,096770,석유 정제품 제조업,117300,255.37,198298.9,51.4,48.6,0.27,54.3778,190.33154,0.9,1.56,5.68,10.04,27.1,-17.06,6,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",117300,110400,127600,137900,석유 정제품 제조업,기타,1.4927536231884058,0.0,80.7,84.7,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다. (매수 유효),20251209,20251209,27.1,12.92,10.04,27.1,-17.06
KOSPI,HD한국조선해양,009540,기타 금융업,447500,1081.44,316709.7,60.4,57.3,4.97,2494.2874,1280.3628,1.2,8.35,6.55,8.09,27.1,-19.01,5,★,"RSI적정, MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",439000,408500,476000,516000,기타 금융업,금융,1.2131147540983607,1.9362186788154898,80.3,73.7,🔼 BRK (돌파),④ 바닥 반등 시도,🚀 상승 에너지가 폭발적으로 증가하는 중입니다.  (매수 유효),20251209,20251209,27.1,12.92,8.09,27.1,-19.01
KOSPI,POSCO홀딩스,005490,1차 철강 제조업,315000,747.89,254938.8,51.0,44.8,0.83,-86.1156,186.21474,0.78,1.94,4.65,10.92,27.1,-16.18,5,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",315000,297000,337000,360500,1차 철강 제조업,철강·금속,1.2222222222222223,0.0,80.3,78.9,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다. (매수 유효),20251209,20251209,27.1,12.92,10.92,27.1,-16.18
KOSPI,한화오션,042660,선박 및 보트 건조업,115200,1392.08,352988.2,39.6,36.7,-1.54,-242.2692,612.80557,0.83,8.58,1.95,4.73,27.1,-22.37,2,,"MACD상승, 장기추세(120↑)",115200,107100,124900,135400,선박 및 보트 건조업,조선·기계·설비,1.1975308641975309,0.0,80.0,77.1,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다. (매수 유효),20251209,20251209,27.1,12.92,4.73,27.1,-22.37
KOSPI,HJ중공업,097230,토목 건설업,22700,423.82,20497.0,57.8,65.6,4.56,313.1785,41.09833,0.98,-3.4,12.1,-16.7,27.1,-43.8,6,★,"RSI적정, MACD상승, 20선근접, 장기추세(120↑), 자금유입(MFI), MACD>Sig",22350,20800,24700,27050,토목 건설업,건설·부동산,1.5161290322580645,1.5659955257270695,79.9,77.8,🔺 Watch (상승 준비),④ 바닥 반등 시도,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251209,20251209,27.1,12.92,-16.7,27.1,-43.8
KOSDAQ,올릭스,226950,자연과학 및 공학 연구개발업,125000,1345.8,25143.5,43.4,36.6,-4.28,-2548.8849,446.31118,1.13,-3.85,-0.87,34.26,12.92,21.34,3,,"MACD상승, 정배열(단), 장기추세(120↑)",125000,116200,135500,146900,자연과학 및 공학 연구개발업,기타,1.1931818181818181,0.0,79.5,78.0,↩️ PULL (눌림),⑤ 하락 / 약세,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251209,20251209,27.1,12.92,34.26,12.92,21.34
KOSPI,세진중공업,075580,선박 및 보트 건조업,18690,221.44,10625.2,49.3,56.7,0.78,91.7469,87.70389,1.33,5.0,3.43,-18.92,27.1,-46.02,6,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig",18690,17380,20650,22600,선박 및 보트 건조업,조선·기계·설비,1.4961832061068703,0.0,79.4,83.2,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,-18.92,27.1,-46.02
KOSPI,두산에너빌리티,034020,일반 목적용 기계 제조업,76700,2102.83,491310.4,54.5,53.1,-0.29,93.1141,-73.5268,0.68,2.27,4.35,23.31,27.1,-3.79,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",76700,71300,83100,90100,일반 목적용 기계 제조업,조선·기계·설비,1.1851851851851851,0.0,78.7,74.8,↩️ PULL (눌림),③ 박스 / 중립,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,23.31,27.1,-3.79
KOSDAQ,강원에너지,114190,기타 전기장비 제조업,15970,122.31,4171.8,51.1,74.5,2.76,-41.516,63.85048,0.79,5.55,12.86,36.96,12.92,24.04,6,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",15970,14850,17650,19320,기타 전기장비 제조업,IT/전기전자,1.5,0.0,78.6,84.8,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251209,20251209,27.1,12.92,36.96,12.92,24.04
KOSPI,HD현대일렉트릭,267260,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",848000,856.65,305679.7,59.5,57.8,5.3,2115.131,2083.56464,0.65,8.58,8.72,64.34,27.1,37.24,5,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), MACD>Sig",829000,771000,899000,975000,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,1.206896551724138,2.2919179734620023,78.4,74.1,🔼 BRK (돌파),① 강한 상승 추세,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251209,20251209,27.1,12.92,64.34,27.1,37.24
KOSPI,한국전력,015760,전기업,50800,1316.09,326117.8,61.6,43.9,1.43,-246.0543,-79.46087,0.47,-0.2,-1.36,33.33,27.1,6.23,4,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",50800,47250,55100,59700,전기업,기타,1.2112676056338028,0.0,78.3,75.2,↩️ PULL (눌림),② 상승 후 조정,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,33.33,27.1,6.23
KOSDAQ,원익IPS,240810,특수 목적용 기계 제조업,61800,125.4,30333.9,52.6,66.3,-0.77,-290.4383,70.67436,0.43,0.16,3.0,50.36,12.92,37.44,6,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",61800,57500,68300,74800,특수 목적용 기계 제조업,조선·기계·설비,1.5116279069767442,0.0,78.3,84.8,🔺 Watch (상승 준비),① 강한 상승 추세,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,50.36,12.92,37.44
KOSPI,현대로템,064350,철도장비 제조업,192200,1742.79,209771.5,54.9,62.2,4.59,2465.6563,798.07228,1.33,13.39,8.47,-7.37,27.1,-34.47,5,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 자금유입(MFI), MACD>Sig",189300,176000,205000,222500,철도장비 제조업,기타,1.1804511278195489,1.531959852086635,78.1,75.2,🔼 BRK (돌파),④ 바닥 반등 시도,💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251209,20251209,27.1,12.92,-7.37,27.1,-34.47
KOSPI,이수화학,005950,기초 화학물질 제조업,10050,167.87,2642.6,51.4,70.4,4.51,-24.2721,43.07867,1.22,7.6,13.05,79.46,27.1,52.36,7,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI)",9900,9210,10950,11990,기초 화학물질 제조업,화학·소재,1.5217391304347827,1.5151515151515151,77.9,80.8,🔼 BRK (돌파),① 강한 상승 추세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251209,20251209,27.1,12.92,79.46,27.1,52.36
KOSPI,키움증권,039490,금융 지원 서비스업,285000,130.99,75759.3,60.7,64.0,1.72,759.3895,77.55724,0.47,2.52,5.95,23.38,27.1,-3.72,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",285000,265000,315000,345000,금융 지원 서비스업,금융,1.5,0.0,77.9,83.2,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,23.38,27.1,-3.72
KOSPI,한온시스템,018880,일반 목적용 기계 제조업,3695,151.97,25080.3,56.7,50.1,-0.7,-10.6407,1.63971,1.31,0.0,4.67,15.58,27.1,-11.52,6,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑)",3695,3435,4085,4470,일반 목적용 기계 제조업,조선·기계·설비,1.5,0.0,77.7,81.7,↩️ PULL (눌림),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,15.58,27.1,-11.52
KOSDAQ,디앤디파마텍,347850,자연과학 및 공학 연구개발업,84900,1784.93,36868.1,45.7,42.5,-7.64,-2664.6745,-428.52035,1.2,-9.0,-15.35,104.5,12.92,91.58,3,,"RSI적정, 정배열(단), 장기추세(120↑)",84900,79000,92000,99800,자연과학 및 공학 연구개발업,기타,1.2033898305084745,0.0,77.4,75.9,🔁 MR (반전),② 상승 후 조정,📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251209,20251209,27.1,12.92,104.5,12.92,91.58
KOSPI,LG,003550,기타 금융업,83300,187.19,128466.6,59.6,44.1,2.49,310.8221,19.90357,0.82,4.13,6.25,7.9,27.1,-19.2,6,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",83300,78600,90300,97400,기타 금융업,금융,1.4893617021276595,0.0,77.2,81.0,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ,20251209,20251209,27.1,12.92,7.9,27.1,-19.2
KOSPI,한솔케미칼,014680,기초 화학물질 제조업,240000,112.81,27204.5,60.3,67.9,4.01,-102.3239,105.84815,0.83,-2.24,3.9,39.13,27.1,12.03,6,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",237500,221000,262500,287500,기초 화학물질 제조업,화학·소재,1.5151515151515151,1.0526315789473684,76.9,80.7,🔺 Watch (상승 준비),① 강한 상승 추세,💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251209,20251209,27.1,12.92,39.13,27.1,12.03
KOSDAQ,HLB,028300,의료용품 및 기타 의약 관련제품 제조업,49350,120.08,65059.6,61.3,64.8,2.9,81.152,7.03954,0.54,-2.66,7.75,29.87,12.92,16.95,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",49350,46000,54400,59500,의료용품 및 기타 의약 관련제품 제조업,바이오·의약품,1.507462686567164,0.0,76.8,82.8,↩️ PULL (눌림),① 강한 상승 추세,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251209,20251209,27.1,12.92,29.87,12.92,16.95
KOSPI,KB금융,105560,기타 금융업,126000,1290.06,480642.2,57.5,66.9,-0.38,-44.9627,-268.52582,1.01,-4.55,3.53,14.65,27.1,-12.45,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",126000,118600,134900,144600,기타 금융업,금융,1.2027027027027026,0.0,76.7,72.6,🔁 MR (반전),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,14.65,27.1,-12.45
KOSDAQ,휴림로봇,090710,특수 목적용 기계 제조업,5670,295.58,6773.2,61.2,72.5,5.7,30.9184,5.11523,0.57,5.78,18.87,111.57,12.92,98.65,6,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5530,5140,6110,6690,특수 목적용 기계 제조업,조선·기계·설비,1.4871794871794872,2.5316455696202533,76.2,77.1,🔼 BRK (돌파),① 강한 상승 추세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251209,20251209,27.1,12.92,111.57,12.92,98.65
KOSPI,HD현대건설기계,267270,일반 목적용 기계 제조업,97000,108.2,16836.9,64.7,65.6,3.64,613.3435,21.06263,0.93,2.21,4.64,2.21,27.1,-24.89,6,★,"RSI적정, MACD상승, 20선근접, 장기추세(120↑), 자금유입(MFI), MACD>Sig",96400,89700,106500,116600,일반 목적용 기계 제조업,조선·기계·설비,1.507462686567164,0.6224066390041494,76.2,79.9,🔻 REV (역추세 반등),④ 바닥 반등 시도,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251209,20251209,27.1,12.92,2.21,27.1,-24.89
KOSPI,HD현대,267250,기타 금융업,214500,340.61,169440.2,53.9,47.5,3.17,-414.5827,832.66697,0.87,12.66,5.93,45.92,27.1,18.82,5,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",214000,199200,232000,251500,기타 금융업,금융,1.2162162162162162,0.23364485981308408,76.1,82.8,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251209,20251209,27.1,12.92,45.92,27.1,18.82
KOSPI,삼성바이오로직스,207940,기초 의약물질 제조업,1660000,740.78,768429.8,32.6,20.8,-3.1,-10725.3136,3378.92084,0.68,0.36,2.03,8.35,27.1,-18.75,3,,"MACD상승, 정배열(단), 장기추세(120↑)",1660000,1544000,1799000,1950000,기초 의약물질 제조업,바이오·의약품,1.1982758620689655,0.0,76.0,77.1,🔺 Watch (상승 준비),④ 바닥 반등 시도,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251209,20251209,27.1,12.92,8.35,27.1,-18.75
KOSPI,LS,006260,기타 금융업,188900,184.1,59881.3,48.0,47.7,0.67,673.6325,433.37496,0.58,8.5,6.48,5.3,27.1,-21.8,5,★,"RSI적정, MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",188900,175700,205000,222000,기타 금융업,금융,1.2196969696969697,0.0,76.0,83.2,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251209,20251209,27.1,12.92,5.3,27.1,-21.8
