종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,BB_BW,BB_SQUEEZE,Above_MA20,ret_5d_%,ret_10d_%,ret_60d_%,idx_60d_%,rel_60d_%,EBS,통과,근거,SECTOR_RET_5D,SECTOR_RANK,RR1,Now%,AI_COMMENT,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_지수수익률_%,60일_초과수익(α)_%
011780,금호석유화학,KOSPI,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,123700,89.16,32201.3,122000,116100,130800,139600,63.8,69.4,🔼 BRK (돌파),④ 바닥 반등 시도,82.4,68.2,4.44,381.6487,101.68626,1.2,9.5,1,1,3.86,5.82,12.97,22.72,-9.75,6,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",2.95962962962963,9.0,1.4915254237288136,1.3934426229508197,💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,12.97,22.72,-9.75
377300,카카오페이,KOSPI,금융 지원 서비스업,금융 지원 서비스업,인터넷/플랫폼·게임,47400,195.18,64058.6,47400,44950,50300,53500,63.2,76.0,🔁 MR (반전),④ 바닥 반등 시도,32.2,18.4,-3.58,-98.3973,2.50834,1.01,8.68,1,0,-2.27,-4.44,-14.75,22.72,-37.47,0,,MACD상승,-0.6624999999999996,14.0,1.183673469387755,0.0,📈 상승 추세가 견고하게 유지되고 있습니다. ,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-14.75,22.72,-37.47
079900,전진건설로봇,KOSPI,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,50800,108.75,7413.0,48050,45000,52600,57200,63.2,66.2,🔼 BRK (돌파),④ 바닥 반등 시도,57.1,60.4,8.87,307.3416,208.62445,2.13,20.77,0,1,10.31,6.61,5.18,22.72,-17.54,7,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6.1534375,6.0,1.4918032786885247,5.723204994797086,💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,5.18,22.72,-17.54
006360,GS건설,KOSPI,건물 건설업,건물 건설업,건설·부동산,20600,210.11,17629.8,19790,18560,21650,23500,62.9,67.9,🔻 REV (역추세 반등),④ 바닥 반등 시도,67.0,66.1,7.21,104.7441,58.42628,2.04,11.3,0,1,1.23,6.63,6.02,22.72,-16.7,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",4.525454545454545,8.0,1.5121951219512195,4.092976250631632,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,6.02,22.72,-16.7
001450,현대해상,KOSPI,보험업,보험업,금융,29450,73.2,26328.3,29450,27700,31550,33850,62.6,68.5,🔁 MR (반전),④ 바닥 반등 시도,65.5,59.3,0.78,-107.9673,7.57212,0.65,13.51,0,1,-2.64,-2.0,5.56,22.72,-17.16,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",2.2256249999999995,11.0,1.2,0.0,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,5.56,22.72,-17.16
003690,코리안리,KOSPI,재 보험업,재 보험업,금융,11720,147.64,22833.0,11720,11200,12490,13270,62.4,82.4,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,71.1,76.4,2.7,-8.1032,23.36105,4.39,6.88,1,1,4.09,1.12,6.64,22.72,-16.08,6,★,"MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI)",2.2256249999999995,11.0,1.4807692307692308,0.0,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,6.64,22.72,-16.08
032640,LG유플러스,KOSPI,전기 통신업,전기 통신업,기타,15090,128.91,64861.1,15090,14490,15820,16600,62.1,72.9,↩️ PULL (눌림),④ 바닥 반등 시도,28.6,32.1,-1.48,-42.3216,3.67499,0.99,6.67,1,0,-1.37,0.2,-0.46,22.72,-23.18,3,,"MACD상승, 정배열(단), 장기추세(120↑)",5.643875968992248,7.0,1.2166666666666666,0.0,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-0.46,22.72,-23.18
241560,두산밥캣,KOSPI,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,62300,282.99,59718.3,59100,55000,64100,69500,61.5,63.5,🔻 REV (역추세 반등),④ 바닥 반등 시도,64.5,51.9,8.49,521.4353,160.21241,1.97,14.47,0,1,4.18,12.86,14.94,22.72,-7.78,5,★,"RSI적정, MACD상승, 거래량↑, 장기추세(120↑), MACD>Sig",6.1534375,6.0,1.2195121951219512,5.414551607445008,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,14.94,22.72,-7.78
365330,에스와이스틸텍,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 금속제품, 탱크 및 증기발생기 제조업",기타,3590,84.91,1801.1,3485,3240,3775,4090,61.3,57.6,🔻 REV (역추세 반등),④ 바닥 반등 시도,47.8,49.6,6.17,16.2834,13.86706,0.88,18.61,0,1,9.62,3.16,-15.53,10.66,-26.19,2,,"RSI적정, MACD상승, MACD>Sig",5.643875968992248,7.0,1.183673469387755,3.012912482065997,📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-15.53,10.66,-26.19
035250,강원랜드,KOSPI,유원지 및 기타 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,서비스 기타,17980,168.21,38466.5,17980,17440,18630,19330,61.0,75.0,🔺 Watch (상승 준비),④ 바닥 반등 시도,51.5,58.2,0.92,-13.4857,5.05681,2.13,5.3,1,1,0.33,-0.06,-0.17,22.72,-22.89,4,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단)",2.74,10.0,1.2037037037037037,0.0,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-0.17,22.72,-22.89
204620,글로벌텍스프리,KOSDAQ,금융 지원 서비스업,금융 지원 서비스업,금융,4680,58.85,3289.3,4680,4350,5070,5500,61.0,69.0,↩️ PULL (눌림),④ 바닥 반등 시도,7.7,6.3,-17.14,-135.6389,15.84166,0.33,57.16,0,0,-1.58,-25.0,-19.31,10.66,-29.97,0,,MACD상승,2.2256249999999995,11.0,1.1818181818181819,0.0,📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-19.31,10.66,-29.97
251270,넷마블,KOSPI,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,인터넷/플랫폼·게임,50200,56.84,43148.7,50200,47100,53900,57900,61.0,68.1,↩️ PULL (눌림),④ 바닥 반등 시도,43.8,35.7,-3.01,-154.2924,90.42181,0.69,12.71,0,0,-0.99,-5.28,-18.9,22.72,-41.62,0,,MACD상승,-0.6624999999999996,14.0,1.1935483870967742,0.0,📈 상승 추세가 견고하게 유지되고 있습니다. ,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-18.9,22.72,-41.62
029780,삼성카드,KOSPI,기타 금융업,기타 금융업,금융,57300,229.0,66387.1,55900,52900,60400,64900,60.7,77.7,🔻 REV (역추세 반등),④ 바닥 반등 시도,72.6,79.3,5.6,75.4821,182.39575,4.33,7.4,1,1,5.72,4.37,8.52,22.72,-14.2,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",2.2256249999999995,11.0,1.5,2.5044722719141324,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,8.52,22.72,-14.2
064260,다날,KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,IT/전기전자,7280,265.96,5465.2,6990,6500,7580,8220,60.3,60.1,🔻 REV (역추세 반등),④ 바닥 반등 시도,67.2,89.1,7.25,134.2867,16.09388,1.0,13.18,0,1,7.06,5.05,-20.87,10.66,-31.53,2,,"MACD상승, 자금유입(MFI), MACD>Sig",8.00531914893617,3.0,1.2040816326530612,4.148783977110158,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-20.87,10.66,-31.53
024110,기업은행,KOSPI,은행 및 저축기관,은행 및 저축기관,금융,21150,195.42,168655.6,21150,20400,22050,23050,59.9,74.4,🔺 Watch (상승 준비),④ 바닥 반등 시도,67.8,61.8,2.66,-6.9729,15.57765,0.94,7.17,1,1,0.48,2.92,7.03,22.72,-15.69,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",2.2256249999999995,11.0,1.2,0.0,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,7.03,22.72,-15.69
071970,HD현대마린엔진,KOSPI,일반 목적용 기계 제조업,일반 목적용 기계 제조업,조선·기계·설비,88700,108.71,30088.4,84300,78400,91400,99000,59.9,62.7,🔼 BRK (돌파),④ 바닥 반등 시도,62.7,69.1,8.39,1293.9978,78.98258,0.58,18.06,0,1,6.74,14.45,-4.11,22.72,-26.83,5,★,"RSI적정, MACD상승, 장기추세(120↑), 자금유입(MFI), MACD>Sig",6.1534375,6.0,1.2033898305084745,5.2194543297746145,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-4.11,22.72,-26.83
059090,미코,KOSDAQ,반도체 제조업,반도체 제조업,반도체,14300,67.08,4778.6,14160,13210,15310,16550,59.7,64.0,🔻 REV (역추세 반등),④ 바닥 반등 시도,72.5,61.0,4.01,87.9886,21.07312,1.11,13.28,0,1,2.58,0.7,-16.72,10.66,-27.38,3,,"MACD상승, 20선근접, 자금유입(MFI), MACD>Sig",-1.3828571428571428,15.0,1.2105263157894737,0.9887005649717515,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-16.72,10.66,-27.38
462870,시프트업,KOSPI,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,IT/전기전자,39050,55.75,23024.4,38800,36700,41350,44150,59.2,64.2,🔻 REV (역추세 반등),④ 바닥 반등 시도,66.0,75.3,3.63,187.8007,10.95805,2.45,11.7,0,1,1.43,1.69,-7.46,22.72,-30.18,4,★,"MACD상승, 20선근접, 거래량↑, 자금유입(MFI), MACD>Sig",8.00531914893617,3.0,1.2142857142857142,0.6443298969072164,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-7.46,22.72,-30.18
460930,현대힘스,KOSDAQ,선박 및 보트 건조업,선박 및 보트 건조업,조선·기계·설비,19340,64.37,6867.8,19040,17980,20300,21700,59.2,63.5,🔻 REV (역추세 반등),④ 바닥 반등 시도,68.1,79.0,4.61,287.479,30.7309,1.22,8.87,1,1,4.2,4.43,-34.44,10.66,-45.1,4,★,"MACD상승, 20선근접, 거래량↑, 자금유입(MFI), MACD>Sig",6.1534375,6.0,1.1886792452830188,1.5756302521008403,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-34.44,10.66,-45.1
051900,LG생활건강,KOSPI,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,263000,139.67,40245.5,263000,253000,275000,288000,58.5,74.0,🔁 MR (반전),④ 바닥 반등 시도,19.8,8.9,-5.33,-1938.9895,255.03776,0.8,15.09,0,0,-3.49,-4.88,-10.54,22.72,-33.26,0,,MACD상승,2.95962962962963,9.0,1.2,0.0,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-10.54,22.72,-33.26
000080,하이트진로,KOSPI,알코올음료 제조업,알코올음료 제조업,유통·소비재,18940,65.6,13283.3,18940,18370,19620,20350,58.2,65.0,↩️ PULL (눌림),④ 바닥 반등 시도,56.9,59.5,0.69,5.9059,12.80228,2.75,2.22,1,1,0.0,0.69,-2.62,22.72,-25.34,4,★,"RSI적정, MACD상승, 20선근접, 거래량↑, MACD>Sig",10.001333333333333,2.0,1.1929824561403508,0.0,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-2.62,22.72,-25.34
036460,한국가스공사,KOSPI,연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업,기타,42000,89.48,38771.5,42000,40350,43950,46100,58.1,65.1,↩️ PULL (눌림),④ 바닥 반등 시도,70.2,54.7,1.71,34.6233,12.54468,1.08,7.07,1,1,-0.94,1.2,4.35,22.72,-18.37,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",5.643875968992248,7.0,1.1818181818181819,0.0,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,4.35,22.72,-18.37
108320,LX세미콘,KOSPI,반도체 제조업,반도체 제조업,반도체,53500,70.62,8701.4,53500,51300,56100,58900,57.5,68.6,↩️ PULL (눌림),④ 바닥 반등 시도,61.9,67.9,3.08,351.1926,18.56362,2.56,7.59,1,1,0.0,3.28,-0.37,22.72,-23.09,5,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 자금유입(MFI), MACD>Sig",-1.3828571428571428,15.0,1.1818181818181819,0.0,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-0.37,22.72,-23.09
003490,대한항공,KOSPI,항공 여객 운송업,항공 여객 운송업,기타,22600,209.13,83217.9,22550,21850,23350,24250,56.7,68.3,🔻 REV (역추세 반등),④ 바닥 반등 시도,78.6,65.9,3.33,95.1029,10.42582,1.04,8.89,1,1,1.57,3.43,-5.44,22.72,-28.16,3,,"MACD상승, 20선근접, 자금유입(MFI), MACD>Sig",5.643875968992248,7.0,1.1428571428571428,0.22172949002217296,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-5.44,22.72,-28.16
004370,농심,KOSPI,기타 식품 제조업,기타 식품 제조업,유통·소비재,430000,80.89,26155.4,430000,412500,451000,474000,56.7,61.8,↩️ PULL (눌림),④ 바닥 반등 시도,23.9,39.7,-3.32,-1731.5075,94.4003,0.44,12.76,0,0,-0.35,-3.8,-17.62,22.72,-40.34,3,,"MACD상승, 정배열(단), 장기추세(120↑)",10.001333333333333,2.0,1.2,0.0,📈 상승 추세가 견고하게 유지되고 있습니다. ,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-17.62,22.72,-40.34
090430,아모레퍼시픽,KOSPI,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,121800,122.78,71244.2,121800,117000,127500,133800,56.6,70.6,🔁 MR (반전),④ 바닥 반등 시도,21.4,26.5,-3.16,-742.7602,66.21273,0.46,12.2,0,0,-2.01,-2.01,-0.25,22.72,-22.97,1,,"MACD상승, 정배열(단)",2.95962962962963,9.0,1.1875,0.0,📈 상승 추세가 견고하게 유지되고 있습니다. ,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-0.25,22.72,-22.97
011200,HMM,KOSPI,해상 운송업,해상 운송업,기타,20750,216.71,195721.9,20250,19210,21500,22850,56.3,62.3,🔺 Watch (상승 준비),④ 바닥 반등 시도,82.6,90.7,5.53,172.4433,3.5104,0.87,14.75,0,1,0.97,8.41,-14.61,22.72,-37.33,2,,"MACD상승, 자금유입(MFI), MACD>Sig",5.643875968992248,7.0,1.2019230769230769,2.4691358024691357,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-14.61,22.72,-37.33
097230,HJ중공업,KOSPI,토목 건설업,토목 건설업,건설·부동산,24200,986.37,21851.5,22500,20950,24400,26450,55.8,50.1,🔼 BRK (돌파),④ 바닥 반등 시도,68.7,77.5,10.73,390.9611,108.89089,2.48,21.91,0,1,9.5,16.35,-23.17,22.72,-45.89,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",4.525454545454545,8.0,1.2258064516129032,7.555555555555555,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-23.17,22.72,-45.89
097950,CJ제일제당,KOSPI,기타 식품 제조업,기타 식품 제조업,유통·소비재,209000,79.96,31463.2,209000,201500,217500,227000,54.9,61.4,↩️ PULL (눌림),④ 바닥 반등 시도,41.5,29.2,-1.92,56.329,199.48318,0.66,10.17,0,0,-1.88,-0.24,-13.64,22.72,-36.36,1,,"MACD상승, MACD>Sig",10.001333333333333,2.0,1.1333333333333333,0.0,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-13.64,22.72,-36.36
025820,이구산업,KOSPI,1차 비철금속 제조업,1차 비철금속 제조업,철강·금속,5230,58.8,1749.0,5010,4680,5520,6020,54.9,57.2,🔼 BRK (돌파),④ 바닥 반등 시도,83.3,82.0,7.44,31.1736,10.42989,3.76,17.22,0,1,3.36,8.51,11.4,22.72,-11.32,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",14.722999999999999,1.0,1.5454545454545454,4.39121756487026,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,11.4,22.72,-11.32
064400,LG씨엔에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT/전기전자,68500,1835.34,66366.9,62000,57600,67200,72800,54.5,43.5,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,77.6,80.6,13.83,1199.7066,104.73741,2.05,27.64,0,1,1.93,18.1,-5.26,22.72,-27.98,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",8.00531914893617,3.0,1.1818181818181819,10.483870967741936,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-5.26,22.72,-27.98
272210,한화시스템,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,53100,3909.42,100316.2,49550,46100,53700,58200,53.1,51.5,🔻 REV (역추세 반등),④ 바닥 반등 시도,70.8,64.0,10.36,745.3963,356.68254,5.83,19.31,0,1,12.5,14.94,-3.1,22.72,-25.82,3,,"MACD상승, 거래량↑, 자금유입(MFI), MACD>Sig",8.00531914893617,3.0,1.2028985507246377,7.164480322906155,💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),4,20251212,20251212,22.72,10.66,-3.1,22.72,-25.82
