LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON
63,295310,에이치브이엠,KOSDAQ,철강·금속,89600,115.51,10776.5,0.0,0.0,WAIT,WAIT,3,False,1,True,70.0,70.0,93.5,54.8,53.4,0.0,59.4,67.2,40.1,49.9,1.41,0.0,RR1.4 + 진입적정,0,89600.0,80800.0,102000.0,116600.0,,0.08,0.6,90773,2.44,특이사항 없음,1,9.61,57.3,1.88,STRUCT 강점,,,추세 관망,CAUTION,64.5,1차 비철금속 제조업,11551225200.0,47.9,22.33,0,0,0.67,4.92,-9.95,2.28,2.63,269.48,-7.93,-28.32,213.76,0.203,0.15,1,12.0,1,0,1.92,0.52,0,0,0,1,-1,103400.0,-1.29,0.0517,False,O,▲,89439,▼,O,X,1.91,250,0,1,1,1,130900.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,9.82,5.0,1.4,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,1차 비철금속 제조업,16.42653846153846,25.71153846153846,3.0,53.4,OK,38.64827255916754,38.64827255916754,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260505,20260505,,70.0,70.0,70.0,30.95,30.95,FRESH,0.609,,False,0.48,False,MATURE,4882.0,1.409,0.87,0.87,0.0,0.0,0.0,v22_calibrated,,,,,,True,13.8,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
64,001390,KG케미칼,KOSPI,화학·소재,6550,165.21,4403.8,0.0,0.0,WAIT,WAIT,3,False,1,True,75.7,75.7,95.8,79.9,27.2,0.0,59.2,67.6,68.6,14.2,1.35,0.0,RR1.4 + 진입적정,0,6550.0,5920.0,7400.0,7780.0,,1.16,2.25,5727,22.46,특이사항 없음,0,12.4,66.5,11.46,STRUCT 강점,TIMING 보조,,추세 관망,CAUTION,64.5,기초 화학물질 제조업,16520803715.0,78.1,30.48,0,0,-7.36,9.17,11.58,27.18,15.72,40.26,16.97,-15.23,-15.46,0.028,0.028,1,10.7,1,0,1.8,0.65,0,0,0,1,1,5680.0,14.37,0.2147,False,O,▲,6431,▲,O,X,0.28,250,0,1,1,1,8210.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,9.62,6.0,1.3,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,기초 화학물질 제조업,3.4499999999999997,16.929803921568627,10.0,27.2,OK,58.5,58.5,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260505,20260505,,75.7,75.7,75.7,30.95,30.95,FRESH,0.609,,False,0.526,False,MATURE,4882.0,1.349,0.893,0.893,0.0,0.0,0.0,v22_calibrated,,,,,,True,13.0,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
65,104480,티케이케미칼,KOSDAQ,화학·소재,2630,69.32,2390.5,0.0,0.0,WAIT,WAIT,3,False,1,True,75.0,75.0,95.8,76.8,30.0,0.0,59.2,67.5,65.8,17.8,0.92,0.0,진입적정,0,2630.0,2320.0,2915.0,3125.0,,1.3,1.48,2342,8.02,특이사항 없음,0,11.37,57.7,6.82,STRUCT 강점,TIMING 보조,,추세 관망,CAUTION,64.5,화학섬유 제조업,6931781916.0,67.4,23.22,0,0,-4.01,8.23,4.37,18.74,46.27,64.27,8.53,15.32,8.55,0.024,0.024,1,10.8,1,0,1.51,0.65,0,0,0,1,1,2308.0,12.27,0.2487,False,O,▲,2532,▲,O,X,0.0,250,0,1,1,1,3235.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,11.79,6.0,0.9,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,화학섬유 제조업,3.4499999999999997,16.929803921568627,10.0,30.0,OK,52.0,52.0,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260505,20260505,,75.0,75.0,75.0,30.95,30.95,FRESH,0.609,,False,0.52,False,MATURE,4882.0,0.919,0.87,0.87,0.0,0.0,0.0,v22_calibrated,,,,,,True,10.8,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
66,018670,SK가스,KOSPI,기타,266500,139.09,24670.6,0.0,0.0,WAIT,WAIT,3,False,1,True,72.1,72.1,71.5,95.7,26.0,0.0,58.6,64.4,69.7,12.9,1.04,0.0,RR1.0 + 진입적정,0,266500.0,242500.0,291500.0,306500.0,,-0.07,1.54,249007,9.21,특이사항 없음,0,1.7,63.4,5.28,TIMING 강점,STRUCT 보조,,추세 관망,CAUTION,64.5,기타 전문 도매업,13909149000.0,66.7,22.87,0,0,-7.79,2.5,9.67,4.1,19.78,3.09,-6.11,-11.17,-52.63,0.025,0.025,1,8.5,0,0,0.97,0.55,0,0,0,1,1,250650.0,7.02,0.2827,False,O,▲,272382,▲,X,X,0.0,250,0,1,1,1,323000.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,9.01,5.0,1.0,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,기타 전문 도매업,7.67359649122807,15.616140350877194,9.0,26.0,OK,69.0,69.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260505,20260505,,72.1,72.1,72.1,30.95,30.95,FRESH,0.609,,False,0.497,False,MATURE,4882.0,1.042,0.87,0.87,0.0,0.0,0.0,v22_calibrated,,,,,,True,9.4,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
67,051600,한전KPS,KOSPI,기타,61400,143.36,27630.0,0.0,0.0,WAIT,WAIT,3,False,1,True,74.6,74.6,95.8,76.3,28.8,0.0,58.5,67.0,67.0,16.2,1.09,0.0,RR1.1 + 진입적정,0,61400.0,58100.0,65000.0,69000.0,,-1.47,1.21,60203,6.08,특이사항 없음,0,8.18,69.8,2.21,STRUCT 강점,TIMING 보조,,추세 관망,CAUTION,64.5,전기 및 통신 공사업,14336032550.0,66.0,17.65,0,0,-1.29,-3.31,2.85,7.34,13.08,24.29,-2.87,-17.87,-31.43,0.181,0.181,1,6.0,1,0,1.42,0.64,0,0,0,1,1,59220.0,1.99,-0.1868,True,O,▲,64168,▼,X,X,0.96,250,0,1,1,1,74200.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,5.37,5.0,1.1,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,전기 및 통신 공사업,7.67359649122807,15.616140350877194,9.0,28.8,OK,59.88557886146346,59.88557886146346,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260505,20260505,,74.6,74.6,74.6,30.95,30.95,FRESH,0.609,,False,0.517,False,MATURE,4882.0,1.091,0.87,0.87,0.0,0.0,0.0,v22_calibrated,,,,,,True,5.9,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
68,397030,에이프릴바이오,KOSDAQ,기타,57700,165.28,13509.8,0.0,0.0,WAIT,WAIT,3,False,1,True,61.8,61.8,64.6,52.8,74.0,0.0,58.4,63.8,21.2,73.5,3.81,0.0,RR3.8 + 진입적정,0,57700.0,55100.0,67600.0,74000.0,,-0.84,1.3,63118,48.37,특이사항 없음,0,16.96,58.2,-0.41,AI 강점,STRUCT 보조,,추세 관망,CAUTION,64.5,자연과학 및 공학 연구개발업,16528423300.0,68.4,31.85,0,0,-2.7,-6.79,-3.35,12.04,-5.41,57.22,1.83,-36.36,1.5,0.214,0.138,1,12.0,1,0,1.44,0.48,0,0,0,0,1,53280.0,-8.58,-0.2904,True,X,▲,62993,▼,X,X,1.69,250,0,1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.51,5.0,3.8,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,자연과학 및 공학 연구개발업,7.67359649122807,15.616140350877194,9.0,74.0,OK,43.0194153164814,43.0194153164814,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260505,20260505,,61.8,61.8,61.8,30.95,30.95,FRESH,0.609,,False,0.414,True,MATURE,4882.0,3.808,0.87,0.87,0.0,0.0,0.0,v22_calibrated,,,,,,True,17.2,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
69,097230,HJ중공업,KOSPI,건설·부동산,28800,357.95,26005.1,0.0,0.0,WAIT,WAIT,3,False,1,True,71.4,71.4,100.0,46.1,64.9,0.0,57.9,70.3,53.9,32.6,1.67,0.0,RR1.7 + 진입적정,0,28800.0,25800.0,33800.0,35500.0,,-2.8,0.47,27038,4.49,특이사항 없음,0,18.22,59.9,2.56,STRUCT 강점,AI 보조,,추세 관망,CAUTION,64.5,토목 건설업,35794614850.0,78.9,37.91,0,0,-0.69,-10.14,0.88,18.28,19.5,14.06,8.07,-11.45,-41.66,0.076,0.076,1,12.0,1,0,1.86,0.56,0,0,0,1,1,26020.0,6.52,-0.5323,False,O,▲,31473,▼,X,X,0.86,250,0,1,1,1,37900.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,10.42,5.0,1.7,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,토목 건설업,8.216666666666665,17.913333333333334,8.0,64.9,OK,28.913395532227174,28.913395532227174,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260505,20260505,,71.4,71.4,71.4,30.95,30.95,FRESH,0.609,,False,0.491,False,MATURE,4882.0,1.667,0.87,0.87,0.0,0.0,0.0,v22_calibrated,,,,,,True,17.4,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
70,047040,대우건설,KOSPI,건설·부동산,32150,8681.73,132106.8,0.0,0.0,WAIT,WAIT,3,False,1,True,70.3,70.3,96.2,40.9,77.4,0.0,57.4,71.5,55.3,30.9,1.69,0.0,RR1.7 + 진입적정,0,32150.0,27300.0,40350.0,44500.0,,0.1,0.61,18831,91.63,특이사항 없음,0,63.22,69.4,12.44,STRUCT 강점,AI 보조,,추세 관망,CAUTION,64.5,건물 건설업,868173444550.0,69.8,83.45,0,0,-8.14,-1.98,12.02,91.26,562.2,848.38,81.05,531.25,792.66,0.096,0.096,1,12.0,1,0,1.92,0.65,0,0,0,1,1,25935.0,70.72,-0.3951,False,O,▲,37058,▲,X,X,0.0,250,0,1,1,1,50100.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.09,4.0,1.7,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,건물 건설업,8.216666666666665,17.913333333333334,8.0,77.4,OK,28.551683892936378,28.551683892936378,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260505,20260505,,70.3,70.3,70.3,30.95,30.95,FRESH,0.609,,False,0.482,False,MATURE,4882.0,1.691,0.87,0.87,0.0,0.0,0.0,v22_calibrated,,,,,,True,25.5,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
71,121600,나노신소재,KOSDAQ,화학·소재,84500,107.23,10354.4,0.0,0.0,WAIT,WAIT,3,False,1,True,68.9,68.9,94.7,48.6,57.7,0.0,57.3,67.0,46.1,42.4,1.08,0.0,RR1.1 + 진입적정,0,84500.0,74500.0,95300.0,105100.0,,-1.72,0.63,72644,19.6,특이사항 없음,0,22.45,67.6,8.88,STRUCT 강점,,,추세 관망,CAUTION,64.5,기타 화학제품 제조업,10723083400.0,83.8,44.62,0,0,2.05,-4.84,9.74,34.55,25.56,30.2,24.34,-5.39,-25.52,0.062,0.062,1,12.0,1,0,1.48,0.67,0,0,0,1,1,71230.0,16.32,-0.3712,False,O,▲,89585,▼,X,X,1.21,250,0,1,1,1,121900.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,11.83,5.0,1.1,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,기타 화학제품 제조업,3.4499999999999997,16.929803921568627,10.0,57.7,OK,34.27400274776681,34.27400274776681,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260505,20260505,,68.9,68.9,68.9,30.95,30.95,FRESH,0.609,,False,0.471,False,MATURE,4882.0,1.08,0.87,0.87,0.0,0.0,0.0,v22_calibrated,,,,,,True,12.8,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
72,003230,삼양식품,KOSPI,유통·소비재,1316000,939.68,99134.5,0.0,0.0,WAIT,WAIT,3,False,1,True,71.4,71.4,87.1,79.2,24.3,0.0,57.2,63.5,62.8,21.5,0.9,0.0,진입적정,0,1316000.0,1213000.0,1409000.0,1514000.0,,-0.83,1.37,1204019,9.55,특이사항 없음,0,8.88,53.7,1.78,STRUCT 강점,TIMING 보조,,추세 관망,CAUTION,64.5,기타 식품 제조업,93968155000.0,64.4,21.46,0,0,-1.86,0.08,-4.36,6.13,19.64,-1.72,-4.08,-11.31,-57.44,0.194,0.194,1,8.6,0,0,1.17,0.64,0,0,0,1,1,1203100.0,9.3,-0.0868,True,O,▲,1334802,▼,X,X,3.65,250,0,1,-1,1,1674000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,7.83,4.0,0.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,기타 식품 제조업,3.8280000000000003,11.837333333333333,11.0,24.3,OK,63.0,63.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260505,20260505,,71.4,71.4,71.4,30.95,30.95,FRESH,0.609,,False,0.491,False,MATURE,4882.0,0.903,0.87,0.87,0.0,0.0,0.0,v22_calibrated,,,,,,True,7.1,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
73,001430,세아베스틸지주,KOSPI,철강·금속,71800,226.38,25749.0,0.0,0.0,WAIT,WAIT,3,False,1,True,74.7,74.7,93.0,85.8,15.8,0.0,56.9,64.9,77.2,3.5,0.84,0.0,진입적정,0,71800.0,65100.0,77400.0,92500.0,,0.1,1.2,71286,3.17,특이사항 없음,0,8.39,64.2,2.73,STRUCT 강점,TIMING 보조,,추세 관망,CAUTION,64.5,1차 철강 제조업,22637874100.0,64.3,19.55,0,0,-4.9,0.98,-4.39,6.69,1.27,163.0,-3.52,-29.68,107.28,0.231,0.208,1,12.0,1,0,1.24,0.64,0,0,0,1,1,62090.0,0.72,-0.0009,False,O,▲,73756,▲,X,X,1.99,250,0,1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,9.33,5.0,0.8,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,1차 철강 제조업,16.42653846153846,25.71153846153846,3.0,15.8,OK,63.0,63.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260505,20260505,,74.7,74.7,74.7,30.95,30.95,FRESH,0.609,,False,0.518,False,MATURE,4882.0,0.836,0.87,0.836,0.0,0.0,0.0,v22_calibrated,,,,,,True,7.8,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
74,069540,빛과전자,KOSDAQ,IT/전기전자,5210,671.15,5100.7,0.0,0.0,WAIT,WAIT,3,False,1,True,67.2,67.2,87.1,38.5,84.8,0.0,56.8,70.1,48.6,39.3,3.68,0.0,RR3.7 + 진입적정,0,5210.0,4425.0,8100.0,9100.0,,0.09,0.43,3587,233.34,특이사항 없음,0,61.82,55.6,7.36,STRUCT 강점,AI 보조,,추세 관망,CAUTION,64.5,통신 및 방송 장비 제조업,67114843944.0,48.5,91.08,0,0,2.56,-0.57,-11.09,67.26,210.12,508.64,57.05,179.17,452.92,0.156,0.149,1,12.0,0,0,1.67,0.44,0,0,0,1,1,3910.0,45.21,-0.6572,False,O,▲,5563,▼,X,X,1.38,248,0,1,1,1,10080.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.07,5.0,3.7,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,통신 및 방송 장비 제조업,5.491382978723405,24.48351063829787,6.0,84.8,OK,25.0,25.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260505,20260505,,67.2,67.2,67.2,30.95,30.95,FRESH,0.609,,False,0.458,False,MATURE,4882.0,3.682,0.87,0.87,0.0,0.0,0.0,v22_calibrated,,,,,,True,55.5,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
75,115180,큐리언트,KOSDAQ,기타,34950,86.09,13038.1,0.0,0.0,WAIT,WAIT,3,False,1,True,61.7,61.7,64.4,47.7,84.2,0.0,56.2,65.4,36.5,54.4,5.58,0.0,RR5.6 + 진입적정,0,34950.0,33650.0,42200.0,62900.0,,-2.08,1.3,41887,23.78,특이사항 없음,0,4.2,51.6,-6.02,AI 강점,STRUCT 보조,,추세 관망,CAUTION,64.5,자연과학 및 공학 연구개발업,8608917900.0,60.9,23.88,0,0,-6.3,-11.29,-7.78,-1.83,-1.96,67.63,-12.04,-32.91,11.91,0.446,0.157,1,12.0,1,0,2.47,0.19,0,0,0,0,-1,42250.0,-16.56,-0.3781,True,X,▲,39384,▼,X,X,1.47,250,0,1,1,1,73100.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.72,5.0,5.6,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,자연과학 및 공학 연구개발업,7.67359649122807,15.616140350877194,9.0,84.2,OK,42.90724307300416,42.90724307300416,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260505,20260505,,61.7,61.7,61.7,30.95,30.95,FRESH,0.609,,False,0.414,True,MATURE,4882.0,5.577,0.87,0.87,0.0,0.0,0.0,v22_calibrated,,,,,,True,20.7,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
76,112610,씨에스윈드,KOSPI,기타,69700,314.57,29393.5,0.0,0.0,WAIT,WAIT,3,False,1,True,65.5,65.5,88.0,47.7,56.0,0.0,55.6,63.9,40.3,49.6,1.02,0.0,RR1.0 + 진입적정,0,69700.0,61600.0,78000.0,82500.0,⚡눌림회복,-0.41,0.74,59567,72.31,특이사항 없음,0,4.17,57.2,2.38,STRUCT 강점,,,추세 관망,CAUTION,64.5,"구조용 금속제품, 탱크 및 증기발생기 제조업",31456561950.0,50.8,22.03,0,0,-2.65,-4.78,7.23,-9.36,77.81,60.23,-19.57,46.86,4.51,0.043,0.043,1,10.5,0,0,1.37,0.54,0,0,0,1,1,63230.0,17.01,-0.1084,False,O,▲,72963,▲,X,X,-3.91,250,0,1,1,1,90300.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,11.62,5.0,1.0,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",7.67359649122807,15.616140350877194,9.0,56.0,OK,30.073525891168515,30.073525891168515,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260505,20260505,,65.5,65.5,65.5,30.95,30.95,FRESH,0.609,,False,0.444,True,MATURE,4882.0,1.025,0.87,0.87,0.0,0.0,0.0,v22_calibrated,,,,,,True,11.9,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
77,006730,서부T&D,KOSDAQ,기타,14960,106.56,9713.1,0.0,0.0,WAIT,WAIT,3,False,1,True,70.3,70.3,94.9,66.1,29.7,0.0,54.9,63.6,65.2,18.5,0.83,0.0,진입적정,0,14960.0,13660.0,16040.0,20450.0,,0.54,1.03,15679,12.31,특이사항 없음,0,5.51,71.1,7.63,STRUCT 강점,TIMING 보조,RSI 과열,추세 관망,CAUTION,64.5,일반 및 생활 숙박시설 운영업,10655595090.0,77.2,23.49,0,0,-0.07,5.5,9.2,14.81,-13.97,58.31,4.6,-44.92,2.59,0.291,0.147,1,8.7,1,0,1.39,0.68,0,0,0,1,1,13534.0,-4.59,0.0605,False,O,▲,15118,▲,X,X,1.47,250,0,1,1,1,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.69,5.0,0.8,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,일반 및 생활 숙박시설 운영업,7.67359649122807,15.616140350877194,9.0,29.7,OK,54.98687287410993,54.98687287410993,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260505,20260505,,70.3,70.3,70.3,30.95,30.95,FRESH,0.609,,False,0.482,False,MATURE,4882.0,0.831,0.87,0.831,0.0,0.0,0.0,v22_calibrated,,,,,,True,7.2,,ELITE_SCORE,MATURE,4882,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
