LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,켈리_금액(원),추천수량,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON
400,033500,동성화인텍,KOSDAQ,화학·소재,29700,110.41,8906.9,0.0,,OVERHEAT,OVERHEAT,5,False,False,False,62.1,62.1,85.5,60.3,18.7,,14.4,54.8,66.8,16.5,0.18,1.5,진입적정,0,29250.0,26450.0,30300.0,39050.0,,1.51,1.47,27002,17.54,DATA_UNAVAILABLE,0,15.01,76.7,13.81,STRUCT 강점,TIMING 보조,RSI 과열,과열 (RSI/수익률),CAUTION,70.2,기초 화학물질 제조업,11041439625.0,86.0,29.94,0,0,3.48,9.8,16.24,27.47,6.83,0.17,17.67,-22.87,-53.28,0.099,0.099,1,8.0,1,0,1.23,0.93,,SWING_20D,80,RR_LEGACY,35,,0,v1_sl_first_gap_at_open,9.57,5.0,0.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,25810.0,9.99,0.1035,False,O,▲,28684,▲,O,X,0,0,0,1.39,237,0,1,-1,1,0.0,기초 화학물질 제조업,8.634561403508773,12.683508771929825,8.0,18.7,OK,64.15756874924116,64.15756874924116,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,62.1,62.1,62.1,29.7,29.7,FRESH,0.421,,True,MATURE,153039.0,0.0,,,,,,True,2.0,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
401,103590,일진전기,KOSPI,기타,96500,1041.4,46016.4,0.0,,OVERHEAT,OVERHEAT,5,False,False,False,61.9,61.9,82.9,64.2,15.5,,14.4,54.2,67.4,15.8,0.11,13.5,,0,85000.0,75100.0,98900.0,101700.0,,1.41,2.58,78223,57.3,DATA_UNAVAILABLE,0,14.2,80.1,19.25,STRUCT 강점,TIMING 보조,RSI 과열,과열 (RSI/수익률),CAUTION,70.2,절연선 및 케이블 제조업,104139819350.0,79.4,38.34,0,0,5.12,11.95,19.14,28.5,59.5,82.42,18.7,29.8,28.97,0.0,0.0,1,9.9,1,0,1.07,0.92,109800.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,11.65,5.0,1.4,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,81820.0,23.36,0.0756,False,O,▲,91387,▲,O,X,21037,5790,26827,-0.44,250,0,1,1,1,0.0,절연선 및 케이블 제조업,5.762608695652174,5.424260869565218,11.0,15.5,OK,61.39118530823149,61.39118530823149,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,61.9,61.9,61.9,29.7,29.7,FRESH,0.419,,True,MATURE,153039.0,0.0,,,,,,True,2.5,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
402,067990,도이치모터스,KOSDAQ,자동차·모빌리티,4950,78.36,1444.5,0.0,,OVERHEAT,OVERHEAT,5,False,False,False,61.9,61.9,97.9,35.6,42.4,,14.2,58.6,62.3,22.1,0.41,3.3,,0,4790.0,4540.0,5120.0,5330.0,,2.47,10.45,4536,7.61,DATA_UNAVAILABLE,1,3.22,78.4,8.96,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,70.2,자동차 판매업,7835710506.0,79.3,10.9,0,0,9.15,7.96,7.96,10.0,18.0,10.49,0.2,-11.7,-42.96,0.0,0.0,1,6.0,1,1,1.61,0.78,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,5.22,6.0,1.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,4491.5,9.11,0.0297,False,O,▲,4624,▲,O,X,0,0,0,2.09,250,0,1,1,1,0.0,자동차 판매업,0.7368421052631579,-4.0552631578947365,13.0,42.4,OK,32.0,32.0,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,61.9,61.9,61.9,29.7,29.7,FRESH,0.419,,True,MATURE,153039.0,0.0,,,,,,True,3.4,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
403,417840,저스템,KOSDAQ,조선·기계·설비,12040,105.07,2728.7,0.0,,OVERHEAT,OVERHEAT,5,False,False,False,61.8,61.8,93.4,27.7,66.6,,14.3,62.6,65.7,17.9,0.17,36.4,,0,8830.0,7500.0,12800.0,13090.0,,1.88,0.34,8011,70.78,DATA_UNAVAILABLE,0,23.88,84.5,43.15,STRUCT 강점,AI 보조,RSI 과열,과열 (RSI/수익률),CAUTION,70.2,특수 목적용 기계 제조업,10507454670.0,83.9,111.23,0,0,2.12,13.37,71.27,73.74,140.32,220.47,63.94,110.62,167.02,0.03,0.03,1,12.0,1,0,2.87,0.89,14970.0,SWING_20D,80,BB_UPPER,75,FIBO_1.272,40,v1_sl_first_gap_at_open,15.06,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,8632.0,50.29,0.0303,False,O,▲,12206,▲,X,X,0,0,0,-0.76,250,0,1,1,1,0.0,특수 목적용 기계 제조업,11.366794871794871,20.560641025641026,4.0,66.6,OK,25.990394056353797,25.990394056353797,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,61.8,61.8,61.8,29.7,29.7,FRESH,0.418,,True,MATURE,153039.0,0.0,,,,,,True,6.3,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
404,009470,삼화전기,KOSPI,IT/전기전자,45450,115.62,3006.0,0.0,,OVERHEAT,OVERHEAT,5,False,False,False,61.6,61.6,94.7,45.7,27.3,,13.9,55.9,67.4,15.8,0.39,11.1,,0,40900.0,35750.0,49200.0,59500.0,,0.47,1.35,45929,4.23,DATA_UNAVAILABLE,0,12.41,75.5,16.73,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,70.2,전자부품 제조업,11561819150.0,75.4,37.78,0,0,-2.78,15.21,15.06,23.84,12.5,18.67,14.04,-17.2,-34.78,0.328,0.27,1,11.1,1,0,2.46,0.76,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,12.59,6.0,1.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,39345.0,-1.04,0.3275,False,O,▲,44058,▲,O,X,0,0,0,0.0,250,0,1,1,1,0.0,전자부품 제조업,6.018977272727272,21.11511363636364,6.0,27.3,OK,51.0,51.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,61.6,61.6,61.6,29.7,29.7,FRESH,0.416,,True,MATURE,153039.0,0.0,,,,,,True,8.3,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
405,241710,코스메카코리아,KOSDAQ,화학·소재,86000,67.93,9184.8,0.0,,OVERHEAT,OVERHEAT,5,False,False,False,61.6,61.6,99.5,42.2,24.4,,13.4,55.4,75.1,6.1,0.44,0.0,진입적정,0,86000.0,77900.0,89600.0,106400.0,,-0.87,1.07,85112,19.16,DATA_UNAVAILABLE,0,11.0,77.9,6.01,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,70.2,기타 화학제품 제조업,6792944250.0,79.1,20.68,0,0,1.3,1.3,8.45,1.65,5.65,31.7,-8.15,-24.05,-21.75,0.223,0.112,1,8.1,1,0,1.37,0.89,,BB_UPPER,75,SWING_60D,60,,0,v1_sl_first_gap_at_open,9.42,5.0,0.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,77220.0,1.04,-0.1112,False,O,▲,87111,▲,X,X,0,0,0,2.0,250,0,1,1,1,0.0,기타 화학제품 제조업,8.634561403508773,12.683508771929825,8.0,24.4,OK,51.498243375540284,51.498243375540284,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,61.6,61.6,61.6,29.7,29.7,FRESH,0.416,,True,MATURE,153039.0,0.0,,,,,,True,4.2,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
406,402490,그린리소스,KOSDAQ,반도체,22650,197.06,3757.3,0.0,,OVERHEAT,OVERHEAT,5,False,False,False,61.6,61.6,92.2,32.8,58.0,,14.5,61.0,59.4,25.8,0.32,21.6,,0,18620.0,15830.0,24850.0,25750.0,,1.19,0.39,14359,52.23,DATA_UNAVAILABLE,0,12.41,75.1,27.7,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,70.2,반도체 제조업,19705875575.0,79.3,83.04,0,0,4.86,10.49,48.14,46.98,162.76,175.55,37.18,133.06,122.1,0.013,0.013,1,12.0,1,0,2.01,0.81,29500.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,14.98,6.0,2.2,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,17000.0,57.74,-0.191,False,O,▲,23726,▲,X,X,0,0,0,1.85,250,0,1,1,1,0.0,반도체 제조업,15.276176470588235,28.12735294117647,1.0,58.0,OK,26.401722541818266,26.401722541818266,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,61.6,61.6,61.6,29.7,29.7,FRESH,0.416,,True,MATURE,153039.0,0.0,,,,,,True,9.7,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
407,170920,엘티씨,KOSDAQ,화학·소재,46250,185.76,4885.9,0.0,,OVERHEAT,OVERHEAT,5,False,False,False,61.5,61.5,44.7,84.2,49.8,,17.2,59.6,39.5,50.6,0.14,33.9,,0,34550.0,29350.0,48650.0,56800.0,,2.01,1.28,29832,114.61,DATA_UNAVAILABLE,0,0.0,80.8,40.49,TIMING 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,70.2,기초 화학물질 제조업,18576096825.0,81.3,71.66,0,0,-3.65,33.09,65.18,36.23,85.74,111.19,26.43,56.04,57.74,0.053,0.053,1,12.0,1,0,1.31,0.89,67100.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.05,6.0,2.7,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,34480.0,55.03,0.8517,False,O,▲,40339,▲,O,X,0,0,0,-1.15,250,0,1,1,1,0.0,기초 화학물질 제조업,8.634561403508773,12.683508771929825,8.0,49.8,OK,84.0,84.0,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,61.5,61.5,61.5,29.7,29.7,FRESH,0.415,,True,MATURE,153039.0,0.0,,,,,,True,5.2,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
408,298020,효성티앤씨,KOSPI,화학·소재,530000,217.12,22936.7,0.0,,OVERHEAT,OVERHEAT,5,False,False,False,61.1,61.1,88.0,42.3,44.9,,15.1,58.4,45.7,42.9,0.24,10.3,,0,480500.0,415500.0,557000.0,582000.0,,0.5,0.9,409294,37.86,DATA_UNAVAILABLE,0,27.13,81.4,15.82,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,70.2,화학섬유 제조업,21712321000.0,90.4,54.32,0,0,0.0,8.72,14.22,32.0,47.02,142.01,22.2,17.32,88.56,0.025,0.025,1,11.8,1,0,1.27,0.86,630000.0,SWING_20D,80,BB_UPPER,75,FIBO_1.272,40,v1_sl_first_gap_at_open,13.53,5.0,1.2,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,445150.0,29.49,-0.1833,False,O,▲,548066,▲,X,X,0,0,0,0.19,250,0,1,1,1,0.0,화학섬유 제조업,8.634561403508773,12.683508771929825,8.0,44.9,OK,42.5308131793308,42.5308131793308,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,61.1,61.1,61.1,29.7,29.7,FRESH,0.411,,True,MATURE,153039.0,0.0,,,,,,True,5.1,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
409,051910,LG화학,KOSPI,화학·소재,391500,1192.37,276369.0,0.0,,OVERHEAT,OVERHEAT,5,False,False,False,60.6,60.6,87.6,43.7,40.4,,14.8,57.2,47.2,41.0,0.32,0.0,진입적정,0,391500.0,354500.0,403500.0,450500.0,,1.04,0.92,337678,17.11,DATA_UNAVAILABLE,0,13.13,84.7,13.17,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,70.2,기초 화학물질 제조업,119236784500.0,81.2,35.66,0,0,0.0,8.75,9.97,25.08,12.02,-6.12,15.28,-17.68,-59.57,0.114,0.114,1,8.6,1,0,1.39,0.89,,SWING_20D,80,ATR_3.5x,45,,0,v1_sl_first_gap_at_open,9.45,4.0,0.3,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,346300.0,15.94,0.0676,False,O,▲,389691,▲,O,X,0,0,0,-0.38,250,0,1,-1,1,0.0,기초 화학물질 제조업,8.634561403508773,12.683508771929825,8.0,40.4,OK,49.76713814414312,49.76713814414312,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,60.6,60.6,60.6,29.7,29.7,FRESH,0.406,,True,MATURE,153039.0,0.0,,,,,,True,3.1,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
410,033780,KT&G,KOSPI,기타,176200,524.65,202060.2,0.0,,OVERHEAT,OVERHEAT,5,False,False,False,60.6,60.6,91.9,52.8,13.5,,13.2,52.7,78.4,2.0,0.25,1.5,진입적정,0,173600.0,162900.0,179500.0,190200.0,,-0.55,1.05,162069,23.38,DATA_UNAVAILABLE,0,6.71,83.6,6.97,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,70.2,담배 제조업,52465199150.0,86.6,17.02,0,0,3.04,2.86,7.24,11.52,24.08,31.1,1.72,-5.62,-22.35,0.025,0.025,1,6.0,1,1,0.85,0.88,206000.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,v1_sl_first_gap_at_open,6.16,4.0,0.6,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,162050.0,8.72,-0.0836,False,O,▲,175182,▲,O,X,0,0,0,0.29,250,0,1,1,1,0.0,담배 제조업,5.762608695652174,5.424260869565218,11.0,13.5,OK,52.06265718372902,52.06265718372902,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,60.6,60.6,60.6,29.7,29.7,FRESH,0.406,,True,MATURE,153039.0,0.0,,,,,,True,1.9,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
411,361610,SK아이이테크놀로지,KOSPI,2차전지,27700,60.77,22655.0,0.0,,OVERHEAT,OVERHEAT,5,False,False,False,60.5,60.5,54.2,57.2,79.8,,17.4,63.7,25.6,68.0,0.37,12.1,,0,24700.0,22200.0,29750.0,34400.0,,-0.58,0.94,24771,14.42,DATA_UNAVAILABLE,0,9.47,82.1,17.75,AI 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,70.2,일차전지 및 이차전지 제조업,6076776025.0,84.9,37.15,0,0,2.97,14.46,19.91,27.94,3.55,-18.17,18.14,-26.15,-71.62,0.312,0.184,1,8.3,1,0,0.82,0.78,35750.0,SWING_20D,80,SWING_120D,45,FIBO_1.618,25,v1_sl_first_gap_at_open,10.12,5.0,2.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,25235.0,11.82,0.2346,False,O,▼,26779,▲,O,X,0,0,0,1.49,250,0,-1,-1,1,0.0,일차전지 및 이차전지 제조업,13.177692307692308,23.395384615384614,2.0,79.8,OK,57.76285368815122,57.76285368815122,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,60.5,60.5,60.5,29.7,29.7,FRESH,0.405,,True,MATURE,153039.0,0.0,,,,,,True,7.4,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
412,199800,툴젠,KOSDAQ,기타,96200,84.76,8652.1,0.0,,OVERHEAT,OVERHEAT,5,False,False,False,60.2,60.2,79.0,30.3,82.6,,15.1,64.0,52.3,34.6,0.18,24.8,,0,77100.0,65500.0,101800.0,108200.0,,-1.27,1.29,65565,65.51,DATA_UNAVAILABLE,0,18.81,82.8,31.06,AI 강점,STRUCT 보조,RSI 과열,과열 (RSI/수익률),CAUTION,70.2,자연과학 및 공학 연구개발업,8476166350.0,81.4,94.6,0,0,6.65,2.78,53.67,71.48,61.95,67.3,61.68,32.25,13.85,0.015,0.015,1,12.0,1,0,0.86,0.88,118300.0,SWING_20D,80,BB_UPPER,75,FIBO_1.272,40,v1_sl_first_gap_at_open,15.05,5.0,2.1,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,78180.0,46.72,-0.5477,False,O,▲,102155,▲,X,X,0,0,0,10.31,250,0,1,1,1,0.0,자연과학 및 공학 연구개발업,5.762608695652174,5.424260869565218,11.0,82.6,OK,40.37837756460398,40.37837756460398,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,60.2,60.2,60.2,29.7,29.7,FRESH,0.402,,True,MATURE,153039.0,0.0,,,,,,True,5.8,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
413,003670,포스코퓨처엠,KOSPI,2차전지,252000,784.95,224144.5,0.0,,OVERHEAT,OVERHEAT,5,False,False,False,60.1,60.1,85.5,58.7,11.9,,13.5,52.0,73.6,8.0,0.41,0.0,진입적정,0,252000.0,227500.0,262000.0,291000.0,,0.85,0.81,220822,11.77,DATA_UNAVAILABLE,0,4.71,76.3,12.54,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,70.2,일차전지 및 이차전지 제조업,78494804750.0,76.3,30.18,0,0,2.44,7.46,15.86,20.57,10.28,7.46,10.77,-19.42,-45.99,0.011,0.011,1,8.7,1,0,0.85,0.83,310000.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,v1_sl_first_gap_at_open,9.72,4.0,0.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,224200.0,14.12,0.099,False,O,▲,249814,▲,O,X,0,0,0,1.22,250,0,1,1,1,0.0,일차전지 및 이차전지 제조업,13.177692307692308,23.395384615384614,2.0,11.9,OK,46.016795705619074,46.016795705619074,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,60.1,60.1,60.1,29.7,29.7,FRESH,0.401,,True,MATURE,153039.0,0.0,,,,,,True,4.0,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
414,293580,나우IB,KOSDAQ,금융,2475,65.74,2349.5,0.0,,OVERHEAT,OVERHEAT,5,False,False,False,59.8,59.8,89.9,23.6,72.1,,13.9,61.9,66.3,17.1,0.65,17.9,,0,2100.0,1786.0,2920.0,3295.0,,-0.12,0.52,2093,63.59,DATA_UNAVAILABLE,0,9.28,77.3,23.67,STRUCT 강점,AI 보조,RSI 과열,과열 (RSI/수익률),CAUTION,70.2,기타 금융업,6574282780.0,92.2,71.71,0,0,-2.75,-1.59,37.5,37.65,57.74,106.94,27.85,28.04,53.49,0.088,0.088,1,12.0,1,0,3.29,0.66,3775.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.95,6.0,2.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,1868.4,18.21,-0.2103,False,O,▲,2577,▲,X,X,0,0,0,-0.39,250,0,1,1,1,0.0,기타 금융업,6.426756756756757,10.945945945945946,9.0,72.1,OK,30.668074326424495,30.668074326424495,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,59.8,59.8,59.8,29.7,29.7,FRESH,0.398,,True,MATURE,153039.0,0.0,,,,,,True,18.0,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
415,005940,NH투자증권,KOSPI,서비스 기타,35100,292.16,125076.9,0.0,,OVERHEAT,OVERHEAT,5,False,False,False,59.3,59.3,95.2,35.0,36.2,,13.6,55.5,60.2,24.8,0.47,0.0,진입적정,0,35100.0,32200.0,36450.0,37900.0,,-0.9,0.91,32704,69.12,DATA_UNAVAILABLE,0,13.31,77.8,5.38,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,70.2,금융 지원 서비스업,29216442475.0,67.6,27.43,0,0,0.43,-0.57,3.08,2.48,47.48,75.94,-7.32,17.78,22.49,0.155,0.155,1,8.2,1,0,1.15,0.81,42600.0,SWING_20D,80,BB_UPPER,75,SWING_60D,60,v1_sl_first_gap_at_open,8.26,4.0,0.5,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,36760.0,7.32,-0.1404,False,O,▲,36314,▼,X,X,0,0,0,2.0,250,0,1,1,1,0.0,금융 지원 서비스업,4.6518749999999995,2.80625,12.0,36.2,OK,47.84058586873134,47.84058586873134,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,59.3,59.3,59.3,29.7,29.7,FRESH,0.393,,True,MATURE,153039.0,0.0,,,,,,True,3.8,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
416,099190,아이센스,KOSDAQ,기타,22800,82.66,6543.9,0.0,,OVERHEAT,OVERHEAT,5,False,False,False,59.0,59.0,99.9,39.6,15.9,,12.4,51.8,84.0,0.0,0.07,5.3,,0,21650.0,19750.0,23000.0,27600.0,,1.74,3.62,22067,-0.89,DATA_UNAVAILABLE,0,7.5,84.8,14.55,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,70.2,의료용 기기 제조업,8266363725.0,77.2,22.21,0,0,11.49,9.09,14.63,14.63,45.69,31.56,4.83,15.99,-21.89,0.324,0.161,0,8.1,1,0,3.2,0.96,30900.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,8.78,5.0,0.7,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,18797.0,3.32,-0.0288,False,O,▲,21177,▲,O,X,0,0,0,0.24,250,0,1,1,1,0.0,의료용 기기 제조업,5.762608695652174,5.424260869565218,11.0,15.9,OK,58.832801600973085,58.832801600973085,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,59.0,59.0,59.0,29.7,29.7,FRESH,0.39,,True,MATURE,153039.0,0.0,,,,,,True,0.9,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
