LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON
449,012030,DB,KOSPI,IT/전기전자,2300,77.03,4627.0,0.0,,ATTACK,ATTACK,1,True,0,False,75.1,75.1,93.7,72.2,43.9,0.0,18.8,69.9,49.8,37.7,0.3,9.8,돌입,0,2095.0,1812.0,2445.0,2640.0,🚀급등시동,1.25,0.97,2026,15.0,특이사항 없음,0,15.13,68.2,15.27,STRUCT 강점,TIMING 보조,5일 급등,기술적 돌파 조건 충족,CAUTION,46.3,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",7702711403.0,61.5,32.97,0,0,2.0,17.53,9.0,37.72,37.15,55.51,32.82,22.29,28.76,0.0,0.0,1,12.0,1,0,2.52,0.81,0,0,0,1,1,1869.7,13.48,0.2808,False,O,▲,2128,▲,O,X,-1.11,250,0,1,1,1,2975.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,13.51,6.0,1.2,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",3.911222222222222,20.537,6.0,0.06732919254658386,0.04894277342310757,0.14814814814814814,OK,43.9,OK,46.940821715768934,46.940821715768934,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,75.1,75.1,75.1,14.86,14.86,FRESH,0.537,,False,0.332,True,MATURE,5934.0,1.237,0.864,0.864,0.0,0.0,,v22_calibrated,,,,,,True,6.3,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
450,298830,슈어소프트테크,KOSDAQ,IT/전기전자,8000,137.46,4276.7,0.0,,ARMED,ARMED,2,True,0,False,78.7,78.7,96.6,62.5,75.1,0.0,69.4,78.1,34.1,57.4,0.84,1.5,진입적정 + 대기,0,7880.0,7210.0,8660.0,8960.0,,1.27,1.07,7842,-11.66,특이사항 없음,3,6.29,58.4,4.26,STRUCT 강점,AI 보조,,스퀴즈/품질 대기,CAUTION,46.3,소프트웨어 개발 및 공급업,13746128930.0,71.1,13.24,1,0,3.23,4.44,2.3,16.28,-3.85,63.93,11.38,-18.71,37.18,0.656,0.432,0,12.0,1,0,1.81,0.6,0,0,0,1,1,6781.0,2.0,0.0441,False,O,▼,7961,▲,O,X,-0.65,250,0,-1,1,1,9180.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,8.5,6.0,1.2,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_2x,70,SWING_60D,60,0.0,소프트웨어 개발 및 공급업,3.911222222222222,20.537,6.0,0.0674107142857143,0.02834793581297492,0.34285714285714286,OK,75.1,OK,57.134338955260844,57.134338955260844,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,78.7,78.7,78.7,14.86,14.86,FRESH,0.588,,False,0.361,True,MATURE,5934.0,1.164,0.987,0.987,0.0,0.0,,v22_calibrated,,,,,,True,8.2,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
451,059120,아진엑스텍,KOSDAQ,반도체,11100,210.63,2032.4,0.0,,ARMED,ARMED,2,True,0,False,64.8,64.8,88.5,48.3,50.2,0.0,54.7,62.3,40.2,49.8,1.2,14.1,RR1.2 + 대기,0,9730.0,8270.0,14500.0,16790.0,,1.29,0.54,9924,39.09,특이사항 없음,0,7.43,70.4,19.78,STRUCT 강점,,RSI 과열,스퀴즈/품질 대기,CAUTION,46.3,반도체 제조업,21062745260.0,92.6,102.88,0,0,-14.42,-4.8,42.67,60.64,23.33,189.29,55.74,8.47,162.54,0.066,0.061,1,12.0,1,0,3.24,0.55,0,0,0,1,1,9384.0,11.84,-0.3044,False,O,▲,13256,▲,X,X,-2.78,250,0,1,1,1,19700.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.01,6.0,3.3,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,반도체 제조업,4.6030303030303035,49.35212121212121,1.0,0.111003861003861,0.4008552239769268,0.2669902912621359,OK,50.2,OK,26.974143422895796,26.974143422895796,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,64.8,64.8,64.8,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,3.267,0.837,0.837,0.0,0.0,,v22_calibrated,,,,,,True,30.6,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
452,092790,넥스틸,KOSPI,철강·금속,18770,316.37,4880.6,0.0,,ARMED,ARMED,2,True,0,False,67.4,67.4,100.0,33.2,70.6,0.0,52.1,67.9,66.8,16.5,1.18,5.1,RR1.2 + 대기,0,17860.0,15180.0,23000.0,24700.0,,0.98,1.09,16447,15.72,특이사항 없음,0,9.22,56.8,3.66,STRUCT 강점,AI 보조,,스퀴즈/품질 대기,CAUTION,46.3,1차 철강 제조업,31636973370.0,80.5,45.67,0,0,8.12,-6.85,12.87,6.59,67.74,69.1,1.69,52.88,42.35,0.116,0.116,1,12.0,0,0,2.07,0.45,0,0,0,1,-1,24790.0,14.12,-0.7059,False,O,▲,20288,▼,X,X,-2.3,250,0,1,1,1,26600.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.01,6.0,1.9,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,1차 철강 제조업,-1.9004347826086954,10.589565217391305,10.0,0.10343252911180455,0.03891488569758793,0.2874015748031496,OK,70.6,OK,26.825277873655093,26.825277873655093,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,67.4,67.4,67.4,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,1.918,0.843,0.843,0.0,0.0,,v22_calibrated,,,,,,True,22.5,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
453,199820,제일일렉트릭,KOSDAQ,인프라·에너지,16450,496.19,3655.2,0.0,,ARMED,ARMED,2,True,0,False,61.5,61.5,92.1,42.2,39.1,0.0,48.9,57.8,53.0,33.8,1.56,10.1,RR1.6 + 대기,0,14940.0,12700.0,22300.0,22950.0,,-1.1,0.71,15334,-6.81,특이사항 없음,0,20.11,69.6,15.58,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,46.3,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",49619133950.0,84.2,92.49,0,0,0.0,-14.99,30.14,59.86,59.09,59.71,54.96,44.23,32.96,0.307,0.307,0,12.0,1,0,3.23,0.51,0,0,0,1,1,14482.0,7.28,-0.9943,False,O,▲,19077,▼,X,X,-2.19,250,0,1,1,1,26150.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,14.99,6.0,3.3,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",-6.905,35.27357142857143,5.0,0.13903603994789407,0.14339826667528746,0.6294964028776978,OK,39.1,OK,43.600389752617104,43.600389752617104,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,61.5,61.5,61.5,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,3.286,0.83,0.83,0.0,0.0,,v22_calibrated,,,,,,True,35.6,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
454,005950,이수화학,KOSPI,화학·소재,9880,93.76,2597.9,0.0,,ARMED,ARMED,2,True,0,False,50.3,50.3,99.9,7.4,37.1,0.0,34.1,48.1,92.5,0.0,2.64,1.5,RR2.6 + 진입적정 + 대기,0,9730.0,8810.0,12700.0,14250.0,⚡눌림회복,-1.07,0.74,10135,7.05,특이사항 없음,0,13.48,54.9,1.69,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,46.3,기초 화학물질 제조업,9376147590.0,67.0,42.52,0,0,5.56,-8.94,2.28,24.43,8.93,-2.08,19.53,-5.93,-28.83,0.359,0.359,1,12.0,1,0,2.24,0.4,0,0,0,1,1,9065.0,-2.52,-0.7671,False,O,▲,10713,▼,X,X,0.0,250,0,1,1,1,16220.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,9.46,6.0,3.2,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기초 화학물질 제조업,-5.82590909090909,7.141818181818182,12.0,0.08610468478889531,0.18546643407626257,0.5,OK,37.1,OK,2.148941129073808,2.148941129073808,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,50.3,50.3,50.3,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,3.228,0.804,0.804,0.0,0.0,,v22_calibrated,,,,,,True,28.5,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
455,005010,휴스틸,KOSPI,철강·금속,5810,139.16,3264.5,0.0,,ARMED,ARMED,2,True,0,False,46.8,46.8,100.0,8.7,16.4,0.0,30.4,41.7,91.3,0.0,1.43,3.4,RR1.4 + 대기,0,5620.0,4770.0,7300.0,7610.0,⚡눌림회복,-0.91,0.55,5880,0.37,특이사항 없음,0,6.56,58.5,0.92,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,46.3,1차 철강 제조업,13916018335.0,79.1,48.28,0,0,7.2,-11.03,1.04,4.31,35.43,44.17,-0.59,20.57,17.42,0.302,0.095,1,12.0,1,0,2.37,0.36,0,0,0,1,1,5359.5,-1.21,-0.7992,False,O,▲,6332,▼,X,X,0.0,250,0,1,1,1,8210.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.12,6.0,2.0,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,1차 철강 제조업,-1.9004347826086954,10.589565217391305,10.0,0.09779936070813867,0.0695536300087841,0.3835616438356164,OK,16.4,OK,3.3555480541891614,3.3555480541891614,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,46.8,46.8,46.8,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,1.976,0.796,0.796,0.0,0.0,,v22_calibrated,,,,,,True,25.6,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
456,019210,와이지-원,KOSDAQ,기타,15980,201.17,5943.6,0.0,,ARMED,ARMED,2,True,0,False,87.7,87.7,100.0,79.9,78.5,0.0,24.3,86.1,21.5,73.1,0.49,5.4,3축고점 + 대기,0,15160.0,12880.0,17500.0,19790.0,,0.12,1.37,12685,25.38,특이사항 없음,0,2.93,62.6,5.32,STRUCT 강점,TIMING 보조,,스퀴즈/품질 대기,CAUTION,46.3,기타 금속 가공제품 제조업,20116850505.0,64.9,27.57,0,0,11.51,0.76,-1.42,15.8,56.51,213.95,10.9,41.65,187.2,0.054,0.054,1,12.0,1,0,2.21,0.64,0,0,0,1,1,12802.5,25.97,-0.3506,False,O,▲,15786,▼,O,X,0.0,250,0,1,1,1,23400.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,15.04,5.0,1.0,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,기타 금속 가공제품 제조업,15.605078125,25.927343750000002,3.0,0.08278204898980869,0.02915753895093241,0.06043956043956044,OK,78.5,OK,54.92816846352778,54.92816846352778,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,87.7,87.7,87.7,14.86,14.86,FRESH,0.537,,False,0.433,True,MATURE,5934.0,1.026,1.2,1.026,0.0,0.0,,v22_calibrated,,,,,,True,9.5,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
457,028670,팬오션,KOSPI,기타,6120,413.83,32715.7,0.0,,ARMED,ARMED,2,True,0,False,89.9,89.9,94.7,100.0,60.0,0.0,23.9,84.9,40.0,50.0,0.25,1.5,진입적정 + 3축고점 + 대기,0,6030.0,5440.0,6290.0,7080.0,,1.82,1.53,5529,0.2,특이사항 없음,5,3.86,66.4,7.92,TIMING 강점,STRUCT 보조,,스퀴즈/품질 대기,CAUTION,46.3,해상 운송업,41383080355.0,63.9,14.52,1,0,5.34,8.9,10.07,12.71,20.47,62.12,7.81,5.61,35.37,0.0,0.0,1,9.7,0,0,1.37,0.85,0,0,0,1,1,5217.0,10.69,0.009,False,O,▲,5887,▲,O,X,0.52,250,0,1,1,1,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,9.78,5.0,0.4,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,,0,0.0,해상 운송업,15.605078125,25.927343750000002,3.0,0.04866946778711484,0.01602493745955866,0.07894736842105263,OK,60.0,OK,75.01307388920942,75.01307388920942,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,89.9,89.9,89.9,14.86,14.86,FRESH,0.537,,False,0.451,False,MATURE,5934.0,0.441,1.2,0.441,0.0,0.0,,v22_calibrated,,,,,,True,2.8,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
458,488280,에스투더블유,KOSDAQ,IT/전기전자,29750,258.79,3203.9,0.0,,ARMED,ARMED,2,True,0,False,80.0,80.0,84.6,75.8,79.1,0.0,23.3,79.8,8.8,89.0,0.04,22.7,밸런스우수 + 대기,0,24250.0,20600.0,30100.0,30950.0,,0.39,1.31,22431,11.63,특이사항 없음,0,6.29,74.6,28.8,STRUCT 강점,AI 보조,RSI 과열,스퀴즈/품질 대기,CAUTION,46.3,소프트웨어 개발 및 공급업,25878798000.0,86.5,67.75,0,0,20.93,8.38,56.66,85.47,37.73,37.73,80.57,22.87,10.98,0.209,0.209,1,12.0,0,0,2.59,0.97,0,0,0,1,1,21924.0,32.62,-0.5157,False,O,▼,28820,▲,O,X,0.81,155,0,-1,0,0,33200.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,15.05,6.0,1.6,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,BB_UPPER,75,ATR_3.5x,45,0.0,소프트웨어 개발 및 공급업,3.911222222222222,20.537,6.0,0.08561824729891958,0.08338540361538933,0.0,OK,79.1,OK,56.86807751649578,56.86807751649578,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,80.0,80.0,80.0,14.86,14.86,FRESH,0.537,,False,0.371,True,MATURE,5934.0,1.603,1.031,1.031,0.0,0.0,,v22_calibrated,,,,,,True,1.2,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
459,098120,마이크로컨텍솔,KOSDAQ,IT/전기전자,39650,115.05,3296.0,0.0,,ARMED,ARMED,2,True,0,False,86.8,86.8,90.0,100.0,54.0,0.0,22.7,81.3,46.0,42.5,0.14,1.5,진입적정 + 3축고점 + 대기,0,39050.0,33150.0,40550.0,50000.0,,1.05,1.45,29952,55.17,특이사항 없음,2,9.98,69.8,10.11,TIMING 강점,STRUCT 보조,,스퀴즈/품질 대기,CAUTION,46.3,전자부품 제조업,11505209675.0,56.6,16.09,1,0,6.3,9.68,12.64,33.5,80.23,49.91,28.6,65.37,23.16,0.0,0.0,1,12.0,0,0,1.32,0.91,0,0,0,1,1,29640.0,32.37,0.024,False,O,▲,37854,▲,O,X,-3.22,250,0,1,1,1,54400.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.11,6.0,0.3,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,전자부품 제조업,3.911222222222222,20.537,6.0,0.07890470185552152,0.02953359514712402,0.2,OK,54.0,OK,77.26172015783976,77.26172015783976,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,86.8,86.8,86.8,14.86,14.86,FRESH,0.537,,False,0.426,True,MATURE,5934.0,0.254,1.2,0.254,0.0,0.0,,v22_calibrated,,,,,,True,2.3,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
460,080220,제주반도체,KOSDAQ,반도체,58900,2085.38,20286.8,0.0,,ARMED,ARMED,2,True,0,False,82.9,82.9,97.0,76.8,66.7,0.0,22.3,80.2,30.3,62.1,0.28,9.9,3축고점 + 대기,0,53600.0,45550.0,62600.0,71600.0,🚀급등시동,0.54,0.82,48636,25.75,특이사항 없음,0,25.57,66.8,15.29,STRUCT 강점,TIMING 보조,,스퀴즈/품질 대기,CAUTION,46.3,반도체 제조업,208538185950.0,73.5,48.07,0,0,6.7,0.68,0.86,42.27,26.26,184.54,37.37,11.4,157.79,0.012,0.012,1,12.0,1,0,2.15,0.82,26093,118,26211,1,1,46165.0,21.1,-0.256,False,O,▲,58217,▼,O,X,-2.72,250,0,1,1,1,79700.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.02,5.0,1.1,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,반도체 제조업,4.6030303030303035,49.35212121212121,1.0,0.08719379092893524,0.04591056408603354,0.06557377049180328,OK,66.7,OK,47.912822998085716,47.912822998085716,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,82.9,82.9,82.9,14.86,14.86,FRESH,0.537,,False,0.395,True,MATURE,5934.0,1.118,1.129,1.118,0.0,0.0,,v22_calibrated,,,,,,True,6.3,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
461,007810,코리아써키트,KOSPI,IT/전기전자,103900,222.19,24917.9,0.0,,ARMED,ARMED,2,True,0,False,79.9,79.9,93.7,77.7,56.8,0.0,21.0,76.1,36.9,53.9,0.12,1.6,진입적정 + 대기,0,102300.0,86900.0,106000.0,132100.0,🚀급등시동,1.04,0.61,74135,167.85,특이사항 없음,1,11.66,66.1,9.59,STRUCT 강점,TIMING 보조,,스퀴즈/품질 대기,CAUTION,46.3,전자부품 제조업,22218928800.0,62.3,20.74,1,0,5.8,9.48,5.8,31.19,90.64,255.21,26.29,75.78,228.46,0.0,0.0,1,12.0,1,0,1.39,0.92,0,0,0,1,1,78660.0,40.15,-0.0172,False,O,▲,100392,▲,O,X,-3.56,250,0,1,1,1,143900.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.05,5.0,0.2,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,전자부품 제조업,3.911222222222222,20.537,6.0,0.0818781795682662,0.01070977495578979,0.056074766355140186,OK,56.8,OK,42.9349413453179,42.9349413453179,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,79.9,79.9,79.9,14.86,14.86,FRESH,0.537,,False,0.371,True,MATURE,5934.0,0.24,1.027,0.24,0.0,0.0,,v22_calibrated,,,,,,True,2.0,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
462,168360,펨트론,KOSDAQ,조선·기계·설비,26750,90.7,5806.8,0.0,,ARMED,ARMED,2,True,0,False,78.8,78.8,83.1,90.4,47.0,0.0,20.7,73.5,43.4,45.7,0.69,1.5,진입적정 + 대기,0,26350.0,22350.0,29800.0,34700.0,,0.35,1.24,24161,68.98,특이사항 없음,2,6.39,61.0,9.11,TIMING 강점,STRUCT 보조,,스퀴즈/품질 대기,CAUTION,46.3,특수 목적용 기계 제조업,9070000900.0,48.8,24.24,1,0,5.94,6.15,6.79,18.1,41.68,40.79,13.2,26.82,14.04,0.047,0.047,1,12.0,0,0,1.28,0.61,0,0,0,1,1,21265.0,10.71,0.0739,False,O,▲,26058,▲,O,X,-3.76,250,0,1,1,1,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.18,5.0,0.9,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,특수 목적용 기계 제조업,6.517777777777778,28.688333333333333,4.0,0.09038718291054738,0.010605204524442755,0.1527777777777778,OK,47.0,OK,56.052426234545436,56.052426234545436,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,78.8,78.8,78.8,14.86,14.86,FRESH,0.537,,False,0.362,True,MATURE,5934.0,0.862,0.99,0.862,0.0,0.0,,v22_calibrated,,,,,,True,11.4,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
