시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2,RR1,Now%,LDY_SCORE,ROUTE,AI_COMMENT,기준일,시총기준일
KOSPI,두산에너빌리티,034020,기계,75000,2242.62,480420.9,,41.0,-2.94,-486.9865,55.53442,0.6,2.04,-0.53,3,,"MACD상승, 정배열(단), 장기추세(120↑)",75000,69800,81300,88100,1.2115384615384615,0.0,77.2,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSPI,현대건설,000720,기타,65900,579.05,73383.4,,63.3,4.51,311.5588,80.79208,0.71,8.39,8.39,6,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",64900,60400,71800,78600,1.5333333333333334,1.5408320493066257,77.0,🔼 BRK (돌파),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSPI,LG에너지솔루션,373220,전기전자,415000,829.8,971100.0,,38.7,-6.78,-6378.9909,695.06632,0.58,0.36,-6.32,3,,"MACD상승, 정배열(단), 장기추세(120↑)",415000,386000,450000,487500,1.206896551724138,0.0,76.7,🔺 Watch (상승 준비),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSPI,한미반도체,042700,전기전자,120500,1021.65,114851.2,,52.8,-4.19,-989.5966,31.72224,0.66,0.33,-0.99,3,,"MACD상승, 정배열(단), 장기추세(120↑)",120500,112100,130600,141600,1.2023809523809523,0.0,76.6,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSPI,삼성화재,000810,금융업,497000,537.26,228675.4,,50.3,2.21,912.027,449.94845,1.05,5.07,7.11,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",497000,462000,539000,584000,1.2,0.0,76.5,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSDAQ,삼천당제약,000250,기타,226500,271.9,53131.2,,61.7,2.8,47.5124,835.33882,0.93,11.03,2.03,6,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",226500,210500,250500,274000,1.5,0.0,76.3,🔺 Watch (관찰·돌파예상),💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSDAQ,파마리서치,214450,기타,421000,862.72,43740.4,,46.8,-6.79,939.1665,167.27259,1.08,3.31,-6.55,1,,"MACD상승, MACD>Sig",421000,391500,456500,494500,1.2033898305084745,0.0,76.0,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSDAQ,원익홀딩스,030530,기타,24850,825.58,19193.6,,43.7,-7.36,-518.391,138.68639,0.92,1.22,13.21,3,,"MACD상승, 정배열(단), 장기추세(120↑)",24850,23100,26950,29200,1.2,0.0,76.0,🔺 Watch (상승 준비),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSPI,현대로템,064350,기타,169500,1376.31,184996.2,,29.7,-10.51,-1676.0722,136.2753,1.17,-4.35,-9.5,0,,MACD상승,169500,157600,183700,199200,1.1932773109243697,0.0,75.7,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSDAQ,삼영엠텍,054540,기타,14910,1093.02,1938.3,,85.8,-2.47,-273.4055,137.47046,2.89,11.27,-17.21,5,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI)",14910,13870,16160,17520,1.2019230769230769,0.0,75.7,🔺 Watch (관찰·돌파예상),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSPI,한화오션,042660,기타,106100,1688.9,325104.6,,37.5,-12.32,-2683.4754,153.84545,0.79,-6.11,-16.98,1,,"MACD상승, 정배열(단)",106100,98700,115000,124700,1.2027027027027026,0.0,75.3,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSPI,현대차,005380,운수장비,266000,2877.27,544655.7,,48.1,0.21,-1969.5131,727.23959,1.74,3.3,0.57,5,★,"MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑)",266000,252500,282000,299500,1.1851851851851851,0.0,75.2,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,기아,000270,운수장비,117000,1141.65,456783.2,,32.2,2.49,-239.2329,306.38037,1.25,5.22,2.18,5,★,"MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑)",117000,111500,123700,130900,1.2181818181818183,0.0,74.5,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSPI,하이브,352820,서비스업,298000,454.48,126829.1,,63.1,0.22,-447.241,550.94129,0.54,6.24,1.36,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",298000,277000,323000,350000,1.1904761904761905,0.0,74.4,🔺 Watch (관찰·돌파예상),💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,포스코퓨처엠,003670,기타,207500,472.34,184563.4,,46.2,1.11,-828.5306,401.53984,0.59,10.9,3.75,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",207500,193000,225000,244000,1.206896551724138,0.0,74.3,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,대한전선,001440,기타,22800,794.84,42510.0,,44.9,-4.15,-463.8343,103.90504,0.59,4.35,-3.59,3,,"MACD상승, 정배열(단), 장기추세(120↑)",22800,21200,24700,26800,1.1875,0.0,74.2,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSPI,LG이노텍,011070,기타,248000,390.94,58694.4,,51.4,2.25,-1612.1452,801.38866,0.92,5.08,4.64,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",248000,230500,269000,291500,1.2,0.0,74.0,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSPI,KB금융,105560,금융업,132000,1771.87,503530.0,,58.5,4.98,140.5317,499.65267,1.15,8.46,7.76,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",129500,121200,139500,150300,1.2048192771084338,1.9305019305019304,73.7,🔼 BRK (돌파),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSPI,HD한국조선해양,009540,운수장비,413000,613.24,292293.0,,52.4,-2.49,-2697.0164,285.95606,0.61,-1.67,-3.05,2,,"MACD상승, 장기추세(120↑)",413000,384000,447500,485500,1.1896551724137931,0.0,73.4,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSPI,두산,000150,기계,852000,605.54,137971.5,,33.1,-6.79,-19283.5122,1698.45202,0.49,2.65,-8.58,3,,"MACD상승, 정배열(단), 장기추세(120↑)",852000,792000,924000,1001000,1.2,0.0,73.0,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSPI,미래에셋증권,006800,기타,21750,678.88,124043.8,,43.3,-4.13,-136.7243,28.80949,0.65,3.57,-0.68,3,,"MACD상승, 정배열(단), 장기추세(120↑)",21750,20250,23600,25550,1.2333333333333334,0.0,72.9,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSPI,삼성생명,032830,금융업,155400,376.1,310800.0,,54.0,1.29,395.8363,282.19986,0.84,5.93,4.51,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",155400,144500,168500,182600,1.201834862385321,0.0,72.9,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSDAQ,올릭스,226950,기타,130000,1185.68,26149.2,,56.8,-0.43,-1774.4074,-73.61499,0.88,3.09,-6.27,3,,"20선근접, 정배열(단), 장기추세(120↑)",130000,120900,140900,152800,1.1978021978021978,0.0,72.3,↩️ PULL (눌림),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,SK,034730,서비스업,258500,372.44,187419.5,,52.3,0.0,-1689.8153,304.90139,0.52,3.82,-1.9,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",258500,240500,280000,303500,1.1944444444444444,0.0,72.1,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,한국금융지주,071050,기타,162700,294.45,90666.2,,47.2,-0.68,-610.1287,377.75053,0.61,5.24,4.29,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",162700,151300,176400,191200,1.2017543859649122,0.0,72.1,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,SK스퀘어,402340,기타,308500,1555.73,408888.5,,59.4,5.56,-853.8018,766.37095,0.77,6.2,8.82,3,,"MACD상승, 정배열(단), 장기추세(120↑)",301000,280000,326500,353500,1.2142857142857142,2.4916943521594686,72.0,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251202,20251202
KOSPI,카카오,035720,서비스업,59500,688.93,263218.6,,30.7,-1.73,-88.0934,56.79985,0.29,2.59,3.48,0,,MACD상승,59500,55600,64200,69400,1.205128205128205,0.0,71.8,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSDAQ,알테오젠,196170,기타,521000,1896.89,278765.2,,64.9,-2.75,-4387.5933,-624.25013,0.82,0.58,-6.8,3,,"정배열(단), 장기추세(120↑), 자금유입(MFI)",521000,484500,565000,612000,1.2054794520547945,0.0,71.7,↩️ PULL (눌림),💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251202,20251202
KOSPI,LG화학,051910,화학,371500,662.4,262250.6,,45.2,-3.97,-4772.3598,33.82156,0.52,2.34,-4.25,3,,"MACD상승, 정배열(단), 장기추세(120↑)",371500,345500,402500,436500,1.1923076923076923,0.0,71.7,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSPI,엘앤에프,066970,기타,129100,456.34,50995.9,,50.2,2.6,-1066.7092,405.87701,0.59,13.64,2.95,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",129100,120100,139900,151700,1.2,0.0,71.7,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSPI,키움증권,039490,기타,278000,313.02,73898.5,,45.6,-1.23,-1914.4297,843.44976,0.99,3.35,1.46,3,,"MACD상승, 정배열(단), 장기추세(120↑)",278000,258500,301500,326500,1.205128205128205,0.0,71.5,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,포스코인터내셔널,047050,기타,55600,307.49,97813.1,,56.4,4.79,139.7051,157.47566,1.87,6.72,6.92,6,★,"MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",54700,50900,60300,65900,1.4736842105263157,1.6453382084095063,71.5,🔼 BRK (돌파),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSPI,삼성중공업,010140,기타,24500,635.09,215600.0,,27.8,-4.83,-321.0887,27.43549,0.59,-1.21,-3.16,3,,"MACD상승, 정배열(단), 장기추세(120↑)",24500,22800,26550,28800,1.2058823529411764,0.0,71.4,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSDAQ,로보스타,090360,기타,72400,391.51,7059.0,,43.5,0.24,-752.532,497.68575,1.04,15.65,5.23,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",72400,67300,78500,85100,1.196078431372549,0.0,71.3,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,DB손해보험,005830,기타,127500,386.33,90270.0,,52.7,-1.37,242.1899,280.08926,0.77,6.34,4.42,1,,"MACD상승, MACD>Sig",127500,118600,138200,149800,1.202247191011236,0.0,71.2,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,NAVER,035420,서비스업,243000,1502.38,381151.9,,33.9,-5.43,-2193.9084,-153.97036,0.49,-3.95,-2.41,0,,정배열(단),243000,226000,263500,285500,1.2058823529411764,0.0,70.2,🔁 MR (반전),📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSDAQ,HK이노엔,195940,기타,52700,114.4,14929.9,,60.6,4.56,187.4601,67.88866,0.81,7.88,5.72,6,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",51900,48300,57400,62800,1.5277777777777777,1.5414258188824663,69.9,🔼 BRK (돌파),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSPI,한화엔진,082740,기타,42750,289.26,35673.7,,35.8,-0.34,43.5331,47.54222,0.63,1.42,3.26,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",42750,39750,46350,50200,1.2,0.0,69.7,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,해성디에스,195870,기타,53800,174.76,9146.0,,49.0,1.88,-722.4018,281.54299,1.0,5.7,0.75,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",53800,50000,58300,63200,1.1842105263157894,0.0,69.4,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,삼성바이오로직스,207940,의약품,1654000,556.16,765652.3,,13.8,-5.44,-24317.1921,3162.50715,0.61,1.66,-7.96,3,,"MACD상승, 정배열(단), 장기추세(120↑)",1654000,1559000,1769000,1893000,1.2105263157894737,0.0,69.2,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSPI,하나금융지주,086790,금융업,97300,919.36,270811.0,,51.2,4.67,220.7165,243.50336,0.98,7.16,6.92,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",95700,90800,101600,108000,1.2040816326530612,1.671891327063741,69.0,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSDAQ,펩트론,087010,기타,291500,2420.57,67970.1,,56.2,-5.67,-2694.3327,-2581.36488,2.11,-8.48,-6.57,3,,"거래량↑, 정배열(단), 장기추세(120↑)",291500,271000,316000,342500,1.1951219512195121,0.0,68.7,🔁 MR (반전),📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSPI,S-Oil,010950,화학,80800,281.24,90966.9,,50.9,-1.76,-1437.85,204.51935,0.77,0.5,-5.72,3,,"MACD상승, 정배열(단), 장기추세(120↑)",80800,75100,87600,94900,1.1929824561403508,0.0,68.5,🔺 Watch (상승 준비),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,HD현대마린엔진,071970,기타,79900,247.31,27103.3,,35.4,-2.02,-175.6006,239.36665,1.16,0.38,0.76,2,,"MACD상승, 장기추세(120↑)",79900,74300,86600,93900,1.1964285714285714,0.0,68.4,🔺 Watch (상승 준비),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSPI,두산로보틱스,454910,기타,75800,121.42,49133.5,,51.5,0.26,-189.7014,184.75023,0.5,9.38,5.28,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",75800,70500,82200,89100,1.2075471698113207,0.0,68.2,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,대원전선,006340,기타,3840,174.58,2932.0,,61.6,0.99,-11.9966,1.56782,0.54,5.79,13.78,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",3840,3570,4165,4510,1.2037037037037037,0.0,68.1,🔺 Watch (관찰·돌파예상),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSDAQ,피에스케이,319660,기타,32600,166.86,9443.1,,44.7,-3.34,-339.0358,272.39457,1.31,10.51,-2.69,4,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑)",32600,30300,35350,38300,1.1956521739130435,0.0,68.1,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSDAQ,이오테크닉스,039030,기타,276000,164.68,34002.0,,54.4,2.02,-1183.5105,1180.9374,0.48,11.74,0.36,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",276000,256500,299000,324500,1.1794871794871795,0.0,67.9,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSDAQ,휴젤,145020,기타,232000,164.71,28545.4,,56.5,2.52,2905.4194,300.7454,0.84,7.66,0.43,2,,"MACD상승, 20선근접, MACD>Sig",232000,216000,251500,272500,1.21875,0.0,67.7,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSPI,삼양식품,003230,기타,1332000,672.53,100339.8,,59.7,-1.42,4263.6854,-5211.98522,0.79,1.6,-2.92,0,,MACD>Sig,1332000,1239000,1444000,1565000,1.2043010752688172,0.0,67.6,↩️ PULL (눌림),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,HD현대,267250,기타,190400,418.19,150402.8,,29.4,-9.06,-4674.9903,13.68755,1.07,-5.98,-12.46,3,,"MACD상승, 정배열(단), 장기추세(120↑)",190400,177100,206500,223500,1.2105263157894737,0.0,67.6,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSPI,BNK금융지주,138930,기타,15620,191.56,49113.2,,35.1,3.64,34.905,28.19739,1.32,5.33,5.54,6,★,"MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",15520,14730,16710,17890,1.5063291139240507,0.6443298969072164,67.6,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSDAQ,하나마이크론,067310,기타,25250,219.19,16760.5,,64.7,-0.4,-94.4144,38.68223,0.34,1.41,-2.51,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",25250,23500,27350,29650,1.2,0.0,67.5,🔺 Watch (상승 준비),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSDAQ,티엘비,356860,기타,66600,179.48,6548.5,,67.9,-0.43,-641.3715,77.33634,0.44,-2.35,-1.62,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",66600,61900,72200,78300,1.1914893617021276,0.0,67.5,↩️ PULL (눌림),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,HD현대중공업,329180,운수장비,520000,786.62,461620.2,,71.3,-5.73,-7201.8992,-463.96532,0.44,-5.11,-13.76,3,,"정배열(단), 장기추세(120↑), 자금유입(MFI)",520000,483500,564000,611000,1.2054794520547945,0.0,67.4,🔁 MR (반전),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSPI,셀트리온,068270,의약품,184200,693.3,425430.1,,55.2,0.41,-360.3346,-141.78061,0.38,0.93,0.22,3,,"20선근접, 정배열(단), 장기추세(120↑)",184200,171300,199700,216500,1.2015503875968991,0.0,67.4,↩️ PULL (눌림),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,엔씨소프트,036570,서비스업,209000,206.25,45027.0,,30.3,-2.7,-734.0258,353.05496,0.38,0.48,-6.9,2,,"MACD상승, 장기추세(120↑)",209000,194400,226500,245500,1.1986301369863013,0.0,67.4,🔺 Watch (상승 준비),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSDAQ,심텍,222800,기타,52100,262.77,19232.3,,76.6,-4.42,-585.3617,31.09578,0.38,-0.57,-4.75,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI)",52100,48450,56500,61200,1.2054794520547945,0.0,67.3,↩️ PULL (눌림),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
