시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2
KOSPI,POSCO홀딩스,005490,기타,317500,1195.68,256962.1,57.3,60.4,2.13,-1250.4457,752.3139,1.03,1.28,-0.31,8,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), 과열X",317500,295500,344000,373000
KOSDAQ,인투셀,287840,기타,58800,668.83,8730.4,52.4,57.1,2.56,-759.988,219.05404,1.54,5.95,7.69,8,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",58800,54700,63700,69100
KOSDAQ,보로노이,310210,기타,240500,389.65,44235.5,69.4,60.2,10.11,104.3338,114.75064,1.33,9.07,7.61,8,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), MACD>Sig, 과열X",225000,209000,244000,264500
KOSDAQ,온코닉테라퓨틱스,476060,기타,15640,372.7,6958.2,62.1,64.1,3.44,76.7379,-21.22676,0.64,-0.82,14.33,8,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), MACD>Sig, 과열X",15570,14480,16880,18300
KOSPI,대성산업,128820,기타,4710,334.82,2130.6,64.6,92.3,10.39,41.5623,12.5624,6.45,5.72,5.02,8,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",4395,4085,4765,5160
KOSPI,한전기술,052690,기타,94400,256.25,36079.7,50.2,57.2,0.21,-481.719,519.62076,1.25,6.07,-0.21,8,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",94400,87800,102300,110900
KOSPI,HD현대인프라코어,042670,기타,14960,225.92,28252.1,61.3,60.3,4.77,108.3183,55.36528,0.94,9.36,6.7,8,★,"RSI적정, MACD상승, 20선근접, 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), MACD>Sig, 과열X",14710,13680,15940,17280
KOSDAQ,조이시티,067000,기타,2025,215.27,1415.5,54.5,75.1,10.04,27.9134,3.52367,3.34,0.75,22.14,8,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",1896,1763,2055,2225
KOSPI,우진,105840,기타,15520,205.29,3134.7,60.2,77.7,7.12,45.6184,81.06219,1.17,10.54,15.82,8,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), MACD>Sig, 과열X",14920,13880,16180,17530
KOSPI,고려아연,010130,기타,1160000,196.86,224381.9,64.5,69.9,7.19,3631.5534,2234.82908,0.52,1.75,4.13,8,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), MACD>Sig, 과열X",1115000,1037000,1208000,1310000
KOSPI,금호석유화학,011780,기타,118400,145.74,30821.6,53.8,66.8,1.89,-417.1091,246.31866,1.33,2.33,-1.91,8,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",118400,110100,128300,139100
KOSDAQ,차바이오텍,085660,기타,13170,115.94,10065.3,58.1,59.8,3.99,-66.0655,55.65232,1.7,7.51,-0.75,8,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",13040,12130,14140,15330
KOSPI,신풍제약,019170,기타,14760,109.1,7820.6,54.8,60.6,4.62,-23.2035,54.18416,1.12,9.09,2.0,8,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), 과열X",14530,13510,15750,17070
KOSPI,한전KPS,051600,기타,53000,101.45,23850.0,61.8,69.2,3.24,58.7604,64.36942,0.98,4.74,1.34,8,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",52900,49350,57100,61700
KOSPI,KCC,002380,기타,415000,90.64,36878.9,48.8,60.9,-0.78,-2111.2229,848.74792,0.81,2.09,-3.49,8,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), 과열X",415000,386000,450000,487500
KOSDAQ,하이드로리튬,101670,기타,2195,74.05,1189.0,48.8,76.1,1.02,4.3611,12.79351,2.05,5.02,3.29,8,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",2195,2040,2380,2580
KOSDAQ,포스코엠텍,009520,기타,15510,51.77,6458.8,53.0,68.6,0.47,-126.039,56.88462,0.77,0.71,-3.36,8,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), 과열X",15510,14420,16810,18220
KOSPI,HD현대중공업,329180,기타,554000,5459.91,491803.1,58.4,75.2,-1.74,-3870.424,-247.39252,2.6,-3.48,3.36,7,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), 과열X",554000,515000,601000,651000
KOSPI,한국전력,015760,기타,52800,3924.41,338957.0,63.8,65.5,11.73,183.3785,158.40586,1.09,11.75,10.81,7,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",48650,45250,52800,57200
KOSPI,카카오,035720,기타,61000,1994.82,269854.3,50.9,60.4,-0.88,-298.3821,229.56507,0.76,4.81,-4.39,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",61000,56700,66100,71700
KOSDAQ,리가켐바이오,141080,기타,185600,1589.7,67948.8,71.0,79.8,13.5,1454.1419,324.85123,1.34,7.04,8.73,7,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",168400,156600,182600,197900
KOSDAQ,삼현,437730,기타,32000,1581.26,10146.4,60.2,78.0,12.02,74.8598,323.43561,5.39,25.98,12.48,7,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",29400,27350,31900,34550
KOSPI,SK스퀘어,402340,기타,291000,1556.31,385693.9,55.7,68.9,1.52,-3866.8299,631.79428,0.76,2.83,-9.77,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",291000,270500,315500,342000
KOSPI,셀트리온,068270,기타,187400,1291.05,432820.9,62.0,62.6,3.26,-2.5268,88.56265,0.66,1.24,2.46,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",186900,173800,202500,219500
KOSPI,에이피알,278470,기타,250000,1041.91,93576.6,61.1,61.9,5.39,2795.601,515.76739,0.51,11.36,18.48,7,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",244500,227000,265000,287000
KOSPI,포스코퓨처엠,003670,기타,205000,1013.92,182339.8,45.5,48.8,-1.19,-3927.7612,1382.66089,1.32,4.65,-4.65,7,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",205000,190600,222000,241000
KOSDAQ,리노공업,058470,기타,64500,978.36,49156.6,62.5,74.0,11.89,486.396,364.73383,2.21,14.97,13.36,7,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",59400,55200,64400,69800
KOSDAQ,올릭스,226950,기타,131000,859.63,26350.4,60.1,71.1,2.78,-1585.086,-189.39853,0.58,-1.95,-5.76,7,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), 과열X",131000,121800,142000,153900
KOSPI,삼양식품,003230,기타,1396000,837.24,105160.9,58.3,59.2,3.98,9368.437,1956.57029,0.93,1.53,10.18,7,★,"RSI적정, MACD상승, 20선근접, 장기추세(120↑), 에너지응축(Sqz), MACD>Sig, 과열X",1383000,1286000,1499000,1625000
KOSDAQ,고영,098460,기타,19200,693.82,13181.7,45.9,60.9,3.49,-115.0569,34.42952,0.31,6.96,-6.34,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",19110,17770,20700,22450
KOSPI,금강공업,014280,기타,6310,693.09,1850.7,73.4,93.7,13.16,72.4189,19.89266,3.93,15.36,19.51,7,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), MACD>Sig",5740,5340,6230,6750
KOSPI,KT&G,033780,기타,142600,679.58,168234.7,57.0,71.3,2.11,262.2883,-139.5449,0.81,-1.52,1.13,7,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",142600,134800,152000,162200
KOSPI,신한지주,055550,기타,79000,668.46,383541.0,49.4,67.5,2.25,-289.7354,130.1626,0.63,3.0,-2.95,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",79000,73600,85500,92500
KOSPI,엘앤에프,066970,기타,124100,648.41,49020.8,47.5,45.8,-0.7,-3022.3695,641.09035,0.71,-1.51,-5.05,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",124100,115400,134500,145800
KOSPI,한미약품,128940,기타,455500,409.05,58354.1,55.3,54.0,1.24,-5135.9699,294.099,0.46,1.22,-5.01,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",455500,423500,494000,535000
KOSDAQ,씨피시스템,413630,기타,3975,366.83,1448.4,54.3,85.5,-4.81,-117.7672,4.49632,0.97,-5.69,-17.96,7,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), 과열X",3975,3695,4310,4670
KOSPI,우리금융지주,316140,기타,26150,332.99,191961.0,45.5,62.2,0.19,-60.1843,20.29189,0.53,0.19,-3.15,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",26150,24600,28000,30000
KOSDAQ,더즌,462860,기타,3800,277.18,2725.1,49.6,74.0,0.4,25.4024,12.97299,8.21,4.4,-5.24,7,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 자금유입(MFI), 에너지응축(Sqz), MACD>Sig, 과열X",3800,3535,4120,4465
KOSPI,롯데관광개발,032350,기타,20300,238.17,16146.5,59.1,74.9,4.63,148.8803,-107.38649,0.72,4.42,7.18,7,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",19980,18590,21650,23500
KOSDAQ,드림씨아이에스,223250,기타,4300,235.61,1023.4,48.3,88.5,-2.32,-30.4918,-2.82285,7.2,-4.02,-0.35,7,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), 과열X",4300,4000,4660,5050
KOSPI,HD현대건설기계,267270,기타,96900,171.33,16819.5,54.1,56.3,3.16,300.5047,367.94193,1.03,8.03,4.42,7,★,"RSI적정, MACD상승, 20선근접, 장기추세(120↑), 에너지응축(Sqz), MACD>Sig, 과열X",96800,90000,104900,113700
KOSDAQ,엘앤씨바이오,290650,기타,53800,161.51,13244.9,53.1,61.0,0.92,-93.0739,29.03865,0.55,-1.47,7.17,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",53800,50000,58300,63200
KOSPI,대한유화,006650,기타,150600,148.34,9789.0,60.8,64.6,7.05,-944.0136,674.07669,1.69,2.38,-5.1,7,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",144900,134800,157100,170300
KOSPI,포스코인터내셔널,047050,기타,53800,139.58,94646.5,52.4,52.3,0.95,-191.7327,148.48452,0.68,4.26,-0.92,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",53800,50000,58300,63200
KOSDAQ,에스비비테크,389500,기타,27050,134.7,1713.3,55.4,78.8,5.06,422.1866,-130.29662,1.28,9.74,8.63,7,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",26500,24650,28750,31150
KOSDAQ,HK이노엔,195940,기타,50600,130.18,14334.9,45.2,51.2,1.28,-191.245,93.07227,0.98,1.0,0.2,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",50600,47050,54900,59500
KOSPI,현대해상,001450,기타,29750,128.98,26596.5,53.3,50.0,4.98,52.6453,96.77342,0.81,5.68,0.0,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig, 과열X",29200,27150,31650,34300
KOSPI,LG화학우,051915,기타,197900,123.39,15216.1,52.9,45.8,1.76,-2754.683,1013.3126,0.95,3.45,-1.54,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",197900,184000,214500,232500
KOSDAQ,한국비엔씨,256840,기타,5460,111.5,3734.4,51.8,74.1,1.62,-9.5218,1.3248,0.38,-1.27,3.8,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",5460,5080,5920,6420
KOSDAQ,큐리언트,115180,기타,26000,111.27,9318.1,63.9,62.2,9.59,-247.769,37.21901,1.4,0.0,5.05,7,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",24450,22750,26500,28700
KOSPI,NH투자증권,005940,기타,21000,108.03,74832.3,52.6,67.3,0.42,-90.1855,25.27981,0.55,0.24,-6.46,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",21000,19530,22750,24700
KOSPI,JB금융지주,175330,기타,23800,106.92,45192.5,50.3,62.1,1.48,-10.1951,11.7893,1.09,-1.86,-1.04,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",23800,22150,25800,27950
KOSDAQ,압타바이오,293780,기타,8180,96.62,2198.9,64.2,74.6,10.83,62.5864,47.94286,4.86,6.93,10.84,7,★,"RSI적정, MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",7600,7070,8240,8930
KOSDAQ,하나머티리얼즈,166090,기타,43600,93.16,8623.1,57.9,67.0,7.07,102.3305,145.0268,0.76,4.31,14.89,7,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",41950,39000,45450,49300
KOSPI,에스엘,005850,기타,38100,76.22,17696.9,72.8,77.9,7.79,322.6091,86.07889,1.29,7.63,8.55,7,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",36400,34250,39000,41800
KOSDAQ,미래나노텍,095500,기타,12410,75.57,3848.3,58.7,67.0,3.52,-111.3762,19.61101,0.7,-7.87,-1.59,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",12350,11480,13380,14510
KOSDAQ,에이디테크놀로지,200710,기타,24550,66.94,3299.7,54.5,62.1,4.55,160.4485,115.24614,1.01,6.74,7.68,7,★,"RSI적정, MACD상승, 20선근접, 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",24200,22500,26200,28400
KOSPI,효성,004800,기타,131000,66.3,21929.9,49.6,60.5,-4.37,-3225.2663,373.88355,0.56,0.31,-13.53,7,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), 과열X",131000,121800,142000,153900
KOSPI,코오롱,002020,기타,51400,65.82,6490.0,55.3,64.4,7.7,157.6842,72.22663,0.59,6.09,7.08,7,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",49150,45700,53300,57800
KOSPI,녹십자,006280,기타,134300,60.47,15695.0,52.4,65.4,1.12,-303.8685,207.81053,0.81,1.44,-1.9,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",134300,124900,145600,157800
KOSPI,삼성전자,005930,기타,102800,21590.35,6085387.8,54.7,60.0,1.7,-684.3155,417.16502,0.8,6.53,-0.29,6,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 과열X",102800,95600,111400,120800
KOSDAQ,이뮨온시아,424870,기타,8770,3267.24,6504.3,82.4,95.6,36.04,224.933,72.6541,4.42,26.37,53.32,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6640,6180,7200,7800
KOSPI,NAVER,035420,기타,263500,2443.97,413306.7,49.6,43.7,0.92,-558.5395,578.47636,0.66,6.04,0.0,6,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 과열X",263500,245000,285500,309500
KOSPI,삼성전기,009150,기타,257000,2227.54,191962.8,62.8,56.8,13.13,1797.7396,1993.80287,1.32,19.53,13.47,6,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",234000,217500,253500,275000
KOSDAQ,로킷헬스케어,376900,기타,75500,2193.65,11824.4,85.1,82.9,61.82,2856.5727,438.47042,1.46,46.89,112.38,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",48050,44700,52100,56500
KOSPI,삼성전자우,005935,기타,77300,2050.24,630748.4,50.9,56.2,-0.37,-637.2544,326.40048,0.72,5.89,-1.65,6,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 과열X",77300,71900,83800,90800
KOSPI,SK바이오팜,326030,기타,140700,1233.34,110186.7,78.0,72.9,13.42,680.2888,675.92869,2.16,12.02,10.09,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",127800,118800,138500,150100
KOSPI,KB금융,105560,기타,124700,1221.77,475683.2,49.0,56.7,0.56,-846.433,242.89593,0.81,2.05,-7.42,6,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 과열X",124700,116000,135200,146500
KOSPI,코오롱모빌리티그룹,450140,기타,10560,901.03,6629.3,55.4,68.1,7.48,-30.994,88.45425,2.33,12.22,-10.96,6,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI)",10120,9410,10970,11890
KOSPI,엔씨소프트,036570,기타,213500,835.24,45996.5,48.6,43.0,-1.78,-2054.4932,1065.77881,1.49,11.37,-11.78,6,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 과열X",213500,198600,231500,251000
KOSDAQ,코오롱티슈진,950160,기타,68600,744.8,57089.8,80.6,87.1,29.99,1669.7529,178.14857,1.45,27.51,33.98,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",54400,50600,58900,63900
KOSPI,한국항공우주,047810,기타,110300,683.88,107515.0,66.8,59.6,4.95,405.531,139.86013,0.82,3.28,6.26,6,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig, 과열X",108200,100700,117300,127200
KOSDAQ,오스코텍,039200,기타,58700,610.67,22457.5,67.0,73.3,18.89,647.7869,176.98668,1.95,19.07,17.4,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",50900,47300,55100,59800
KOSPI,기아,000270,기타,113200,593.91,445769.5,52.7,38.2,-1.3,-785.8524,100.76758,0.5,-1.14,-4.55,6,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",113200,107200,120400,128100
KOSPI,한올바이오파마,009420,기타,46350,587.62,24213.5,48.2,58.4,7.77,-141.7696,119.37298,0.92,7.54,13.88,6,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",44300,41200,48000,52000
KOSDAQ,펩트론,087010,기타,319000,557.87,74382.3,63.0,72.8,6.48,2860.6296,-1963.21029,0.53,-4.63,8.5,6,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",308500,287000,334500,362500
KOSDAQ,ISC,095340,기타,104300,552.09,22108.5,70.7,86.3,25.35,2241.1474,626.13816,1.42,18.12,32.36,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",85700,79700,92900,100700
KOSPI,유한양행,000100,기타,119400,549.4,95482.3,56.6,68.6,1.4,-184.8057,225.86936,0.82,2.93,-0.33,6,★,"RSI적정, MACD상승, 20선근접, 장기추세(120↑), 자금유입(MFI), 과열X",119400,111000,129400,140300
KOSPI,일동제약,249420,기타,30050,535.77,9507.3,48.5,55.2,5.9,26.1059,-26.9772,0.42,5.44,4.52,6,★,"RSI적정, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), MACD>Sig, 과열X",29250,27200,31700,34350
KOSPI,하나금융지주,086790,기타,92900,467.24,258564.7,49.8,56.9,1.77,-303.5522,121.77038,0.46,0.32,-3.63,6,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 과열X",92900,86400,100700,109200
KOSPI,롯데케미칼,011170,기타,75600,427.11,32338.2,56.3,76.8,-1.11,-826.2428,-98.15996,2.58,-5.14,-10.85,6,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",75600,70300,82000,88800
KOSDAQ,에이프릴바이오,397030,기타,38950,410.88,8945.0,61.2,67.2,7.32,-44.8043,13.89623,0.79,1.17,10.65,6,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",37400,34750,40500,43900
KOSDAQ,스맥,099440,기타,4610,390.93,3146.0,64.4,81.5,16.15,108.8262,16.12173,1.93,27.0,17.01,6,★,"RSI적정, MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",4090,3800,4430,4805
KOSDAQ,한스바이오메드,042520,기타,28850,360.61,3902.4,48.2,43.1,-5.77,-556.7384,-335.64783,1.81,-16.13,-4.47,6,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",28850,26850,31250,33900
KOSDAQ,케어젠,214370,기타,73800,355.22,39641.7,61.9,69.5,10.59,1549.6154,-420.94338,2.43,13.71,16.59,6,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",68700,63900,74500,80800
KOSPI,CJ,001040,기타,179500,343.17,52372.7,56.3,60.3,3.34,1088.1014,-194.62667,1.04,2.69,5.28,6,★,"RSI적정, 20선근접, 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",178900,166400,193900,210000
KOSPI,SK이노베이션,096770,기타,117200,286.54,198129.9,45.4,47.2,-3.03,-1542.8112,478.19608,0.72,0.51,-7.35,6,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",117200,109000,127000,137700
KOSPI,S-Oil,010950,기타,80900,278.37,91079.5,56.3,66.3,-0.5,-900.9226,-320.62188,0.73,-10.11,-7.54,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",80900,75200,87700,95100
KOSDAQ,코오롱생명과학,102940,기타,53700,261.09,6671.4,87.7,93.9,42.24,1583.6,441.95982,3.26,40.39,45.53,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",38900,36150,42150,45700
KOSDAQ,인벤티지랩,389470,기타,60100,259.93,7433.8,55.7,64.8,0.45,-666.8012,-419.62414,0.45,-7.4,-4.91,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",60100,55900,65100,70600
