종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,NEWS_SCORE,NEWS_REASON,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,VWAP,VWAP_GAP,캔들패턴,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,주봉20선_상회,주봉추세,EBS,통과,근거,ATR_MULT,추천수량,추천금액(만원),HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,ML_SCORE,TOTAL_SCORE,켈리_수량,켈리_금액(원),MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
142210,유니트론텍,KOSDAQ,자동차 부품 및 내장품 판매업,자동차 부품 및 내장품 판매업,자동차·모빌리티,6510,111.72,,6460,5810,8400,10340,81.9,72.3,82.2,0.0,,🔼 BRK (돌파),④ 바닥 반등 시도,6.72,4.49,4.27,-5.74,-14.28,3,1.0,1.0,0.35,0.91,0.36,0.01,0.47,53.6,71.5,3.83,6386,1.93,,6.7688,0.0954,3.23,1.07,5645,1,10.99,0,1,1,1,False,6.2,5.34,4.49,O,▲,12,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,379,245.0,6282,▲,O,X,10.133333333333333,4.7825,6.0,2.7,0.7739938080495357,1,🌪️ 에너지 응축 시작 (3일차). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ,81.5999984741211,81.8,379,2450051,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,11,20260107,20260107,26.05,10.23,4.49,-5.74
089970,브이엠,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,30400,153.4,,30000,27850,34300,38550,81.8,73.8,81.2,0.0,,🔼 BRK (돌파),① 강한 상승 추세,14.29,181.22,11.84,42.15,162.45,1,0.58,0.7,1.0,0.85,0.64,0.05,0.71,61.9,77.2,4.45,31166,-2.46,,123.3578,0.1524,0.95,-0.25,25830,1,19.84,0,1,1,1,False,7.42,5.92,52.38,O,▲,9,★,"주봉20선↑, 주봉추세우상향, RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",1.8,58,176.8,30711,▲,X,X,8.520588235294117,13.023529411764706,4.0,1.5294117647058822,1.3333333333333335,1,🌪️ 에너지 응축 시작 (1일차). 📉 매도세 우위. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ,65.5999984741211,76.9,58,1767500,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),1,12,20260107,20260107,26.05,10.23,52.38,42.15
022100,포스코DX,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",서비스 기타,28350,223.55,,28350,26350,32350,36300,81.2,69.9,82.2,0.0,,↩️ PULL (눌림),② 상승 후 조정,7.39,18.12,-3.61,9.27,-24.85,5,0.76,0.77,1.0,1.0,0.26,0.12,0.68,47.8,70.0,1.05,28893,-1.88,,16.4125,-0.135,0.42,-2.39,25020,1,17.38,0,1,1,1,False,-5.18,10.31,35.32,O,▲,8,★,"주봉20선↑, 주봉추세우상향, RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",1.8,60,170.7,29366,▲,X,X,0.16999999999999998,-8.232857142857144,12.0,2.0,0.0,1,🌪️ 5일 연속 응축 중! 폭발 임박. 📉 매도세 우위. 💰 외국인/기관 수급 집중. ✅ 20일선 눌림목 구간.,64.19999694824219,76.1,60,1707499,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),2,13,20260107,20260107,26.05,10.23,35.32,9.27
011280,태림포장,KOSPI,"골판지, 종이 상자 및 종이용기 제조업","골판지, 종이 상자 및 종이용기 제조업",기타,2050,52.77,,2050,1910,2375,2705,81.2,77.6,78.1,0.0,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,16.88,-6.82,5.88,-16.42,-49.79,3,0.89,0.86,1.0,1.0,0.39,0.0,0.65,48.4,66.7,3.07,2153,-4.79,,7.2563,0.1541,1.57,0.03,1910,1,14.04,0,1,1,1,False,4.11,3.74,9.63,O,▲,11,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",1.8,638,130.9,2033,▲,O,X,6.295128205128205,10.954786324786324,5.0,2.3214285714285716,0.0,1,🌪️ 에너지 응축 시작 (3일차). 📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ,38.599998474121094,68.4,638,1308615,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,14,20260107,20260107,26.05,10.23,9.63,-16.42
000120,CJ대한통운,KOSPI,도로 화물 운송업,도로 화물 운송업,기타,96000,98.79,,96000,90400,107100,118100,81.0,72.7,80.4,0.0,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-1.54,3.45,-12.54,-10.11,-39.52,4,0.76,0.63,0.86,1.0,0.33,0.0,0.72,50.9,53.3,0.81,95539,0.48,장악형,-281.1846,0.0643,1.38,-0.05,90480,1,6.59,1,1,1,1,True,3.0,0.52,15.94,O,▲,11,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), VWAP상회, 패턴(장악형)",1.8,8,80.2,94259,▲,O,X,6.295128205128205,10.954786324786324,5.0,1.9821428571428572,0.0,1,🌪️ 에너지 응축 시작 (4일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,24.899999618530273,64.2,8,802432,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,15,20260107,20260107,26.05,10.23,15.94,-10.11
170030,현대공업,KOSDAQ,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차·모빌리티,6310,71.07,,6310,5860,7650,8990,81.0,72.8,80.3,0.0,,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,-1.87,11.48,-4.32,-3.28,-7.29,1,1.0,1.0,1.0,1.0,0.32,0.0,0.41,48.8,73.6,1.24,6300,0.15,,-8.8401,0.0349,8.52,1.32,6454,-1,6.14,1,1,1,1,True,3.27,0.96,6.95,O,▼,14,★,"주봉20선↑, HMA추세↑, HMA돌파, OBV매집, RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, VWAP상회",2.5,344,217.5,6101,▲,O,O,10.133333333333333,4.7825,6.0,2.977777777777778,0.0,-1,🌪️ 에너지 응축 시작 (1일차). 🧱 구조적 지지선(Swing Low) 근접. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,70.0999984741211,77.7,344,2174738,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),3,16,20260107,20260107,26.05,10.23,6.95,-3.28
389650,넥스트바이오메디컬,KOSDAQ,의료용 기기 제조업,의료용 기기 제조업,기타,88000,95.47,,88000,81800,100400,112700,79.9,75.0,77.0,0.0,,🔺 Watch (상승 준비),① 강한 상승 추세,-0.56,101.37,-3.01,19.76,82.6,2,0.76,0.77,1.0,1.0,0.5,0.0,0.75,53.6,61.0,1.59,87840,0.18,,-291.8991,0.1323,0.86,-0.09,76730,1,15.35,0,1,1,1,False,0.34,4.89,29.99,O,▲,11,★,"주봉20선↑, 주봉추세우상향, OBV매집, RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, VWAP상회",1.8,22,194.7,88162,▲,X,O,6.295128205128205,10.954786324786324,5.0,2.0,0.0,1,🌪️ 에너지 응축 시작 (2일차). 📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,78.0,79.3,22,1947499,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),1,17,20260107,20260107,26.05,10.23,29.99,19.76
010140,삼성중공업,KOSPI,선박 및 보트 건조업,선박 및 보트 건조업,조선·기계·설비,25350,2419.56,,25350,23550,29650,33900,78.9,91.0,84.8,0.0,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-0.39,41.78,-11.39,-12.88,-1.19,0,0.91,0.93,1.0,1.0,0.36,1.0,0.67,47.8,60.4,1.11,24750,2.42,,33.5272,0.1504,2.35,1.13,26685,-1,14.06,0,0,0,1,False,3.05,-0.2,13.17,O,▲,13,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, OBV매집, RSI적정, MACD상승, 20선근접, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.0,98,248.4,24266,▲,O,O,8.520588235294117,13.023529411764706,4.0,2.388888888888889,0.0,-1,💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간. (강력 매수),13.0,59.1,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,18,20260107,20260107,26.05,10.23,13.17,-12.88
277810,레인보우로보틱스,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,466000,1563.69,,466000,433000,520000,573000,78.4,81.3,80.1,0.0,,↩️ PULL (눌림),② 상승 후 조정,6.27,72.27,3.82,31.2,53.5,4,0.62,0.63,1.0,1.0,0.36,1.0,0.74,47.0,55.6,-0.51,473455,-1.57,,-3534.1963,-0.1356,1.28,-0.93,418000,1,13.9,0,1,1,0,True,-2.0,3.44,41.43,O,▲,7,★,"주봉20선↑, 주봉추세우상향, RSI적정, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑)",1.8,3,155.2,480520,▼,X,X,8.520588235294117,13.023529411764706,4.0,1.6363636363636365,0.0,1,🌪️ 에너지 응축 시작 (4일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간. (매수 유효),74.30000305175781,77.2,3,1552222,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),2,19,20260107,20260107,26.05,10.23,41.43,31.2
092200,디아이씨,KOSPI,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차·모빌리티,12800,640.26,,12800,11900,15730,18660,78.3,81.8,88.6,0.0,,↩️ PULL (눌림),② 상승 후 조정,14.59,196.98,3.59,156.51,154.01,0,1.0,1.0,1.0,1.0,0.43,0.49,0.75,43.4,40.2,1.27,13522,-5.34,,-148.572,-0.4286,1.15,-0.95,11392,1,35.45,0,0,0,1,False,-9.8,8.29,182.56,O,▲,5,★,"주봉20선↑, 주봉추세우상향, 20선근접, 정배열(단), 장기추세(120↑)",2.0,188,241.8,14031,▲,X,X,10.133333333333333,4.7825,6.0,3.2555555555555555,0.0,1,📉 매도세 우위. ✅ 20일선 눌림목 구간. (매수 유효),85.69999694824219,80.5,188,2418344,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),2,20,20260107,20260107,26.05,10.23,182.56,156.51
208370,셀바스헬스케어,KOSDAQ,의료용 기기 제조업,의료용 기기 제조업,기타,5630,112.89,,5630,5230,6860,8080,78.2,81.9,88.5,0.0,,↩️ PULL (눌림),② 상승 후 조정,32.63,26.37,30.18,36.38,7.6,0,1.0,1.0,1.0,1.0,0.42,0.02,0.79,45.5,81.7,1.47,5821,-3.29,,-39.8205,-0.2325,0.61,0.8,4503,1,41.32,0,0,0,1,False,-0.35,12.38,46.61,O,▲,7,★,"주봉20선↑, 주봉추세우상향, RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",2.0,432,243.6,5914,▼,X,X,6.295128205128205,10.954786324786324,5.0,3.075,0.0,1,💰 외국인/기관 수급 집중. ✅ 20일선 눌림목 구간. (매수 유효),88.69999694824219,81.3,432,2435731,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),2,21,20260107,20260107,26.05,10.23,46.61,36.38
