종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,NEWS_SCORE,NEWS_REASON,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,VWAP,VWAP_GAP,캔들패턴,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,주봉20선_상회,주봉추세,EBS,통과,근거,ATR_MULT,추천수량,추천금액(만원),HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,ML_SCORE,TOTAL_SCORE,켈리_수량,켈리_금액(원),MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
060370,LS마린솔루션,KOSDAQ,전기 및 통신 공사업,전기 및 통신 공사업,기타,28750,66.1,,28750,27950,32350,35950,47.2,51.2,57.8,0.0,,↩️ PULL (눌림),③ 박스 / 중립,-3.85,-2.71,-6.3,3.63,-21.48,0,1.0,0.68,0.14,1.0,0.01,0.0,0.56,19.4,19.8,-6.97,29567,-2.77,,-439.3266,-0.05,0.3,-1.95,27950,1,24.19,0,0,0,0,True,-5.89,-8.59,13.86,O,▲,4,,"주봉20선↑, 주봉추세우상향, 정배열(단), 장기추세(120↑)",2.0,86,247.2,29171,▼,X,X,6.295128205128205,10.954786324786324,5.0,4.5,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,57.900001525878906,50.4,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),3,279,20260107,20260107,26.05,10.23,13.86,3.63
012450,한화에어로스페이스,KOSPI,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",기타,1010000,2724.32,,952000,880000,1095000,1238000,47.1,55.7,46.2,0.0,,🔼 BRK (돌파),④ 바닥 반등 시도,12.85,18.41,1.85,-29.12,-24.56,0,0.25,0.46,0.97,0.32,0.35,1.0,0.67,66.1,77.4,9.27,990860,1.93,,16404.4874,0.2556,1.35,0.97,880800,1,21.96,0,0,0,1,False,6.43,14.25,-3.07,O,▲,9,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, MACD상승, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,2,190.4,974979,▲,O,X,6.295128205128205,10.954786324786324,5.0,0.6538461538461539,6.092436974789916,1,💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,52.0,48.6,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,280,20260107,20260107,26.05,10.23,-3.07,-29.12
028050,삼성E&A,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",서비스 기타,24150,183.99,,24150,22900,25650,27100,47.0,43.7,61.7,0.0,,↩️ PULL (눌림),④ 바닥 반등 시도,-6.94,-2.23,-17.94,-38.87,-45.2,0,0.46,0.34,0.69,1.0,0.12,0.08,0.76,38.9,41.0,-2.17,24041,0.45,,-23.1947,0.0514,1.02,-0.13,25305,-1,8.66,1,0,0,0,True,-0.62,-3.21,-12.82,X,▼,-1,,"주봉역배열주의, MACD상승, VWAP상회",1.8,103,248.7,23930,▼,O,X,0.16999999999999998,-8.232857142857144,12.0,1.2,0.0,-1,🔇 변동성 축소 (BW 8.7%). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ,33.599998474121094,43.0,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,281,20260107,20260107,26.05,10.23,-12.82,-38.87
035250,강원랜드,KOSPI,유원지 및 기타 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,서비스 기타,18200,123.35,,18200,17830,18930,19660,46.9,44.7,60.8,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,1.56,-10.34,-9.44,-23.8,-53.31,0,0.75,0.22,0.06,1.0,0.2,0.02,0.78,54.8,72.2,-0.76,18522,-1.74,,-59.7983,-0.1313,0.98,-0.63,17883,1,8.02,1,0,0,0,True,-1.57,-1.89,2.25,O,▲,9,★,"주봉20선↑, 주봉추세우상향, OBV매집, RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",1.8,137,249.3,18598,▼,X,O,0.16999999999999998,-8.232857142857144,12.0,1.972972972972973,0.0,1,🔇 변동성 축소 (BW 8.0%). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💰 외국인/기관 수급 집중. ✅ 20일선 눌림목 구간.,27.299999237060547,41.0,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),5,282,20260107,20260107,26.05,10.23,2.25,-23.8
232140,와이씨,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,15980,283.12,,15000,13870,17710,20450,46.9,53.8,51.0,0.0,,🔼 BRK (돌파),④ 바닥 반등 시도,5.83,61.58,3.38,-5.58,42.81,0,0.31,0.59,0.97,0.27,0.53,0.17,0.58,62.8,70.7,9.73,15858,0.77,,239.1543,0.3267,2.06,1.3,13875,1,25.73,0,0,0,1,False,9.53,15.88,4.65,O,▲,11,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,166,249.0,15648,▲,O,X,8.520588235294117,13.023529411764706,4.0,0.8199052132701422,6.533333333333332,1,💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,89.30000305175781,59.6,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,283,20260107,20260107,26.05,10.23,4.65,-5.58
441270,파인엠텍,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,10630,77.41,,10220,9370,11930,13630,46.9,56.1,50.5,0.0,,🔼 BRK (돌파),④ 바닥 반등 시도,16.56,59.61,14.11,-11.16,40.84,0,0.39,0.67,0.82,0.55,0.53,0.0,0.84,56.7,66.6,7.09,10647,-0.16,,142.5311,0.3521,0.81,2.09,9374,1,25.96,0,0,0,1,False,9.81,6.73,-0.93,O,▲,9,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.5,235,240.2,10601,▲,O,X,6.8311111111111105,15.4375,2.0,1.0317460317460319,4.011741682974559,1,💪 매수세 장악(Power Buying). 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,86.0,58.6,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,284,20260107,20260107,26.05,10.23,-0.93,-11.16
272210,한화시스템,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,58500,765.31,,55100,50000,65300,75400,46.8,56.1,45.4,0.0,,🔼 BRK (돌파),④ 바닥 반등 시도,23.94,4.09,12.94,-25.01,-38.88,0,0.31,0.63,0.57,0.31,0.37,0.6,0.7,60.7,63.2,9.36,57705,1.38,,688.0298,0.0421,0.52,1.45,50030,1,30.33,0,0,0,1,False,5.6,7.73,1.04,O,▲,10,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,39,214.9,58467,▲,O,X,6.8311111111111105,15.4375,2.0,0.8,6.170598911070781,1,💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,68.80000305175781,53.4,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,285,20260107,20260107,26.05,10.23,1.04,-25.01
021240,코웨이,KOSPI,그외 기타 개인 서비스업,그외 기타 개인 서비스업,서비스 기타,82400,197.11,,82400,77500,88300,94100,46.3,41.0,61.8,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-6.26,-17.43,-17.26,-37.73,-60.4,0,0.46,0.39,0.88,1.0,0.0,0.09,0.67,18.5,27.0,-5.25,84283,-2.23,,-554.3433,-0.1812,1.19,-0.96,88850,-1,11.1,0,0,0,0,True,-4.96,-7.1,-11.68,X,▼,-3,,주봉역배열주의,1.8,30,247.2,84748,▼,X,X,0.16999999999999998,-8.232857142857144,12.0,1.2040816326530612,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,35.900001525878906,43.2,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),5,286,20260107,20260107,26.05,10.23,-11.68,-37.73
018290,브이티,KOSDAQ,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,18040,52.86,,18040,16920,19390,20750,46.3,48.1,57.9,0.0,,🔺 Watch (상승 준비),④ 바닥 반등 시도,-7.77,-47.33,-10.22,-48.34,-66.1,0,0.46,0.41,0.93,1.0,0.27,0.0,0.74,47.4,50.2,-1.1,18242,-1.11,,234.2811,0.1537,1.27,-0.4,19055,-1,12.1,0,0,0,0,False,1.23,1.86,-38.11,X,▼,2,,"주봉역배열주의, HMA추세↑, RSI적정, MACD상승, 거래량↑, MACD>Sig",2.0,138,249.0,17942,▲,O,X,1.4369999999999998,-2.0105,10.0,1.2053571428571428,0.0,-1,📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,84.69999694824219,57.8,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,287,20260107,20260107,26.05,10.23,-38.11,-48.34
011210,현대위아,KOSPI,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차·모빌리티,77500,425.29,,73800,66300,88600,103300,46.1,45.8,49.7,0.0,,🔺 Watch (상승 준비),② 상승 후 조정,16.02,52.86,5.02,33.74,9.89,0,0.38,0.78,0.33,0.44,0.35,0.3,0.51,63.4,71.8,8.23,76675,1.07,,61.8911,-0.1034,1.98,0.26,65540,1,23.31,0,0,0,1,False,3.75,8.7,59.79,O,▲,11,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, HMA돌파, RSI적정, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,26,191.9,77121,▲,O,X,10.133333333333333,4.7825,6.0,0.9910714285714286,5.013550135501355,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,66.80000305175781,52.3,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),2,288,20260107,20260107,26.05,10.23,59.79,33.74
348370,엔켐,KOSDAQ,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,63700,79.98,,63700,61700,70800,77900,45.9,47.9,57.3,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-9.0,13.75,-11.45,-16.83,-5.02,0,1.0,0.61,0.19,1.0,0.0,0.0,0.67,42.5,47.8,-3.67,64143,-0.69,,174.1602,-0.0021,0.6,-0.96,61740,1,17.46,0,0,0,0,True,-3.92,1.59,-6.6,X,▼,-2,,"주봉역배열주의, MACD>Sig",2.0,39,248.4,64511,▲,X,X,1.4369999999999998,-2.0105,10.0,3.55,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,67.80000305175781,52.5,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),5,289,20260107,20260107,26.05,10.23,-6.6,-16.83
005830,DB손해보험,KOSPI,보험업,보험업,금융,124700,162.37,,124700,120400,131400,138100,45.4,43.6,58.7,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-0.4,-8.78,-11.4,-32.36,-51.75,0,0.6,0.29,0.25,1.0,0.1,0.06,0.77,53.9,43.8,-0.56,128123,-2.67,,229.7099,-0.1661,0.86,-0.63,120400,1,10.74,0,0,0,0,True,-3.33,0.81,-6.31,X,▼,2,,"주봉역배열주의, OBV매집, RSI적정, 20선근접, MACD>Sig",1.8,20,249.4,129835,▼,X,O,1.2916129032258064,-7.02483870967742,11.0,1.558139534883721,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,53.79999923706055,47.9,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),5,290,20260107,20260107,26.05,10.23,-6.31,-32.36
204620,글로벌텍스프리,KOSDAQ,금융 지원 서비스업,금융 지원 서비스업,서비스 기타,4240,59.29,,4240,3940,4715,5190,45.2,43.9,58.2,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-10.83,-39.26,-13.28,-38.97,-58.03,0,0.6,0.61,1.0,1.0,0.0,0.0,0.58,40.3,44.4,-9.6,4426,-4.21,,-20.3478,-0.0101,0.72,-1.99,5140,-1,23.13,0,0,0,0,True,-4.93,-16.86,-28.74,X,▼,-3,,주봉역배열주의,2.0,589,249.7,4386,▼,X,X,0.16999999999999998,-8.232857142857144,12.0,1.5833333333333333,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,70.80000305175781,52.9,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),5,291,20260107,20260107,26.05,10.23,-28.74,-38.97
051915,LG화학우,KOSPI,기타,기타,기타,158000,63.81,,158000,146900,171300,184600,45.1,46.5,56.6,0.0,,🔁 MR (반전),④ 바닥 반등 시도,-19.06,8.97,-30.06,-14.31,-34.0,0,0.46,0.46,1.0,1.0,0.15,0.0,0.58,16.9,13.6,-10.83,162412,-2.72,,-1894.3657,0.108,1.12,-0.97,176020,-1,30.46,0,0,0,0,True,-5.39,-8.3,11.74,X,▲,-1,,"주봉추세우상향, 주봉역배열주의, MACD상승",2.0,15,237.0,158934,▼,X,X,6.295128205128205,10.954786324786324,5.0,1.1981981981981982,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. 📉 과매도 기술적 반등 기대.,33.099998474121094,41.5,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,292,20260107,20260107,26.05,10.23,11.74,-14.31
078600,대주전자재료,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,60400,93.16,,60400,56100,65600,70700,45.0,47.2,56.0,0.0,,🔁 MR (반전),④ 바닥 반등 시도,-18.71,-12.97,-21.16,-17.16,-31.74,0,0.46,0.47,1.0,1.0,0.11,0.0,0.52,11.9,15.7,-12.22,62273,-3.01,,-864.9492,0.0122,1.34,-2.57,67120,-1,32.62,0,0,0,0,True,-8.76,-9.17,-6.93,X,▼,-1,,"주봉역배열주의, MACD상승, 거래량↑",2.0,41,247.6,61044,▼,X,X,6.8311111111111105,15.4375,2.0,1.2093023255813953,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📈 상승 모멘텀 개선. 📉 과매도 기술적 반등 기대.,42.400001525878906,44.2,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,293,20260107,20260107,26.05,10.23,-6.93,-17.16
088350,한화생명,KOSPI,보험업,보험업,금융,3190,56.06,,3190,3075,3380,3570,44.8,40.9,50.0,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,3.4,-24.05,-7.6,-23.15,-67.02,0,0.63,0.32,0.28,1.0,0.1,0.0,0.8,53.3,57.5,0.11,3217,-0.86,,-5.645,-0.1593,1.01,-0.02,3075,1,14.87,0,0,0,1,True,-1.24,-0.62,2.9,O,▲,4,,"주봉20선↑, 주봉추세우상향, RSI적정, 20선근접, 정배열(단)",2.0,783,249.8,3287,▼,X,X,1.2916129032258064,-7.02483870967742,11.0,1.6521739130434783,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,60.0,49.4,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),5,294,20260107,20260107,26.05,10.23,2.9,-23.15
399720,가온칩스,KOSDAQ,반도체 제조업,반도체 제조업,반도체,53300,86.44,,51200,46050,61500,71700,44.6,49.5,45.0,0.0,,🔻 REV (역추세 반등),④ 바닥 반등 시도,3.5,21.55,1.05,-10.23,2.78,0,0.43,0.84,0.35,0.54,0.37,0.0,0.61,62.5,77.1,7.23,52573,1.38,망치형,633.3061,0.0292,1.33,-0.28,45855,1,23.87,0,0,0,1,False,2.11,17.66,0.0,O,▲,10,★,"주봉20선↑, 주봉추세우상향, RSI적정, MACD상승, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회, 패턴(망치형)",2.5,38,194.6,53566,▲,X,X,10.503809523809524,12.358095238095236,3.0,1.1310344827586207,4.1015625,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,64.4000015258789,50.5,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,295,20260107,20260107,26.05,10.23,0.0,-10.23
028670,팬오션,KOSPI,해상 운송업,해상 운송업,기타,3920,88.52,,3920,3735,4195,4470,43.9,45.5,54.9,0.0,,🔺 Watch (상승 준비),④ 바닥 반등 시도,-8.41,-0.76,-19.41,-16.86,-43.73,0,0.57,0.38,0.56,1.0,0.23,0.0,0.79,38.0,42.3,-0.66,3833,2.25,,-17.8706,0.0628,1.24,0.38,4035,-1,9.63,1,0,0,0,True,1.42,-0.13,9.19,O,▼,7,★,"주봉20선↑, HMA추세↑, MACD상승, 20선근접, 거래량↑, 정배열(단), VWAP상회",1.8,637,249.7,3808,▲,O,X,6.295128205128205,10.954786324786324,5.0,1.4864864864864864,0.0,-1,🔇 변동성 축소 (BW 9.6%). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,75.4000015258789,53.4,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,296,20260107,20260107,26.05,10.23,9.19,-16.86
005290,동진쎄미켐,KOSDAQ,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,41050,678.03,,39250,36850,45050,50800,43.8,48.3,54.4,0.0,,🔼 BRK (돌파),④ 바닥 반등 시도,11.4,34.59,8.95,-22.61,15.82,0,0.36,0.53,0.92,0.49,0.38,0.53,0.41,68.4,69.5,7.72,40292,1.88,,450.8214,0.2883,2.66,0.25,36850,1,16.29,0,0,0,1,False,11.7,10.8,-12.38,O,▲,9,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, MACD상승, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,63,247.3,39537,▲,O,X,1.4369999999999998,-2.0105,10.0,0.9523809523809523,4.585987261146497,1,📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,60.29999923706055,48.7,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,297,20260107,20260107,26.05,10.23,-12.38,-22.61
051900,LG생활건강,KOSPI,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,262000,254.35,,262000,254500,273000,284000,43.7,41.1,57.1,0.0,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-3.85,-20.36,-14.85,-35.39,-63.33,0,0.56,0.23,0.15,1.0,0.14,0.14,0.69,42.6,56.4,-0.78,265178,-1.2,,1017.5328,0.097,1.58,-0.03,254550,1,5.38,1,0,0,0,True,1.55,-0.76,-9.34,X,▼,1,,"주봉역배열주의, MACD상승, 20선근접, 거래량↑, MACD>Sig",1.8,9,235.8,263560,▲,X,X,1.4369999999999998,-2.0105,10.0,1.4666666666666666,0.0,1,🔇 변동성 축소 (BW 5.4%). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,60.099998474121094,48.6,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,298,20260107,20260107,26.05,10.23,-9.34,-35.39
081180,쎄크,KOSDAQ,일반 목적용 기계 제조업,일반 목적용 기계 제조업,조선·기계·설비,15430,199.84,,14580,13120,17160,19740,43.1,41.9,46.4,0.0,,🔺 Watch (상승 준비),② 상승 후 조정,36.07,56.81,33.62,57.49,38.04,0,0.29,0.61,0.36,0.35,0.49,0.09,0.58,55.6,74.5,9.01,15745,-2.0,,-40.4409,-0.3888,0.68,-0.64,11820,1,53.79,0,0,0,1,False,-10.96,0.78,67.72,O,▲,6,★,"주봉20선↑, 주봉추세우상향, RSI적정, 정배열(단), 장기추세(120↑), 자금유입",2.5,136,198.3,16257,▼,X,X,8.520588235294117,13.023529411764706,4.0,0.7489177489177489,5.829903978052126,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,89.0999984741211,56.9,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),2,299,20260107,20260107,26.05,10.23,67.72,57.49
030000,제일기획,KOSPI,광고업,광고업,미디어·콘텐츠,20550,96.71,,20550,19550,21750,22950,43.0,36.7,58.1,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-9.87,-5.3,-20.87,-25.31,-48.27,0,0.46,0.32,0.6,1.0,0.0,0.0,0.65,15.5,32.6,-7.85,20825,-1.32,,-300.9415,-0.0268,1.03,-0.36,22295,-1,17.51,0,0,0,0,True,-2.61,-11.23,0.74,X,▲,-1,,"주봉추세우상향, 주봉역배열주의, 정배열(단)",2.0,121,248.7,20794,▼,X,X,8.878,5.487999999999999,7.0,1.2,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,18.0,35.5,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),5,300,20260107,20260107,26.05,10.23,0.74,-25.31
092870,엑시콘,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,16800,117.88,,15800,14680,18470,21150,43.0,50.3,52.6,0.0,,🔼 BRK (돌파),④ 바닥 반등 시도,7.14,65.19,4.69,-6.21,46.42,0,0.3,0.54,1.0,0.29,0.6,0.02,0.53,59.5,71.3,9.55,16724,0.45,,281.4952,0.4781,2.32,1.2,14681,1,24.63,0,0,0,1,False,12.0,16.5,4.02,O,▲,11,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,158,249.6,16163,▲,O,X,8.520588235294117,13.023529411764706,4.0,0.7877358490566038,6.329113924050633,1,💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,90.0,57.1,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,301,20260107,20260107,26.05,10.23,4.02,-6.21
031330,에스에이엠티,KOSDAQ,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,조선·기계·설비,4165,146.68,,3995,3595,4795,5600,42.9,52.9,55.9,0.0,,🔼 BRK (돌파),⑤ 하락 / 약세,8.04,32.85,5.59,6.11,14.08,0,0.42,0.83,0.36,0.52,0.45,0.05,0.67,58.7,75.1,7.39,4120,1.09,,37.169,0.1926,1.84,1.44,3568,1,16.9,0,0,0,1,False,13.8,9.32,16.34,O,▲,11,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,500,199.8,4052,▲,O,X,8.520588235294117,13.023529411764706,4.0,1.105263157894737,4.25531914893617,1,💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,90.5,57.2,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),5,302,20260107,20260107,26.05,10.23,16.34,6.11
