시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2
KOSDAQ,한국비엔씨,256840,기타,5480,112.4,3734.4,63.1,77.3,1.6,-7.7887,1.73313,0.37,-0.9,2.62,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",5480,5100,5940,6440
KOSDAQ,보성파워텍,006910,기타,5360,112.23,2584.2,55.6,62.4,2.51,-12.1384,21.56265,0.77,0.56,2.49,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",5360,4985,5810,6300
KOSDAQ,삼표시멘트,038500,기타,3060,95.43,3302.2,58.6,86.7,0.87,7.3497,1.55925,5.65,-0.65,-2.24,7,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 자금유입(MFI), 에너지응축(Sqz), MACD>Sig, 과열X",3060,2860,3305,3565
KOSDAQ,와이바이오로직스,338840,기타,22850,81.53,3296.3,56.0,60.9,-1.34,-531.6535,64.97864,0.56,-4.19,-12.45,7,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), 과열X",22850,21250,24750,26850
KOSDAQ,케이아이엔엑스,093320,기타,105000,81.17,5470.5,62.2,70.6,15.34,2228.9577,412.90052,1.86,22.38,18.91,7,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",93800,87200,101600,110200
KOSPI,LG화학우,051915,기타,198300,63.31,15216.1,55.7,52.7,2.05,-2011.542,743.14098,0.51,2.96,-4.66,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",198300,184400,215000,233000
KOSDAQ,엔젤로보틱스,455900,기타,29200,53.26,4289.2,56.0,79.8,0.73,-75.9755,81.26753,0.54,3.36,-0.51,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",29200,27150,31650,34300
KOSDAQ,이뮨온시아,424870,기타,10840,4021.54,6504.3,90.2,97.0,61.84,388.2719,163.33887,3.73,49.72,75.12,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6900,6420,7480,8110
KOSDAQ,삼현,437730,기타,41600,3069.95,10146.4,79.5,89.3,43.45,883.3365,808.47664,6.53,51.0,46.22,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",29850,27800,32400,35100
KOSDAQ,디앤디파마텍,347850,기타,92800,903.97,10704.3,63.3,56.7,10.47,502.7236,-866.17546,0.41,4.62,13.45,6,★,"RSI적정, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), MACD>Sig, 과열X",86500,80500,93800,101700
KOSDAQ,클로봇,466100,기타,38300,785.65,8997.2,53.6,63.3,-1.38,-525.2916,242.98134,0.89,3.37,-4.13,6,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",38300,35600,41500,45000
KOSPI,대덕전자,353200,기타,50000,657.13,25005.0,61.2,71.5,5.6,-402.3495,-134.20554,0.54,-2.72,1.01,6,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), 과열X",48750,45350,52900,57300
KOSPI,산일전기,062040,기타,144900,614.94,42318.8,51.4,53.7,-1.31,-1797.7227,839.86231,0.78,4.09,-3.91,6,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",144900,134800,157100,170300
KOSPI,파미셀,005690,기타,16840,424.42,9842.8,47.9,56.1,-4.68,-394.748,40.99158,0.56,-9.12,-5.97,6,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",16840,15660,18250,19790
KOSPI,한화엔진,082740,기타,44400,355.49,36549.8,52.8,38.0,0.87,102.4033,153.186,0.64,3.02,3.74,6,★,"RSI적정, MACD상승, 20선근접, 장기추세(120↑), MACD>Sig, 과열X",44400,41300,48150,52200
KOSPI,일동제약,249420,기타,28900,311.64,9507.3,52.4,59.3,0.71,-77.255,-103.36091,0.25,-7.07,-2.53,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",28900,26900,31350,33950
KOSDAQ,제닉스로보틱스,381620,기타,15510,310.03,1908.7,52.2,78.6,-1.18,-216.7473,112.52939,0.74,4.73,-11.93,6,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",15510,14420,16810,18220
KOSDAQ,인벤티지랩,389470,기타,56400,259.21,7433.8,51.3,61.2,-6.39,-1178.0484,-511.24721,0.46,-15.32,-10.76,6,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), 과열X",56400,52500,61100,66300
KOSDAQ,에스비비테크,389500,기타,28200,152.52,1713.3,61.7,81.4,8.69,388.7287,-33.45789,1.36,14.17,14.63,6,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",26700,24850,28950,31400
KOSPI,신영와코루,005800,기타,15970,144.84,1282.5,84.5,98.0,14.01,164.4857,101.09213,18.1,10.44,14.97,6,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",14430,13420,15640,16950
KOSPI,코리아써키트,007810,기타,31950,141.36,7263.4,71.5,83.4,20.3,163.6902,20.38959,0.35,5.97,9.23,6,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",27350,25450,29650,32150
KOSDAQ,동운아나텍,094170,기타,28150,136.16,5217.0,77.3,74.9,35.2,674.8802,253.51956,1.88,34.69,40.4,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",21450,19940,23250,25200
KOSPI,두산우,000155,기타,534000,123.81,21141.3,48.5,45.6,-4.98,-13295.0415,327.87226,0.46,-8.4,-10.4,6,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",534000,496500,579000,627000
KOSDAQ,큐리언트,115180,기타,28100,121.67,9318.1,66.5,64.2,16.18,-95.5013,152.26773,1.34,5.24,1.26,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",24900,23150,27000,29250
KOSPI,더존비즈온,012510,기타,93800,112.64,28347.1,73.3,59.3,2.65,65.4986,15.57238,0.4,-0.95,1.08,6,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig, 과열X",93800,87200,101700,110200
KOSDAQ,토모큐브,475960,기타,42400,102.52,5715.0,61.6,64.8,3.71,465.4637,-22.13039,0.67,-1.97,5.34,6,★,"RSI적정, 20선근접, 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",42100,39150,45650,49500
KOSDAQ,삼영엠텍,054540,기타,13680,95.4,1797.9,41.1,83.8,-13.54,-488.6647,25.71005,0.18,-11.8,-10.06,6,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), 과열X",13680,12720,14830,16070
KOSDAQ,코데즈컴바인,047770,기타,3070,89.57,1122.0,65.6,84.9,7.97,-3.3496,10.41088,0.57,6.04,5.5,6,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), 과열X",2930,2725,3175,3440
KOSPI,효성,004800,기타,135600,89.21,21929.9,50.9,59.1,-1.45,-2595.8503,629.41599,0.71,4.31,-7.76,6,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",135600,126100,147000,159300
KOSDAQ,코나아이,052400,기타,49850,89.06,6975.8,62.0,64.7,7.03,442.3926,218.70303,1.34,5.95,3.85,6,★,"RSI적정, MACD상승, 거래량↑, 자금유입(MFI), 에너지응축(Sqz), MACD>Sig, 과열X",47950,44600,52000,56400
KOSDAQ,강원에너지,114190,기타,14780,78.05,3939.4,35.0,61.2,-10.05,-454.5878,40.01944,0.19,-5.86,-19.63,6,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), 과열X",14780,13750,16020,17370
KOSDAQ,아이티센글로벌,124500,기타,20400,73.87,4954.2,53.4,65.2,-0.38,-75.5575,-29.66353,0.58,-0.73,-11.69,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",20400,18970,22100,23950
KOSDAQ,모델솔루션,417970,기타,20400,71.76,1378.5,53.1,65.2,9.15,8.3117,-90.60192,0.51,7.71,7.94,6,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",19250,17900,20850,22600
KOSDAQ,씨메스,475400,기타,28250,66.75,3271.7,45.9,63.4,-6.68,-370.1449,65.81842,0.51,-6.61,-8.58,6,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",28250,26250,30600,33200
KOSDAQ,사피엔반도체,452430,기타,31350,66.67,2440.8,63.0,65.1,12.24,357.9584,312.72502,2.91,21.28,10.58,6,★,"RSI적정, MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",28750,26750,31200,33800
KOSDAQ,에이치이엠파마,376270,기타,45000,66.08,3036.7,93.6,90.7,38.81,1406.3562,158.26489,1.98,18.42,60.71,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",33400,31050,36200,39250
KOSDAQ,감성코퍼레이션,036620,기타,6060,65.01,5167.8,61.9,63.9,10.18,76.2672,9.04662,1.19,-0.82,14.12,6,★,"RSI적정, MACD상승, 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",5660,5270,6140,6660
KOSPI,삼성전기우,009155,기타,118600,61.55,3540.7,67.7,75.9,14.21,1454.8639,536.18129,1.27,18.84,15.26,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",107000,99500,115900,125700
KOSDAQ,코세스,089890,기타,28050,59.53,4328.7,45.1,31.1,-3.5,-843.9985,187.06949,1.09,-3.94,-10.53,6,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",28050,26100,30400,32950
KOSDAQ,코리아에프티,123410,기타,6980,57.63,1996.2,78.0,90.2,13.67,113.9265,8.35882,1.38,9.23,13.13,6,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",6320,5880,6860,7430
KOSPI,해성디에스,195870,기타,49800,55.85,8423.5,45.5,37.1,-5.56,-1293.1246,33.02471,0.39,-5.5,-9.62,6,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",49800,46300,54000,58500
KOSDAQ,브이엠,089970,기타,23850,53.31,5626.3,46.3,54.3,-3.2,-450.6996,32.14156,0.46,-0.83,-7.92,6,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",23850,22200,25850,28000
KOSDAQ,헬릭스미스,084990,기타,5900,50.78,2562.8,72.2,80.3,11.22,76.9939,21.27721,2.99,4.24,6.31,6,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",5460,5080,5920,6420
KOSDAQ,에스티아이,039440,기타,24400,50.56,4005.0,58.1,55.8,2.72,16.4002,-38.01539,0.7,-2.2,-1.61,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig, 과열X",24400,22700,26450,28650
KOSDAQ,로보티즈,108490,기타,212500,1725.17,26705.5,46.4,43.2,-3.44,-4366.9304,1328.03107,0.83,5.46,-8.41,5,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 과열X",212500,197600,230500,249500
KOSDAQ,스맥,099440,기타,5040,1188.46,3146.0,72.2,86.9,25.27,140.9756,32.14936,4.23,36.59,28.9,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",4145,3855,4490,4870
KOSDAQ,원익홀딩스,030530,기타,23950,1186.28,19734.3,35.8,42.6,-13.0,-944.2074,124.43444,1.51,8.37,-25.27,5,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 과열X",23950,22250,25950,28150
KOSDAQ,대한광통신,010170,기타,2280,1036.66,2484.0,37.2,47.3,-1.02,-56.2366,32.38336,2.48,10.68,-1.51,5,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 과열X",2280,2120,2470,2680
KOSDAQ,넥스트바이오메디컬,389650,기타,82800,494.83,6292.4,84.2,86.6,26.88,2132.2212,500.73839,3.62,21.05,29.58,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",67200,62500,72900,79000
KOSDAQ,한국피아이엠,448900,기타,44150,477.06,2521.9,67.9,73.4,19.26,344.5542,-5.33977,1.08,8.74,27.05,5,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",38150,35450,41350,44800
KOSDAQ,에프엔에스테크,083500,기타,16490,370.27,1249.5,75.2,90.4,24.03,339.3514,161.24103,10.47,24.27,31.81,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",13690,12740,14840,16090
KOSDAQ,코오롱티슈진,950160,기타,68900,299.89,57089.8,85.0,89.3,27.53,1681.5045,11.75158,0.57,18.18,33.79,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",55600,51800,60300,65400
KOSDAQ,퓨쳐켐,220100,기타,31350,282.84,6796.4,76.8,84.7,19.8,274.7822,-89.40581,0.54,-2.94,20.35,5,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",26950,25050,29200,31650
KOSDAQ,씨어스테크놀로지,458870,기타,134100,252.82,16465.6,75.7,86.1,22.9,879.8257,-192.43985,0.75,0.07,34.1,5,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",112400,104500,121800,132100
KOSDAQ,큐리옥스바이오시스템즈,445680,기타,92300,245.95,15497.0,70.9,68.6,20.67,1762.078,351.02003,0.9,15.66,35.14,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",78800,73300,85400,92600
KOSPI,일진전기,103590,기타,54900,209.13,25893.2,28.8,37.3,-6.51,-1378.4383,149.92593,0.35,-3.85,-10.59,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",54900,51100,59500,64500
KOSDAQ,케이엔알시스템,199430,기타,22750,190.22,2272.1,23.0,14.4,-13.01,-973.7286,248.30844,1.25,1.11,-18.89,5,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 과열X",22750,21150,24650,26750
KOSDAQ,재영솔루텍,049630,기타,1750,182.11,2031.7,62.3,90.1,5.18,-31.9279,-9.4506,0.26,-20.81,-0.28,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",1714,1594,1858,2015
KOSDAQ,앱클론,174900,기타,37550,131.18,7513.1,77.3,77.1,33.2,859.3395,-55.73684,0.79,9.0,34.11,5,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",29050,27000,31450,34100
KOSDAQ,타이거일렉,219130,기타,20450,111.92,1120.2,56.9,52.5,9.69,232.79,275.76427,4.5,22.6,9.77,5,★,"RSI적정, MACD상승, 거래량↑, 장기추세(120↑), MACD>Sig",19200,17860,20800,22550
KOSDAQ,한스바이오메드,042520,기타,28900,105.12,3902.4,49.8,47.6,-5.86,-759.7298,-202.99146,0.52,-17.31,-5.09,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",28900,26900,31350,33950
KOSPI,GS피앤엘,499790,기타,46250,98.62,9409.7,60.2,62.4,5.29,735.0496,-416.43534,0.7,-13.71,15.34,5,★,"RSI적정, 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",45250,42100,49050,53200
KOSDAQ,글로벌텍스프리,204620,기타,6220,98.49,4505.2,66.7,74.8,5.08,60.3833,-35.41659,0.68,-8.93,8.36,5,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",6100,5670,6610,7160
KOSPI,이연제약,102460,기타,12130,85.78,2022.2,69.2,86.3,12.03,94.9035,100.56235,12.11,13.05,9.48,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",11150,10370,12090,13100
KOSDAQ,비나텍,126340,기타,58900,80.39,3758.4,56.1,55.5,7.97,695.9617,-41.32418,0.8,3.51,14.59,5,★,"RSI적정, 정배열(단), 장기추세(120↑), MACD>Sig, 과열X",56200,52300,60900,66000
KOSDAQ,쓰리빌리언,394800,기타,11430,75.41,3616.3,65.6,65.4,8.39,-38.0511,4.5717,0.35,-4.75,5.64,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",10860,10100,11770,12760
KOSPI,맥쿼리인프라,088980,기타,11550,64.42,55315.5,73.2,71.6,1.94,31.6761,-2.39483,0.45,0.35,1.85,5,★,"20선근접, 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",11550,11200,11970,12420
KOSDAQ,유진로봇,056080,기타,11610,62.17,4223.9,46.5,47.7,-4.08,-99.7735,42.95296,0.55,-1.28,-4.84,5,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 과열X",11610,10800,12590,13640
KOSDAQ,나이벡,138610,기타,38100,58.97,4152.8,48.0,58.3,-1.26,-470.3723,169.03156,0.72,-2.06,-3.05,5,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 과열X",38100,35450,41300,44750
KOSDAQ,로킷헬스케어,376900,기타,73400,1818.23,11824.4,81.8,88.3,51.15,2786.066,-70.50665,1.12,24.41,77.08,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",50000,46500,54200,58800
KOSDAQ,로보스타,090360,기타,66500,508.28,6240.0,26.8,23.2,-12.21,-2458.6501,495.36094,1.13,-0.75,-14.96,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",66500,61800,72100,78100
KOSDAQ,휴림로봇,090710,기타,5020,322.51,5949.0,23.7,15.2,-13.73,-187.7223,30.36958,0.5,-3.65,-13.45,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",5020,4670,5440,5900
KOSPI,LG씨엔에스,064400,기타,57600,258.53,56193.8,56.6,68.3,-2.11,219.3133,71.5463,0.28,-1.03,-2.37,4,★,"RSI적정, MACD상승, 자금유입(MFI), MACD>Sig, 과열X",57600,53800,62100,67000
KOSPI,SK이터닉스,475150,기타,20350,212.53,6615.8,58.9,59.4,5.77,236.59,128.54273,1.62,6.1,5.6,4,★,"RSI적정, MACD상승, 거래량↑, MACD>Sig, 과열X",19820,18430,21500,23300
KOSDAQ,티로보틱스,117730,기타,15800,202.16,3253.8,27.3,24.0,-9.49,-384.4977,111.48375,0.63,3.0,-6.34,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",15800,14690,17130,18560
KOSDAQ,현대무벡스,319400,기타,8640,175.37,9377.9,40.0,47.9,-4.75,-81.5131,37.72921,0.61,1.29,-7.59,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",8640,8040,9370,10150
